SIGUNGU_NM,YEAR,주거지역,공업지역,상업지역,문화체육휴양지역,교통지역,공공시설지역,농업지역,산림지역,초지,습지,나지,수역,TOTAL_CHECK
송파구,2002,10964421.87,115144.16,3298297.13,1225187.22,2935837.97,4230425.18,2586154.34,1212625.81,1630135.21,637338.32,993139.19,3998116.72,33826823.120000005
송파구,2003,10962644.69,118995.34,3193940.14,1241503.25,3101087.35,3926507.07,2585419.89,1230806.82,1890499.6,627974.91,986559.75,3960884.58,33826823.39
송파구,2004,10960867.52,122846.51,3089583.14,1257819.28,3266336.73,3622588.95,2584685.45,1248987.83,2150863.99,618611.5,979980.3,3923652.43,33826823.63
송파구,2005,10959090.35,126697.69,2985226.15,1274135.31,3431586.11,3318670.84,2583951.0,1267168.84,2411228.38,609248.09,973400.85,3886420.29,33826823.9
송파구,2006,10957313.18,130548.87,2880869.16,1290451.34,3596835.49,3014752.73,2583216.55,1285349.86,2671592.76,599884.68,966821.4,3849188.14,33826824.16
송파구,2007,10955536.01,134400.04,2776512.17,1306767.37,3762084.87,2710834.62,2582482.11,1303530.87,2931957.15,590521.27,960241.95,3811956.0,33826824.43
송파구,2008,11029326.92,147496.5,2668713.43,1053859.89,3910187.06,2590121.68,1975887.9,1486159.27,3126001.65,586379.09,1412617.32,3840073.71,33826824.419999994
송파구,2009,11103117.82,160592.96,2560914.7,800952.41,4058289.26,2469408.74,1369293.7,1668787.67,3320046.14,582236.92,1864992.69,3868191.43,33826824.440000005
송파구,2010,10620492.77,129282.31,2946633.91,720473.58,4383956.5,2107735.62,1420089.43,1760017.06,3578315.16,554155.08,1724619.92,3881053.3,33826824.63999999
송파구,2011,10137867.72,97971.65,3332353.12,639994.75,4709623.73,1746062.5,1470885.16,1851246.46,3836584.17,526073.24,1584247.16,3893915.17,33826824.830000006
송파구,2012,9655242.66,66660.99,3718072.32,559515.92,5035290.97,1384389.38,1521680.89,1942475.85,4094853.19,497991.4,1443874.39,3906777.03,33826824.99
송파구,2013,9172617.61,35350.34,4103791.53,479037.09,5360958.21,1022716.26,1572476.62,2033705.24,4353122.21,469909.56,1303501.63,3919638.9,33826825.199999996
송파구,2014,3883034.84,14011.62,2376217.34,580609.45,11545807.89,720311.52,1162123.04,2129620.67,5845793.09,388895.1,1394029.81,3786370.02,33826824.39
송파구,2015,5218644.09,20186.8,2570381.0,573109.04,10048101.4,802193.96,1210670.33,2121554.59,5669961.91,383464.51,1400745.99,3807810.78,33826824.4
송파구,2016,6554253.35,26361.97,2764544.67,565608.63,8550394.91,884076.39,1259217.61,2113488.5,5494130.74,378033.91,1407462.17,3829251.54,33826824.39
송파구,2017,7889862.61,32537.15,2958708.33,558108.21,7052688.41,965958.82,1307764.9,2105422.42,5318299.57,372603.32,1414178.35,3850692.3,33826824.39
송파구,2018,9225471.87,38712.33,3152871.99,550607.8,5554981.92,1047841.26,1356312.18,2097356.33,5142468.4,367172.73,1420894.53,3872133.06,33826824.4
송파구,2019,3889746.45,9312.77,2580257.69,647222.27,12170693.5,753302.65,383385.94,2342701.94,5592980.03,379067.13,1334236.47,3743917.52,33826824.36
송파구,2020,3962223.58,16869.77,2642277.43,643536.81,12236132.51,735146.12,384913.96,1022645.35,5628256.65,385307.2,2424644.46,3744870.0,33826823.84
송파구,2021,3927429.79,9312.77,2581685.95,693769.44,12300265.66,764538.47,370920.56,1064134.89,5813242.6,378902.74,2178255.37,3744366.14,33826824.379999995
송파구,2022,3885353.51,9312.77,2578733.59,691806.59,12329525.67,742151.15,374842.29,1062897.0,5673187.94,378185.82,2362201.3,3738626.44,33826824.07
송파구,2023,2982044.05,6199.87,2264399.25,661878.04,14223996.55,692961.16,508496.22,1032955.58,5388845.47,294832.18,2033805.38,3736410.64,33826824.38999999
송파구,2024,2978746.3,7008.47,2309062.13,681339.37,14169754.18,709049.62,514466.53,1031148.56,5464774.46,287498.71,1957354.95,3716621.12,33826824.4
양천구,2000,9232478.09,101325.99,1907827.52,443541.19,1262420.34,1840517.96,60283.12,2027877.38,329791.34,0.0,125916.08,118316.02,17450295.029999997
양천구,2001,8858668.26,86852.25,1943837.84,443550.25,1531656.31,1798308.46,130039.65,2020571.87,318269.96,186.41,200306.02,118047.76,17450295.040000003
양천구,2002,8484858.43,72378.51,1979848.17,443559.32,1800892.28,1756098.95,199796.18,2013266.37,306748.58,372.82,274695.96,117779.5,17450295.069999997
양천구,2003,8111048.59,57904.76,2015858.49,443568.38,2070128.25,1713889.45,269552.72,2005960.86,295227.2,559.23,349085.9,117511.24,17450295.069999997
양천구,2004,7737238.76,43431.02,2051868.81,443577.44,2339364.21,1671679.94,339309.25,1998655.36,283705.82,745.64,423475.84,117242.98,17450295.069999997
양천구,2005,7363428.93,28957.28,2087879.14,443586.51,2608600.18,1629470.44,409065.78,1991349.85,272184.44,932.05,497865.78,116974.72,17450295.099999998
양천구,2006,6989619.1,14483.54,2123889.46,443595.57,2877836.15,1587260.93,478822.31,1984044.35,260663.06,1118.46,572255.73,116706.45,17450295.11
양천구,2007,6615809.27,9.8,2159899.78,443604.63,3147072.11,1545051.43,548578.84,1976738.84,249141.68,1304.87,646645.67,116438.19,17450295.11
양천구,2008,6566706.79,9.8,2154028.66,419015.61,3147072.05,1750766.11,352765.55,2070855.7,262434.35,652.44,865996.15,124493.62,17714796.83
양천구,2009,6517604.31,9.8,2148157.54,394426.6,3147072.0,1956480.78,156952.26,2164972.55,275727.02,0.0,1085346.62,132549.04,17979298.519999996
양천구,2010,6847915.7,9307.84,2189583.46,349791.15,2944127.81,1655098.76,157706.36,2160004.36,414995.33,0.0,986612.34,131904.56,17847047.669999998
양천구,2011,7178227.09,18605.88,2231009.39,305155.7,2741183.62,1353716.73,158460.46,2155036.17,554263.64,0.0,887878.06,131260.09,17714796.830000002
양천구,2012,7508538.49,27903.92,2272435.31,260520.25,2538239.43,1052334.7,159214.57,2150067.98,693531.95,0.0,789143.78,130615.61,17582545.99
양천구,2013,7838849.88,37201.96,2313861.23,215884.8,2335295.24,750952.67,159968.67,2145099.78,832800.27,0.0,690409.5,129971.14,17450295.14
양천구,2014,3056611.82,15810.0,1325753.6,275068.98,6770967.11,473139.17,157994.59,2107124.57,2191967.15,7720.4,934045.27,134092.48,17450295.140000004
양천구,2015,4148086.54,20943.09,1495935.72,259337.55,5668892.53,536972.67,163754.05,2106042.99,1975189.57,5790.3,935838.55,133511.57,17450295.130000003
양천구,2016,5239561.26,26076.17,1666117.83,243606.11,4566817.95,600806.16,169513.52,2104961.42,1758411.99,3860.2,937631.84,132930.67,17450295.12
양천구,2017,6331035.98,31209.26,1836299.95,227874.67,3464743.37,664639.66,175272.98,2103879.85,1541634.4,1930.1,939425.13,132349.77,17450295.12
양천구,2018,7422510.7,36342.35,2006482.06,212143.24,2362668.79,728473.15,181032.45,2102798.28,1324856.82,0.0,941218.42,131768.87,17450295.130000003
양천구,2019,2904477.94,5360.94,1292806.25,287092.4,6867923.11,479219.32,139020.99,2102469.81,2365734.06,7720.4,865837.41,132632.5,17450295.130000003
양천구,2020,2929087.6,5360.94,1301545.63,302807.14,6882209.33,496581.86,137447.47,2097154.48,2355927.5,7720.4,802254.34,132198.42,17450295.110000003
양천구,2021,2938545.58,5360.94,1297181.32,292211.88,6959314.06,480818.67,138462.98,2094030.87,2411984.65,7720.4,691324.08,133339.69,17450295.12
양천구,2022,2947965.41,5360.94,1293810.7,294747.03,6996724.3,488345.37,133870.16,2085277.68,2463142.04,7720.4,599991.4,133339.69,17450295.12
양천구,2023,2252484.83,6249.01,1077537.93,291632.68,8131589.61,455574.41,114650.09,2069752.39,2383931.0,7605.81,522853.21,136434.15,17450295.12
양천구,2024,2266530.12,6261.0,1083495.34,329734.82,8067088.71,469899.93,112206.86,2060208.4,2374677.87,7605.82,537862.54,134723.72,17450295.13
영등포구,2000,7948375.64,975432.69,4171112.58,1482056.51,2198453.69,1337232.11,0.0,0.0,963833.61,241385.03,226731.9,4961103.99,24505717.75
영등포구,2001,7704955.92,872182.16,4055689.58,1439301.74,2570441.37,1344965.21,0.0,0.0,1041549.71,220024.31,277934.58,4978673.17,24505717.75
영등포구,2002,7461536.21,768931.63,3940266.58,1396546.98,2942429.05,1352698.3,0.0,0.0,1119265.8,198663.6,329137.25,4996242.34,24505717.740000002
영등포구,2003,7218116.5,665681.1,3824843.59,1353792.21,3314416.73,1360431.4,0.0,0.0,1196981.89,177302.88,380339.92,5013811.52,24505717.74
영등포구,2004,6974696.78,562430.57,3709420.59,1311037.44,3686404.41,1368164.5,0.0,0.0,1274697.99,155942.17,431542.6,5031380.7,24505717.75
영등포구,2005,6731277.07,459180.05,3593997.59,1268282.67,4058392.09,1375897.6,0.0,0.0,1352414.08,134581.45,482745.27,5048949.88,24505717.749999996
영등포구,2006,6487857.35,355929.52,3478574.59,1225527.91,4430379.77,1383630.7,0.0,0.0,1430130.18,113220.74,533947.94,5066519.05,24505717.75
영등포구,2007,6244437.64,252678.99,3363151.59,1182773.14,4802367.45,1391363.79,0.0,0.0,1507846.27,91860.03,585150.61,5084088.23,24505717.74
영등포구,2008,6238255.56,252678.97,3363151.61,827107.54,4839302.68,3490158.55,0.0,0.0,1629398.87,59603.22,865009.55,5065788.71,26630455.26
영등포구,2009,6232073.48,252678.95,3363151.63,471441.94,4876237.91,5588953.31,0.0,0.0,1750951.48,27346.41,1144868.49,5047489.2,28755192.799999997
영등포구,2010,6040729.93,285856.29,3698242.96,397089.0,4752419.56,4421738.58,0.0,52884.85,1982218.23,27266.35,985958.73,5048419.56,27692824.040000003
영등포구,2011,5849386.38,319033.64,4033334.29,322736.06,4628601.2,3254523.86,0.0,105769.7,2213484.98,27186.29,827048.98,5049349.92,26630455.299999997
영등포구,2012,5658042.83,352210.98,4368425.62,248383.12,4504782.84,2087309.14,0.0,158654.55,2444751.74,27106.23,668139.22,5050280.28,25568086.55
영등포구,2013,5466699.28,385388.32,4703516.95,174030.18,4380964.48,920094.42,0.0,211539.4,2676018.49,27026.16,509229.47,5051210.64,24505717.790000003
영등포구,2014,2691640.77,92249.63,2837811.43,212733.73,8634193.69,565059.82,8672.24,213271.1,3571614.98,99061.56,623274.17,4956134.62,24505717.740000002
영등포구,2015,3442662.53,97654.19,3237830.31,202533.92,7615695.85,632191.81,6504.18,214664.29,3384909.74,91862.89,612712.88,4966495.15,24505717.740000002
영등포구,2016,4193684.29,103058.74,3637849.19,192334.11,6597198.01,699323.8,4336.12,216057.49,3198204.5,84664.22,602151.59,4976855.69,24505717.75
영등포구,2017,4944706.05,108463.3,4037868.07,182134.29,5578700.18,766455.79,2168.06,217450.68,3011499.25,77465.56,591590.3,4987216.23,24505717.76
영등포구,2018,5695727.81,113867.85,4437886.94,171934.48,4560202.34,833587.78,0.0,218843.87,2824794.01,70266.89,581029.01,4997576.76,24505717.740000002
영등포구,2019,2355793.12,92193.14,2760560.16,218437.7,8647158.42,555211.34,8238.3,213271.98,3672770.0,98862.65,928825.08,4954395.86,24505717.749999996
영등포구,2020,2356554.24,92638.23,2749769.54,229130.85,8620047.92,550527.39,9101.58,213271.98,3644713.94,99075.67,985168.31,4955718.14,24505717.790000003
영등포구,2021,2358956.71,89880.3,2739569.2,252810.38,8699214.41,562889.87,8238.3,213271.98,3735180.72,99134.08,791445.98,4955125.81,24505717.74
영등포구,2022,2358956.71,89880.3,2736977.07,252810.38,8673911.48,507529.94,8238.3,390372.58,3656167.48,99134.08,788584.93,4943154.51,24505717.759999998
영등포구,2023,1795122.75,122631.06,2285540.09,256438.35,10087843.4,407461.75,13625.2,336931.86,3520546.3,97441.34,644668.6,4937467.04,24505717.74
영등포구,2024,1795903.28,126155.17,2333112.56,295826.87,9925726.67,422910.27,13556.89,334995.3,3534154.42,93436.02,686832.54,4943107.76,24505717.75
용산구,2000,7925006.8,0.0,1306295.39,775659.33,1538559.14,4545669.87,0.0,1360061.83,401402.99,0.0,382762.64,3640905.35,21876323.34
용산구,2001,7825570.81,0.0,1333185.07,748305.96,1868950.17,4223587.17,2778.44,1358345.78,479561.09,0.0,383087.95,3652950.89,21876323.33
용산구,2002,7726134.82,0.0,1360074.75,720952.59,2199341.2,3901504.47,5556.89,1356629.73,557719.2,0.0,383413.25,3664996.42,21876323.32
용산구,2003,7626698.82,0.0,1386964.43,693599.22,2529732.23,3579421.77,8335.33,1354913.68,635877.3,0.0,383738.56,3677041.96,21876323.3
용산구,2004,7527262.83,0.0,1413854.11,666245.85,2860123.26,3257339.07,11113.78,1353197.64,714035.4,0.0,384063.86,3689087.49,21876323.29
용산구,2005,7427826.84,0.0,1440743.79,638892.49,3190514.29,2935256.38,13892.22,1351481.59,792193.5,0.0,384389.17,3701133.03,21876323.300000004
용산구,2006,7328390.84,0.0,1467633.46,611539.12,3520905.32,2613173.68,16670.67,1349765.54,870351.61,0.0,384714.47,3713178.56,21876323.269999996
용산구,2007,7228954.85,0.0,1494523.14,584185.75,3851296.35,2291090.98,19449.11,1348049.49,948509.71,0.0,385039.78,3725224.1,21876323.26
용산구,2008,7186085.37,0.0,1472748.59,567011.83,3845536.53,3944036.18,11018.25,1374886.19,944857.83,0.0,512365.4,3711561.29,23570107.459999997
용산구,2009,7143215.89,0.0,1450974.03,549837.91,3839776.71,5596981.38,2587.39,1401722.9,941205.95,0.0,639691.02,3697898.48,25263891.659999996
용산구,2010,6752332.51,0.0,1729310.94,485275.51,3621763.14,4366462.64,2809.39,2166016.06,1019649.91,0.0,580193.02,3693186.45,24416999.569999997
용산구,2011,6361449.13,0.0,2007647.85,420713.11,3403749.56,3135943.9,3031.39,2930309.22,1098093.87,0.0,520695.02,3688474.42,23570107.47
용산구,2012,5970565.75,0.0,2285984.75,356150.72,3185735.99,1905425.16,3253.38,3694602.38,1176537.83,0.0,461197.01,3683762.39,22723215.360000003
용산구,2013,5579682.37,0.0,2564321.66,291588.32,2967722.42,674906.42,3475.38,4458895.54,1254981.8,0.0,401699.01,3679050.35,21876323.270000003
용산구,2014,2935345.07,2685.61,1625347.5,217727.94,5439173.49,405505.22,20592.67,4661445.4,2162319.04,1043.93,674628.8,3730508.71,21876323.380000003
용산구,2015,3576861.28,2014.21,1746820.31,236525.06,4846564.51,457112.99,18991.85,4614560.01,1993874.1,782.95,649154.65,3733061.47,21876323.389999997
용산구,2016,4218377.48,1342.8,1868293.12,255322.18,4253955.52,508720.75,17391.03,4567674.62,1825429.15,521.96,623680.5,3735614.23,21876323.34
용산구,2017,4859893.68,671.4,1989765.94,274119.31,3661346.54,560328.52,15790.21,4520789.23,1656984.21,260.98,598206.35,3738167.0,21876323.37
용산구,2018,5501409.89,0.0,2111238.75,292916.43,3068737.55,611936.29,14189.39,4473903.84,1488539.26,0.0,572732.2,3740719.76,21876323.36
용산구,2019,2896636.42,2685.61,1526414.82,229434.48,5332380.56,401102.56,19321.67,4662279.64,2499100.86,1043.93,577118.81,3728804.01,21876323.369999997
용산구,2020,2919507.45,2685.61,1527889.88,235328.97,5307057.36,395606.29,21403.87,4667860.57,2535146.03,806.9,534381.13,3728649.09,21876323.149999995
용산구,2021,2933605.37,2685.6,1483524.08,227363.22,5294438.98,389072.16,20389.83,4610157.54,2627101.01,1043.93,556437.88,3730503.76,21876323.36
용산구,2022,2930140.86,2685.6,1499771.33,228258.88,5288509.79,383329.62,20073.58,4659066.75,2699127.2,1043.93,433812.04,3730503.76,21876323.339999996
용산구,2023,1941914.42,12278.9,1200493.29,225812.55,6888547.21,287970.17,15053.72,4646491.26,2522847.81,976.25,437752.91,3696185.12,21876323.61
용산구,2024,1948871.07,12346.01,1266157.99,252916.95,6677332.19,294315.19,14600.88,4644501.08,2251911.79,976.25,789416.25,3722977.72,21876323.37
은평구,2000,11983304.42,140495.14,501866.34,0.0,953193.58,1132610.89,1467831.84,9902555.47,60478.66,60026.82,3521178.91,50348.37,29773890.44
은평구,2001,11678148.06,154775.06,550607.48,8469.84,1144517.39,1125856.66,1352302.93,10384718.89,91135.95,51960.21,3168401.46,62996.5,29773890.430000003
은평구,2002,11372991.69,169054.98,599348.62,16939.67,1335841.2,1119102.43,1236774.01,10866882.32,121793.24,43893.61,2815624.01,75644.63,29773890.409999993
은평구,2003,11067835.33,183334.9,648089.76,25409.51,1527165.0,1112348.2,1121245.1,11349045.75,152450.52,35827.01,2462846.57,88292.76,29773890.41
은평구,2004,10762678.97,197614.82,696830.89,33879.34,1718488.81,1105593.97,1005716.18,11831209.17,183107.81,27760.4,2110069.12,100940.89,29773890.37
은평구,2005,10457522.6,211894.74,745572.03,42349.18,1909812.62,1098839.74,890187.27,12313372.6,213765.1,19693.8,1757291.67,113589.02,29773890.37
은평구,2006,10152366.24,226174.66,794313.17,50819.01,2101136.43,1092085.51,774658.36,12795536.02,244422.39,11627.19,1404514.23,126237.15,29773890.36
은평구,2007,9847209.88,240454.58,843054.31,59288.85,2292460.24,1085331.28,659129.44,13277699.45,275079.68,3560.59,1051736.78,138885.28,29773890.360000003
은평구,2008,9464888.65,120236.94,801344.41,47205.08,2295438.36,1980530.9,546247.28,13310460.56,265115.12,3560.59,1733635.5,141628.45,30710291.84
은평구,2009,9082567.43,19.29,759634.51,35121.32,2298416.48,2875730.52,433365.12,13343221.68,255150.56,3560.59,2415534.23,144371.61,31646693.339999996
은평구,2010,9241066.5,14.47,944011.1,38712.05,2209270.65,2364321.11,396369.77,12968667.15,299324.74,2670.45,2566517.45,147547.15,31178492.589999996
은평구,2011,9399565.57,9.64,1128387.68,42302.78,2120124.82,1852911.7,359374.42,12594112.63,343498.91,1780.3,2717500.68,150722.68,30710291.810000002
은평구,2012,9558064.64,4.82,1312764.27,45893.51,2030978.99,1341502.28,322379.06,12219558.11,387673.09,890.15,2868483.91,153898.22,30242091.049999997
은평구,2013,9716563.72,0.0,1497140.85,49484.25,1941833.16,830092.87,285383.71,11845003.59,431847.26,0.0,3019467.14,157073.75,29773890.3
은평구,2014,5202568.68,2963.3,1272280.78,132789.45,5573980.06,569928.9,366764.48,11683018.92,1600713.86,84804.77,3199294.59,84782.55,29773890.34
은평구,2015,6246031.49,2222.48,1244080.95,116529.61,4678903.07,615116.96,365977.65,11717339.25,1400805.75,82713.06,3213339.87,90830.22,29773890.36
은평구,2016,7289494.3,1481.65,1215881.11,100269.77,3783826.09,660305.01,365190.81,11751659.58,1200897.63,80621.35,3227385.16,96877.88,29773890.34
은평구,2017,8332957.11,740.83,1187681.28,84009.93,2888749.1,705493.07,364403.97,11785979.9,1000989.52,78529.64,3241430.45,102925.55,29773890.35
은평구,2018,9376419.92,0.0,1159481.44,67750.1,1993672.11,750681.13,363617.14,11820300.23,801081.41,76437.93,3255475.74,108973.21,29773890.36
은평구,2019,4904097.54,2963.3,1325338.24,159168.71,5644055.87,580211.34,355719.96,11627771.96,2016604.71,80589.48,2997275.6,80093.64,29773890.350000005
은평구,2020,4896075.5,3628.19,1321776.45,173655.25,5644176.69,582934.15,358580.99,11624071.4,1972390.76,85627.74,3027386.25,83586.99,29773890.360000003
은평구,2021,4830169.28,2963.3,1286310.2,195572.01,5739958.66,590298.8,328331.68,11649221.27,2152887.18,80589.48,2836921.98,80666.5,29773890.34
은평구,2022,4840756.46,2963.3,1296976.31,195200.33,5741012.9,590298.8,329508.27,11607749.08,2177586.66,80097.53,2830582.27,81158.45,29773890.360000003
은평구,2023,3323882.04,3887.39,1067233.16,197907.95,7780329.42,469869.05,405848.22,11515192.91,2071570.82,79858.47,2778003.62,80307.3,29773890.35
은평구,2024,3321868.9,3946.33,1072434.24,211844.07,7776227.82,480218.42,397728.6,11507296.57,2129892.62,79730.56,2712394.93,80307.29,29773890.349999998
종로구,2000,7435943.94,0.0,2123182.09,422226.66,780595.1,2177645.49,0.0,8373873.15,275642.22,0.0,2375257.09,8475.06,23972840.799999997
종로구,2001,7239181.88,0.0,2131075.41,413710.01,934754.82,2173922.95,0.0,8650640.8,290760.04,0.0,2121469.82,17325.06,23972840.79
종로구,2002,7042419.83,0.0,2138968.74,405193.36,1088914.54,2170200.41,0.0,8927408.44,305877.86,0.0,1867682.54,26175.05,23972840.77
종로구,2003,6845657.77,0.0,2146862.07,396676.72,1243074.26,2166477.88,0.0,9204176.08,320995.68,0.0,1613895.26,35025.05,23972840.770000003
종로구,2004,6648895.72,0.0,2154755.39,388160.07,1397233.98,2162755.34,0.0,9480943.73,336113.49,0.0,1360107.98,43875.05,23972840.75
종로구,2005,6452133.66,0.0,2162648.72,379643.42,1551393.7,2159032.8,0.0,9757711.37,351231.31,0.0,1106320.7,52725.05,23972840.73
종로구,2006,6255371.61,0.0,2170542.04,371126.77,1705553.42,2155310.26,0.0,10034479.01,366349.13,0.0,852533.43,61575.05,23972840.72
종로구,2007,6058609.56,0.0,2178435.37,362610.12,1859713.14,2151587.73,0.0,10311246.66,381466.95,0.0,598746.15,70425.04,23972840.719999995
종로구,2008,5994944.45,0.0,2191039.09,323800.91,1860502.72,2748412.58,0.0,10458118.35,477900.84,0.0,587950.64,69462.3,24712131.880000003
종로구,2009,5931279.35,0.0,2203642.81,284991.69,1861292.3,3345237.43,0.0,10604990.05,574334.74,0.0,577155.14,68499.55,25451423.060000002
종로구,2010,5833768.07,0.0,2301546.2,336543.33,1786081.01,2888806.48,6133.63,10522771.29,614752.15,0.0,720672.91,70702.42,25081777.49
종로구,2011,5736256.79,0.0,2399449.58,388094.97,1710869.72,2432375.53,12267.25,10440552.53,655169.56,0.0,864190.68,72905.29,24712131.899999995
종로구,2012,5638745.5,0.0,2497352.97,439646.61,1635658.43,1975944.58,18400.88,10358333.77,695586.97,0.0,1007708.45,75108.17,24342486.330000002
종로구,2013,5541234.22,0.0,2595256.36,491198.25,1560447.13,1519513.63,24534.5,10276115.01,736004.38,0.0,1151226.22,77311.04,23972840.74
종로구,2014,2707124.24,4148.06,1805893.5,295994.5,4222276.64,589240.07,91982.42,10421935.24,2027381.21,20009.21,1717136.42,69719.29,23972840.800000004
종로구,2015,3385341.23,3111.05,1960353.27,327167.14,3562732.15,696817.29,85324.63,10450130.44,1747962.22,19078.87,1656214.55,78607.98,23972840.82
종로구,2016,4063558.22,2074.03,2114813.03,358339.79,2903187.65,804394.52,78666.84,10478325.63,1468543.23,18148.52,1595292.67,87496.67,23972840.800000004
종로구,2017,4741775.2,1037.02,2269272.79,389512.43,2243643.16,911971.74,72009.05,10506520.83,1189124.24,17218.18,1534370.8,96385.36,23972840.799999997
종로구,2018,5419992.19,0.0,2423732.55,420685.08,1584098.67,1019548.97,65351.26,10534716.03,909705.25,16287.83,1473448.92,105274.05,23972840.8
종로구,2019,2706338.57,4148.06,1805732.9,295746.43,4217873.65,589819.65,91982.41,10426305.11,2026803.45,20009.23,1718319.95,69761.4,23972840.81
종로구,2020,2705848.6,4148.06,1808415.08,293055.42,4217916.04,589825.43,91982.42,10410557.23,2029199.64,20079.37,1732052.09,69761.38,23972840.76
종로구,2021,2707226.11,4148.06,1807517.26,294955.88,4195528.85,588083.12,91831.94,10458292.06,2015650.35,20009.22,1719836.55,69761.4,23972840.8
종로구,2022,2678106.21,4148.06,1783097.41,315698.99,4220841.14,588338.58,85516.44,10417907.48,2160550.44,20009.22,1629162.27,69464.53,23972840.77
종로구,2023,1782309.33,1195.9,1617503.35,294608.44,5759468.95,482276.49,77478.19,10221943.71,2036689.76,19182.52,1613364.34,66820.19,23972841.17
종로구,2024,1786469.12,1195.9,1610127.62,304735.36,5684394.41,485411.07,76293.07,10255288.52,2026751.81,19171.76,1655075.12,67927.06,23972840.82
중구,2000,3342511.93,0.0,2749897.2,31421.07,889740.74,1586319.38,0.0,1262129.9,9209.32,0.0,111239.21,0.0,9982468.750000002
중구,2001,3111924.48,1786.9,2763779.79,52908.87,1041826.36,1611312.52,0.0,1246108.93,30808.67,0.0,120197.48,1814.74,9982468.74
중구,2002,2881337.03,3573.79,2777662.38,74396.67,1193911.98,1636305.66,0.0,1230087.97,52408.02,0.0,129155.75,3629.47,9982468.72
중구,2003,2650749.58,5360.69,2791544.96,95884.47,1345997.6,1661298.81,0.0,1214067.01,74007.37,0.0,138114.02,5444.21,9982468.72
중구,2004,2420162.13,7147.58,2805427.55,117372.26,1498083.22,1686291.95,0.0,1198046.04,95606.73,0.0,147072.29,7258.94,9982468.69
중구,2005,2189574.68,8934.48,2819310.13,138860.06,1650168.85,1711285.1,0.0,1182025.08,117206.08,0.0,156030.55,9073.68,9982468.69
중구,2006,1958987.23,10721.37,2833192.72,160347.86,1802254.47,1736278.24,0.0,1166004.12,138805.43,0.0,164988.82,10888.42,9982468.680000002
중구,2007,1728399.78,12508.27,2847075.31,181835.66,1954340.09,1761271.39,0.0,1149983.15,160404.78,0.0,173947.09,12703.15,9982468.67
중구,2008,1740766.91,19952.08,2835453.01,144361.08,1930229.52,2320255.89,0.0,1138301.59,204676.75,0.0,204781.29,16881.41,10555659.53
중구,2009,1753134.04,27395.9,2823830.72,106886.51,1906118.95,2879240.39,0.0,1126620.03,248948.72,0.0,235615.49,21059.67,11128850.42
중구,2010,1719070.15,27198.34,3091561.32,122902.19,1850504.66,2301747.78,0.0,1134670.52,315909.18,0.0,256218.03,22472.79,10842254.959999997
중구,2011,1685006.26,27000.79,3359291.92,138917.88,1794890.37,1724255.16,0.0,1142721.01,382869.63,0.0,276820.57,23885.91,10555659.5
중구,2012,1650942.37,26803.23,3627022.53,154933.56,1739276.08,1146762.54,0.0,1150771.5,449830.09,0.0,297423.11,25299.03,10269064.039999997
중구,2013,1616878.47,26605.67,3894753.13,170949.24,1683661.79,569269.93,0.0,1158821.99,516790.55,0.0,318025.64,26712.15,9982468.56
중구,2014,1047627.11,570.63,2359829.88,193057.44,3609893.56,338362.89,3570.35,1145361.37,844549.6,466.44,424294.58,14884.88,9982468.73
중구,2015,1235101.36,2026.77,2645056.72,197219.72,3128707.32,396091.52,2677.77,1160686.83,772571.09,349.83,423459.95,18519.86,9982468.739999998
중구,2016,1422575.61,3482.91,2930283.57,201382.01,2647521.08,453820.15,1785.18,1176012.3,700592.58,233.22,422625.31,22154.83,9982468.750000002
중구,2017,1610049.86,4939.05,3215510.42,205544.29,2166334.84,511548.77,892.59,1191337.76,628614.07,116.61,421790.68,25789.81,9982468.75
중구,2018,1797524.11,6395.18,3500737.26,209706.57,1685148.6,569277.4,0.0,1206663.22,556635.56,0.0,420956.05,29424.78,9982468.730000002
중구,2019,1026829.32,570.63,2352772.05,207830.55,3644135.28,336484.11,3570.35,1165126.94,910421.62,466.43,319354.22,14907.24,9982468.74
중구,2020,1024668.45,570.63,2375346.65,207830.56,3643946.62,334385.55,3570.36,1162270.08,904283.3,466.43,310512.35,14618.02,9982469.0
중구,2021,1014834.67,570.63,2372269.6,190610.33,3647728.95,339988.11,3570.35,1157099.28,923358.93,466.43,317064.2,14907.25,9982468.729999999
중구,2022,1009660.32,570.62,2341796.94,196507.21,3655555.55,358151.31,3383.61,1158494.54,958675.75,466.43,284588.36,14618.1,9982468.739999998
중구,2023,695023.16,228.23,2003339.62,157251.29,4592647.48,258110.75,5294.74,1137533.78,881082.89,466.43,237016.14,14474.34,9982468.850000001
중구,2024,689092.51,228.23,2019013.69,150569.58,4463709.77,288067.08,5294.74,1134589.02,881626.79,466.42,335451.56,14359.33,9982468.72
중랑구,2000,8085531.14,67718.44,858147.83,77094.34,1315093.45,1186679.03,1443525.38,3399613.74,1201412.21,0.0,622189.2,266172.58,18523177.339999996
중랑구,2001,7762906.35,71929.77,945629.45,66080.86,1436934.36,1210971.56,1390357.41,3413336.0,1323942.19,0.0,636580.73,264508.64,18523177.32
중랑구,2002,7440281.55,76141.11,1033111.06,55067.38,1558775.28,1235264.08,1337189.45,3427058.27,1446472.18,0.0,650972.27,262844.71,18523177.34
