SIGUNGU_NM,L3_CODE,L3_NAME,AREA_M2
강남구,111,단독주거시설,1174169.3356252813
강남구,112,공동주거시설,2518732.7565896525
강남구,121,공업시설,6876.38238872413
강남구,131,상업ㆍ업무시설,4333826.346651669
강남구,132,혼합지역,20608.35312875969
강남구,141,문화·체육·휴양시설,327955.18484397035
강남구,153,철도,100784.81084109657
강남구,154,도로,12057133.025002342
강남구,155,기타 교통ㆍ통신시설,32777.76480676097
강남구,161,환경기초시설,41627.274529408875
강남구,162,교육ㆍ행정시설,356998.180773612
강남구,163,기타 공공시설,209178.1603601952
강남구,212,경지정리가 안 된 논,4905.1227184655845
강남구,221,경지정리가 된 밭,8.259931969935753
강남구,222,경지정리가 안 된 밭,1128677.3142291675
강남구,231,시설재배지,701381.6704133508
강남구,241,과수원,21492.8358378962
강남구,251,목장ㆍ양식장,1502.7983360606888
강남구,252,기타재배지,167021.1718706204
강남구,311,활엽수림,5231866.386130299
강남구,321,침엽수림,951858.6859333641
강남구,331,혼효림,829531.8975096096
강남구,411,자연초지,904311.592361407
강남구,422,묘지,162060.4701183858
강남구,423,기타초지,4144754.315227668
강남구,511,내륙습지,413152.3718297614
강남구,612,강기슭,63418.49453807669
강남구,621,채광지역,289.88560482825085
강남구,622,운동장,410621.32398597826
강남구,623,기타 나지,889841.0507972458
강남구,711,하천,2247205.009075513
강남구,712,호소,3209.542620890521
강동구,111,단독주거시설,1660387.286305041
강동구,112,공동주거시설,1470305.0475517507
강동구,121,공업시설,7463.0743329894685
강동구,131,상업ㆍ업무시설,1632084.3862185637
강동구,132,혼합지역,5398.897970863445
강동구,141,문화·체육·휴양시설,160528.62418083573
강동구,153,철도,90969.59651892752
강동구,154,도로,6847660.6720525315
강동구,155,기타 교통ㆍ통신시설,12694.059657010393
강동구,161,환경기초시설,14689.521470199143
강동구,162,교육ㆍ행정시설,256696.25342255065
강동구,163,기타 공공시설,252337.68168566815
강동구,211,경지정리가 된 논,166.43724871798412
강동구,212,경지정리가 안 된 논,29701.059451897905
강동구,222,경지정리가 안 된 밭,1028262.122896263
강동구,231,시설재배지,751710.720948021
강동구,241,과수원,5443.263084999487
강동구,252,기타재배지,73681.96530489063
강동구,311,활엽수림,2796279.166158721
강동구,321,침엽수림,384890.9963176359
강동구,331,혼효림,163571.91570858305
강동구,411,자연초지,570593.4562642456
강동구,422,묘지,29120.14679661271
강동구,423,기타초지,3031547.824453043
강동구,511,내륙습지,105270.02998271651
강동구,612,강기슭,57.799962982514515
강동구,622,운동장,299222.2116709988
강동구,623,기타 나지,812814.850262584
강동구,711,하천,2036357.926521397
강동구,712,호소,7960.687998841834
강북구,111,단독주거시설,2462686.5690818164
강북구,112,공동주거시설,1046317.7290997211
강북구,121,공업시설,3153.6769178657064
강북구,131,상업ㆍ업무시설,1128664.9629502858
강북구,141,문화·체육·휴양시설,117577.92568874556
강북구,154,도로,3597536.8663588935
강북구,155,기타 교통ㆍ통신시설,17263.62898257832
강북구,161,환경기초시설,4687.142301604643
강북구,162,교육ㆍ행정시설,187894.77840566484
강북구,163,기타 공공시설,232404.974493311
강북구,222,경지정리가 안 된 밭,63839.11785005893
강북구,252,기타재배지,2819.903683495914
강북구,311,활엽수림,8188928.506021625
강북구,321,침엽수림,1431821.8014864333
강북구,331,혼효림,3091856.142099177
강북구,411,자연초지,173797.48434391984
강북구,422,묘지,8638.172363495909
강북구,423,기타초지,886509.5401623155
강북구,511,내륙습지,47092.28243399887
강북구,612,강기슭,9925.330527607191
강북구,613,암벽ㆍ바위,449137.6060384424
강북구,622,운동장,104114.72454629376
강북구,623,기타 나지,335424.55647690495
강북구,711,하천,16993.519588433075
강북구,712,호소,11501.428248649047
강서구,111,단독주거시설,1860275.557904205
강서구,112,공동주거시설,2107932.0756632853
강서구,121,공업시설,68226.93250756321
강서구,131,상업ㆍ업무시설,2094400.7684429938
강서구,132,혼합지역,37299.081324716084
강서구,141,문화·체육·휴양시설,255226.87648252578
강서구,151,공항,332807.6631496742
강서구,153,철도,131735.076858767
강서구,154,도로,11793177.33053111
강서구,155,기타 교통ㆍ통신시설,27589.08853595022
강서구,161,환경기초시설,357298.5936667233
강서구,162,교육ㆍ행정시설,312040.4247521656
강서구,163,기타 공공시설,245049.07026095348
강서구,211,경지정리가 된 논,2570736.552482541
강서구,212,경지정리가 안 된 논,105597.27915414769
강서구,221,경지정리가 된 밭,395580.1172082713
강서구,222,경지정리가 안 된 밭,566200.8960848623
강서구,231,시설재배지,170144.46373708878
강서구,241,과수원,18338.41821701128
강서구,252,기타재배지,65940.01926427244
강서구,311,활엽수림,2566888.641453277
강서구,321,침엽수림,542252.4491264669
강서구,331,혼효림,263645.28068638314
강서구,411,자연초지,2706130.162030527
강서구,421,골프장,11079.054629506782
강서구,422,묘지,33008.52384731689
강서구,423,기타초지,4994858.975019331
강서구,511,내륙습지,354321.1695503872
강서구,612,강기슭,19638.584859484225
강서구,613,암벽ㆍ바위,3840.960556592536
강서구,622,운동장,393738.2184604892
강서구,623,기타 나지,2583690.4609228326
강서구,711,하천,3289552.399567405
강서구,712,호소,149015.65196783975
관악구,111,단독주거시설,3288445.857272173
관악구,112,공동주거시설,1361388.4877966582
관악구,121,공업시설,1854.7647556185561
관악구,131,상업ㆍ업무시설,1675390.875804255
관악구,132,혼합지역,3388.5647160354733
관악구,141,문화·체육·휴양시설,224716.12644418704
관악구,153,철도,16005.181140458593
관악구,154,도로,5042152.968324816
관악구,155,기타 교통ㆍ통신시설,9027.64568838705
관악구,161,환경기초시설,2789.087477098754
관악구,162,교육ㆍ행정시설,561549.0222961558
관악구,163,기타 공공시설,236308.87456729336
관악구,222,경지정리가 안 된 밭,120693.77967776328
관악구,231,시설재배지,5135.144481422665
관악구,252,기타재배지,1898.3257902379662
관악구,311,활엽수림,7652380.337704096
관악구,321,침엽수림,3674053.8249690537
관악구,331,혼효림,1785088.2056643616
관악구,411,자연초지,202651.3141639162
관악구,422,묘지,14187.903294831362
관악구,423,기타초지,1110268.6602382916
관악구,511,내륙습지,14045.007716821812
관악구,612,강기슭,32975.1536522782
관악구,613,암벽ㆍ바위,1954579.2384191975
관악구,622,운동장,241469.7648325116
관악구,623,기타 나지,263480.62296734797
관악구,711,하천,62046.67579480642
관악구,712,호소,5248.747048495392
광진구,111,단독주거시설,2481325.9189424706
광진구,112,공동주거시설,862038.5914326722
광진구,121,공업시설,6721.201553016478
광진구,131,상업ㆍ업무시설,1389866.0116990982
광진구,132,혼합지역,1201.3778830947213
광진구,141,문화·체육·휴양시설,224587.96898979988
광진구,153,철도,26376.862082850304
