SIGUNGU_NM,L2_CODE,L2_NAME,AREA_M2
강남구,110,주거지역,3790221.205457433
강남구,120,공업지역,6585.2438000238235
강남구,130,상업지역,4427989.37265458
강남구,140,문화·체육·휴양지역,400068.99428452976
강남구,150,교통지역,12687481.985874264
강남구,160,공공시설지역,612566.7465468631
강남구,220,밭,532395.2635075405
강남구,230,시설재배지,208896.685734243
강남구,240,과수원,17767.385766832136
강남구,250,기타재배지,120740.93688940357
강남구,310,활엽수림,5135166.596448936
강남구,320,침엽수림,925306.8203081848
강남구,330,혼효림,835909.8700227448
강남구,410,자연초지,179867.08135695517
강남구,420,인공초지,5552526.688257596
강남구,510,내륙습지(수변식생),384073.7960282948
강남구,610,자연 나지,69849.90683658361
강남구,620,기타 나지,1323186.963252986
강남구,710,내륙수,2247176.2196633606
강동구,110,주거지역,2970286.344053121
강동구,120,공업지역,7134.129798733037
강동구,130,상업지역,1645349.6604640367
강동구,140,문화·체육·휴양지역,201366.6975514851
강동구,150,교통지역,6836044.979494123
강동구,160,공공시설지역,545458.9283180509
강동구,210,논,25120.11317655945
강동구,220,밭,598183.0125587586
강동구,230,시설재배지,299604.8397965286
강동구,240,과수원,6465.38553545797
강동구,250,기타재배지,50366.629179737574
강동구,310,활엽수림,2565781.878163301
강동구,320,침엽수림,326952.9906361477
강동구,330,혼효림,157453.8846513194
강동구,410,자연초지,333250.9361187245
강동구,420,인공초지,3398718.4423167007
강동구,510,내륙습지(수변식생),95213.37562494673
강동구,610,자연 나지,302.1916504950992
강동구,620,기타 나지,2448704.4353361446
강동구,710,내륙수,2026108.7874982755
강북구,110,주거지역,3473666.086525489
강북구,120,공업지역,2941.8562393281063
강북구,130,상업지역,1127956.0732737444
강북구,140,문화·체육·휴양지역,144086.7688626571
강북구,150,교통지역,3667538.412559784
강북구,160,공공시설지역,441791.27939908125
강북구,220,밭,57133.04326774351
강북구,230,시설재배지,1256.0741415072353
강북구,250,기타재배지,1257.1874379743017
강북구,310,활엽수림,8152475.732497577
강북구,320,침엽수림,1428163.334615794
강북구,330,혼효림,3088426.4230852867
강북구,410,자연초지,59200.397597264695
강북구,420,인공초지,1115952.7192450608
강북구,510,내륙습지(수변식생),52212.016179886625
강북구,610,자연 나지,458892.87476713216
강북구,620,기타 나지,317102.4876102218
강북구,710,내륙수,30535.60233353053
강서구,110,주거지역,4074512.6154806954
강서구,120,공업지역,67113.41951348975
강서구,130,상업지역,2415364.806925793
강서구,140,문화·체육·휴양지역,316824.75271723163
강서구,150,교통지역,13409253.169632422
강서구,160,공공시설지역,915657.0008291041
강서구,210,논,2498505.461008368
강서구,220,밭,650367.5645551558
