SIGUNGU_NM,L2_CODE,L2_NAME,AREA_M2
강남구,110,주거지역,10442842.64623981
강남구,120,공업지역,68827.14708821801
강남구,130,상업지역,6731916.849667076
강남구,140,문화·체육·휴양지역,131957.31785692094
강남구,150,교통지역,5391622.6500395555
강남구,160,공공시설지역,1641845.2471070918
강남구,220,밭,1787565.1240963615
강남구,230,시설재배지,980540.3435674227
강남구,240,과수원,3507.7342383346104
강남구,310,활엽수림,5122063.493346133
강남구,320,침엽수림,956073.7317188458
강남구,330,혼효림,453307.3568734349
강남구,410,자연초지,160471.68374790862
강남구,420,인공초지,1894285.9724110693
강남구,510,내륙습지,444477.22015697137
강남구,620,인공나지,797577.2522209494
강남구,710,내륙수,2448896.1369735496
강동구,110,주거지역,8091084.2209030865
강동구,120,공업지역,23468.0352584172
강동구,130,상업지역,2048228.3155805436
강동구,140,문화·체육·휴양지역,70490.92023749894
강동구,150,교통지역,2988319.0831498783
강동구,160,공공시설지역,841371.7251963359
강동구,210,논,35467.89296841079
강동구,220,밭,1425812.5274484882
강동구,230,시설재배지,1319581.282102041
강동구,240,과수원,11509.720759871958
강동구,310,활엽수림,2518724.7731053354
강동구,320,침엽수림,365407.2448218339
강동구,330,혼효림,183500.21038206425
강동구,410,자연초지,446079.26614943123
강동구,420,인공초지,1151110.7264891127
강동구,510,내륙습지,68242.51656755146
강동구,620,인공나지,754109.6473689682
강동구,710,내륙수,2195359.77627096
강북구,110,주거지역,6479120.376804226
강북구,130,상업지역,1085048.1401477559
강북구,140,문화·체육·휴양지역,97350.12862412356
강북구,150,교통지역,1280329.1045637357
강북구,160,공공시설지역,768740.0703551994
강북구,220,밭,66298.36321918029
강북구,310,활엽수림,8138162.758280945
강북구,320,침엽수림,1417540.3000755738
강북구,330,혼효림,3073502.507479724
강북구,410,자연초지,84928.12526706656
강북구,420,인공초지,443155.4839460155
강북구,610,자연나지,391197.9904809689
강북구,620,기타나지,6400.11753224196
강북구,620,인공나지,181391.71656327634
강북구,710,내륙수,107423.2474772285
강서구,110,주거지역,8608080.79265564
강서구,120,공업지역,141642.524574771
강서구,130,상업지역,3556770.258327531
강서구,140,문화·체육·휴양지역,130114.72839779936
강서구,150,교통지역,6304147.303817741
강서구,160,공공시설지역,1696371.7865502688
강서구,210,논,2827076.6615213775
강서구,220,밭,1130317.094112006
강서구,230,시설재배지,171750.4017422236
강서구,240,과수원,5522.6514410765485
강서구,250,기타재배지,62250.63202837386
강서구,310,활엽수림,2343303.2788030147
강서구,320,침엽수림,800117.7761771622
강서구,330,혼효림,263569.44971992413
강서구,410,자연초지,2740491.523873888
강서구,420,인공초지,3938692.5716959457
강서구,510,내륙습지,516555.4106593645
강서구,610,자연나지,2593.3588127622693
강서구,620,기타나지,2786887.3556669583
강서구,710,내륙수,3401001.1458157497
관악구,110,주거지역,7529036.6124747
관악구,130,상업지역,2319580.550012865
관악구,140,문화·체육·휴양지역,133755.55050687387
관악구,150,교통지역,1927331.2643151064
관악구,160,공공시설지역,1481008.1886930144
관악구,220,밭,69103.90182531596
관악구,310,활엽수림,7449426.968404708
관악구,320,침엽수림,3600113.4562505903
관악구,330,혼효림,1753249.3910324024
관악구,410,자연초지,93308.20641905048
관악구,420,인공초지,657880.8172394211
관악구,610,자연나지,1954914.986823836
관악구,620,기타나지,404211.1902619349
관악구,710,내륙수,190299.07843872803
광진구,110,주거지역,5375216.497489895
광진구,120,공업지역,6976.386762453729
광진구,130,상업지역,2354732.4219891424
광진구,140,문화·체육·휴양지역,332806.16908146406
광진구,150,교통지역,2115804.2265095524
광진구,160,공공시설지역,964529.6813974679
광진구,220,밭,16190.26768984549
광진구,310,활엽수림,938740.745570348
광진구,320,침엽수림,1152635.2186972206
광진구,330,혼효림,145286.99567170572
광진구,410,자연초지,23791.43701168499
광진구,420,인공초지,1247879.4704410876
광진구,610,자연나지,382585.6936539901
광진구,620,인공나지,243090.6130730188
광진구,710,내륙수,1735665.5707762656
구로구,110,주거지역,6828205.983015207
구로구,120,공업지역,547252.6789583877
구로구,130,상업지역,2158779.759037057
구로구,140,문화·체육·휴양지역,86847.14753350498
구로구,150,교통지역,2885259.820651967
구로구,160,공공시설지역,835385.2814845318
구로구,210,논,43591.23950341819
구로구,220,밭,655526.7535980414
구로구,230,시설재배지,51668.46066666499
구로구,240,과수원,4148.570347442252
구로구,250,기타재배지,15286.307844849081
구로구,310,활엽수림,3057182.3207888296
구로구,320,침엽수림,232386.40957772624
구로구,330,혼효림,144575.00889829578
구로구,410,자연초지,212917.65346900947
구로구,420,인공초지,797912.2769071201
구로구,510,내륙습지,104347.4643264134
구로구,620,기타나지,1091903.408751482
구로구,710,내륙수,330184.23424590885
금천구,110,주거지역,3638814.179723998
금천구,120,공업지역,1403272.5249792628
금천구,130,상업지역,1828027.0120590522
금천구,140,문화·체육·휴양지역,39281.33765108058
금천구,150,교통지역,1771441.3188267946
금천구,160,공공시설지역,294231.406861759
금천구,220,밭,10129.675967080138
금천구,310,활엽수림,2359989.967276657
금천구,320,침엽수림,237285.81843266927
금천구,330,혼효림,263639.1140366775
금천구,410,자연초지,50011.67609197479
금천구,420,인공초지,462902.5339271859
금천구,610,자연나지,87818.48110701643
금천구,620,기타나지,233398.8754074233
금천구,710,내륙수,330506.1114785619
노원구,110,주거지역,8166563.988929672
노원구,120,공업지역,4.144730913629286
노원구,130,상업지역,1792914.8575259272
노원구,140,문화·체육·휴양지역,339867.02187508676
노원구,150,교통지역,3525754.3392363344
노원구,160,공공시설지역,2580168.5178263383
노원구,210,논,6323.977901672324
노원구,220,밭,269359.3270089064
노원구,230,시설재배지,7010.14590377526
노원구,240,과수원,62980.3963672274
노원구,250,기타재배지,10787.907476473785
노원구,310,활엽수림,9533885.198631901
노원구,320,침엽수림,3880366.618687812
노원구,330,혼효림,1176239.1889658987
노원구,410,자연초지,131636.48208594904
노원구,420,인공초지,2211441.099948758
노원구,510,내륙습지,5604.712903272632
노원구,610,자연나지,481318.44388261496
노원구,620,인공나지,865925.3516768122
노원구,710,내륙수,515839.62453048275
도봉구,110,주거지역,5630682.422046633
도봉구,120,공업지역,13172.17223908101
도봉구,130,상업지역,1189742.2514276912
도봉구,140,문화·체육·휴양지역,146139.0875832782
도봉구,150,교통지역,1878654.4226502324
도봉구,160,공공시설지역,853141.3824891383
도봉구,210,논,10520.487235070652
도봉구,220,밭,218544.60419784093
도봉구,230,시설재배지,57075.825172034936
도봉구,240,과수원,48720.57794061867
도봉구,250,기타재배지,5549.437671207898
도봉구,310,활엽수림,6841363.652579804
도봉구,320,침엽수림,588967.3496519836
도봉구,330,혼효림,1518080.364089694
도봉구,410,자연초지,87197.21945051334
도봉구,420,인공초지,643701.5400842925
도봉구,510,내륙습지,7776.337370988641
도봉구,610,자연나지,333761.73961464514
도봉구,620,인공나지,338132.26562494866
도봉구,710,내륙수,278460.68545895617
동대문구,110,주거지역,5702523.039941399
동대문구,130,상업지역,2551102.9945922922
동대문구,140,문화·체육·휴양지역,116308.23288532495
동대문구,150,교통지역,2316475.0983156613
동대문구,160,공공시설지역,1520489.8185745152
동대문구,220,밭,3207.521194396915
동대문구,310,활엽수림,699859.0773414507
동대문구,320,침엽수림,107607.82965206738
동대문구,330,혼효림,108910.65839292669
동대문구,420,인공초지,511517.56145250885
동대문구,620,인공나지,480621.22522739536
동대문구,710,내륙수,147747.67000019268
동작구,110,주거지역,6876406.99097573
동작구,120,공업지역,2526.1543837586833
동작구,130,상업지역,1637738.8872559473
동작구,140,문화·체육·휴양지역,66905.70967008409
동작구,150,교통지역,1954296.9943145693
동작구,160,공공시설지역,880242.5543830126
동작구,220,밭,18328.116562238676
동작구,310,활엽수림,2041242.092407469
동작구,320,침엽수림,249592.58823787773
동작구,330,혼효림,322753.59859641496
동작구,410,자연초지,48262.72861443522
동작구,420,인공초지,1356076.2068941821
동작구,620,기타나지,606571.764861779
동작구,710,내륙수,302672.9543855149
마포구,110,주거지역,6250906.406173357
마포구,130,상업지역,3066811.0542100775
