SIGUNGU_NM,L3_CODE,L3_NAME,AREA_M2
강남구,111,단독주거시설,660117.645370938
강남구,112,공동주거시설,2265122.2372156647
강남구,121,공업시설,13444.739933858977
강남구,131,상업·업무시설,3459437.6488247556
강남구,141,문화·체육·휴양시설,393449.57774578704
강남구,153,철도,124097.2600244259
강남구,154,도로,14710430.39888044
강남구,161,환경기초시설,9880.103086703357
강남구,162,교육·행정시설,365027.1220195035
강남구,163,기타 공공시설,217752.2736169798
강남구,212,경지정리가 안 된 논,411.764734011528
강남구,222,경지정리가 안 된 밭,679915.4028127259
강남구,231,시설재배지,116850.2089856242
강남구,241,과수원,28898.49084341499
강남구,251,목장·양식장,1911.1677059436993
강남구,252,기타재배지,32604.776939822437
강남구,311,활엽수림,5036855.718651118
강남구,321,침엽수림,920741.1656748233
강남구,331,혼효림,509395.98757594003
강남구,411,자연초지,50453.44727853432
강남구,422,묘지,150433.64581808256
강남구,423,기타초지,5406714.622038712
강남구,511,내륙습지,290581.7998169629
강남구,612,강기슭,59556.85834102482
강남구,613,암벽·바위,1297.934401963648
강남구,622,운동장,319987.7902100549
강남구,623,기타나지,1376443.7817658342
강남구,711,하천,2253998.60859139
강남구,712,호소,1965.595095031211
강동구,111,단독주거시설,798275.0312426311
강동구,112,공동주거시설,1435763.0011970892
강동구,121,공업시설,2245.0386280703033
강동구,131,상업·업무시설,1225734.006280077
강동구,141,문화·체육·휴양시설,237491.3733759272
강동구,152,항만,8545.806897237779
강동구,153,철도,246404.2839564523
강동구,154,도로,8737678.90591963
강동구,161,환경기초시설,137439.58164643272
강동구,162,교육·행정시설,273053.0401740094
강동구,163,기타 공공시설,159312.82817763864
강동구,212,경지정리가 안 된 논,1370.5966540138209
강동구,222,경지정리가 안 된 밭,597617.8501341357
강동구,231,시설재배지,269812.3519226745
강동구,241,과수원,7135.103019520091
강동구,251,목장·양식장,9174.849606416534
강동구,252,기타재배지,15729.008939504745
강동구,311,활엽수림,2197883.972122211
강동구,321,침엽수림,309730.77844197163
강동구,331,혼효림,146093.08665857828
강동구,411,자연초지,236792.19058120632
강동구,422,묘지,17760.10751319337
강동구,423,기타초지,3114969.246914623
강동구,511,내륙습지,79856.49618474384
강동구,613,암벽·바위,302.16908128156933
강동구,622,운동장,215436.11918898893
강동구,623,기타나지,2035369.0568164303
강동구,711,하천,2013740.4164657155
강동구,712,호소,7151.344182233511
강북구,111,단독주거시설,1186822.2777716944
강북구,112,공동주거시설,1090431.6196696768
강북구,121,공업시설,3751.3433741514473
강북구,131,상업·업무시설,939747.0040035143
강북구,141,문화·체육·휴양시설,141960.0577554256
강북구,154,도로,5240379.340872692
강북구,161,환경기초시설,1502.5969365963076
강북구,162,교육·행정시설,179030.6166249473
강북구,163,기타 공공시설,162996.53973958804
강북구,222,경지정리가 안 된 밭,78307.47663474732
강북구,231,시설재배지,909.8380631033045
강북구,251,목장·양식장,195.81336438903156
강북구,252,기타재배지,374.85153032123185
강북구,311,활엽수림,8137083.820237673
강북구,321,침엽수림,1419663.3819205563
강북구,331,혼효림,3089551.146362351
강북구,411,자연초지,43758.2815225803
강북구,422,묘지,8638.17827083169
강북구,423,기타초지,1045909.9345416868
강북구,511,내륙습지,51052.29612337384
강북구,612,강기슭,9731.438192523354
강북구,613,암벽·바위,449137.57906645356
강북구,622,운동장,89065.71434649252
강북구,623,기타나지,220151.1529540588
강북구,711,하천,18953.833176567477
강북구,712,호소,11482.295097937644
강서구,111,단독주거시설,843247.2502237993
강서구,112,공동주거시설,2188016.6529999836
강서구,121,공업시설,50076.93421258299
강서구,131,상업·업무시설,2229243.329247477
강서구,132,혼합지역,19.47879836186449
강서구,141,문화·체육·휴양시설,327143.2984626022
강서구,153,철도,187237.66185417748
강서구,154,도로,12391627.685450627
강서구,155,기타 교통·통신시설,872.237448880063
강서구,161,환경기초시설,92489.47060203367
강서구,162,교육·행정시설,372287.6689356624
강서구,163,기타 공공시설,320607.27928686363
강서구,212,경지정리가 안 된 논,1881903.1266982714
강서구,222,경지정리가 안 된 밭,984703.3018885765
강서구,231,시설재배지,158798.898107175
강서구,241,과수원,15166.895360145394
강서구,251,목장·양식장,10874.448368251553
강서구,252,기타재배지,9710.272943111642
강서구,311,활엽수림,7684651.353718239
강서구,321,침엽수림,507368.3456019908
강서구,331,혼효림,250326.17471386318
강서구,411,자연초지,465295.0266805591
강서구,421,골프장,243434.85335441877
강서구,422,묘지,27524.49228997347
강서구,423,기타초지,4783404.624138502
강서구,511,내륙습지,240411.15223132036
강서구,612,강기슭,25082.867339726152
강서구,613,암벽·바위,7654.3915616194445
강서구,622,운동장,323504.8913414593
강서구,623,기타나지,1363106.0838975376
강서구,711,하천,3267833.0182480104
강서구,712,호소,173633.65290086198
관악구,111,단독주거시설,1506256.8905898577
관악구,112,공동주거시설,1502052.635468559
관악구,121,공업시설,666.2740721708194
관악구,131,상업·업무시설,1203582.7814402068
관악구,141,문화·체육·휴양시설,257376.2270142215
관악구,153,철도,20343.230342199746
관악구,154,도로,7347260.9295335505
관악구,155,기타 교통·통신시설,741.496335027625
관악구,161,환경기초시설,7845.619687571561
관악구,162,교육·행정시설,536310.2199365576
관악구,163,기타 공공시설,182321.66551018265
관악구,222,경지정리가 안 된 밭,115664.95380475165
관악구,231,시설재배지,2350.407385012907
관악구,252,기타재배지,886.88043417863
관악구,311,활엽수림,7551563.892918925
관악구,321,침엽수림,3660113.7388682873
관악구,331,혼효림,1766924.0866872238
관악구,422,묘지,14036.76811261081
관악구,423,기타초지,1337168.611555321
관악구,511,내륙습지,14301.443352409035
관악구,612,강기슭,33035.58785871162
관악구,613,암벽·바위,1957272.8104452346
관악구,622,운동장,179094.51651558923
관악구,623,기타나지,300820.5994154985
관악구,711,하천,60867.182131291884
관악구,712,호소,4360.713283443676
광진구,111,단독주거시설,1177433.6281116274
광진구,112,공동주거시설,998942.3336249727
광진구,121,공업시설,1067.4751230059376
광진구,131,상업·업무시설,1117612.9438376313
광진구,132,혼합지역,5287.227595888036
광진구,141,문화·체육·휴양시설,249645.44780742243
광진구,153,철도,40414.080706640474
광진구,154,도로,6620053.494076908
광진구,161,환경기초시설,6487.841247187714
광진구,162,교육·행정시설,304124.6506042433
광진구,163,기타 공공시설,292681.6659926734
광진구,222,경지정리가 안 된 밭,21308.432270340796
광진구,231,시설재배지,1955.0976383764114
광진구,311,활엽수림,908862.5566519204
광진구,321,침엽수림,1137349.0130384576
광진구,331,혼효림,142209.70731079983
광진구,411,자연초지,43892.83208454838
광진구,422,묘지,719.662990273199
광진구,423,기타초지,1440705.894941121
광진구,511,내륙습지,19978.638776743348
광진구,612,강기슭,1412.461587957651
광진구,613,암벽·바위,414434.83270928904
광진구,622,운동장,124065.38422528534
광진구,623,기타나지,238994.33575426135
광진구,711,하천,1673723.1133776708
광진구,712,호소,52568.43732661913
구로구,111,단독주거시설,901902.3262125284
구로구,112,공동주거시설,1315193.3346065446
구로구,121,공업시설,164869.46072420495
구로구,131,상업·업무시설,1519550.8010980382
구로구,141,문화·체육·휴양시설,249628.3242020876
구로구,153,철도,601153.1388951817
구로구,154,도로,7768362.6529992
구로구,155,기타 교통·통신시설,1977.595446307484
구로구,161,환경기초시설,3680.748858386922
구로구,162,교육·행정시설,275597.16176377336
구로구,163,기타 공공시설,191175.49433309273
구로구,222,경지정리가 안 된 밭,289436.2655380135
구로구,231,시설재배지,27268.254570936293
구로구,241,과수원,5405.319156096619
구로구,251,목장·양식장,1064.6179103705938
구로구,252,기타재배지,258.8751674831958
구로구,311,활엽수림,2945798.6904538916
구로구,321,침엽수림,237209.05721999094
구로구,331,혼효림,141082.6318157608
구로구,411,자연초지,149759.47796754222
구로구,422,묘지,20896.79979524718
구로구,423,기타초지,2232203.700592576
구로구,511,내륙습지,33295.95034715943
구로구,612,강기슭,1622.3650822508712
구로구,613,암벽·바위,1228.0343496990977
구로구,622,운동장,211771.5178886649
구로구,623,기타나지,535152.5729304444
구로구,711,하천,233544.95391831725
구로구,712,호소,23270.646031672542
금천구,111,단독주거시설,695589.5854209859
금천구,112,공동주거시설,744465.7915196137
금천구,121,공업시설,232473.78268608128
금천구,131,상업·업무시설,1320626.161412133
금천구,141,문화·체육·휴양시설,97844.77240200358
금천구,153,철도,192741.4527761133
금천구,154,도로,5098755.20545425
금천구,155,기타 교통·통신시설,1669.7864326091517
금천구,161,환경기초시설,5940.74872797713
금천구,162,교육·행정시설,142419.7546837783
금천구,163,기타 공공시설,89905.5386196868
금천구,222,경지정리가 안 된 밭,17471.714907881393
금천구,241,과수원,2224.5369610199427
금천구,311,활엽수림,2060367.4425046237
금천구,321,침엽수림,230650.67888077168
금천구,331,혼효림,385999.880708543
금천구,422,묘지,9041.64761075782
금천구,423,기타초지,845924.7782916712
금천구,511,내륙습지,14424.171435664508
금천구,612,강기슭,21161.058129385994
금천구,613,암벽·바위,90003.96696517267
금천구,622,운동장,118200.92262609804
금천구,623,기타나지,333680.5872872336
금천구,711,하천,257305.6442986516
금천구,712,호소,1860.4230844702095
노원구,111,단독주거시설,453870.5718950648
노원구,112,공동주거시설,1456292.119382104
노원구,121,공업시설,5295.35786441142
노원구,131,상업·업무시설,982139.219857381
노원구,141,문화·체육·휴양시설,515587.46379421
노원구,153,철도,481389.04304416187
노원구,154,도로,9224111.599054681
노원구,155,기타 교통·통신시설,1034.6452563664839
노원구,161,환경기초시설,13639.49866546741
노원구,162,교육·행정시설,583596.7778917802
노원구,163,기타 공공시설,320260.77184147574
노원구,212,경지정리가 안 된 논,4973.02543010027
노원구,222,경지정리가 안 된 밭,202925.66254209532
노원구,231,시설재배지,8057.702946614388
노원구,241,과수원,66594.19608927624
노원구,251,목장·양식장,1992.7665299872033
노원구,252,기타재배지,30573.452492134817
노원구,311,활엽수림,9911613.201321151
노원구,321,침엽수림,3888302.6784051657
노원구,331,혼효림,1207153.0080124845
노원구,411,자연초지,56713.066970625376
노원구,421,골프장,310854.2577307197
노원구,422,묘지,38888.47020524557
