지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
402,2015-01-01,-6.7,-8.9,714,-3.6,1502,0,,0,7.5,1325,1,216.6
402,2015-01-02,-5.1,-9.4,801,-.6,1328,0,,0,4.5,1616,1,264.4
402,2015-01-03,-3,-10.2,756,1.8,1428,0,,0,4.4,2007,1,233.4
402,2015-01-04,2,-.6,2343,6.5,1520,,,0,4.5,355,.9,331.9
402,2015-01-05,2.9,-2.5,501,8.1,1418,0,,0,4.2,957,1,56.3
402,2015-01-06,-1.4,-6.3,2321,3.4,1,1,100,2.5,7.2,2326,1.5,2.8
402,2015-01-07,-4.6,-7.9,734,-.8,1417,0,,0,5.5,1029,1.4,16.9
402,2015-01-08,-4.7,-9.8,734,-.1,1457,0,,0,5.4,1432,1,230.6
402,2015-01-09,-2.3,-8.4,732,3.1,1452,0,,0,5,1349,.8,241.9
402,2015-01-10,.1,-6.6,802,5.1,1514,0,100,0,6.6,1640,1.3,233.4
402,2015-01-11,.9,-2.7,2346,3.1,1235,0,,0,6.4,1443,1.1,241.9
402,2015-01-12,-2.2,-6.9,753,2.9,1444,0,100,0,4.6,458,1.1,5.6
402,2015-01-13,-.6,-6.3,421,5.3,1537,0,,0,3.9,1147,1,59.1
402,2015-01-14,2.6,-.8,540,6.5,1448,0,100,0,3.7,1300,.9,56.3
402,2015-01-15,3.9,.2,815,8.8,1441,0,,0,5.1,625,1.1,2.8
402,2015-01-16,1.1,-1.3,2237,4.4,1235,.5,1900,.5,6.8,2236,1.4,42.2
402,2015-01-17,-2.8,-5.8,711,.8,1425,0,,0,5,1351,.9,286.9
402,2015-01-18,-1.7,-7.1,537,2.5,1640,1.5,2200,3,5.5,1601,1.4,239.1
402,2015-01-19,1.1,-3.1,2341,4.5,1346,0,100,0,4.7,1437,1,281.3
402,2015-01-20,-.8,-6.8,736,4.4,1453,0,100,0,4,1242,1.2,61.9
402,2015-01-21,2.4,-1.6,652,6.6,1532,0,100,0,3.6,1140,1.2,345.9
402,2015-01-22,3.3,.3,533,7.4,1533,0,,0,4.7,1123,1,28.1
402,2015-01-23,1.1,-2.8,705,4.1,1520,0,,0,6.5,1054,1.1,227.8
402,2015-01-24,3.3,-.3,801,8.7,1506,0,100,0,4.6,1331,.8,306.6
402,2015-01-25,2.6,-.1,430,5.6,1354,1,2100,4,5.4,1437,1.2,101.3
402,2015-01-26,4.1,1.5,2158,6.9,1526,0,100,0,4,909,.9,0
402,2015-01-27,-1.4,-5.9,2400,2.6,1505,0,,0,9,1309,1.3,233.4
402,2015-01-28,-3.2,-8.3,748,3.1,1604,0,,0,6.3,159,1.7,16.9
402,2015-01-29,-.2,-4.6,411,3.7,1616,0,,0,3.8,931,1,8.4
402,2015-01-30,-1.3,-5.2,2355,2.8,1434,0,,0,5.4,1440,1.2,2.8
402,2015-01-31,-3.6,-8.4,739,1,1456,0,,0,6.5,1651,1.2,258.8
402,2015-02-01,-2.3,-7.9,741,3.1,1529,0,,0,4.4,1200,.9,230.6
402,2015-02-02,-.7,-5.7,636,5.3,1536,0,,0,4.1,1411,.7,5.6
402,2015-02-03,.7,-4.5,501,7,1455,0,,0,3.2,1013,.8,95.6
402,2015-02-04,.8,-4.1,749,6.5,1508,0,,0,4.7,1628,.8,247.5
402,2015-02-05,1,-3.3,737,6.1,1508,0,,0,5.7,1602,.9,236.3
402,2015-02-06,.9,-4.7,727,6.6,1551,0,,0,5.6,1310,.9,202.5
402,2015-02-07,1.3,-2.4,629,6.4,1515,0,,0,6.9,1537,1.2,236.3
402,2015-02-08,-7.8,-10.9,750,-.8,1,0,,0,8.7,1619,1.3,244.7
402,2015-02-09,-4.4,-11.6,528,1.9,1542,0,,0,7.3,1323,1.3,219.4
402,2015-02-10,2.8,-2.3,720,7,1407,0,,0,7.8,1338,1.3,247.5
402,2015-02-11,3.6,.3,713,8.1,1519,0,,0,6,1509,.9,227.8
402,2015-02-12,-.6,-3.2,2345,3.2,1452,0,,0,7.3,1304,1,275.6
402,2015-02-13,0,-4.5,704,4.6,1504,0,,0,6.5,1600,1,261.6
402,2015-02-14,1.1,-3.7,550,4.8,2327,0,,0,3.5,1210,.7,247.5
402,2015-02-15,7.4,2.2,647,12.4,1522,0,,0,7.4,1229,1.4,104.1
402,2015-02-16,5.3,4.1,2353,7.9,7,1.5,1900,8,6,203,1.2,101.3
402,2015-02-17,3.2,2,924,5,1213,.5,100,.5,6.7,220,.8,227.8
402,2015-02-18,1.5,-.6,2340,3.2,1252,0,,0,3.9,1629,.7,284.1
402,2015-02-19,2.4,-2.8,709,8.3,1457,0,,0,5,2006,.8,227.8
402,2015-02-20,4.7,-1.9,549,10.3,1527,0,,0,4.4,1341,1.1,348.8
402,2015-02-21,6,4.9,1304,7.1,630,1.5,1300,6,5.8,1005,1.1,118.1
402,2015-02-22,4.4,.6,2400,7.1,630,.5,100,2,7.7,1438,1.3,227.8
402,2015-02-23,2,-1.3,723,6.9,1537,0,,0,7,1419,1,241.9
402,2015-02-24,2.6,-1.5,542,7.5,1449,0,,0,6.3,1242,.9,236.3
402,2015-02-25,5.7,-.1,722,12.4,1514,0,,0,10.5,1852,1.7,230.6
402,2015-02-26,2.4,-2.6,2254,5.4,239,1,100,1,8.3,1238,1.5,247.5
402,2015-02-27,-.5,-4.5,646,4.1,1506,0,,0,7.7,1932,1.4,16.9
402,2015-02-28,2.7,-2,325,6.5,1538,0,,0,5.7,1357,1.1,129.4
402,2015-03-01,3.4,1.5,606,7.2,1339,0,,0,6.9,1439,1,255.9
402,2015-03-02,3.9,-2.6,629,9.7,1442,0,,0,5.4,1235,1.1,230.6
402,2015-03-03,3.2,-.3,2358,7.5,1359,1.5,1700,3.5,10.4,604,1.2,244.7
402,2015-03-04,-.5,-3.5,709,4.2,1341,0,,0,8.6,36,1.4,298.1
402,2015-03-05,.3,-4.8,649,5.3,1447,0,100,0,4.4,1305,1,2.8
402,2015-03-06,2.9,-3.6,619,9.8,1453,0,,0,6.2,1343,.9,14.1
402,2015-03-07,4.5,-2.8,659,11.1,1553,0,100,0,6.8,1517,.8,230.6
402,2015-03-08,7.6,-.4,614,14.7,1533,0,100,0,4.3,2335,.9,227.8
402,2015-03-09,3.8,-4.2,2354,9.6,1,0,,0,10,1356,1.5,286.9
402,2015-03-10,-2,-5.9,644,3.1,1524,0,,0,8.3,345,1.4,11.3
402,2015-03-11,1.8,-3.7,723,8.6,1530,0,,0,9.3,1117,1.8,295.3
402,2015-03-12,3.4,-1.6,552,8.2,1359,0,,0,8.6,1705,1.4,239.1
