지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
889,2014-01-01,4.4,-2.4,615,9.3,1424,0,,0,12.4,1156,2.4,289.7
889,2014-01-02,-.1,-3.6,747,6.7,1551,0,,0,5.4,29,1,275.6
889,2014-01-03,2.2,-3.8,109,8.5,1454,0,,0,5.4,2127,1.1,272.8
889,2014-01-04,-.7,-5.6,725,5.5,1415,0,,0,5.5,1603,.9,298.1
889,2014-01-05,-1.8,-6.5,811,4.8,1451,0,,0,4.9,1658,.7,272.8
889,2014-01-06,-.4,-6.4,553,6.6,1511,0,,0,3.7,1144,.8,25.3
889,2014-01-07,1.8,-2.5,308,6.4,1425,0,,0,3.8,1404,.5,222.2
889,2014-01-08,1.3,-4.5,2355,4.3,1413,0,,0,11.3,2044,1.9,264.4
889,2014-01-09,-6.3,-9,842,-3.2,1415,0,,0,8.4,1500,2.2,309.4
889,2014-01-10,-4.8,-10.3,256,.3,1447,0,,0,4.7,1356,.8,227.8
889,2014-01-11,-2.2,-7.9,807,3.2,1330,0,,0,5,1206,.9,208.1
889,2014-01-12,-1.8,-6.9,2317,3.4,1456,0,,0,8.4,1346,1.8,284.1
889,2014-01-13,-5.6,-11.5,729,-.6,1436,0,,0,5.7,1438,1.3,326.3
889,2014-01-14,-5,-10.6,721,1.8,1444,0,,0,5.7,1458,1,261.6
889,2014-01-15,-4.1,-9.9,706,2.7,1434,0,,0,6.1,1447,1,28.1
889,2014-01-16,-.7,-6.4,156,4.4,1512,0,,0,4,1419,.7,241.9
889,2014-01-17,-1.2,-6.2,606,4.7,1506,0,,0,4.2,1303,.7,30.9
889,2014-01-18,-1.2,-6.2,704,2.3,1431,0,,0,9.1,1130,1.9,306.6
889,2014-01-19,-2.8,-9.5,741,2.7,1348,0,,0,5.2,21,.9,250.3
889,2014-01-20,-.6,-3.2,2345,3.3,1321,2,1700,6,7.8,1807,1.4,275.6
889,2014-01-21,-5.4,-9.5,2354,-1.9,1434,0,,0,5.8,139,1.4,298.1
889,2014-01-22,-5.3,-11.4,538,1.9,1454,0,,0,5,1402,.8,47.8
889,2014-01-23,-2.5,-8.4,740,4.9,1454,0,,0,5.4,1508,.8,236.3
889,2014-01-24,2.7,-3.7,5,6.7,1532,0,,0,4.2,1015,.6,36.6
889,2014-01-25,3.9,.3,2349,6,1534,1.5,1200,3,6.7,2325,.9,281.3
889,2014-01-26,-2.5,-6.4,2346,2.5,1549,0,,0,8.1,123,1.6,303.8
889,2014-01-27,-1.4,-8.1,627,6.9,1541,0,,0,6.2,1553,1,267.2
889,2014-01-28,.8,-5.4,2330,5.1,155,.5,400,.5,7.4,1502,1.4,329.1
889,2014-01-29,.5,-8.2,727,8.2,1602,0,,0,5.8,2050,.9,239.1
889,2014-01-30,3.9,-2.7,2140,7.5,630,2,1200,4,8,1824,1.4,343.1
889,2014-01-31,.2,-6.1,709,7.1,1547,0,,0,5.1,22,1,317.8
889,2014-02-01,4.6,2.4,205,5.7,1035,2.5,1700,8,5.3,1824,.7,109.7
889,2014-02-02,5.2,1,2347,7.4,1415,.5,200,1,5.3,2351,.7,298.1
889,2014-02-03,-2.5,-6.7,2340,3.7,17,0,,0,9.3,1531,2.4,289.7
889,2014-02-04,-6.2,-8.9,751,-2.9,1625,0,,0,9.1,1626,2.3,329.1
889,2014-02-05,-4.6,-9.2,437,.4,1542,0,,0,5.1,1508,1.2,348.8
889,2014-02-06,-1.9,-6.2,220,4.1,1437,0,,0,4.1,1723,.9,312.2
889,2014-02-07,3.2,-5.1,18,8.4,1428,0,,0,7.2,1307,1.2,50.6
889,2014-02-08,.9,-1,2357,3.1,1332,1.5,2100,3.5,6.9,524,1.4,92.8
889,2014-02-09,-.9,-2.5,254,1.9,1239,0,,0,5.9,1852,1.3,244.7
889,2014-02-10,-.4,-4.6,612,5.5,1547,0,,0,6,1129,.9,104.1
889,2014-02-11,-.2,-5.7,728,5.7,1547,0,,0,6.5,1416,1.2,33.8
889,2014-02-12,.8,-4.6,445,7.2,1508,0,,0,5.9,1101,.9,36.6
889,2014-02-13,1.2,-3.6,617,6.8,1257,0,,0,4.6,1043,.9,30.9
889,2014-02-14,2.2,-2.3,2356,8.1,1457,0,,0,5.9,1217,1.2,25.3
889,2014-02-15,1.4,-4.6,654,8.6,1434,0,,0,5.5,1242,1,208.1
889,2014-02-16,2,-3.8,449,9.1,1505,0,,0,5.6,1601,1,298.1
889,2014-02-17,4.3,-1.6,722,8.9,1608,0,,0,6.5,2338,.9,95.6
889,2014-02-18,2.6,-1.9,2338,6.2,1457,0,,0,6.2,630,1.3,70.3
889,2014-02-19,2.2,-3.5,548,6.9,1440,0,,0,5.6,948,1.1,59.1
889,2014-02-20,.3,-3.8,635,6.2,1430,0,,0,7.1,1458,1.5,236.3
889,2014-02-21,.5,-5.9,718,7.3,1543,0,,0,7.3,1522,1.2,247.5
889,2014-02-22,1.3,-4.5,621,8,1513,0,,0,5.1,1233,1,33.8
889,2014-02-23,2,-3.7,642,9.1,1454,0,,0,4.9,1626,.9,300.9
889,2014-02-24,3.1,-2.8,718,10.5,1510,0,,0,5.4,1416,1,0
889,2014-02-25,4.4,-2.4,616,13.1,1549,0,,0,4.6,1301,.9,270
889,2014-02-26,5.7,-2,655,16.8,1559,0,,0,5,1243,1,19.7
889,2014-02-27,7.3,.5,509,14.5,1319,0,,0,6.9,1705,1.5,241.9
889,2014-02-28,6.4,-.3,733,13.2,1621,0,,0,5.5,129,.9,267.2
889,2014-03-01,6,1.3,2356,10.5,1330,0,,0,5.9,1406,1.3,337.5
889,2014-03-02,4.3,-2.3,712,11.7,1401,0,,0,8.9,1512,1.5,357.2
889,2014-03-03,3.8,-3.7,704,12.5,1510,0,,0,6.3,1459,1.1,295.3
889,2014-03-04,5.6,-1.2,310,12.8,1342,0,,0,7.6,1503,1.6,233.4
889,2014-03-05,2,-1.7,2352,6.4,1431,0,,0,10.7,1316,2.6,272.8
889,2014-03-06,.9,-5.7,652,5.9,1553,0,,0,10.2,1351,2.3,250.3
889,2014-03-07,.2,-4,244,5.5,1538,0,,0,8.5,1643,2.1,222.2
889,2014-03-08,2,-4.2,529,8,1526,0,,0,8.4,1321,1.4,289.7
889,2014-03-09,2.1,-2,2330,6.1,1406,1,500,2.5,12,1342,2,348.8
889,2014-03-10,1.4,-4.7,626,8,1433,0,,0,12.6,1302,1.9,225
