지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
421,2023-01-01,.6,-3.1,2358,4.1,1421,0,9.3,2051,2.3,299.2
421,2023-01-02,-3.5,-5.6,738,-.3,1527,0,6.9,1345,1.9,226.2
421,2023-01-03,-3.2,-6.8,617,1.1,1456,0,7.3,1419,1.6,245.5
421,2023-01-04,-.8,-4.5,316,3.7,1529,0,7,1238,1.4,95
421,2023-01-05,-.7,-4.4,728,3,1542,0,5.9,1526,1.1,235.1
421,2023-01-06,.9,-3.8,708,5.5,1358,3.5,5.3,1449,1.3,213.2
421,2023-01-07,2.2,-.2,2348,4.5,1324,0,9,1201,1.9,248.4
421,2023-01-08,1.8,-2.8,803,5.6,1508,0,3.7,2156,1.2,11.9
421,2023-01-09,3.8,.4,2357,7.5,1315,0,8.1,1535,1.8,259.9
421,2023-01-10,2.6,-2.2,711,8.3,1514,0,4.8,3,1.3,11.6
421,2023-01-11,3.4,-1.3,822,8.8,1436,0,5.1,1449,1,277.5
421,2023-01-12,6,-.2,716,12.9,1516,0,3.5,2009,1.2,39.6
421,2023-01-13,7.5,4.4,218,9.3,1531,30.5,6.1,645,1.2,34.4
421,2023-01-14,6.5,3.7,2249,8.4,36,2,8.4,1454,2,74.6
421,2023-01-15,.2,-2.9,2316,3.9,3,2.5,7.6,2028,2.2,293.2
421,2023-01-16,-3.4,-5.8,913,-.9,1511,0,7.5,110,2.3,295.8
421,2023-01-17,-2.8,-5.8,728,.1,1332,0,4.9,327,1.4,287.1
421,2023-01-18,-.8,-3,735,2.7,1530,0,7.3,1636,1.8,323.8
421,2023-01-19,.4,-4.4,542,4.5,1557,1,10.6,2332,2,190.1
421,2023-01-20,-2.2,-5.9,2353,3.2,230,0,12.9,912,3.2,296.2
421,2023-01-21,-3.5,-8.2,729,1,1448,0,4.7,1146,1.4,42.2
421,2023-01-22,-.1,-2.3,559,2.4,1557,0,4.8,1039,1.5,16
421,2023-01-23,-.1,-6.1,2358,4.9,1319,0,9.6,2127,2,266.4
421,2023-01-24,-13.9,-16.3,855,-6,1,0,11.7,555,3.9,178.1
421,2023-01-25,-10.8,-16,5,-5.7,1644,0,6.5,1323,1.9,207.2
421,2023-01-26,-5.6,-8.6,442,-2.9,2042,0,5.3,2300,1.5,209.3
421,2023-01-27,-6.4,-8.1,2255,-3.1,1342,0,11.9,1630,3.1,180.4
421,2023-01-28,-5.1,-9.2,819,-.6,1526,0,8.8,1457,2.4,251.7
421,2023-01-29,-1,-6.5,742,4.7,1440,0,11.1,1521,2,211.5
421,2023-01-30,.2,-2.7,603,4,1345,0,8.2,1256,2.1,289.7
421,2023-01-31,3.1,-2.8,634,8.3,1521,0,10.9,1651,2.2,237.8
421,2023-02-01,1.5,-1.6,2318,6,9,0,10.7,1901,2.7,293.8
421,2023-02-02,-1.2,-3.5,743,1.2,1632,0,6.6,1530,2,227.5
421,2023-02-03,-.5,-2.9,333,3.4,1555,0,6.9,1400,1.9,244.9
421,2023-02-04,.8,-3.1,628,5.5,1439,0,7.2,1536,1.8,254.7
421,2023-02-05,2.1,-2.4,604,7.2,1434,0,6.6,1436,1.4,206.1
421,2023-02-06,3.6,-1.1,642,8.6,1509,0,4.2,1953,1,26.6
421,2023-02-07,3.9,-.4,716,8.8,1551,0,4.9,1705,1.3,252.9
421,2023-02-08,3.2,-.1,701,8.1,1438,0,7.9,1320,2.2,212.7
421,2023-02-09,4.6,-1.3,729,9.8,1506,0,8.1,2330,2,229.5
421,2023-02-10,4.4,2,2351,6.9,1431,0,7.3,8,1.9,172.4
421,2023-02-11,3.6,-.3,741,8.4,1352,0,4.1,1406,1.1,225.2
421,2023-02-12,4.5,-.4,640,8.1,1438,0,6.8,2215,1.6,68.3
421,2023-02-13,6.4,4,0,8.5,1249,0,6,1840,2.2,29.8
421,2023-02-14,2.5,-.8,603,6.5,1521,0,8.9,2056,2.2,82
421,2023-02-15,3.6,.1,537,8.3,1625,0,7.1,1151,2.2,9.8
421,2023-02-16,2.8,.8,2353,5.1,1519,0,10,1152,2.5,234.9
421,2023-02-17,4.2,-.3,719,9.8,1618,0,4.3,1048,1.1,178.1
421,2023-02-18,6.3,3.6,332,8.5,1511,0,4.1,120,1.1,36
421,2023-02-19,4.1,1.3,2319,6.5,1,0,11.3,1247,2.6,295.4
421,2023-02-20,.4,-2.4,2318,2.8,1255,0,12.2,1428,2.8,251.9
421,2023-02-21,-.4,-3.9,717,4.3,1657,0,6.5,1819,1.9,250.4
421,2023-02-22,1.7,-2.6,557,7.7,1418,0,7.8,1653,1.7,243.9
421,2023-02-23,3.7,-.2,416,8.9,1611,0,7.6,1507,1.7,235.4
421,2023-02-24,4.2,.7,0,8.6,1244,0,10.4,1443,2.4,354.8
421,2023-02-25,1.7,-1.2,718,6.2,1513,0,7.9,1523,2.3,274
421,2023-02-26,3.2,-1.3,702,8.6,1605,0,6.5,1608,1.6,235.9
421,2023-02-27,4.8,-.2,658,11.6,1512,0,6.6,1716,1.6,221
421,2023-02-28,5.1,.6,600,8.6,1538,0,8.5,1425,1.9,284.7
421,2023-03-01,6.5,3.7,2358,9.4,1540,0,12.8,1659,2.4,61.2
421,2023-03-02,2.7,.2,704,6.9,1515,0,10.2,140,2.8,89.5
421,2023-03-03,5.2,-.2,700,10.3,1544,0,8.7,1339,2.1,234.1
421,2023-03-04,8,3.9,624,13.7,1602,0,5.4,1902,1.6,265.1
421,2023-03-05,8.5,3,723,15.3,1420,0,6.6,1456,1.3,236.8
421,2023-03-06,9.2,2.9,628,15.9,1421,0,7.8,1356,1.5,229.4
421,2023-03-07,11.6,6.3,535,18.9,1519,0,6.8,1350,1.6,191.8
421,2023-03-08,13.2,8.3,635,18.1,1245,.5,8.7,1321,1.5,258.4
421,2023-03-09,10.6,8.3,2358,13.3,1,3,7.6,846,2.1,247.7
421,2023-03-10,14,6.2,623,22.5,1517,0,5.6,1640,1.5,161.4
421,2023-03-11,15.3,10.1,658,23.1,1403,0,9.5,1505,1.8,258.8
421,2023-03-12,6.6,1.2,2352,13.2,3,4.5,12.7,1840,3.2,262.3
421,2023-03-13,3.4,-.7,541,7.6,1338,0,10,106,2.7,299.7
421,2023-03-14,9.5,4.1,231,15,1402,0,11.1,1309,2.7,227.5
421,2023-03-15,9.3,4.4,2356,15.7,1305,0,12.6,1234,2.8,209.1
421,2023-03-16,5.8,2.5,635,10,1306,0,8.8,1437,2.4,253.4
421,2023-03-17,7.9,2.6,644,12.8,1534,0,6.3,5,2,64.4
421,2023-03-18,8.4,4.4,644,14.6,1443,0,8.7,1724,2.2,279.5
421,2023-03-19,8.8,3.9,608,14.9,1604,0,7.4,1303,2.2,232.4
421,2023-03-20,10.3,4.6,647,16.9,1535,0,6,1433,1.5,233.3
421,2023-03-21,13.5,6.6,702,21.9,1650,0,4.9,1737,1.4,215.9
421,2023-03-22,17.1,9.5,607,25.2,1509,0,5.9,1822,1.2,291.2
421,2023-03-23,17.4,12.1,0,24.2,1544,0,7.4,1732,1.9,278.9
421,2023-03-24,12.8,9.5,657,17.9,1431,0,6,1745,2,266.4
421,2023-03-25,12.9,9.3,412,18.2,1523,0,7.2,1611,2.1,232.2
421,2023-03-26,10.2,5.4,2351,14.5,1205,0,10.1,1715,2.8,247.4
421,2023-03-27,8.1,4.1,516,13.9,1508,0,9,1624,2.3,212.6
421,2023-03-28,10,4.8,649,15.1,1339,0,7.3,1414,1.8,236
421,2023-03-29,12.7,6.5,621,19.3,1414,0,7.5,1426,1.6,230.3
421,2023-03-30,14,8,513,20.9,1439,0,7.9,1501,1.8,245.5
421,2023-03-31,15.8,8.6,609,23.8,1520,0,7,1343,1.6,209.2
421,2023-04-01,17.7,10.4,647,25.3,1450,0,8.9,1722,1.3,268.2
421,2023-04-02,19.1,14.1,625,24.6,1443,0,7.5,1352,1.9,63.8
421,2023-04-03,19.5,13,537,25.7,1550,0,8.1,1132,1.9,66.7
421,2023-04-04,17.7,12.7,2337,21.9,1357,6,10.6,1919,2.2,209.7
421,2023-04-05,12.1,8.9,2203,14.9,1441,45.5,9.7,2110,2.6,218.1
421,2023-04-06,9,7.6,2346,10.1,1129,2,7.1,141,2.5,176
421,2023-04-07,9.3,5.5,2337,15.5,1357,0,12.6,1522,2.8,232.5
421,2023-04-08,9.5,4.5,413,15.2,1407,0,13,1225,2.6,268
421,2023-04-09,11.3,5.5,517,18,1408,0,10.2,1605,2.5,270.7
421,2023-04-10,13.8,7.9,536,19.2,1404,0,11.5,1451,2.5,232.6
421,2023-04-11,13.6,11,2350,18.1,956,1,18.8,1017,3.4,209
421,2023-04-12,10.9,7.5,626,15.6,1419,0,12.3,1148,2.6,244.8
421,2023-04-13,12.8,7,501,18,1700,0,5.5,1419,1.4,256.6
421,2023-04-14,16.6,12.1,541,21.9,1529,0,6.3,1856,1.5,49.9
421,2023-04-15,13.4,9.2,0,16.6,1654,2.5,8.5,1640,1.8,217.8
421,2023-04-16,11.3,7.4,451,16.5,1606,0,11.3,1810,2.2,266.8
421,2023-04-17,13.8,7.9,603,18.9,1522,0,6.8,2035,1.8,71.5
421,2023-04-18,14,10.4,804,18.3,1637,1.5,5.7,834,1.9,65.1
421,2023-04-19,19.1,12.4,552,28.8,1622,0,6.9,1802,1.8,280
421,2023-04-20,16.2,14.5,532,19.2,1357,0,7,1228,2,207.3
421,2023-04-21,17.3,12.9,644,23.2,1458,0,8.2,1007,2.7,7.6
