지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
421,2024-01-01,3.8,-.1,147,7.4,1303,0,4.8,1713,1.2,224.8
421,2024-01-02,3.8,2.9,454,4.7,1427,0,5.3,1346,1.5,290.9
421,2024-01-03,2.5,.3,2354,4.6,1348,0,7.7,2210,1.6,288.2
421,2024-01-04,2.1,-1.5,605,5.1,1615,0,5.8,1718,1.4,193.7
421,2024-01-05,5.6,2.5,2357,9.3,1247,0,8.2,1231,2.1,230.5
421,2024-01-06,1.3,-.9,725,5.2,1451,0,8.7,518,2.2,287.7
421,2024-01-07,-3.6,-7.2,2356,-.3,4,0,12.3,1245,2.8,280.3
421,2024-01-08,-3.7,-8,641,-.1,1535,0,5.6,1434,1.5,223.4
421,2024-01-09,-.2,-1.6,924,.8,2328,1,3.5,633,1.1,113.2
421,2024-01-10,.1,-2.4,753,3.8,1401,0,5.5,2006,1.7,222.1
421,2024-01-11,1.9,-1.8,552,4.9,1613,0,6.5,1616,1.7,247.9
421,2024-01-12,2.3,.5,548,4.9,1432,0,7.5,1700,2.6,266.6
421,2024-01-13,1.7,-1.3,818,5.5,1504,0,6.1,205,1.9,271.2
421,2024-01-14,.4,-2.3,0,2.8,1157,2,7.2,1248,1.6,151.4
421,2024-01-15,-2.4,-5.2,732,1.4,1448,0,6.9,2144,2.2,293.8
421,2024-01-16,-1.1,-5.2,551,4.1,1526,0,5.2,916,1.3,43.6
421,2024-01-17,.6,-1,17,2.1,1120,8.5,3.6,2055,1.2,10.3
421,2024-01-18,5,1.7,734,9.3,1550,.5,7.3,1511,1.9,85.9
421,2024-01-19,5.6,4.5,834,8.9,1539,0,9.3,236,3.5,41.1
421,2024-01-20,3.7,2.3,1835,5.1,1146,0,10.3,1333,3.9,88.8
421,2024-01-21,2.1,-2.1,2353,4.8,1255,0,9.4,2319,2.6,238.8
421,2024-01-22,-7.9,-11.2,2326,-2,1,0,10.5,1418,3.8,259.8
421,2024-01-23,-11,-13,455,-7.9,1515,0,11.4,1753,3.5,235
421,2024-01-24,-7.3,-10.2,810,-3.3,1543,0,10.6,313,3.4,299.8
421,2024-01-25,-4.3,-7.7,653,-.5,1602,0,7.7,1340,2.1,215.6
421,2024-01-26,-.7,-5.3,706,3.8,1547,0,8.2,1438,1.9,246.2
421,2024-01-27,.5,-3.1,701,4.7,1457,0,7.8,1353,1.5,244
421,2024-01-28,-.4,-3.3,614,3.6,1519,0,7.1,1243,1.9,227.3
421,2024-01-29,.6,-3.3,614,5.1,1512,0,6.1,1331,1.3,249
421,2024-01-30,2.1,-2.3,654,8.1,1613,0,3.4,1412,.9,40.5
421,2024-01-31,5.1,1.3,507,10.8,1512,0,7,1842,1.5,292.7
421,2024-02-01,3.3,.1,758,8.1,1516,0,6,225,1.9,349.2
421,2024-02-02,3.8,2,607,7.5,1425,0,5.5,1728,1.8,261.5
421,2024-02-03,5.2,1.4,345,8.9,1348,0,5,1004,1.6,36.2
421,2024-02-04,7.6,4.1,723,11.7,1410,0,7.8,2342,1.6,78.8
421,2024-02-05,2.9,.3,2021,6.7,1,2.5,14.1,1312,3.9,81.8
421,2024-02-06,1.8,.3,53,3.6,1239,0,5.3,1336,1.8,257
421,2024-02-07,1.4,.2,631,3.2,1402,0,5.6,242,1.7,321.6
421,2024-02-08,1.8,-1.5,626,6.2,1553,0,6,1453,1.6,214.2
421,2024-02-09,2,-1.1,705,6,1351,0,7.9,1609,1.9,199.8
421,2024-02-10,2.6,-.2,631,7.3,1409,0,8.1,1348,1.9,294.4
421,2024-02-11,2.1,-1.7,633,5.4,1251,0,10.3,1508,2.3,275.3
421,2024-02-12,4.5,-1,648,10.4,1535,0,5.3,1646,1.5,230.3
421,2024-02-13,8.9,2.7,528,14.2,1438,0,11,1450,1.9,241.4
421,2024-02-14,12.8,9.4,312,18.1,1535,0,7.3,2300,1.7,187.6
421,2024-02-15,5.2,1.4,1406,11.8,1,7,11.2,1102,2.6,262.9
421,2024-02-16,3.4,.1,710,7.9,1601,0,5.6,1444,1.6,283.4
421,2024-02-17,5.5,.3,657,11.3,1519,0,4.4,1527,1.2,214.8
421,2024-02-18,6.8,2.2,706,9.9,1432,19,4.2,2043,1.3,63.1
421,2024-02-19,9.2,5,2353,11.9,1138,8.5,9.2,1732,1.7,238.6
421,2024-02-20,5.1,3.7,406,7.6,1316,2,8.9,2012,2.3,82.7
421,2024-02-21,2.3,.3,2335,4.5,14,16.5,10.3,1045,3.6,83.7
421,2024-02-22,.6,-.8,636,2,1442,7,10,733,3.2,82.5
421,2024-02-23,2.1,-.4,243,6,1344,0,8.6,1948,2.9,76.1
421,2024-02-24,2.4,-.6,704,5.8,1426,2,7.7,1246,2.5,127.8
421,2024-02-25,3.3,1.1,610,6.9,1555,1.5,5.6,1555,1.6,36.2
421,2024-02-26,4.7,.6,640,10.1,1431,0,5.9,1136,1.7,143.2
421,2024-02-27,5.6,1.9,629,10,1507,0,7.7,1128,2.3,127.2
421,2024-02-28,7.1,4.2,645,10.5,1436,0,4.6,1519,1.5,208.6
421,2024-02-29,5.8,1.1,2359,9.7,1605,0,9.7,2137,2,283.1
421,2024-03-01,-3.3,-6.1,2319,1.1,1,0,13.8,1237,3.9,257.4
