지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
423,2019-01-01,-4.6,-8,624,-.6,1525,0,10.7,1404,1.8,230.6
423,2019-01-02,-5,-9.2,646,.4,1456,0,6.4,1206,1.3,340.3
423,2019-01-03,-3.5,-8.8,703,2,1622,0,6.5,1410,1.3,25.3
423,2019-01-04,-1.4,-6.5,705,3.6,1533,0,5.9,1251,.9,205.3
423,2019-01-05,-3,-5.5,2339,.6,1432,0,8.1,1413,2.1,337.5
423,2019-01-06,-2.9,-6.2,123,2.4,1459,0,7,1441,1.2,213.8
423,2019-01-07,-2,-6.8,651,3.7,1346,0,6.8,1356,1.2,239.1
423,2019-01-08,-3.2,-6.7,2336,1.2,1516,0,13.1,2001,2.5,351.6
423,2019-01-09,-4.7,-9.5,727,.4,1501,0,5.8,13,1.4,351.6
423,2019-01-10,-.8,-4.5,330,2.8,1503,0,6.5,1540,1.4,202.5
423,2019-01-11,2.4,-.4,752,6.9,1418,0,4.5,1623,1,334.7
423,2019-01-12,2.3,-1.4,2358,7.7,1508,0,5,1500,1.2,315
423,2019-01-13,1,-3.8,701,7.5,1516,0,4.9,1359,1,317.8
423,2019-01-14,1.3,-2.7,746,5,1436,0,3.4,1519,.6,216.6
423,2019-01-15,-1.7,-6.7,2347,2.8,1401,0,12.4,1648,2.4,284.1
423,2019-01-16,-4.9,-9.7,710,-1,1558,0,6.9,1916,2.1,227.8
423,2019-01-17,-.1,-3.6,723,4.7,1338,0,7.5,1443,1.6,216.6
423,2019-01-18,.4,-5.3,726,6.2,1403,0,6.1,1318,.9,213.8
423,2019-01-19,3.5,-.8,309,8.8,1411,0,6,1425,1,210.9
423,2019-01-20,-.9,-4.8,2336,3.3,10,0,11.5,1116,2.8,337.5
423,2019-01-21,-.7,-6.5,355,4.8,1426,0,10.2,1606,2.1,225
423,2019-01-22,1.5,-3.4,528,7,1217,0,9.1,1137,1.6,202.5
423,2019-01-23,1.8,-1.8,610,7.9,1513,0,11.2,1422,1.6,337.5
423,2019-01-24,0,-5.1,742,6.5,1507,0,6.8,1633,1.2,236.3
423,2019-01-25,-1.1,-4.2,650,2.8,1238,0,11.7,1312,2.3,340.3
423,2019-01-26,-2.6,-6.3,754,1.9,1529,0,8.3,404,2.5,320.6
423,2019-01-27,-.3,-7.2,744,4.6,1351,0,7.6,1527,1.7,216.6
423,2019-01-28,1.6,-2.8,2359,4.4,1430,0,11.8,1205,2.8,247.5
423,2019-01-29,-.3,-5.7,625,6.1,1451,0,5.9,1530,1.1,216.6
423,2019-01-30,2,-2.8,726,7.1,1418,0,5.7,1641,1,267.2
423,2019-01-31,-2.1,-5.5,2312,2.1,1,0,8.4,1913,2.8,317.8
423,2019-02-01,-1.4,-7.3,751,2.6,1202,0,8.7,1548,1.5,213.8
423,2019-02-02,2.7,-3.1,329,7.1,1610,0,6.8,1309,1.5,216.6
423,2019-02-03,3.4,1.7,2353,4.9,1,19,8.8,2219,2.5,323.4
423,2019-02-04,0,-2.7,2345,3.7,1507,0,7.3,43,1.7,300.9
423,2019-02-05,3.1,-3.5,322,9.4,1408,0,7.4,1153,1.3,213.8
423,2019-02-06,5.3,-.6,226,10.2,1255,0,6.6,1543,1.4,219.4
423,2019-02-07,-2,-8.1,2347,5.9,1,0,11.9,943,3.6,340.3
423,2019-02-08,-6.2,-10.2,558,-2.1,1347,0,7.7,10,2.3,326.3
423,2019-02-09,-5.1,-7.8,733,-1.9,1345,0,10.3,956,3,320.6
423,2019-02-10,-4.8,-8.6,621,-1.9,1509,0,5.3,1335,1.8,326.3
423,2019-02-11,-2.6,-7.3,743,2.1,1542,0,8,1347,1.9,329.1
423,2019-02-12,-.4,-4.2,152,3.3,1516,0,7.7,1612,1.7,315
