지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
405,2015-01-01,-6.7,-8.4,720,-4,1442,0,,0,8.7,1223,2.9,284.1
405,2015-01-02,-4.9,-7.5,2,-1.3,1433,0,,0,9.9,1347,1.9,281.3
405,2015-01-03,-1.5,-7.6,616,3,1457,0,,0,3.9,1931,1.1,188.4
405,2015-01-04,3.4,1.2,608,7.8,1401,0,,0,3.1,28,.9,182.8
405,2015-01-05,4.4,-.6,401,8.8,1540,0,,0,4.4,1127,.9,101.3
405,2015-01-06,-2.4,-5.9,2328,4.1,1,.5,100,1.5,9,605,2.8,289.7
405,2015-01-07,-4.3,-6.6,641,-1,1357,0,,0,6.4,601,1.7,312.2
405,2015-01-08,-3.7,-7,754,.4,1458,0,,0,4.9,1320,1.1,5.6
405,2015-01-09,-.8,-5.7,615,3.5,1440,0,,0,4.6,1604,1,329.1
405,2015-01-10,.7,-4.2,523,5.3,1324,0,,0,5.1,1358,.8,337.5
405,2015-01-11,.4,-2.8,2359,2.9,544,0,,0,9.4,1853,2.3,275.6
405,2015-01-12,-1.6,-5.4,632,3.2,1350,0,,0,4.3,19,1,281.3
405,2015-01-13,1.1,-4.3,408,6.3,1453,0,,0,3.2,1109,.6,115.3
405,2015-01-14,3.1,.1,446,5.5,1310,0,,0,3.6,1516,.6,312.2
405,2015-01-15,3.2,-.5,518,8.7,1504,0,,0,3.8,1633,1,317.8
405,2015-01-16,1.7,-1.4,2342,4.6,1159,0,,0,6.5,1938,1.8,348.8
405,2015-01-17,-2.9,-6.2,739,.1,1437,0,,0,7,9,2.2,300.9
405,2015-01-18,-.4,-5.2,404,2.9,1351,1.5,2000,3.5,5.6,1909,1.5,174.4
405,2015-01-19,1,-2.9,2345,4.1,1225,.5,200,.5,6.9,1337,1.7,312.2
405,2015-01-20,.1,-4.7,729,4.5,1455,0,,0,3.7,1353,.9,92.8
405,2015-01-21,3,-1.1,638,6.8,1321,0,,0,3.1,1748,.7,300.9
405,2015-01-22,3.6,1.3,517,7.8,1420,0,,0,3.6,1512,1.1,19.7
405,2015-01-23,1.8,-1.1,600,4.9,1506,0,,0,5.3,1621,1,168.8
405,2015-01-24,4.5,2.1,225,8.9,1318,0,,0,4.6,1337,1,340.3
405,2015-01-25,3.8,2,236,5.6,1305,1,2000,3,5.2,1139,1.2,106.9
405,2015-01-26,4.2,1.5,2148,7.5,1547,.5,300,.5,6.4,1830,1.5,272.8
405,2015-01-27,-3,-6,2358,1.5,1,0,,0,6.7,2053,2.3,295.3
405,2015-01-28,-3.5,-8.3,723,1.5,1424,0,,0,4.6,1557,1.4,300.9
405,2015-01-29,-.3,-3.6,326,3.7,1411,0,,0,4.5,2241,1.1,329.1
405,2015-01-30,-2.2,-5.4,2316,1.7,1331,0,,0,7.4,1137,2,320.6
405,2015-01-31,-3.5,-7,744,-.1,1418,0,,0,4.3,1401,1.5,286.9
405,2015-02-01,-2,-6.4,742,3.3,1438,0,,0,4.2,1054,1.2,278.4
405,2015-02-02,.2,-3.8,352,5.2,1435,0,,0,3.8,1356,.9,22.5
405,2015-02-03,1.4,-3,406,6.8,1436,0,,0,4.6,1522,.9,42.2
405,2015-02-04,1.5,-2.1,505,5.9,1402,0,,0,4.9,1510,1.2,312.2
405,2015-02-05,.8,-2.2,722,5,1359,0,,0,5.3,1529,1.5,323.4
405,2015-02-06,1.5,-3.1,526,5.9,1432,0,,0,5.5,1440,1.1,154.7
405,2015-02-07,2.1,-2.2,2358,6.2,1304,0,,0,7,2357,1.3,261.6
405,2015-02-08,-8.6,-10.6,805,-2.2,1,0,,0,8.6,1355,3,329.1
405,2015-02-09,-4.2,-10.8,652,.5,1432,0,,0,5.8,1743,1.4,326.3
405,2015-02-10,2.6,-1.2,632,7.1,1340,0,,0,5,1428,1.2,8.4
405,2015-02-11,3.2,.2,2359,7.5,1359,0,,0,5.1,1400,1.4,11.3
405,2015-02-12,-1,-3,659,2.8,1250,0,,0,8.5,1530,2.4,225
405,2015-02-13,-.3,-4.1,621,4.1,1339,0,,0,6.5,1326,1.7,0
405,2015-02-14,3.2,-1.7,519,7.4,1652,0,,0,5.8,1345,1.4,216.6
405,2015-02-15,8.5,3.7,5,12.5,1447,0,,0,5.4,1242,1.3,112.5
405,2015-02-16,5.9,4.6,2353,9.3,1,1.5,1800,9.5,5.1,916,1.6,78.8
405,2015-02-17,2.9,1.7,2307,4.6,2,0,,0,5.5,631,1.7,309.4
405,2015-02-18,2,.2,443,4.6,1247,0,,0,4.9,1506,1.2,11.3
405,2015-02-19,2.9,-1.6,729,8.4,1449,0,,0,4.5,1550,.9,28.1
405,2015-02-20,5.9,-.5,346,10.8,1348,0,,0,4.9,1405,.9,177.2
405,2015-02-21,6.7,5.5,1455,8,6,2.5,1300,7,5.5,1539,1.4,95.6
405,2015-02-22,4.3,.6,2354,7.7,418,1,100,3,6.2,1351,1.6,337.5
405,2015-02-23,1.9,-.8,534,5.7,1443,0,,0,5.1,21,1.6,323.4
405,2015-02-24,3.3,.5,312,7.6,1418,0,,0,4.5,1259,1.2,351.6
405,2015-02-25,6,1.7,410,11.7,1445,.5,2400,.5,7.2,1514,1.6,196.9
405,2015-02-26,1.8,-2.2,2307,5.3,244,.5,100,.5,9,1504,2.4,292.5
405,2015-02-27,-.6,-4.4,706,3.3,1530,0,,0,7.8,503,2.2,312.2
405,2015-02-28,3.7,-.7,245,6.8,1605,0,,0,5.5,1358,1.1,168.8
405,2015-03-01,3.3,1.4,722,6.7,1339,0,,0,7.4,1523,1.9,281.3
405,2015-03-02,4.6,-.7,539,9.5,1522,0,,0,6.4,1352,1.6,194.1
405,2015-03-03,3.4,-.6,2359,7.4,1228,2,1600,5,7.8,2225,2,270
405,2015-03-04,-1,-3.3,538,2.4,1348,0,,0,8,1932,3,326.3
405,2015-03-05,.6,-3.4,609,4.6,1435,0,,0,4.5,53,1.2,278.4
405,2015-03-06,3.5,-1.7,420,9.9,1351,0,,0,5.3,1651,1.1,174.4
405,2015-03-07,4.9,-1.2,638,10.9,1506,0,,0,5.2,1714,1,281.3
405,2015-03-08,8.2,1.1,602,15.3,1446,0,,0,4.3,1648,.9,306.6
405,2015-03-09,3,-4.2,2341,9.3,1,0,,0,10.7,1921,3.1,323.4
405,2015-03-10,-2.4,-5.7,626,1.7,1408,0,,0,9.5,425,3.2,317.8
405,2015-03-11,1.7,-2.6,622,7.7,1455,0,,0,8.3,1538,2.2,275.6
405,2015-03-12,3,-1.4,554,7.1,1443,0,,0,6,1243,1.7,292.5
405,2015-03-13,6.3,3.2,713,11.4,1536,0,,0,6.7,1326,1.7,317.8
405,2015-03-14,5,1.1,635,11,1507,0,,0,5.3,1738,1.4,275.6
405,2015-03-15,6.3,1.2,433,12.4,1412,0,,0,5.1,1501,1.1,331.9
405,2015-03-16,10,2.6,519,18.5,1521,0,,0,3.4,1536,.6,227.8
405,2015-03-17,11.1,7.3,323,16.3,1450,0,,0,4.6,1703,.8,337.5
405,2015-03-18,11.2,8.3,317,14.7,1217,1,1700,1.5,6.5,1346,1.3,90
