지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
407,2023-01-01,-1.8,-8.5,812,5.2,1242,0,6.9,1329,1.1,284.1
407,2023-01-02,-6.2,-12.1,610,.5,1457,0,5.5,1420,1,300.9
407,2023-01-03,-7.1,-14.2,743,1.3,1401,0,5.3,1428,.9,284.1
407,2023-01-04,-4.8,-11.4,223,3.6,1349,0,5.9,1434,.9,210.9
407,2023-01-05,-4.9,-11.6,657,4.4,1502,0,4,1605,.7,317.8
407,2023-01-06,-1.8,-10.2,741,5,1502,2.5,4.1,1342,.9,81.6
407,2023-01-07,.1,-5.4,2347,4.2,1406,0,5.9,1129,.8,281.3
407,2023-01-08,-1.2,-8.1,710,4.2,1434,0,3.7,1512,.8,132.2
407,2023-01-09,2.2,-5.2,2345,8.4,1319,0,5.6,1132,1,2.8
407,2023-01-10,-1.6,-8.1,713,8.3,1517,0,3.4,1200,.7,132.2
407,2023-01-11,-1,-6.7,507,8.8,1509,0,3.4,1546,.6,213.8
407,2023-01-12,1.3,-6.2,702,12.4,1426,0,3.9,1156,.8,64.7
407,2023-01-13,5.6,1.7,33,8.1,1529,30,2.8,644,.4,81.6
407,2023-01-14,5.2,3.1,2358,7.2,1206,.5,7,1859,1.2,47.8
407,2023-01-15,.1,-2.3,2355,3.5,9,3,5.4,1204,1,225
407,2023-01-16,-4,-8.3,0,-.2,1353,0,5.5,740,1.2,326.3
407,2023-01-17,-4.6,-8.9,116,-.6,1456,0,3.8,1839,.8,64.7
407,2023-01-18,-3.3,-8,2337,2.6,1354,0,6.1,1615,.9,2.8
407,2023-01-19,-1.7,-9.9,544,4.8,1423,1,6.3,2057,1,236.3
407,2023-01-20,-3.3,-10.3,2350,2.9,237,0,10.4,848,1.9,275.6
407,2023-01-21,-6.4,-13.6,702,1,1519,0,3.7,1227,.8,64.7
407,2023-01-22,-2.1,-5.2,22,2.7,1549,0,5.4,1059,.9,75.9
407,2023-01-23,-.9,-6,2359,5.3,1254,0,8.2,1746,1.3,272.8
407,2023-01-24,-13.7,-16.9,2332,-5.9,5,0,11.5,1509,2.8,298.1
407,2023-01-25,-12.7,-19.2,732,-5.8,1507,0,4.7,422,1,354.4
407,2023-01-26,-6.5,-12.9,7,-3.6,1627,0,4.7,2335,1,272.8
407,2023-01-27,-8.5,-13.9,526,-3.1,1345,0,10.8,1512,1.8,286.9
407,2023-01-28,-6.2,-15.2,753,-.3,1520,0,7.4,1709,1.2,289.7
407,2023-01-29,-3,-12.6,716,4.4,1533,0,11.3,1544,1.4,222.2
407,2023-01-30,-2.1,-9.2,643,4.3,1544,0,8,1257,1.1,289.7
407,2023-01-31,1.2,-8.3,402,7.4,1649,0,6.7,1648,1.1,298.1
407,2023-02-01,-.1,-5,607,5.8,3,0,8.5,1511,1.3,329.1
407,2023-02-02,-3.1,-8.9,721,2.5,1434,0,5.4,51,.9,343.1
407,2023-02-03,-2.4,-7.3,0,3.9,1408,0,5.1,1430,1,227.8
407,2023-02-04,-3,-10.3,544,5.8,1442,0,6.4,1556,1,225
407,2023-02-05,-1.4,-8.8,555,7,1438,0,5.4,1410,.9,210.9
407,2023-02-06,-.4,-6.9,615,8.9,1511,0,4,1201,.7,84.4
407,2023-02-07,.3,-6.2,609,9.4,1515,0,3.2,1706,.6,225
407,2023-02-08,0,-6.5,618,8.8,1502,0,7,1627,1,284.1
407,2023-02-09,2,-7.7,425,9.2,1348,0,6.5,1144,1.3,56.3
407,2023-02-10,2.8,-3.2,2337,8.5,1434,0,8.2,6,1,118.1
407,2023-02-11,-.1,-5.6,524,8.7,1356,0,3,1057,.6,19.7
407,2023-02-12,1.6,-5.4,351,8.9,1439,0,4.5,1012,.7,61.9
407,2023-02-13,3.8,-1.2,0,8.7,1135,0,5.2,1202,.8,59.1
407,2023-02-14,.7,-6,736,7.5,1402,0,4.8,1812,.9,11.3
407,2023-02-15,.9,-4.1,543,7.6,1559,0,6.3,1243,1,81.6
407,2023-02-16,1.6,-4.6,2330,5.6,1550,0,6.4,1543,1.2,272.8
407,2023-02-17,.8,-5.6,250,8.9,1616,0,4.2,1045,.8,104.1
407,2023-02-18,3.8,-2.1,2,7.6,1623,0,2.4,1527,.4,73.1
407,2023-02-19,3.3,-4.1,2354,7.2,1402,0,9.7,1244,1.7,281.3
407,2023-02-20,-1.3,-5.7,354,3.5,1331,0,9.6,1431,1.9,331.9
407,2023-02-21,-2.4,-9.3,703,4.7,1458,0,4.7,1915,1,281.3
407,2023-02-22,.1,-9,529,7.9,1520,0,5.7,1619,1,292.5
407,2023-02-23,1.9,-5.4,704,9.8,1513,0,5.5,1631,1.1,281.3
407,2023-02-24,2.3,-4.2,639,8.8,1325,0,8.6,1348,1.3,281.3
407,2023-02-25,.5,-7.2,547,7.1,1437,0,7.2,1607,1.4,289.7
407,2023-02-26,.5,-8,630,8.9,1535,0,4.9,1513,1,250.3
407,2023-02-27,1.6,-6.7,618,12.3,1447,0,5.7,1731,1,286.9
407,2023-02-28,2.7,-6.1,616,8.7,1456,0,6.4,1453,1,292.5
407,2023-03-01,5.8,3.2,651,10.2,1519,0,9.9,1702,1.6,272.8
407,2023-03-02,2.2,-4.2,2328,6.9,1412,0,7.9,1010,1.7,272.8
407,2023-03-03,2.3,-6,405,10.1,1533,0,7.3,1346,1.2,270
407,2023-03-04,5.5,-1.7,339,14.1,1509,0,4.6,1626,.9,236.3
407,2023-03-05,5.2,-2.9,652,15.7,1413,0,5.8,1430,.9,157.5
407,2023-03-06,5.8,-4,537,16.2,1425,0,7.2,1540,1,289.7
407,2023-03-07,9.4,.4,717,18.8,1543,0,5.2,1916,1,241.9
407,2023-03-08,9.4,1.2,516,18.5,1247,0,6,1330,.8,270
407,2023-03-09,8.7,2.9,2347,13.1,1553,3,5.4,908,1,255.9
407,2023-03-10,10.4,.5,601,22.3,1541,0,4.6,1339,.9,75.9
407,2023-03-11,12.8,3.4,616,22.5,1330,0,8,1540,1,292.5
407,2023-03-12,5.7,.9,2336,11.3,531,3.5,13.3,1844,1.9,281.3
407,2023-03-13,3.1,-1.2,628,7.8,1406,0,7.8,103,1.6,281.3
407,2023-03-14,6.9,-1.5,302,15.4,1422,0,8.6,1400,1.4,247.5
407,2023-03-15,7.3,-.1,533,15.6,1206,0,8.4,1155,1.5,267.2
407,2023-03-16,3.7,-4.3,543,9.9,1320,0,6.7,1129,1.4,340.3
407,2023-03-17,5.1,-3.2,531,12.8,1556,0,4.3,1616,.8,14.1
407,2023-03-18,6.2,-2.4,626,15.2,1358,0,7.1,1442,1.2,272.8
407,2023-03-19,6.1,-3,628,15.6,1442,0,6.2,1550,1.1,241.9
407,2023-03-20,7,-2.2,649,17.5,1532,0,5.7,1735,1,247.5
407,2023-03-21,10.1,-.9,630,21.5,1545,0,4.2,1009,.9,78.8
407,2023-03-22,14.9,2.8,418,25.1,1417,0,5,1656,.7,295.3
407,2023-03-23,17.3,10.1,0,24.3,1416,0,6.7,1451,1.1,320.6
407,2023-03-24,11.7,3.6,649,18.6,1534,0,4.4,2056,1,19.7
407,2023-03-25,12,4,606,19,1413,0,5.4,1245,1.3,109.7
407,2023-03-26,10.1,2.1,2223,15.9,1326,0,9.9,1454,1.9,250.3
407,2023-03-27,5.1,-3,613,14.4,1437,0,7.8,1700,1.2,225
407,2023-03-28,7.1,-1.8,553,16,1430,0,5.9,1556,1.1,270
407,2023-03-29,9.2,-.3,419,20.3,1359,0,5.9,1532,1.1,281.3
407,2023-03-30,10.8,.5,557,21.9,1516,0,6.7,1445,1.1,239.1
407,2023-03-31,12.5,1.6,600,23.8,1438,0,6.1,1441,1,227.8
