지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
510,2015-01-01,-6.6,-8.4,809,-3.4,1512,0,,0,8.2,117,2.3,306.6
510,2015-01-02,-4.6,-7.2,1,-1.1,1450,0,,0,7.1,1227,1.6,317.8
510,2015-01-03,-1.2,-6.3,614,3.1,1517,0,,0,4.6,1508,1.2,219.4
510,2015-01-04,3.7,1.3,605,8,1514,0,,0,3.7,559,.9,67.5
510,2015-01-05,4.8,.9,406,8.7,1530,0,,0,5.2,1209,.9,84.4
510,2015-01-06,-2.1,-5.7,2358,4.3,1,1,100,2,7.7,843,2.4,278.4
510,2015-01-07,-4.1,-6.2,627,-.6,1432,0,,0,5.8,556,1.6,236.3
510,2015-01-08,-3.4,-6.6,821,.6,1536,0,,0,4.3,1643,1,278.4
510,2015-01-09,-.4,-3.9,536,3.6,1504,0,,0,5,1439,1,272.8
510,2015-01-10,1.3,-2.7,441,5.3,1326,0,,0,6.1,1548,1.2,241.9
510,2015-01-11,.7,-2.3,2355,3.2,550,0,,0,5.9,820,2.1,281.3
510,2015-01-12,-1.4,-5.2,823,3,1356,0,,0,4.1,430,1,306.6
510,2015-01-13,1.4,-3.1,251,6.4,1454,0,,0,4,1028,.9,59.1
510,2015-01-14,3.4,.6,428,5.5,1348,0,,0,3.1,2052,.6,298.1
510,2015-01-15,3.4,-.1,721,8.6,1539,0,,0,3.8,1734,.9,258.8
510,2015-01-16,1.9,-1.3,2358,4.5,1219,0,,0,8,1156,2,213.8
510,2015-01-17,-2.6,-6,804,.6,1553,0,,0,5.8,34,1.9,306.6
510,2015-01-18,-.1,-3.6,355,2.9,1346,1,2000,2.5,8,2341,1.6,326.3
510,2015-01-19,1.3,-2.4,2341,5,1246,.5,200,.5,6,1408,1.6,247.5
510,2015-01-20,.2,-4,648,4.2,1446,0,,0,4.3,1156,1,59.1
510,2015-01-21,3.5,-.3,605,7,1555,0,,0,3.9,840,.8,73.1
510,2015-01-22,3.9,1.3,634,8.3,1509,0,,0,3.7,1426,1.1,165.9
510,2015-01-23,2.5,.2,538,5.3,1551,0,,0,5.2,1600,1.3,236.3
