지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
407,2015-01-01,-6.8,-9.3,2227,-3.8,1413,0,,0,10.7,44,2.2,312.2
407,2015-01-02,-6.5,-11,2355,-1.1,1323,0,,0,8.2,1441,1.5,300.9
407,2015-01-03,-4.5,-13.5,655,1.9,1513,0,,0,4.1,1209,1,78.8
407,2015-01-04,.3,-4.6,2400,6.2,1528,0,,0,4.2,344,.9,78.8
407,2015-01-05,1,-5.7,359,7.6,1514,0,,0,4.2,1351,.8,118.1
407,2015-01-06,-1.9,-6.3,2334,2.3,317,.5,100,1.5,8.2,438,2.2,272.8
407,2015-01-07,-6,-10.5,612,-.6,1523,0,,0,6.2,22,1,11.3
407,2015-01-08,-6.7,-12.5,710,0,1442,0,,0,4.2,1629,.8,227.8
407,2015-01-09,-4.4,-11.5,755,3.1,1435,0,,0,6.9,1353,.9,306.6
407,2015-01-10,-2.2,-10.5,734,4.7,1349,0,,0,7.4,1442,.9,278.4
407,2015-01-11,0,-4.1,2331,3.2,1402,0,,0,7.5,1626,1.7,292.5
407,2015-01-12,-4.7,-11.2,756,3,1448,0,,0,5.1,259,.8,337.5
407,2015-01-13,-2.9,-10.3,418,5.5,1514,0,,0,4.2,1214,.8,73.1
407,2015-01-14,.7,-3.7,514,5.9,1436,0,,0,2.8,1248,.5,92.8
407,2015-01-15,.8,-5.6,654,8.4,1438,0,,0,4.4,1621,.8,233.4
407,2015-01-16,.2,-4.8,111,3.6,1209,0,,0,9.5,2158,1.7,306.6
407,2015-01-17,-4,-9.3,2329,.3,1408,0,,0,8.7,1445,1.4,250.3
407,2015-01-18,-2.7,-11.3,358,2.1,1645,1.5,2200,4,7,2400,1.1,236.3
407,2015-01-19,.4,-7,2343,3.5,1202,0,,0,7.3,1322,1.5,300.9
407,2015-01-20,-3.2,-10.4,802,3.6,1528,0,,0,3.5,1533,.6,92.8
407,2015-01-21,-.1,-5,700,6.5,1508,0,,0,3.5,1336,.7,78.8
407,2015-01-22,.6,-3.6,2341,6.9,1501,0,,0,4.4,1222,.7,300.9
407,2015-01-23,-.5,-6.7,713,4.3,1247,0,,0,4.7,1225,.9,137.8
407,2015-01-24,.9,-3.3,655,7.9,1341,0,,0,5.6,1537,.9,295.3
407,2015-01-25,1.4,-3.4,754,5.2,1323,.5,1900,2.5,4.9,1158,1,67.5
407,2015-01-26,3.4,-.9,2213,6.7,1454,.5,200,.5,7.3,1949,.8,289.7
407,2015-01-27,-2.1,-6.7,2346,1.5,1417,0,,0,7.1,13,1.7,289.7
407,2015-01-28,-4.6,-9.9,640,2.5,1537,0,,0,5.4,937,1.1,73.1
407,2015-01-29,-1.9,-7.7,147,2.8,1450,0,,0,3.1,1247,.6,70.3
407,2015-01-30,-2.3,-6.8,2353,1.7,1513,0,,0,8.2,1220,1.7,286.9
407,2015-01-31,-5.3,-11.9,656,1.5,1551,0,,0,4.1,1449,.9,25.3
407,2015-02-01,-4.8,-11.8,605,3.3,1443,0,,0,5.3,1333,.9,84.4
407,2015-02-02,-3.5,-9.4,348,5.4,1527,0,,0,3.5,1442,.6,56.3
407,2015-02-03,-1.6,-8.4,412,6.8,1445,0,,0,4.1,1626,.9,222.2
407,2015-02-04,-1.2,-7.8,647,5.8,1430,0,,0,5.3,1719,.8,292.5
407,2015-02-05,-1.6,-7.7,534,5.3,1417,0,,0,6.3,1641,1,298.1
407,2015-02-06,-1.6,-8.3,624,6.1,1419,0,,0,4.7,1425,1.2,261.6
407,2015-02-07,.5,-6.3,536,6.6,1413,0,,0,7.9,2353,1.3,303.8
407,2015-02-08,-8.4,-10.8,744,-1.2,1,0,,0,11.6,429,2.6,300.9
407,2015-02-09,-5.8,-16,715,.7,1657,0,,0,8.7,1435,1.4,267.2
407,2015-02-10,1.3,-6.2,800,5.5,1425,0,,0,8.9,1346,1.4,300.9
407,2015-02-11,2,-5.4,746,7.9,1426,0,,0,6.7,2304,1.2,278.4
407,2015-02-12,-1,-5.4,730,2.4,1454,0,,0,10.8,1404,2,286.9
407,2015-02-13,-1.7,-9.8,726,4,1516,0,,0,8.3,1543,1.6,281.3
407,2015-02-14,-.7,-8.1,513,3.3,1329,0,,0,4,1524,1.2,70.3
407,2015-02-15,6.4,-.7,701,12.6,1504,0,,0,6.8,1506,1.8,64.7
407,2015-02-16,4.3,2.9,2319,7.3,5,1,1300,6,5.5,816,1.5,75.9
407,2015-02-17,2.7,.3,2400,4.3,120,0,,0,6,523,1.5,286.9
407,2015-02-18,.2,-3.9,2352,4.3,1213,0,,0,4.5,1256,.9,64.7
407,2015-02-19,0,-6.4,716,7.9,1557,0,,0,4.3,1931,.7,306.6
407,2015-02-20,2.9,-5.8,657,9.9,1535,0,,0,4,1106,.8,120.9
407,2015-02-21,4.2,.9,431,6.1,1020,1.5,1400,5.5,5,1025,1,140.6
407,2015-02-22,4,.5,2338,6.5,647,1,100,2.5,8.4,1257,1.8,205.3
407,2015-02-23,.9,-3.5,604,6.3,1445,0,,0,6.2,1554,1.2,300.9
