지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
416,2015-01-01,-8.2,-10.7,2158,-4.1,1505,0,,0,6.8,1450,1.3,264.4
416,2015-01-02,-7.4,-12.1,722,-1,1516,0,,0,6,1322,.7,303.8
416,2015-01-03,-4.1,-13.4,453,2.3,1415,0,,0,4.4,1420,.8,205.3
416,2015-01-04,1.6,-2.7,2334,7.9,1416,0,,0,3.7,1328,.6,188.4
416,2015-01-05,2.5,-4,556,9.9,1356,0,,0,4.6,1402,.5,165.9
416,2015-01-06,-3.4,-9,2339,3.1,1,.5,100,1.5,6.3,1208,1.4,239.1
416,2015-01-07,-7.7,-12.1,816,-1.1,1511,0,,0,4.7,1239,.5,320.6
416,2015-01-08,-7.8,-13.2,731,-.4,1608,0,,0,4.2,1333,.4,202.5
416,2015-01-09,-4.7,-10.6,642,2.9,1457,0,,0,3.8,1457,.5,281.3
416,2015-01-10,-2.4,-10.1,657,4.5,1551,0,,0,5.4,1343,.9,239.1
416,2015-01-11,-.9,-7,2348,3.6,103,0,,0,6.2,37,1.4,216.6
416,2015-01-12,-5.7,-11.6,800,2.5,1547,0,,0,3.9,1358,.4,227.8
416,2015-01-13,-2.2,-9.2,256,6.6,1445,0,,0,3.9,1334,.3,210.9
416,2015-01-14,.8,-2.7,500,5.8,1325,0,,0,3.2,1147,.3,22.5
416,2015-01-15,.1,-4.9,810,8.1,1432,0,,0,3.9,1345,.4,250.3
416,2015-01-16,.1,-4,229,3.1,1201,0,,0,6.9,1619,1.4,292.5
416,2015-01-17,-5.7,-10,746,.1,1624,0,,0,5.5,1403,.9,320.6
416,2015-01-18,-2,-10.5,335,2.7,1249,1,2000,2.5,6.9,1834,1.4,140.6
416,2015-01-19,-1.4,-7.6,2354,2.7,1229,0,,0,5.1,33,.8,151.9
416,2015-01-20,-3.3,-10.1,635,4.5,1450,0,,0,3.3,1259,.4,261.6
416,2015-01-21,.2,-4.6,702,6.4,1446,0,,0,2.9,1502,.3,267.2
416,2015-01-22,.4,-3.6,2325,7.3,1437,0,,0,3.2,1303,.4,50.6
416,2015-01-23,-1,-5.8,811,4.6,1613,0,,0,5.2,1235,.7,174.4
416,2015-01-24,1.2,-2.5,719,7.8,1427,0,,0,4.5,1311,.6,258.8
416,2015-01-25,2.1,-1.9,433,6.2,1121,1,2000,3,6.2,1138,.6,171.6
416,2015-01-26,3.1,-.7,2157,6.4,1548,.5,300,.5,4.9,1656,.5,267.2
416,2015-01-27,-4,-9.1,2344,.7,27,0,,0,4.7,1516,1,250.3
416,2015-01-28,-6.1,-12.4,631,1.8,1505,0,,0,3.3,1536,.6,213.8
416,2015-01-29,-2.9,-8.5,41,2.5,1409,0,,0,2.9,1437,.4,247.5
416,2015-01-30,-4.7,-9.4,2358,.7,1443,0,,0,6.2,1401,.9,267.2
416,2015-01-31,-7.1,-12.7,726,.1,1543,0,,0,4.2,1409,.5,188.4
416,2015-02-01,-5.7,-12.2,628,2.6,1504,0,,0,3.9,1609,.6,208.1
416,2015-02-02,-3.3,-8.9,311,5.6,1510,0,,0,3.6,1241,.4,253.1
416,2015-02-03,,-6.6,120,6.4,1433,0,,0,3.9,1343,,329.1
416,2015-02-04,-1.7,-7.1,542,5.6,1543,0,,0,3.8,1518,.5,210.9
416,2015-02-05,-2.3,-7.5,753,4.5,1547,0,,0,4.5,1429,.6,230.6
416,2015-02-06,-2.7,-8.2,738,5.6,1434,0,,0,5.4,1505,.6,202.5
416,2015-02-07,.2,-4.6,526,5.8,1529,0,,0,6.1,2133,.8,284.1
416,2015-02-08,-9.8,-14,2359,-3.1,1,0,,0,7,633,1.8,30.9
416,2015-02-09,-7.3,-16.4,649,.6,1635,0,,0,7.7,1503,1.2,219.4
416,2015-02-10,.3,-5.7,21,5.7,1518,0,,0,7.8,1641,1.4,177.2
