지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
413,2003-01-01,-4.2,-6.8,2331,-.9,1436,0,9.9,2.4,261
413,2003-01-02,-4.1,-9.6,800,.2,1823,0,6.5,1.7,30.8
413,2003-01-03,-3.4,-6.3,2311,-.5,1514,0,14,2.5,317.3
413,2003-01-04,-10.2,-13.3,2354,-6.3,1,0,12.1,4.4,300.9
413,2003-01-05,-12.7,-15.4,744,-9.2,1612,0,14.7,4.1,5.6
413,2003-01-06,-9.3,-15,758,-3.9,1546,0,6.1,1.7,244.7
413,2003-01-07,-5.7,-11.3,756,-.5,1501,0,7.3,1.3,284.4
413,2003-01-08,-3.4,-8.7,601,1.8,1536,0,7.6,1.1,301.8
413,2003-01-09,.4,-3,614,4.4,1528,0,6.4,1.1,270.2
413,2003-01-10,.6,-2.4,641,4.2,1515,0,5.5,.9,65.6
413,2003-01-11,.4,-3.5,728,4.6,1511,0,7.9,1.5,254.7
413,2003-01-12,3.8,.1,134,8,1459,0,9.1,2,290.7
413,2003-01-13,5.6,3.1,229,9.3,1502,0,8.7,2.8,261.7
413,2003-01-14,-1.7,-5.3,2351,3.3,1,0,12.6,4.3,276.6
413,2003-01-15,-3.3,-7.3,753,.6,1439,0,7.6,1.8,273.7
413,2003-01-16,-.1,-4.9,452,3.8,1559,0,5.8,1.5,183.9
413,2003-01-17,2.9,2.3,551,4,1138,6,6.8,1.5,6
413,2003-01-18,2.6,1.2,2333,4.2,1417,0,6.1,2,234.2
413,2003-01-19,1.4,.1,750,2.8,1306,0,6.8,1.8,277.9
413,2003-01-20,0,-2.5,2348,3.3,1451,0,9.9,2.4,7.8
413,2003-01-21,-1.6,-4.8,803,1.8,1446,0,8.9,2.6,287.9
413,2003-01-22,-2.3,-3.3,557,-1.1,1420,0,6.3,2.1,69.2
413,2003-01-23,-.9,-3.1,659,2.5,1511,0,9,2.6,256
413,2003-01-24,-.8,-3.8,604,2.8,1547,0,7.1,2,273.1
413,2003-01-25,.4,-5.4,655,4.4,1452,0,4.6,1.5,39.8
413,2003-01-26,2.3,1.6,1251,4,1111,1.5,7.6,2.2,50.6
413,2003-01-27,-1.5,-5.8,2339,2.6,148,3,16.5,4.8,280.2
413,2003-01-28,-7.7,-11.8,2357,-3.8,1358,0,15.8,5.1,301.3
413,2003-01-29,-11.5,-13.7,643,-8.8,1613,0,16.5,5.4,285.9
413,2003-01-30,-7,-13.1,449,-2.2,1621,0,8.8,2.1,265.1
413,2003-01-31,-2.1,-4.5,723,.9,1453,0,8.6,2.2,267.8
413,2003-02-01,-.9,-6.2,736,4.5,1604,0,4.9,1.4,9.7
413,2003-02-02,-.3,-4.2,714,3.9,1525,0,7.8,1.9,281.1
413,2003-02-03,-.4,-4.7,713,4.1,1525,0,8.2,2,257.8
413,2003-02-04,.9,-1.5,814,3.8,1526,0,9.7,2.4,274.8
413,2003-02-05,.2,-3,540,3.9,1528,0,9.7,2.6,265.5
413,2003-02-06,.6,-3.9,700,4.3,1521,0,9,2.7,274.3
413,2003-02-07,4.2,1.5,20,7,1612,0,6.2,2,138.8
413,2003-02-08,4.3,3.3,2358,5.8,1650,4.5,6.8,2.1,68.5
413,2003-02-09,3.8,-.7,705,7.8,1544,0,4,1.2,231.7
413,2003-02-10,4.6,.3,416,9.3,1432,0,8.4,2.1,60.3
413,2003-02-11,0,-4.9,2351,4.6,16,2,11.9,4.2,307.7
413,2003-02-12,-3.4,-7.4,730,-.2,1609,0,10.2,3.4,307.3
413,2003-02-13,1.3,-3.2,223,5.4,1447,0,13.2,4,258.8
413,2003-02-14,3.5,-.4,723,7.6,1536,0,8.8,2.4,294.5
413,2003-02-15,4.3,-.5,659,9.5,1440,0,8,1.7,312.4
413,2003-02-16,5.1,1.1,756,9.6,1533,0,8.8,1.8,266.3
413,2003-02-17,4.2,0,731,9.5,1456,0,7,1.9,260.9
413,2003-02-18,4.5,1.5,610,7.5,1710,0,6,1.5,266.4
413,2003-02-19,2.9,1.5,2343,4.5,9,0,11,2.8,22.8
413,2003-02-20,3.6,-.6,651,8.1,1551,0,7.6,1.6,269.2
413,2003-02-21,3.4,1.2,628,6.8,1634,10.5,6.9,1.7,65.8
413,2003-02-22,3.4,1.7,16,4.2,1425,17,14.9,5,48
413,2003-02-23,2.6,1.6,1838,3.6,1543,.5,11.1,4,56.4
413,2003-02-24,4.1,1.8,1,7.6,1319,.5,8.4,2.1,267.1
413,2003-02-25,4.7,1.3,549,9.2,1602,0,6.5,1.3,263.7
413,2003-02-26,5.2,3.5,402,8.6,1526,.5,7,1.6,270.8
413,2003-02-27,6.1,2,331,11,1534,0,8.6,2.5,65.9
413,2003-02-28,7,2.2,643,11.5,1453,0,7.3,1.9,13.3
413,2003-03-01,6.8,4.8,2343,10.1,1441,.5,10.9,2.6,258.3
413,2003-03-02,4.4,1.4,624,7.9,1424,3.5,9.1,2.4,229
413,2003-03-03,.6,-2.1,2359,4.4,437,2.5,12.2,4.3,286.3
413,2003-03-04,-.6,-4.6,710,3.4,1619,0,9.1,2.4,6.1
413,2003-03-05,2.5,-1.6,447,6.6,1640,0,6,1.8,54.6
413,2003-03-06,3.3,1.2,910,4.3,2027,2.5,8.8,3.2,55.1
413,2003-03-07,3,1.4,2352,4.6,1335,3.5,8.4,2.4,295.2
413,2003-03-08,3.1,1.1,17,5.1,1419,.5,7.8,1.8,53.9
413,2003-03-09,3.6,.3,547,7.1,1547,0,5.9,1.1,27.7
413,2003-03-10,5,.7,400,9.4,1505,0,7.6,2,112.9
413,2003-03-11,5.8,.8,630,11.3,1518,0,10.4,2.1,272.7
413,2003-03-12,7.2,4.1,536,11.2,1342,0,10.7,2.4,254.7
413,2003-03-13,6,1.7,657,10.4,1407,0,9.8,2.4,267.3
413,2003-03-14,6,1.2,658,10.3,1351,0,7.3,1.9,254.8
413,2003-03-15,8.7,4.8,721,13.4,1509,0,7.6,1.8,292.3
413,2003-03-16,6.7,4.2,2350,9.3,3,5.5,7.8,2.4,50.1
413,2003-03-17,6.4,2.9,513,10.2,1641,.5,7.3,1.9,23.1
413,2003-03-18,6.9,2.4,608,11.4,1538,0,11,2.7,251.3
413,2003-03-19,7.2,1.6,707,12.1,1437,0,9.9,2.3,258
413,2003-03-20,8.2,1.6,720,14.8,1445,0,7.2,1.8,256.3
413,2003-03-21,9.8,6.8,419,14.2,1413,0,11.5,2,28.7
413,2003-03-22,10.1,5.5,708,14.8,1427,0,9.1,2.7,270.8
413,2003-03-23,9.3,5.6,647,12.7,1617,0,7.1,1.7,266.9
413,2003-03-24,8.9,5.4,628,11.6,1609,0,6.6,2,294.1
413,2003-03-25,7.5,5.7,2028,10.8,1449,0,9.1,3.6,251.6
413,2003-03-26,10.1,5,301,16.8,1525,0,12.1,2.5,231.5
413,2003-03-27,8.5,6,0,11.9,1,3,14.6,4.1,263.3
413,2003-03-28,7,4.1,615,11.3,1540,0,9.5,3,232.4
413,2003-03-29,8.3,2.6,614,12.9,1345,0,10.5,2.3,262.1
413,2003-03-30,13.1,9.2,329,18.2,1514,0,8.6,2.3,216.6
413,2003-03-31,16.1,12.2,319,20.8,1620,0,11.9,1.8,56.4
413,2003-04-01,16.2,11.4,635,22.3,1539,0,11.4,4.1,57.3
413,2003-04-02,14.1,9.8,709,20,1542,0,13.4,4.6,59.7
413,2003-04-03,14,8.5,632,18.7,1350,0,10.2,3.1,73.1
413,2003-04-04,14.1,11.2,639,18.7,1405,0,10.4,2.7,10.4
413,2003-04-05,12.4,8.3,630,17.3,1332,0,12.6,3,261.4
413,2003-04-06,12.2,7,553,17.7,1543,0,10.2,2.9,267.3
413,2003-04-07,11.3,7.8,2158,17.6,1306,5,13.4,2.4,214.9
413,2003-04-08,10.4,7.6,342,15,1410,3,11,3.7,277.5
413,2003-04-09,7.8,4.9,605,11.4,1733,0,10.6,3.1,53
413,2003-04-10,11.5,4.5,645,18.3,1725,0,7.5,2,276.6
413,2003-04-11,9.7,8.1,1035,13.1,141,12.5,7.5,2.1,94.6
413,2003-04-12,10.7,8.9,2352,16,1322,0,13.6,2.9,269.4
413,2003-04-13,12.1,7.1,540,17.8,1520,0,10.3,2.7,253.3
413,2003-04-14,14.1,9.1,644,19.6,1348,0,11.3,2.3,257.7
413,2003-04-15,14.7,7.9,622,19.9,1527,0,10.9,2.4,246.9
413,2003-04-16,17.1,10.7,654,24.1,1452,0,12,2.6,256.8
413,2003-04-17,19.3,13,327,24,1303,0,11.2,2.6,229.2
413,2003-04-18,17.2,10.5,2345,21.4,938,24,13.5,2.7,263.3
413,2003-04-19,10.4,8.8,246,12,1527,7,8.3,2.7,65.1
413,2003-04-20,9.5,8.8,233,11,1221,5,9.9,2.9,291.6
413,2003-04-21,13.4,7.6,559,19.3,1654,0,8.1,2.3,64.7
413,2003-04-22,12.2,10.6,2356,15.5,1517,2,8,1.9,260.1
413,2003-04-23,11.9,9,519,14.8,1449,12,6.1,1.8,289.5
413,2003-04-24,15.5,9.9,512,20.5,1554,0,6,1.4,268.3
413,2003-04-25,12.5,11,2355,15.9,1,22,10.9,3,26.9
413,2003-04-26,14.7,9,638,19.8,1343,0,9.8,2.3,270.2
413,2003-04-27,16.1,11.8,517,21.1,1334,0,11.3,2.9,260.9
413,2003-04-28,18.2,11.2,610,25.6,1454,0,9.9,2.1,268.3
413,2003-04-29,13.1,11.8,2348,16.8,1,39.5,8.6,2.5,60.8
413,2003-04-30,14.3,9.7,517,18.9,1452,0,12.8,3.3,259.9
413,2003-05-01,16.1,8.8,600,22,1444,0,8.8,2.4,258.9
413,2003-05-02,18.1,12.2,608,23.3,1403,0,9.9,2.4,273.4
413,2003-05-03,18.6,11.6,559,25,1407,0,8.2,2,227.5
413,2003-05-04,21.6,15.1,637,28.6,1529,0,7,1.5,275.9
413,2003-05-05,23.1,16.1,541,29.6,1619,0,5.6,1.6,78.7
413,2003-05-06,18.5,15.7,1426,22.8,1,7,6.6,1.8,167.7
413,2003-05-07,14.9,9.3,2108,19,1256,79.5,20.1,3.9,53.6
413,2003-05-08,14.6,10.4,1,19.8,1625,0,13.1,3.8,98.5
413,2003-05-09,15.4,10,629,20.1,1300,0,10.6,2.7,277.4
413,2003-05-10,16.9,10.7,542,24.2,1544,0,9,1.9,251.6
413,2003-05-11,18.1,12.1,543,23.7,1407,0,9.2,2.2,274.3
413,2003-05-12,19.5,13.2,601,25.3,1529,0,7.8,1.8,259.9
413,2003-05-13,21.7,14.4,539,28.9,1429,0,9.4,1.8,267.2
413,2003-05-14,22.4,16.3,554,28.5,1453,0,12.2,2.6,60.8
413,2003-05-15,21.2,17,538,26,1601,0,11.7,4.2,58.6
413,2003-05-16,20.8,15.6,628,26.6,1513,0,9.8,2.6,290.1
413,2003-05-17,20.4,17.3,0,25.1,1435,0,10.7,2.8,258.3
413,2003-05-18,18.9,15.1,152,23.6,1344,0,8.6,2.7,263.6
413,2003-05-19,19.7,14.6,548,24.7,1500,0,9.5,2,280.9
413,2003-05-20,19.1,15.8,607,23.6,1440,0,8.6,2.2,264.1
413,2003-05-21,20,14.3,640,26.8,1527,0,8.6,1.9,275.3
413,2003-05-22,21.6,16.1,551,28.2,1426,0,8.7,2,240.6
413,2003-05-23,21.7,16.2,617,26.7,1301,0,9.3,1.7,259.8
413,2003-05-24,21.1,17.5,2239,25.6,1426,0,16.9,1.7,220.3
413,2003-05-25,17.8,16.3,636,19.7,1511,4.5,11.3,3.6,51.3
413,2003-05-26,22.2,16.9,407,27.5,1517,0,9.7,2.9,51.7
413,2003-05-27,24.5,17.9,551,30.1,1604,0,6.1,1.9,62.1
413,2003-05-28,25.6,20.3,632,31.2,1417,0,8.8,2.3,180.1
413,2003-05-29,23.4,22.3,2350,24.8,1,0,8.5,2.3,144.7
413,2003-05-30,22,20.4,654,25.1,1635,0,7.1,2.3,56.7
413,2003-05-31,24.2,19.1,545,28.9,1605,0,9.5,3,66.8
413,2003-06-01,23.7,18.7,601,28.7,1309,0,10.1,2.8,269.9
413,2003-06-02,23.1,17.6,510,28.8,1355,0,9.7,2.1,222.1
413,2003-06-03,22.6,17.4,457,28,1252,0,8.9,2.5,256.7
413,2003-06-04,22.6,18,607,27.9,1332,0,10.8,2.9,260.2
413,2003-06-05,23,17.1,524,30,1427,0,10.7,2.6,229.4
413,2003-06-06,19.4,16.6,1630,24.7,1043,2.5,10,2.2,282.1
413,2003-06-07,21.5,14.8,508,27.8,1520,0,8.6,2.3,224.1
413,2003-06-08,25,18.2,636,31.1,1529,0,5.5,1.5,280.3
413,2003-06-09,26.2,22.8,545,30.8,1424,0,7.2,2.4,43.7
413,2003-06-10,23.2,21.4,416,25.5,1410,0,7.2,2.1,217.8
413,2003-06-11,21.2,19.6,2347,23.3,1048,8,6.6,2.3,67.8
413,2003-06-12,19.9,18.5,447,22.1,1649,20.5,6.2,1.6,127.2
413,2003-06-13,21.2,18.7,503,23.3,1656,0,9.6,2.8,253.3
413,2003-06-14,20.7,18.9,507,23.9,1528,2,10.1,3,215.7
413,2003-06-15,18.6,18.2,730,19.8,28,6,6.5,1.9,16.9
413,2003-06-16,21.3,17.7,417,25.9,1333,1,7.9,1.4,276.8
413,2003-06-17,23.2,18.4,541,28.3,1349,0,8.3,2.1,238.5
413,2003-06-18,23.9,19.2,556,28.3,1306,0,6.6,1.9,276.9
413,2003-06-19,24.1,20.4,556,27.3,1647,0,6.5,1.7,33.8
413,2003-06-20,22.8,19.8,628,26.2,1527,0,8.7,3,270.3
413,2003-06-21,24.6,21.1,508,28.8,1527,0,8,1.9,265.2
413,2003-06-22,25.7,21.1,534,31.7,1432,0,10.3,2,250.5
413,2003-06-23,22.5,20.5,2342,24.9,52,12.5,14.5,3.4,213.2
413,2003-06-24,17.9,16.2,2118,20.5,1,5.5,15,4.7,226.3
413,2003-06-25,20.1,16.4,44,24.9,1652,3.5,7.1,1.5,224.2
413,2003-06-26,23.7,19.3,421,28.9,1454,0,7.5,1.3,259.6
413,2003-06-27,20.6,18.9,1956,23.4,1,65,10.3,3.4,46.7
413,2003-06-28,23.8,19,300,29.4,1403,.5,9,2.5,259.5
413,2003-06-29,20.8,19.3,613,22.2,1,4.5,9.4,2.4,271.9
413,2003-06-30,24,20.1,434,30,1654,0,8.3,1.9,263.2
413,2003-07-01,24.5,21.8,546,29.1,1427,8.5,9.4,1.9,37.8
413,2003-07-02,25.8,20.5,504,32,1540,.5,7.5,1.7,255.7
413,2003-07-03,21.9,19.8,416,24.8,3,11.5,11.8,3.4,122.4
413,2003-07-04,22.7,19.5,548,25.4,1632,0,7.7,2.1,167.9
413,2003-07-05,26,20.3,458,31,1546,0,9.3,2.6,270.1
413,2003-07-06,24.9,22.3,510,27.6,1720,0,8.9,1.8,63.9
413,2003-07-07,25.5,21.9,611,29.4,1359,0,8.1,2.8,118.7
413,2003-07-08,26.2,23,556,29.7,1555,0,7,2.4,236.6
413,2003-07-09,22.4,21.6,513,25.9,1,42,7.4,1.6,178.6
413,2003-07-10,23.9,21.4,229,27.2,1513,0,9.6,2.6,262.1
413,2003-07-11,26,20.4,549,31,1604,0,6.6,1.8,57.5
413,2003-07-12,23.7,21.8,2323,26.1,1340,1.5,5.5,2,71.8
413,2003-07-13,24.6,20.8,534,29.9,1715,0,11,3.5,48.7
413,2003-07-14,24.4,20.6,601,28.6,1610,0,6.6,2,54.6
413,2003-07-15,25.6,21.1,519,30.3,1550,0,6.8,1.7,44.8
413,2003-07-16,26,22.6,603,30.6,1416,0,9.3,2,265.7
413,2003-07-17,25.1,22.5,611,28.6,1410,0,10.3,2.3,135.9
413,2003-07-18,20.7,19,632,24.2,1615,62.5,12.7,3.8,110
413,2003-07-19,21.3,19.5,511,22.8,1142,6.5,14.7,3.3,231.8
413,2003-07-20,24.6,19,350,29.3,1408,2,4.8,1.3,286.4
413,2003-07-21,26.5,23.8,600,29.6,1639,2,5,1.4,67
413,2003-07-22,23.4,22.1,723,25.6,1,166.5,8.5,2.1,218.2
413,2003-07-23,23.3,21.1,715,27,1423,6,7.8,2.7,258.7
413,2003-07-24,25.6,21.5,307,30.7,1711,10.5,5.8,1.3,41.8
413,2003-07-25,26.6,22.4,413,31.4,1535,29.5,8.5,2.6,45.4
413,2003-07-26,26.1,22.8,552,30.1,1548,0,7.3,2.9,64.9
413,2003-07-27,21.7,19.7,740,24.8,1,25.5,7.6,2.4,75.7
413,2003-07-28,23.1,21.6,2259,25.9,1059,28,5.3,1.7,171.6
413,2003-07-29,25.1,21.6,1,29.7,1545,9.5,7.4,2,57.5
413,2003-07-30,27,22,514,32.9,1403,0,8.3,2.4,284.7
413,2003-07-31,27.5,24.4,524,32.4,1321,0,8.5,2,257
413,2003-08-01,26.9,24.5,519,30.9,1237,0,6,2,283.3
413,2003-08-02,26.1,22.6,656,30.5,1550,6.5,6.7,1.8,260.4
413,2003-08-03,26,24.8,303,27.9,1724,20,7.2,1.4,217.6
413,2003-08-04,27.5,24.7,635,30.6,1324,0,4.7,1.2,46.8
413,2003-08-05,26.3,23.3,459,33.4,1346,2,8.6,1.8,45.4
413,2003-08-06,24.1,21.1,1201,28.4,1008,22,12,2.1,359.9
413,2003-08-07,23.8,21.9,243,26.5,1505,18.5,9.1,1.6,12.9
413,2003-08-08,26,20.7,602,31.8,1519,0,7.3,1.6,269.3
413,2003-08-09,27.8,23.8,609,32.2,1329,0,9.8,2.1,262.5
413,2003-08-10,25.4,23.2,2359,28.5,1339,2,6.8,2.2,230
413,2003-08-11,24.8,22.1,506,29.1,1603,1,6.5,1.8,251.8
413,2003-08-12,26,20.8,524,30.9,1606,0,9.6,1.8,.9
413,2003-08-13,25.2,20.9,645,30.5,1654,0,4.7,1.7,50.4
413,2003-08-14,25.1,20.8,538,30,1549,0,9.7,3.1,59.6
413,2003-08-15,25.2,20.8,608,29.7,1444,0,11.3,3.7,56.3
413,2003-08-16,24,22.3,539,26.2,1516,0,8.7,3.2,57.5
413,2003-08-17,23.6,21.5,502,25.4,1050,0,7.6,2.2,50.5
413,2003-08-18,21.9,20.3,645,23.4,2,4.5,5.2,1.8,94
413,2003-08-19,22.2,21.5,445,23.4,2258,23.5,6,1.9,54.7
413,2003-08-20,25.6,22.5,20,28.6,1740,96,7.4,1.6,255.1
413,2003-08-21,27.3,24,709,31.1,1603,2.5,7.4,1.6,211.8
413,2003-08-22,28.2,25.7,611,31.8,1516,0,10.3,2.7,257.5
413,2003-08-23,25.4,24.5,1051,26.6,1,64.5,10.5,2.9,214
413,2003-08-24,23,21.3,2055,25.7,825,170,11.8,2.1,12.8
413,2003-08-25,26.2,21.5,408,31.3,1410,1.5,6.6,1.6,260.1
413,2003-08-26,25.2,22.2,659,27.9,1501,0,5.4,1.4,253.2
