지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
406,2007-01-01,2.6,-2.1,658,6.5,1354,0,2.8,.4,220.9
406,2007-01-02,2.5,.2,2306,5.3,1551,0,2.7,.5,29.7
406,2007-01-03,3,-1.3,326,9.6,1414,0,2.4,.3,156.6
406,2007-01-04,3,-2.5,752,10.1,1436,0,3.4,.4,66.1
406,2007-01-05,2.8,-2.3,448,8.8,1458,0,4.5,.6,151.3
406,2007-01-06,-.9,-4.9,2353,3.7,142,3.5,12.6,2.3,302.3
406,2007-01-07,-4.1,-8.7,754,-.3,1359,0,9.3,1.1,13.9
406,2007-01-08,-3.3,-7.8,733,.9,1505,0,7.1,1,14.1
406,2007-01-09,-2.7,-7.9,806,3.4,1505,0,4.8,.5,1.8
406,2007-01-10,-1.8,-6.4,746,3.5,1408,0,6.7,.6,351
406,2007-01-11,-3.3,-8.6,733,2.2,1416,0,4.6,.5,273.5
406,2007-01-12,-4.2,-8.3,748,.2,1415,0,7.1,1.1,.4
406,2007-01-13,-5.8,-10.4,804,-.6,1418,0,7.1,1.1,.4
406,2007-01-14,-4.7,-11.9,743,3.3,1536,0,5.3,.4,355
406,2007-01-15,-1.8,-7.9,505,5.2,1517,0,2.7,.3,156.3
406,2007-01-16,.8,-3,617,6.1,1425,0,4.2,.4,256.7
406,2007-01-17,1.1,-2.6,751,5.6,1333,0,5.2,.6,281.3
406,2007-01-18,.7,-3.2,2339,4.9,1533,0,7.7,1,357.9
406,2007-01-19,-1,-7.2,756,5.7,1506,0,3.4,.5,284.2
406,2007-01-20,-.5,-6.4,751,6.8,1530,0,4,.5,299.1
406,2007-01-21,.3,-5.6,625,6.9,1530,0,2.3,.4,292.3
406,2007-01-22,1.9,-1.6,2317,6.9,1524,0,7,1.1,9
406,2007-01-23,.9,-4.6,759,6.5,1428,0,5.4,.5,279.3
406,2007-01-24,.3,-4.4,808,6.1,1410,0,5.1,.8,300.3
406,2007-01-25,-.8,-5.7,555,5.3,1446,0,6,.4,358.7
406,2007-01-26,.9,-2.8,26,4.3,1528,0,6,.7,358.7
406,2007-01-27,.3,-3.5,743,3.7,1155,0,5.1,.8,286.8
406,2007-01-28,-.6,-5.7,743,5.6,1427,0,7.9,.8,289.8
406,2007-01-29,-.3,-5.8,748,5.7,1535,0,5.6,.7,170.7
406,2007-01-30,-.5,-6.2,2304,2.9,1359,.5,11.9,1.5,247.3
406,2007-01-31,-4,-8,749,.5,1556,0,9.3,1.5,289.2
406,2007-02-01,-5.5,-9.4,737,-1.1,1525,0,7.5,1.3,267
406,2007-02-02,-5.4,-11.2,744,.4,1534,0,5.1,1,283.6
406,2007-02-03,-.2,-7.7,355,6.5,1429,0,9.5,1.2,178.1
406,2007-02-04,1.5,-4.9,801,9.6,1532,0,4.4,.6,308.4
406,2007-02-05,3.6,-2.6,451,8.4,1511,0,3.4,.4,264.6
406,2007-02-06,7.7,3.2,2353,13.4,1517,0,5.5,.7,264.4
406,2007-02-07,5.7,-1.6,746,14.2,1534,0,3.1,.4,193.9
406,2007-02-08,4.9,2.4,214,7.7,1459,.5,5.8,.4,359.6
406,2007-02-09,4.7,2.8,136,6.9,1040,0,6.5,.7,262.4
406,2007-02-10,3.9,-.1,2255,7.6,1258,0,9.4,1.5,22.5
406,2007-02-11,1.2,-2.5,704,6.2,1533,0,7.6,1.2,15.3
406,2007-02-12,2.6,-2.5,451,8.7,1447,0,4.7,.7,188.5
406,2007-02-13,3.4,-.6,411,8,1435,8.5,6.4,.4,156.4
406,2007-02-14,.2,-3.5,2330,3.7,533,.5,11.9,2.1,292.3
406,2007-02-15,-.3,-4.2,304,4.9,1449,0,8.8,1.4,186.6
406,2007-02-16,1.4,-6.6,724,10.2,1630,0,3.7,.4,182.9
406,2007-02-17,3.8,-.6,722,10,1525,0,2.6,.2,155.6
406,2007-02-18,5,-1.6,613,12.7,1511,0,6.6,1.1,303.4
406,2007-02-19,3.5,-1.4,319,10.7,1548,0,6.9,.9,285.6
406,2007-02-20,4.8,-2.5,633,13.2,1542,0,6.9,.9,285.6
406,2007-02-21,3.8,-1.1,636,9.6,1453,0,4.2,.3,278.7
406,2007-02-22,6.9,-.3,737,13.9,1429,0,12.3,1.6,253.7
406,2007-02-23,3.7,-.3,726,9.2,1529,0,8.1,1.6,303
406,2007-02-24,3.5,-3.1,717,10.3,1600,0,5.5,.8,5.6
406,2007-02-25,6.7,3.1,39,11.5,1547,0,4.6,.7,153.5
406,2007-02-26,7.5,.5,647,14.6,1548,0,6.8,1,275.9
406,2007-02-27,7.1,1,628,13.8,1519,0,12.6,.9,167.7
406,2007-02-28,7.2,.2,717,15.5,1625,0,4.7,.9,151
406,2007-03-01,9,-.2,658,17,1527,0,4,.4,148.3
406,2007-03-02,8.2,6.6,728,11.1,139,27.5,3.3,.6,253.8
406,2007-03-03,10.3,8,0,13.9,1636,.5,2.7,.3,24.7
406,2007-03-04,11.2,6.8,2356,14.3,1350,34.5,11.5,1.4,182.5
406,2007-03-05,-1.8,-5.3,2353,6.8,1,4.5,16.1,3.2,229.9
406,2007-03-06,-5,-7.8,629,-1,1513,0,9.8,2.2,10
406,2007-03-07,-2.6,-7.7,625,2.1,1422,0,10.1,1.3,229.5
406,2007-03-08,1.2,-5.5,718,4.1,1720,0,9,1.3,307.5
