지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
425,2013-01-01,-4.4,-9.3,18,.1,1424,1,700,1.5,9.2,1359,1.7,300.9
425,2013-01-02,-10.8,-14,2341,-4.6,1,0,,0,10,1357,2.7,284.1
425,2013-01-03,-12.7,-16.4,713,-9.6,1451,0,,0,8,1341,2,326.3
425,2013-01-04,-11.4,-15.4,641,-6.2,1419,0,,0,5.7,1429,1,306.6
425,2013-01-05,-6.8,-13.4,634,-1.5,1412,0,,0,5.4,1421,1.2,348.8
425,2013-01-06,-6.7,-10.1,732,-1.9,1410,0,,0,6.3,1423,.8,326.3
425,2013-01-07,-5.6,-9.6,522,-.9,1416,0,,0,6.1,1439,.9,306.6
425,2013-01-08,-4.8,-7.8,538,-1.3,1441,0,,0,6.6,1307,1.3,22.5
425,2013-01-09,-8.6,-11.4,2358,-5.9,1,0,,0,8.1,247,1.9,270
425,2013-01-10,-8.9,-13.1,658,-3.9,1424,0,,0,7.4,1423,1.3,306.6
425,2013-01-11,-3.6,-9.3,2,.8,1417,0,,0,4.6,2150,1.3,182.8
425,2013-01-12,0,-3.3,1,4.2,1426,0,,0,10.3,518,1.3,194.1
425,2013-01-13,-1.1,-3.3,631,2.6,1539,0,,0,4,1219,.8,50.6
425,2013-01-14,-2.2,-5.4,755,2,1347,0,,0,7.1,1500,1.5,45
425,2013-01-15,-2.7,-6.8,757,1.8,1404,0,,0,5,1524,.9,202.5
425,2013-01-16,-2.6,-5,2358,.2,1401,0,,0,7.1,1457,1.1,306.6
425,2013-01-17,-6.1,-8.3,558,-2.8,1433,0,,0,5.9,1449,1.4,340.3
425,2013-01-18,-4.9,-10.5,709,-.2,1416,0,,0,5.9,1345,.8,320.6
425,2013-01-19,-.4,-3.2,12,4.3,1422,0,,0,5.8,1315,.9,289.7
425,2013-01-20,1.5,-2.9,448,4.6,2345,0,,0,6.6,1455,1.2,67.5
425,2013-01-21,2.5,1.1,736,4.6,129,2.5,1700,16,6.8,1218,1.1,109.7
425,2013-01-22,3.3,1.8,351,5.7,1442,0,,0,3.3,1553,.6,53.4
425,2013-01-23,1.7,.3,2343,3.3,10,.5,200,2,4.8,1119,1.1,191.3
425,2013-01-24,-1,-6,2354,3.1,1328,0,,0,14.4,2301,2.4,284.1
425,2013-01-25,-8.6,-10.2,2359,-6,1,0,,0,10.8,811,2.8,303.8
425,2013-01-26,-8.9,-11.3,722,-5.8,1408,0,,0,10.2,1025,2,292.5
425,2013-01-27,-7.5,-11.6,724,-4.3,1424,0,,0,8.6,1239,1.5,19.7
425,2013-01-28,-3.7,-9.9,728,-.1,1454,0,,0,6,1258,1.1,196.9
425,2013-01-29,2.5,-.5,351,5.2,1511,0,,0,6.1,1008,1.1,168.8
