지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
416,2012-01-01,-4.7,-10.5,2356,0,1339,0,,0,6.1,1422,.8,345.9
416,2012-01-02,-7.2,-12.1,756,-1,1416,0,,0,3.8,1520,.5,239.1
416,2012-01-03,-6,-10.9,741,.9,1246,0,,0,4.5,1346,.8,188.4
416,2012-01-04,-8.4,-12.8,2358,-3.9,1557,0,,0,4.5,132,.8,340.3
416,2012-01-05,-8.7,-14.2,751,-1.2,1604,0,,0,4.1,1318,.5,8.4
416,2012-01-06,-4.9,-10.6,2351,1.4,1426,0,,0,4.7,1500,.7,267.2
416,2012-01-07,-7.3,-13.1,717,1.2,1353,0,,0,3.3,1340,.4,199.7
416,2012-01-08,-4.6,-10.1,202,.6,1336,0,,0,3.4,1439,.5,284.1
416,2012-01-09,-1.8,-4.8,2246,2.5,1312,0,,0,4.5,1328,.5,264.4
416,2012-01-10,-5.3,-10.4,757,1.7,1525,0,,0,4.1,1317,.4,275.6
416,2012-01-11,-8.4,-13.3,2349,-2.9,1541,0,,0,4.8,1327,.7,357.2
416,2012-01-12,-6.9,-15.1,358,-.8,1413,0,,0,4.5,1248,.6,208.1
416,2012-01-13,-3.2,-8.4,2356,2.5,1259,0,,0,5.3,1407,.8,270
416,2012-01-14,-4.2,-10.9,705,2.9,1450,0,,0,4.6,1408,.7,222.2
416,2012-01-15,-5.2,-9.4,633,.4,1506,0,,0,4.1,1241,.5,177.2
416,2012-01-16,-3,-10.6,751,7.6,1548,0,,0,2.9,1430,.4,255.9
416,2012-01-17,-.6,-4.8,2356,7.5,1535,0,,0,3.7,1417,.5,272.8
416,2012-01-18,-2,-7.4,650,4.8,1422,0,,0,3.4,1438,.5,208.1
416,2012-01-19,3.3,-3.3,57,7.8,1320,0,,0,6.5,1756,1.2,306.6
416,2012-01-20,5,1.7,2143,8.5,1322,.5,300,.5,7.2,828,1.8,343.1
416,2012-01-21,1.4,-3.2,2353,5.5,1313,0,,0,3.8,1543,.5,253.1
416,2012-01-22,-8,-13.7,2359,-2.9,8,0,,0,5.5,1417,1.1,272.8
416,2012-01-23,-11.3,-16,712,-5.6,1502,0,,0,5.9,1539,.7,272.8
416,2012-01-24,-9,-16.3,748,-2.9,1505,1,2400,1,4.9,1532,.7,225
416,2012-01-25,-10.8,-14.7,625,-4.8,1507,0,,0,5,1149,.8,255.9
416,2012-01-26,-4.7,-13.5,4,2.1,1413,0,,0,6.3,1454,.8,205.3
416,2012-01-27,-3.1,-8.7,543,4.4,1443,0,,0,4.7,1048,.7,191.3
416,2012-01-28,-4.8,-11.3,808,2.6,1516,0,,0,3.9,1426,.5,312.2
