지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
414,2020-01-01,-3.7,-7.8,1,-1.2,1613,0,3.8,1346,.9,106.9
414,2020-01-02,-.7,-2.6,2302,2.5,1500,0,5.9,1544,.9,292.5
414,2020-01-03,-1.2,-4.7,749,4.5,1433,0,6.7,1436,.9,213.8
414,2020-01-04,-.3,-4.4,427,6.2,1343,0,7.8,1201,1,5.6
414,2020-01-05,-.5,-4.9,745,4.6,1431,0,3.6,1306,.6,126.6
414,2020-01-06,1.6,-1.4,7,3.5,2339,0,6.1,2306,1.8,33.8
414,2020-01-07,5.6,3.5,6,7,2331,44.5,8,1902,2.2,19.7
414,2020-01-08,1.8,-1.2,2149,7.6,102,12,13.2,214,2.3,227.8
414,2020-01-09,-1.6,-4,2346,1.9,1340,0,6.4,11,1.2,278.4
414,2020-01-10,-1.6,-5.2,508,3.3,1426,0,7.1,1506,.9,216.6
414,2020-01-11,-1,-4,752,3.5,1441,0,7.1,1213,1,230.6
414,2020-01-12,-1.7,-4.1,625,1.8,1350,0,8.3,1700,1.2,208.1
414,2020-01-13,-3.7,-6.2,529,.2,1338,0,8.8,1301,1.2,255.9
414,2020-01-14,-3.6,-7.4,540,2.3,1406,0,6.5,1420,.6,180
414,2020-01-15,-3.7,-8.2,716,2,1355,0,7.2,1343,.8,258.8
414,2020-01-16,-3.1,-6.9,749,2.4,1449,0,6.2,1551,.6,315
414,2020-01-17,-2,-6.4,702,3.8,1423,0,5.6,1519,.5,202.5
414,2020-01-18,-.5,-5.2,756,5.2,1353,0,5.9,1412,.9,225
414,2020-01-19,.5,-2,1,3.8,1545,.5,10.8,1226,1.2,247.5
414,2020-01-20,-.1,-3.7,2338,5.2,1328,0,12,1648,2.1,236.3
414,2020-01-21,-1.9,-6.7,733,3.2,1347,0,5.6,53,.7,255.9
414,2020-01-22,1.3,-1.5,1,5.5,1534,0,4.4,502,.9,340.3
414,2020-01-23,3.3,-1.6,809,9.3,1403,0,7.6,1804,1.1,320.6
414,2020-01-24,1.9,-2.5,747,7.5,1310,0,5.7,1330,1,208.1
414,2020-01-25,3.3,-.8,229,7.7,1517,0,4.4,1341,.6,61.9
414,2020-01-26,4.3,-1.5,747,9.3,1525,0,10.4,2210,2.1,56.3
414,2020-01-27,5.1,4,2306,6.4,1419,0,12.1,1127,3.7,36.6
414,2020-01-28,5.9,3,2359,8.7,1639,0,7.5,15,2.4,343.1
414,2020-01-29,4.7,1.5,531,8.6,1358,0,6.3,1408,1.5,343.1
414,2020-01-30,4,.1,810,8.8,1356,0,4.8,959,1.3,61.9
414,2020-01-31,2.9,-.2,2356,6.4,1436,0,8.1,1520,1.4,225
414,2020-02-01,1.1,-2.5,711,5.9,1537,0,8.3,1647,.9,191.3
414,2020-02-02,,,,,,0,6.7,1508,.8,272.8
414,2020-02-03,-.9,-3.4,747,3.3,1341,0,10,1342,1.8,267.2
414,2020-02-04,-2.5,-7,640,2.5,1250,0,13,2308,1.8,320.6
414,2020-02-05,-8.5,-11.5,743,-4.2,1350,0,11.5,19,2,326.3
414,2020-02-06,-7.4,-12.6,552,-1.4,1606,0,5.5,1512,1.3,182.8
414,2020-02-07,-2.5,-7.8,142,1.8,1426,0,6.6,1439,.9,202.5
414,2020-02-08,-.6,-3.3,2350,3.5,1348,0,9.4,2033,1.8,323.4
414,2020-02-09,-1.3,-6.4,731,2.9,1402,0,9.7,1423,1.2,199.7
414,2020-02-10,2.4,-2.5,731,8.3,1530,0,6.5,1327,.9,315
414,2020-02-11,5.4,-1.7,603,12.1,1544,0,6.1,1702,.9,202.5
414,2020-02-12,6.3,5.1,547,7,1635,4.5,6,1125,1,42.2
