지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
409,2015-01-01,-6.9,-9,803,-4,1454,0,,0,11.1,20,3.4,42.2
409,2015-01-02,-4.9,-8.3,823,-1.1,1504,0,,0,8.9,1154,1.9,326.3
409,2015-01-03,-2.4,-8.7,736,2,1610,0,,0,5.9,2120,1,208.1
409,2015-01-04,2.5,.1,216,6.9,1544,0,,0,4.5,140,.9,106.9
409,2015-01-05,3.8,-.9,602,8.1,1516,0,,0,5.4,1222,.7,70.3
409,2015-01-06,-1.6,-6,2332,4.8,1,1,100,2,9.3,700,2.7,289.7
409,2015-01-07,-4.2,-6.7,659,-.9,1514,0,,0,6.9,33,1.5,340.3
409,2015-01-08,-4.1,-8.7,757,-.4,1545,0,,0,6.2,1655,1.3,300.9
409,2015-01-09,-1.7,-6.9,801,3.1,1446,0,,0,7.4,1430,1,270
409,2015-01-10,.5,-5.3,753,4.8,1433,0,,0,8.3,1400,1.2,315
409,2015-01-11,.9,-2.3,2338,2.9,507,0,,0,10,1843,2.8,306.6
409,2015-01-12,-1.6,-6,830,3.1,1552,0,,0,6.2,402,1.5,351.6
409,2015-01-13,.5,-5,522,5.4,1513,0,,0,4.6,955,1.2,36.6
409,2015-01-14,3.1,.2,601,6,1507,0,,0,4.1,44,.8,33.8
409,2015-01-15,3.9,.7,701,8.5,1553,0,,0,6.9,1631,1.2,250.3
409,2015-01-16,1.4,-1.6,2231,3.8,1213,0,,0,10.7,2014,2.7,272.8
409,2015-01-17,-2.6,-6.1,820,.3,1517,0,,0,9.4,1215,2.2,247.5
409,2015-01-18,-1.2,-5.7,447,2.3,1651,1.5,2100,3.5,8.2,1726,1.4,185.6
409,2015-01-19,.9,-3,2347,3.7,1302,0,,0,8.2,108,2.2,244.7
409,2015-01-20,-.5,-6.1,755,3.9,1501,0,,0,4.6,2222,1.4,19.7
409,2015-01-21,2.9,-.8,736,6.5,1600,0,,0,4.7,728,1,45
409,2015-01-22,3.8,1.8,657,7.2,1447,0,,0,5.8,1529,1.1,39.4
409,2015-01-23,1.9,-.9,641,4.6,1701,0,,0,7.3,1111,1.8,191.3
409,2015-01-24,4.1,.7,759,7.8,1528,0,,0,6.6,1306,1.4,261.6
409,2015-01-25,3.2,1.2,455,5.2,1325,.5,1800,3,6.8,1159,1.9,73.1
409,2015-01-26,4,1.4,2334,6.7,1620,.5,300,.5,6.2,1913,1.7,264.4
409,2015-01-27,-1.9,-5.5,2345,1.6,3,0,,0,7,2240,2.6,351.6
409,2015-01-28,-3.2,-8,734,2.5,1607,0,,0,6,903,1.7,59.1
409,2015-01-29,-.3,-3.9,420,2.9,1600,0,,0,4.6,2258,1.4,284.1
409,2015-01-30,-1.8,-5,2335,1.6,1519,0,,0,10.8,1436,2.7,340.3
409,2015-01-31,-3.3,-7.4,733,.9,1529,0,,0,6.3,1430,1.7,205.3
409,2015-02-01,-1.9,-6.9,807,2.8,1503,0,,0,6.1,1513,1.2,216.6
409,2015-02-02,.2,-4.5,602,5.3,1629,0,,0,4,814,1.1,22.5
409,2015-02-03,1.3,-3,643,6.7,1545,0,,0,6.2,1619,1.2,261.6
409,2015-02-04,1.2,-2.7,609,5.9,1515,0,,0,6.5,1507,1.5,244.7
409,2015-02-05,1.1,-2,653,5.4,1448,0,,0,7.7,1619,1.6,298.1
409,2015-02-06,1.4,-3.4,744,6,1436,0,,0,6.8,1517,1.5,241.9
409,2015-02-07,1.9,-1.3,624,6.1,1512,0,,0,8.9,2314,2,289.7
409,2015-02-08,-8.6,-11.1,749,-.9,1,0,,0,12,1746,3.7,295.3
