지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
400,2016-01-01,2.1,-2.1,732,5,1506,0,4.4,1.2,210.9
400,2016-01-02,7.1,3.7,621,10.2,1504,0,5.1,1.1,247.5
400,2016-01-03,7.7,6.2,403,9.9,1501,0,5,.9,292.5
400,2016-01-04,3.4,-.7,2339,6.7,1,0,7.2,2.4,244.7
400,2016-01-05,-1,-2.6,737,1.8,1419,0,6.3,1.7,261.6
400,2016-01-06,-.2,-2.4,259,2.4,1441,0,5.5,1.6,286.9
400,2016-01-07,-1.7,-3.5,756,1.5,1608,0,6.5,2,303.8
400,2016-01-08,-1.3,-4.7,810,2,1530,0,7.2,1.7,292.5
400,2016-01-09,-.3,-3.2,742,2.6,1402,0,6.7,1.8,264.4
400,2016-01-10,1.8,-.5,0,4.8,1354,0,7.1,1.7,253.1
400,2016-01-11,-2.2,-4.3,749,1,1538,0,6.5,2,253.1
400,2016-01-12,-3.3,-5.9,751,.6,1526,0,6.2,1.9,298.1
400,2016-01-13,-3,-5.8,701,.3,1406,0,7.2,1.8,270
400,2016-01-14,-2.2,-5.6,728,1.2,1415,0,6.2,1.5,227.8
400,2016-01-15,.8,-1.7,736,4.2,1443,0,4.2,1.4,73.1
400,2016-01-16,.3,-1.7,507,3.1,1619,0,4.4,1.7,81.6
400,2016-01-17,2.5,-.5,457,5.5,1513,0,5,1.4,78.8
400,2016-01-18,-5.1,-10.9,2304,2.6,159,0,11.4,3.2,303.8
400,2016-01-19,-11.4,-13.6,747,-7.8,1602,0,11.1,3.2,267.2
400,2016-01-20,-8.9,-12.5,743,-4.8,1619,0,5.1,1.5,292.5
400,2016-01-21,-5.8,-8.7,526,-2.5,1532,0,5.5,1.7,227.8
400,2016-01-22,-5.9,-8.1,737,-2.8,1507,0,7.4,2,272.8
400,2016-01-23,-10.1,-14.3,2345,-6.8,1,0,8.9,2.6,267.2
400,2016-01-24,-13.1,-16.5,758,-10.1,1601,0,8.2,2.4,306.6
400,2016-01-25,-7.7,-12.4,809,-3.9,1554,0,6.4,1.7,300.9
400,2016-01-26,-2.6,-7.3,227,1.9,1639,0,5.4,1.4,298.1
400,2016-01-27,.7,-1.8,624,4,1532,0,5.8,1.5,253.1
400,2016-01-28,.4,-4.4,520,3.7,1904,0,4.9,1.1,45
400,2016-01-29,3.1,.4,624,6,1548,0,6.4,1.7,59.1
400,2016-01-30,2,-.4,2359,5.2,1153,0,5.5,1.5,286.9
400,2016-01-31,-2.5,-4.5,2357,.7,1456,0,6.9,2.4,284.1
