지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
414,2015-01-01,-7.5,-9.7,807,-4.5,1514,0,,0,13.8,400,2.5,326.3
414,2015-01-02,-5.5,-8.3,5,-2,1513,0,,0,12.8,1327,2.1,340.3
414,2015-01-03,-2.7,-9,719,1.6,1515,0,,0,5.9,1541,.9,225
414,2015-01-04,2,.1,618,6.1,1516,0,,0,3.2,1646,.7,225
414,2015-01-05,3.7,-.4,324,7.3,1450,0,,0,4.5,1146,.9,101.3
414,2015-01-06,-2.7,-6.5,2304,4.1,7,.5,100,1.5,11.6,548,2.4,334.7
414,2015-01-07,-5,-7.9,723,-1.3,1419,0,,0,8.8,36,1.1,289.7
414,2015-01-08,-4.5,-8.9,745,-1,1445,0,,0,7,1447,1.2,216.6
414,2015-01-09,-2,-6.7,719,2.4,1526,0,,0,7.8,1407,.8,216.6
414,2015-01-10,.1,-5.1,703,4.2,1518,0,,0,9.1,1405,1.4,315
414,2015-01-11,0,-3.3,2305,2.6,538,0,,0,13.3,1822,2.3,315
414,2015-01-12,-2.3,-6.8,716,2.5,1408,0,,0,5.2,1442,1,202.5
414,2015-01-13,.2,-4.7,526,4.8,1505,0,,0,3.6,1403,.4,78.8
414,2015-01-14,2.8,-.1,509,5.7,1511,0,,0,3.5,1254,.6,61.9
414,2015-01-15,3.2,.2,821,7.8,1513,0,,0,7.1,1627,1,225
414,2015-01-16,.9,-2.4,2236,3.2,1212,0,,0,13,1213,2.2,202.5
414,2015-01-17,-3.6,-7.1,754,-.4,1631,0,,0,12.4,130,1.8,334.7
414,2015-01-18,-1.4,-6,406,1.4,1608,1,2000,3,6.8,1635,1,199.7
414,2015-01-19,.1,-3.8,2357,2.8,1256,0,,0,9.2,916,1.9,326.3
414,2015-01-20,-.9,-6.2,749,3.3,1549,0,,0,4.4,1423,1,112.5
414,2015-01-21,2.9,-.9,721,6.1,1600,0,,0,4.1,1320,.7,70.3
414,2015-01-22,3.2,.9,2331,6.3,1516,0,,0,4.8,1040,1.2,64.7
414,2015-01-23,1.5,-1.3,700,4,1511,0,,0,7.4,1315,1.3,208.1
414,2015-01-24,3.4,.1,749,7.4,1416,0,,0,7.7,1237,.9,216.6
414,2015-01-25,3.2,1.1,756,4.8,1353,.5,1900,1.5,5.2,1139,1.5,45
414,2015-01-26,3.6,.5,2224,6.2,1544,0,,0,7.2,2010,1.2,323.4
414,2015-01-27,-2.9,-6.5,2356,.9,13,0,,0,7.6,1236,1.8,210.9
414,2015-01-28,-4,-8.8,748,2.1,1530,0,,0,6.5,1620,1.4,284.1
414,2015-01-29,-.6,-4,132,2.6,1507,0,,0,4.6,2242,.5,253.1
414,2015-01-30,-2.9,-6.6,2343,.5,1350,0,,0,10.8,1120,2,312.2
414,2015-01-31,-3.9,-8.2,636,.5,1457,0,,0,6.5,1806,1.3,261.6
414,2015-02-01,-2.5,-7,617,2.5,1511,0,,0,7.2,1543,1,241.9
414,2015-02-02,-.3,-4.7,758,4.8,1551,0,,0,4.5,1925,.8,312.2
414,2015-02-03,.8,-3,729,6.1,1430,0,,0,6.5,1520,1,213.8
414,2015-02-04,.7,-3,714,5.1,1418,0,,0,7.2,1452,1.2,202.5
414,2015-02-05,.4,-3.3,730,4.3,1422,0,,0,8.5,1528,1.3,230.6
414,2015-02-06,.7,-3.7,651,5.4,1450,0,,0,7.1,1425,1.2,225
414,2015-02-07,1.1,-3,2359,5.1,1436,0,,0,11.9,2355,1.7,306.6
414,2015-02-08,-9.5,-11.9,740,-3.1,1,0,,0,14.9,722,3.7,326.3
414,2015-02-09,-5.1,-12.1,526,.3,1646,0,,0,12.2,1536,1.8,199.7
414,2015-02-10,2,-1.3,8,4.9,1341,0,,0,10.4,1157,1.7,216.6
414,2015-02-11,2.9,-.2,2353,7.2,1444,0,,0,7.5,1520,1.6,230.6
414,2015-02-12,-1.8,-4.1,704,1.4,1414,0,,0,13.2,1459,3.3,208.1
414,2015-02-13,-1.1,-4.6,549,3.1,1453,0,,0,9.1,1253,1.9,253.1
414,2015-02-14,2.2,-2.4,542,6.2,1801,0,,0,7.9,1847,.9,219.4
414,2015-02-15,7.6,3,731,11.9,1533,0,,0,6.7,1333,1.8,95.6
414,2015-02-16,4.8,3.8,2246,7.6,1,1,1400,7,5.5,919,2.1,19.7
414,2015-02-17,2,.7,859,4.3,3,.5,200,.5,9.2,652,2,326.3
414,2015-02-18,1.1,-.6,622,3.6,1311,0,,0,7.5,1953,1.5,298.1
414,2015-02-19,2.4,-2,704,7.4,1533,0,,0,6.1,1836,1.1,236.3
414,2015-02-20,4.9,-1.1,709,9.7,1517,0,,0,5.3,1204,1,112.5
414,2015-02-21,5.7,4.3,1415,6.9,146,1.5,1300,6,6.4,1555,1.8,30.9
414,2015-02-22,3.4,-.4,2340,7.3,423,.5,100,1.5,11.7,1738,2,208.1
414,2015-02-23,1,-2.5,718,4.9,1440,0,,0,8.7,1539,1.4,227.8
414,2015-02-24,2.3,-1.2,448,6.5,1520,0,,0,7.4,1124,1.3,219.4
414,2015-02-25,5.3,.1,737,11.4,1520,.5,2400,.5,12.1,2017,1.6,205.3
414,2015-02-26,1,-3.4,2220,4.7,140,.5,100,.5,13.6,1353,3,340.3
414,2015-02-27,-1.6,-5.6,715,2.8,1551,0,,0,12.2,836,2.2,312.2
414,2015-02-28,2.4,-1.8,346,5.8,1638,0,,0,6.4,1359,1.2,126.6
414,2015-03-01,2.5,.5,2334,5.2,1255,0,,0,9.9,1507,2.1,205.3
414,2015-03-02,4,-1.7,644,8.4,1452,0,,0,9.6,1219,1.6,180
414,2015-03-03,2.6,-1.5,2352,6.3,1254,1,1600,4,14.8,2210,2.2,317.8
414,2015-03-04,-2,-4.4,658,1.1,1356,0,,0,15.6,1212,2.8,267.2
414,2015-03-05,0,-5,655,4.6,1449,0,,0,6.1,1519,1.2,205.3
414,2015-03-06,3,-2.6,511,8.6,1502,0,,0,7,1517,1.2,312.2
414,2015-03-07,4.5,-1.9,620,10.7,1429,0,,0,7.9,1516,1.1,312.2
414,2015-03-08,7.6,1,647,14,1601,0,,0,5.6,1705,1,275.6
414,2015-03-09,2.4,-5.2,2342,8.6,17,0,,0,14.3,1933,2.8,306.6
414,2015-03-10,-3.2,-6.9,646,.8,1504,0,,0,14.8,849,3.5,323.4
414,2015-03-11,.7,-4.8,648,6.8,1451,0,,0,16.6,1456,2.7,233.4
414,2015-03-12,2.2,-2.7,524,6.5,1523,0,,0,11.7,1508,2.1,323.4
414,2015-03-13,5.8,2.2,641,10.1,1432,0,,0,9.1,1612,1.9,225
414,2015-03-14,4.3,-.3,609,10.3,1520,0,,0,8.8,1610,1.7,208.1
414,2015-03-15,5.4,.3,638,11.3,1530,0,,0,7.6,1534,1.1,225
414,2015-03-16,9.4,1.7,657,16.8,1607,0,,0,6.2,1425,1.1,202.5
414,2015-03-17,10.7,7.1,641,15.1,1423,0,,0,5.9,1205,.7,222.2
414,2015-03-18,10.9,8.8,1907,13.9,1322,.5,1700,1,8.7,1122,2.6,73.1
414,2015-03-19,12.5,6.2,637,19.7,1626,0,,0,8,1703,1.5,219.4
414,2015-03-20,13.6,8.4,703,20.6,1431,0,,0,10.2,1644,1.5,326.3
414,2015-03-21,12.1,7.6,620,17.1,1341,0,,0,9.2,1244,1.7,199.7
414,2015-03-22,8.4,2.7,2336,15,1319,0,,0,12.8,1550,2.4,278.4
414,2015-03-23,5.3,1.2,438,9.7,1455,0,,0,13.9,1506,3,241.9
414,2015-03-24,5.3,-.2,619,11.3,1451,0,,0,9.7,1816,1.6,261.6
414,2015-03-25,6.6,.1,638,13.2,1557,0,,0,8.8,1715,1.4,205.3
414,2015-03-26,8,2,606,14.3,1329,0,,0,10.1,1502,1.5,160.3
414,2015-03-27,9.2,3.3,553,15.5,1353,0,,0,9.2,1241,1.7,182.8
414,2015-03-28,9.6,3,620,15.8,1521,0,,0,8.8,1413,1.4,199.7
414,2015-03-29,10.8,7.5,156,16.3,1522,0,,0,7.9,1409,1.4,267.2
414,2015-03-30,13.4,6.5,532,20.4,1456,0,,0,9.5,1541,1.3,202.5
414,2015-03-31,12.5,10.1,312,14.4,1222,1.5,2200,3,5.4,633,1.1,216.6
414,2015-04-01,12.3,10.1,827,16.2,1557,.5,300,1,9.7,1127,3,104.1
414,2015-04-02,14.4,8.4,334,20.2,1408,15,2200,28.5,17,2318,3.4,199.7
414,2015-04-03,10.6,6.7,705,15,1,1.5,100,3,13.6,15,1.8,210.9
414,2015-04-04,13.2,8.9,639,17.6,1502,0,,0,7.8,247,2.7,101.3
414,2015-04-05,10.2,9,1354,12,1,0,,0,7.2,103,1.5,56.3
414,2015-04-06,10.5,7.6,610,15.3,1332,0,,0,9.3,1459,1.5,284.1
414,2015-04-07,8,5.8,2354,11.6,1439,0,,0,7.2,1456,1.9,329.1
414,2015-04-08,7.9,3.2,611,13.3,1523,0,,0,8.2,1553,1.4,227.8
414,2015-04-09,9.5,4,519,15.3,1540,0,,0,7.5,1911,1.3,326.3
414,2015-04-10,12,5.2,605,18.8,1540,0,,0,8.6,1644,1.5,320.6
414,2015-04-11,13.6,7.3,607,19.7,1333,0,,0,7.7,1512,1.3,216.6
414,2015-04-12,14.8,9.7,332,19.7,1453,0,,0,9.4,2047,2,42.2
414,2015-04-13,11.7,7.4,2320,17.1,1318,1,2100,4,13.2,1122,4,104.1
414,2015-04-14,6.6,5.4,1951,7.6,1,1.5,800,9.5,6.4,1158,1.6,112.5
414,2015-04-15,10.9,5.4,21,16.5,1543,.5,200,.5,7.5,1725,1.6,225
414,2015-04-16,10.1,7.4,2355,14.9,1036,1.5,1500,3.5,12.4,1357,1.9,317.8
414,2015-04-17,11.2,6,603,16.1,1302,0,,0,14.1,1628,2.5,219.4
414,2015-04-18,14.9,5.3,537,22.5,1558,0,,0,5.6,1933,.8,208.1
414,2015-04-19,13.9,10.6,2347,18.3,11,2.5,1200,14.5,9.2,2318,2.3,30.9
414,2015-04-20,11.9,10.1,330,15.8,1634,1.5,300,5,10,26,2.4,22.5
414,2015-04-21,13.9,7.7,616,20.7,1436,0,,0,8.8,1356,1.6,315
414,2015-04-22,14.5,9.2,540,19.8,1446,0,,0,8.7,1437,1.8,194.1
414,2015-04-23,14.8,8.2,557,19.9,1313,0,,0,10.3,1242,2.1,261.6
414,2015-04-24,15.5,10.1,606,22.3,1459,0,,0,8.3,1405,1.5,213.8
414,2015-04-25,15.9,9.3,606,23,1448,0,,0,10,1340,1.5,343.1
414,2015-04-26,17.4,10.4,539,23.9,1500,0,,0,10.8,1311,1.7,202.5
414,2015-04-27,18.5,12.9,606,25.2,1403,0,,0,8.9,1320,1.4,202.5
414,2015-04-28,19.8,12.3,526,25.9,1637,0,,0,6.6,1206,1.1,101.3
414,2015-04-29,16.6,15.4,941,19.3,8,.5,700,3,5.9,1247,1.7,36.6
414,2015-04-30,20.6,14.3,556,27.5,1614,0,,0,7,1837,1.3,306.6
414,2015-05-01,20.9,16,541,26.4,1514,0,,0,8.5,1718,1.4,202.5
414,2015-05-02,20.3,15.9,601,25.2,1604,.5,2400,.5,6.5,1124,1.2,213.8
414,2015-05-03,17.6,16.6,514,19.4,1819,1,500,2.5,7.5,2207,1.7,241.9
414,2015-05-04,16.3,12.9,2330,20.2,1132,0,,0,14.5,1309,2.5,281.3
414,2015-05-05,14,8.1,534,19.8,1342,0,,0,9.8,1334,1.6,337.5
414,2015-05-06,15.3,10,444,21.3,1524,0,,0,7.8,1224,.9,180
414,2015-05-07,16.4,10.9,543,23.6,1355,0,,0,10.3,1708,1.3,267.2
414,2015-05-08,16.3,10.8,614,21.8,1450,0,,0,7.8,1707,1.4,216.6
414,2015-05-09,17.5,13.2,457,22.8,1533,0,,0,8.6,2042,2,267.2
414,2015-05-10,18.7,13.4,307,25.4,1600,0,,0,8,1339,1.4,188.4
414,2015-05-11,18.2,14.2,519,23.2,1502,8.5,2200,17.5,13.3,1936,2.4,109.7
414,2015-05-12,13.3,10.3,515,17.8,1409,3.5,100,10.5,17.2,1549,3.8,202.5
414,2015-05-13,17.6,11.8,159,21.3,1332,0,,0,12.2,1122,3.2,216.6
414,2015-05-14,20,14.4,534,26.1,1438,0,,0,9.4,1312,1.8,213.8
414,2015-05-15,18.9,16.3,707,23.5,1551,0,,0,7.1,2136,1.4,317.8
414,2015-05-16,18.6,11.8,544,25.1,1337,0,,0,9.3,1351,1.6,219.4
414,2015-05-17,18.2,11.8,311,24.6,1445,0,,0,8.2,1531,1.1,329.1
414,2015-05-18,17.7,14.2,550,22.2,1243,0,,0,11,1638,1.5,210.9
414,2015-05-19,14.8,12.9,2357,16.4,1207,.5,1600,1.5,7.9,406,2.1,213.8
414,2015-05-20,16.5,10.4,453,21.3,1500,0,,0,9.9,2128,1.7,315
414,2015-05-21,18.7,13,528,26.1,1247,0,,0,9.6,1347,2,222.2
414,2015-05-22,20.3,13.9,554,26.6,1319,0,,0,9.1,1553,2.1,303.8
414,2015-05-23,20.5,13.8,537,27.5,1521,0,,0,9,1408,1.5,236.3
414,2015-05-24,20.8,14.4,526,27.8,1351,0,,0,9,1538,1.2,202.5
414,2015-05-25,20.9,14.3,513,28.3,1447,0,,0,8.8,1356,1.4,225
414,2015-05-26,21.5,14.2,445,29.7,1422,0,,0,10.1,1728,1.6,267.2
414,2015-05-27,23.2,15.2,513,30.6,1433,0,,0,8.2,1237,1.2,216.6
414,2015-05-28,24.1,17,518,31.4,1345,0,,0,9.5,1513,1.3,205.3
414,2015-05-29,23.8,18.8,435,29,1247,0,,0,7.5,1540,1.2,323.4
414,2015-05-30,19.5,16.8,2344,22.1,1601,0,,0,6.6,1926,1.6,255.9
414,2015-05-31,21.4,14.6,432,29.5,1542,0,,0,7,1700,1.3,315
414,2015-06-01,21.5,16.1,459,27.6,1305,0,,0,11,1454,1.5,225
414,2015-06-02,22.7,17.9,251,28.9,1336,0,,0,8.5,1605,1.7,219.4
414,2015-06-03,23.3,18,543,28.4,1601,0,,0,13.2,1029,2.9,337.5
414,2015-06-04,23.5,17.2,556,30.3,1409,0,,0,9.5,1327,1.4,222.2
414,2015-06-05,18.4,16.2,2303,22,1,.5,800,.5,6.4,437,1.1,216.6
414,2015-06-06,21.4,15.4,517,27.1,1612,0,,0,9,2215,1.8,272.8
414,2015-06-07,22.5,18.3,502,29.7,1538,0,,0,10.9,1834,1.4,315
414,2015-06-08,21.6,18.1,345,26.7,1549,0,,0,7.4,1649,1.3,185.6
414,2015-06-09,21.7,18.2,143,27.7,1333,0,,0,10.3,1727,1.3,205.3
414,2015-06-10,24.8,17.1,457,33.4,1642,0,,0,9.2,1933,1.5,312.2
414,2015-06-11,24.1,20.6,436,29.4,1154,8,2400,12,12.2,1333,2.2,87.2
414,2015-06-12,23.2,18.8,522,29.3,1557,1,300,1,12.6,2322,2.2,309.4
414,2015-06-13,23.7,18.2,142,30,1402,.5,100,1,8.9,1939,2.2,219.4
414,2015-06-14,,18,538,22.6,1,0,100,8.5,12.4,538,,326.3
414,2015-06-15,,22.6,2311,30.4,1320,0,,0,8.8,1652,,222.2
414,2015-06-16,24.9,20.4,527,30.7,1432,0,,0,7.6,1807,1.4,281.3
414,2015-06-17,23.4,19.9,2355,29.9,1302,7.5,2400,7.5,8.7,1456,1.7,264.4
414,2015-06-18,24.7,19.3,444,30.7,1608,6,100,6,8.1,1943,2,53.4
414,2015-06-19,23.8,18.4,524,29,1442,3.5,400,4.5,6.7,142,1.8,61.9
414,2015-06-20,19.8,16.7,2319,22.7,4,4.5,1500,15.5,5.4,1115,1,227.8
414,2015-06-21,22.4,15.5,526,29.1,1545,0,,0,6.9,1827,1.4,261.6
414,2015-06-22,24.4,19.5,424,29.5,1410,0,,0,8.3,1515,1.3,225
414,2015-06-23,24.8,19.9,518,31,1532,0,,0,9.1,1647,1.3,213.8
414,2015-06-24,25.8,21.4,523,31.6,1436,0,,0,7.2,1654,1.5,312.2
414,2015-06-25,24.7,20,2334,29,1417,1,2100,2,6,1344,1.5,216.6
414,2015-06-26,20.9,17.9,507,24.8,1549,4,300,16.5,12.8,1440,3.4,47.8
414,2015-06-27,24.7,19.4,440,29.8,1543,0,,0,7.2,1125,2,75.9
414,2015-06-28,25.5,21.1,513,31.8,1342,0,,0,8.9,1917,1.5,261.6
414,2015-06-29,25.8,21,505,31.1,1349,0,,0,8.7,1450,1.6,258.8
414,2015-06-30,24.2,21,2229,29,1232,2,2000,3,5.9,1629,1,317.8
414,2015-07-01,23.6,21,246,28.2,1332,0,,0,10.5,1511,2,205.3
414,2015-07-02,23.8,20.5,535,29.1,1440,0,,0,9.7,1452,2,191.3
414,2015-07-03,22.9,18.7,520,28.1,1326,0,,0,9.7,1449,1.5,323.4
414,2015-07-04,23.7,18,457,29.6,1402,0,,0,6.6,1415,1.6,5.6
414,2015-07-05,24.1,20.3,445,29,1348,0,,0,6.5,1448,1.3,216.6
414,2015-07-06,25,19.5,415,31.3,1403,0,,0,8.2,1809,1.3,253.1
414,2015-07-07,25.4,21.1,523,29.2,1539,0,,0,7.1,1415,1.6,109.7
414,2015-07-08,22.8,19.5,445,25.9,1657,1,900,2,8.2,1325,2.7,81.6
414,2015-07-09,26.2,22.3,204,31.1,1446,0,,0,6.5,1120,2.1,112.5
414,2015-07-10,28.3,22.7,538,33.6,1442,0,,0,5.5,931,1.4,112.5
414,2015-07-11,29.6,25.2,511,35.3,1509,0,,0,7.9,1819,1.5,56.3
414,2015-07-12,24.7,23.8,605,27.6,6,4,1200,36.5,8.2,1730,2.8,47.8
414,2015-07-13,23.2,21.5,1215,24.9,1833,2.5,100,14,13.8,1308,3.6,213.8
414,2015-07-14,26.1,22.5,501,32,1448,0,,0,8.5,36,1.8,219.4
414,2015-07-15,27.8,22.3,403,34.6,1520,0,,0,8.4,1832,2.1,98.4
414,2015-07-16,24.4,20.9,2336,28.6,1539,0,,0,10.2,2017,4.1,95.6
414,2015-07-17,23.5,18.4,534,28.8,1508,0,,0,7.8,335,2.7,50.6
414,2015-07-18,23.9,22.1,331,27.6,1529,.5,2000,.5,5.4,1032,1.3,199.7
414,2015-07-19,24.4,20.8,546,29,1637,2.5,300,5.5,4.3,1138,1.3,56.3
414,2015-07-20,27.1,23.7,526,31.2,1214,0,,0,5.3,1407,1.5,151.9
414,2015-07-21,26.7,23.4,803,29.7,1704,6,500,10.5,5.2,1422,.9,331.9
414,2015-07-22,27.7,24.7,532,31.8,1540,.5,1300,1,6.3,1732,1.1,309.4
414,2015-07-23,27,24.9,307,31.3,1315,5.5,2100,14,8.6,2125,1.1,202.5
414,2015-07-24,24.4,22.2,901,25.7,41,10,500,27.5,9.4,545,1.5,230.6
414,2015-07-25,25.1,24.2,603,26.5,1417,30.5,600,69,12.1,1751,2.3,222.2
414,2015-07-26,26,23.8,728,29.9,1519,9.5,600,39,9.3,613,1.6,216.6
414,2015-07-27,26.1,23.8,432,29.4,1553,1.5,500,1.5,6.2,1550,1.1,239.1
414,2015-07-28,27.7,24.6,518,32.2,1318,0,,0,7.8,1455,1.5,196.9
414,2015-07-29,27,25.4,524,29.3,1712,1.5,800,5,7.4,918,1.6,233.4
414,2015-07-30,29.1,25.6,343,34.2,1536,0,,0,11,1732,2.1,219.4
414,2015-07-31,28.3,25.8,2221,33.1,1332,0,,0,7,1520,1.6,261.6
414,2015-08-01,28.5,26.3,114,32.4,1509,0,,0,9.2,1454,1.8,219.4
414,2015-08-02,26.8,24.3,233,29.9,1607,12.5,300,17.5,7.1,207,1.6,272.8
414,2015-08-03,28.1,25.8,559,31.2,1506,1.5,1000,1.5,10.8,1650,2.2,216.6
414,2015-08-04,27.9,25.8,517,31.2,1541,0,,0,11.8,1430,2.8,208.1
414,2015-08-05,28.8,26.2,313,32.7,1528,0,,0,9.9,109,2.1,210.9
414,2015-08-06,29.3,24.3,531,34.9,1440,0,,0,5.6,1343,1.2,219.4
414,2015-08-07,28.7,23.9,1659,35.9,1356,51,1700,57.5,12.5,1634,1.1,309.4
414,2015-08-08,26.7,24.2,1526,33.8,1220,10,1400,14.5,15.5,1327,1.6,315
414,2015-08-09,26.9,23.2,523,31.6,1439,0,,0,5.9,1834,1.2,317.8
414,2015-08-10,27.4,23.7,546,32.5,1508,0,,0,7.8,1346,1.2,222.2
414,2015-08-11,26.6,23.8,2337,31.7,1605,0,,0,7.1,1726,1.1,28.1
414,2015-08-12,27.2,21.9,529,32.8,1506,0,,0,6.6,1923,1.5,317.8
414,2015-08-13,26.4,23.7,2340,31,1156,0,,0,7.3,1717,1.3,194.1
414,2015-08-14,27,22.6,148,33.2,1453,0,,0,7.1,1807,1.5,331.9
414,2015-08-15,27.2,23.1,508,31.9,1245,0,,0,6.2,1639,1.2,270
414,2015-08-16,25.8,21.1,2333,30.9,1123,6,2000,16.5,9.7,1850,1.5,106.9
414,2015-08-17,27,20.1,521,33.4,1459,0,,0,6.2,2250,1.6,39.4
414,2015-08-18,28.1,23.4,504,33.3,1544,0,,0,6.2,1342,1.8,112.5
414,2015-08-19,27.1,24.3,559,30.2,1431,0,,0,4.3,1124,1.2,42.2
414,2015-08-20,25.4,24.1,2330,28.3,1056,0,,0,8.1,1125,1,219.4
414,2015-08-21,25.2,22.5,325,29.4,1626,1,200,1,5.4,1550,1.1,315
414,2015-08-22,25.7,22.9,2333,29.9,1328,.5,700,.5,6,1251,1.3,196.9
414,2015-08-23,26.3,21.1,546,31.5,1450,0,,0,4.5,1252,1.4,75.9
414,2015-08-24,26.6,23.2,453,30.4,1311,0,,0,11.4,2039,2.6,56.3
414,2015-08-25,22.1,20.1,1910,25.4,1,1,1800,5,10.8,516,3.4,36.6
414,2015-08-26,22.7,20.5,640,25.3,1126,0,,0,10.3,240,2.2,326.3
414,2015-08-27,25,21.8,618,30,1556,0,,0,7.4,27,1.7,241.9
414,2015-08-28,23.2,19.1,427,28.1,1237,0,,0,6.9,1500,.8,101.3
414,2015-08-29,24,19.1,518,29.5,1439,0,,0,6.2,1958,1.1,312.2
414,2015-08-30,24.2,20.2,540,30.9,1428,17.5,1800,17.5,9.1,1718,1.1,312.2
414,2015-08-31,25.6,20.8,610,31.2,1419,0,,0,6.4,1427,1.3,106.9
414,2015-09-01,25.6,22.2,602,30.3,1446,0,,0,8.4,1343,2.5,104.1
414,2015-09-02,23.6,21.4,2359,27.2,1130,1,1400,1.5,8.9,1400,1.5,194.1
414,2015-09-03,24.3,20.2,523,28.8,1446,4.5,500,4.5,6.7,1221,1.5,315
414,2015-09-04,25,20.6,548,31.1,1408,0,,0,7.5,1607,1.1,222.2
414,2015-09-05,21.8,20,1024,24.1,847,3,1100,4.5,9.3,1012,1.4,320.6
414,2015-09-06,22.2,19.9,2358,26.6,1349,0,,0,9.4,1437,2.9,53.4
414,2015-09-07,22.7,17.8,543,28.3,1355,0,,0,7.8,1236,2.2,112.5
414,2015-09-08,22.7,16.3,624,28.7,1507,0,,0,8,1255,2.2,126.6
414,2015-09-09,22.1,15.6,608,29.2,1458,0,,0,7.2,1250,2,50.6
414,2015-09-10,22.7,17.3,557,28,1458,0,,0,8.3,1514,1.5,275.6
414,2015-09-11,21.2,16.7,2328,25.3,1148,1,2000,1.5,6.5,934,1.2,216.6
414,2015-09-12,19.6,15.6,609,24,1526,0,,0,6.6,2220,1.2,329.1
414,2015-09-13,20.5,15.2,602,25.5,1453,0,,0,8.2,1950,1.5,331.9
414,2015-09-14,22.1,16.3,622,27.7,1401,0,,0,5,1248,1.2,92.8
414,2015-09-15,22.6,18.2,515,28.2,1518,0,,0,7.7,1417,1.8,98.4
414,2015-09-16,21,16.1,635,25.9,1723,0,,0,7,1600,1.7,101.3
414,2015-09-17,21.2,16.1,623,27,1501,0,,0,8.1,1454,2.5,109.7
414,2015-09-18,21.6,15.9,604,27.5,1445,0,,0,5.8,1133,1.6,115.3
414,2015-09-19,22.3,17.6,611,27.9,1454,0,,0,6.6,1722,1.2,278.4
414,2015-09-20,22,18.1,508,27.9,1341,0,,0,6.5,1545,1,225
414,2015-09-21,22.6,17.5,618,28.6,1534,0,,0,4.9,1609,1,132.2
414,2015-09-22,23.8,18.3,634,30.1,1541,0,,0,6.4,1334,1.2,140.6
414,2015-09-23,22.2,19.3,419,25.7,1204,0,,0,5.1,1219,1.1,95.6
414,2015-09-24,23.6,18.4,526,29.4,1515,0,,0,6.9,1409,1.2,157.5
414,2015-09-25,23.1,18.9,624,28.4,1419,0,,0,5.8,1832,1.2,317.8
414,2015-09-26,22.3,17.8,646,27.3,1543,0,,0,7.3,1352,1,320.6
414,2015-09-27,22.3,15.6,532,28.8,1507,0,,0,6.2,2017,1.2,323.4
414,2015-09-28,21.8,16.4,637,27.6,1256,0,,0,7.4,1720,1,2.8
414,2015-09-29,22,17.1,429,27.1,1458,0,,0,7.2,1056,2.1,81.6
414,2015-09-30,21.4,19.2,2329,25.6,1443,0,,0,8.5,927,1.7,168.8
414,2015-10-01,16.9,11.7,2353,19.6,111,12,1100,35,16.3,2001,2.4,326.3
414,2015-10-02,17.3,10.4,657,21.9,1348,0,,0,15.3,1824,2.9,236.3
414,2015-10-03,19.8,14.4,2306,24,1228,0,,0,10.2,1317,2.3,323.4
414,2015-10-04,17.1,12.5,621,22.2,1452,0,,0,7.2,2118,1.4,312.2
