지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
406,2012-01-01,-3.4,-7.9,2400,.7,1257,0,,0,9,1442,1.2,337.5
406,2012-01-02,-6,-10.7,735,-1.3,1443,0,,0,4.8,1534,.8,317.8
406,2012-01-03,-5.6,-9.6,729,-.9,1451,0,,0,7.2,2058,1,306.6
406,2012-01-04,-7.4,-10.4,744,-3.8,1501,0,,0,6.4,148,1.8,19.7
406,2012-01-05,-7,-12.9,745,-1.3,1445,0,,0,5.9,1447,.8,343.1
406,2012-01-06,-3.4,-7.2,726,2,1356,0,,0,6,1803,.9,295.3
406,2012-01-07,-5,-11,750,1.3,1453,0,,0,5,1808,.6,300.9
406,2012-01-08,-3.6,-7.7,343,.8,1404,0,,0,5,1554,.7,14.1
406,2012-01-09,-.7,-2.4,728,3.1,1400,0,,0,4.9,1349,.8,320.6
406,2012-01-10,-3.1,-7.6,804,1.4,1452,0,,0,6.1,1527,1.2,320.6
406,2012-01-11,-5.8,-9.7,2358,-2.2,1446,0,,0,7.5,14,1.9,219.4
406,2012-01-12,-5.4,-12.7,651,-.7,1840,0,,0,4.9,1329,.8,154.7
406,2012-01-13,-1.8,-5.2,532,3.2,1250,0,,0,7.4,1328,1.2,8.4
406,2012-01-14,-2.7,-9.2,732,2.8,1404,0,,0,7.1,1333,.9,225
406,2012-01-15,-2.8,-5.5,641,1,1510,0,,0,5.1,18,.8,281.3
406,2012-01-16,-1,-8.1,622,7,1544,0,,0,3.7,1109,.6,25.3
406,2012-01-17,1.4,-2.1,2336,7.5,1532,0,100,0,5.9,1748,.6,320.6
406,2012-01-18,.1,-4.2,649,4.9,1523,0,,0,5.2,1222,.6,53.4
406,2012-01-19,4,-1,212,8,1326,0,,0,4.8,1238,.9,53.4
406,2012-01-20,5,2.4,2233,7.9,1545,0,,0,6.4,1353,1,59.1
406,2012-01-21,2.3,-2,2356,5.7,1458,0,,0,7.2,1818,.9,292.5
406,2012-01-22,-6.8,-11.5,2351,-1.8,10,0,,0,7.9,1837,2,250.3
406,2012-01-23,-9.2,-13.3,732,-5,1528,0,,0,7.5,1558,1.6,295.3
406,2012-01-24,-7.9,-13.8,721,-3.1,1424,.5,2400,.5,7,1506,1,250.3
406,2012-01-25,-8.5,-11.7,755,-4.5,1453,0,,0,6.9,1445,1.5,14.1
406,2012-01-26,-3.9,-10.8,114,1.9,1438,0,,0,6.7,1505,.9,351.6
406,2012-01-27,-2,-6.3,538,3.6,1607,0,,0,5.8,1454,.9,315
406,2012-01-28,-2.6,-7.8,649,3.2,1506,0,,0,5.1,924,.9,8.4
406,2012-01-29,-2.9,-7.1,740,2.4,1332,0,100,0,7.8,1504,1.7,0
406,2012-01-30,-5.6,-9.6,759,-.3,1402,0,,0,6.7,1420,1.4,227.8
406,2012-01-31,-5.2,-11.1,637,-.3,1807,0,100,0,8.1,1525,1.5,188.4
406,2012-02-01,-12.4,-15.1,751,-7.9,1,0,,0,7.1,1756,1.8,270
406,2012-02-02,-13.1,-17.2,652,-8.7,1517,0,,0,5.8,428,1.5,281.3
406,2012-02-03,-9.6,-17.4,556,-4,1445,0,,0,5.1,1356,1.1,202.5
406,2012-02-04,-3,-7.2,1,1.4,1338,0,,0,7.3,1410,1.1,225
406,2012-02-05,-2,-6.3,737,3.9,1548,0,,0,4.5,1415,.5,185.6
406,2012-02-06,.1,-5.8,409,6.3,1543,0,,0,6.1,2358,1,315
406,2012-02-07,-8.4,-12.5,2347,.8,15,0,,0,10.3,1203,2.2,281.3
406,2012-02-08,-8,-13.8,703,-3.5,1507,0,,0,8,1329,1.4,264.4
406,2012-02-09,-5.4,-11.8,743,.1,1404,0,,0,7.4,1314,1.2,196.9
406,2012-02-10,-4.4,-9.5,713,2.1,1326,0,,0,8.2,1314,1.1,315
406,2012-02-11,-4.5,-11.4,729,1.3,1432,0,,0,8.1,1550,1,258.8
406,2012-02-12,-.9,-7.6,730,4.3,1534,0,,0,5.5,1810,.8,300.9
406,2012-02-13,2.3,-1.1,310,8.2,1447,0,,0,4.2,947,.8,188.4
406,2012-02-14,3,-1,28,8.9,1351,0,,0,5.8,1800,1.5,315
406,2012-02-15,-.6,-3.8,739,4.5,1412,0,,0,7.3,1937,1.5,281.3
406,2012-02-16,-2.5,-7.4,727,3.3,1457,0,,0,9.4,1643,1.7,286.9
406,2012-02-17,-6,-9.2,2343,-1.5,1556,0,,0,10.8,1244,2.1,8.4
406,2012-02-18,-6.4,-10.1,658,-2.4,1350,0,100,0,9.4,1549,1.8,222.2
406,2012-02-19,-4.9,-12.2,715,1.8,1456,0,,0,7,1338,1.2,340.3
406,2012-02-20,-1.3,-7.4,433,5.9,1432,0,,0,6.7,1607,1,5.6
406,2012-02-21,1.1,-2.4,732,5.8,1424,0,,0,3.3,1504,.3,50.6
406,2012-02-22,3.8,-4.3,650,10.7,1542,0,,0,6.5,1308,.8,188.4
406,2012-02-23,4.5,.3,2321,9,1541,0,,0,9.5,906,1.5,8.4
406,2012-02-24,3.7,-2.5,528,9.1,1425,0,,0,6.3,1526,1.3,261.6
406,2012-02-25,1.9,-1.6,2326,6,1514,0,,0,8.2,1919,1.6,334.7
406,2012-02-26,-.9,-3.9,725,4,1540,0,,0,6.5,1138,1.4,59.1
406,2012-02-27,-1.2,-6.8,730,5.7,1540,0,,0,5.7,2011,1.3,278.4
406,2012-02-28,.5,-5.8,539,6.6,1444,0,,0,4,1435,.5,135
406,2012-02-29,3.8,-4.4,718,11.8,1521,0,,0,6.7,1846,.9,320.6
406,2012-03-01,8.2,2,320,14.3,1514,0,,0,6,1110,1.1,53.4
406,2012-03-02,6.3,4.2,2354,8.6,159,0,,0,6.4,1452,1.5,11.3
406,2012-03-03,5.9,-.2,510,11.8,1617,0,,0,5.7,1302,1,185.6
406,2012-03-04,6.1,.8,339,9.8,1428,0,,0,6.1,1507,1.3,118.1
406,2012-03-05,5.7,3.4,2305,8.8,1459,1.5,2400,4,6.8,1245,1.4,50.6
406,2012-03-06,3.1,2.2,2251,4.5,745,1.5,600,10,10.4,953,1.9,250.3
406,2012-03-07,3,-.1,713,7.8,1602,0,,0,5.8,1159,1.2,11.3
406,2012-03-08,2.1,-1.3,536,6.1,1333,0,,0,9.6,1511,1.4,19.7
406,2012-03-09,2.8,-2.8,527,8.9,1508,0,,0,5,2005,.9,348.8
406,2012-03-10,3.7,-.5,622,9.3,1358,0,,0,7.6,2237,1.2,334.7
406,2012-03-11,-1.8,-4.5,705,2.3,1444,0,,0,12.6,1426,2.9,16.9
406,2012-03-12,-1.4,-5.8,614,4,1439,0,,0,9.2,1443,1.9,8.4
406,2012-03-13,1.3,-6,555,7.1,1538,0,,0,8,1405,1.2,225
406,2012-03-14,3.2,-.6,2400,6.2,1534,0,,0,10.1,1444,1.7,188.4
406,2012-03-15,4,-4,622,11.5,1556,0,,0,6.2,1423,.8,149.1
406,2012-03-16,7.5,3.6,253,12.6,1429,2,2300,5,8,1556,1,165.9
406,2012-03-17,10.5,6.4,249,16.5,1626,1.5,100,2,5.6,1703,1.1,255.9
406,2012-03-18,7,1.7,2348,12.7,1321,0,,0,8.7,1337,1.7,239.1
406,2012-03-19,2.8,-1.6,455,7.9,1545,0,,0,6.5,2129,1.6,323.4
