지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
408,2013-01-01,-4.1,-8.5,252,.5,1509,0,,0,7,1422,1.8,222.2
408,2013-01-02,-10,-13.7,2400,-3.2,1,0,100,0,9.8,125,3.1,306.6
408,2013-01-03,-12,-15.1,628,-8.2,1411,0,,0,7,1458,1.9,216.6
408,2013-01-04,-10.1,-14.6,739,-4.8,1530,0,,0,4.7,27,1.3,337.5
408,2013-01-05,-6.8,-12.6,535,-1,1524,0,100,0,5.3,1638,1.1,199.7
408,2013-01-06,-5.8,-9.2,737,-1.5,1508,0,,0,5.5,1556,1,222.2
408,2013-01-07,-4.6,-8.8,630,-.4,1328,0,100,0,4.9,1344,1.2,357.2
408,2013-01-08,-4,-7,821,.3,1419,0,,0,5.9,2056,1.5,213.8
408,2013-01-09,-7.6,-9.2,2359,-5.3,1,0,,0,7.8,1346,2.1,253.1
408,2013-01-10,-7.4,-11.5,813,-2.7,1503,0,,0,5.7,1544,1.2,239.1
408,2013-01-11,-3.4,-7.5,10,.6,1549,0,,0,3.8,1001,1,0
408,2013-01-12,.4,-2.3,604,4.3,1345,0,,0,5.5,1321,1.1,239.1
408,2013-01-13,-.3,-2.9,710,3,1551,0,,0,3.5,1212,1.1,329.1
408,2013-01-14,-1.2,-4.3,547,2.9,1405,0,,0,8,1414,1.4,292.5
408,2013-01-15,-1.4,-5.3,809,2.3,1553,0,,0,4.1,1205,1.1,213.8
408,2013-01-16,-1.9,-4.9,2359,1.1,1448,.5,1300,.5,6.9,1520,1.3,225
408,2013-01-17,-4.7,-6.9,802,-1.3,1449,0,,0,5.8,18,1.7,208.1
408,2013-01-18,-3.6,-8.5,726,.7,1539,0,,0,6.5,1728,1.4,239.1
408,2013-01-19,.8,-2.4,146,4.5,1442,0,,0,5.1,1556,1,227.8
408,2013-01-20,1.6,-1.9,617,4.6,1543,0,100,0,5,941,1.3,19.7
408,2013-01-21,,2.6,2016,3.6,1455,2,1600,6,4.7,1529,,2.8
408,2013-01-22,4.4,2.5,41,6.4,1355,0,,0,4.6,1624,1.2,47.8
408,2013-01-23,2.6,1.9,2327,4.4,1,.5,1100,1,6,1533,1.6,241.9
408,2013-01-24,0,-5.6,2351,3.4,1149,.5,1000,.5,14,1844,3,300.9
408,2013-01-25,-7.9,-9.7,2347,-5.5,1424,0,,0,9.7,209,3,315
408,2013-01-26,,-10.7,814,-9.6,2,0,100,0,7.7,309,,298.1
408,2013-01-27,,-5.9,2334,-2.8,1528,0,,0,7,1703,,205.3
408,2013-01-28,-3.1,-8.4,618,.4,2325,0,,0,4.1,2002,1.1,25.3
408,2013-01-29,,,,,,,,,,,,
408,2013-01-30,,4.4,2355,8.6,1552,0,,0,3.2,1654,,11.3
408,2013-01-31,7.4,3.3,215,11.3,1504,0,,0,6.9,2113,1.1,357.2
408,2013-02-01,8.1,5.8,2359,9.8,1744,6.5,1200,51,9.1,2138,1.7,236.3
408,2013-02-02,.2,-2.8,2313,5.7,1,0,,0,8.6,1431,2.8,202.5
408,2013-02-03,-2.5,-5.1,717,-.4,1453,1,2000,3.5,6.3,1721,1.3,14.1
408,2013-02-04,.4,-1.9,2350,3.4,1501,1.5,200,7,8.6,1543,1.7,219.4
408,2013-02-05,-.4,-3.9,611,3.2,1542,1.5,2300,5,4.1,1239,1.1,5.6
408,2013-02-06,-.3,-1.9,2354,1,3,1,100,2,7.3,2248,1.9,227.8
408,2013-02-07,-9.7,-12.7,2233,-1.5,116,0,100,0,11.4,2159,3.5,303.8
408,2013-02-08,-10.2,-14.4,753,-5.4,1544,0,,0,9.1,5,2.3,345.9
408,2013-02-09,-6.5,-12.1,616,-2.2,1517,0,,0,8.4,1421,1.4,334.7
408,2013-02-10,-3.1,-6.8,2344,1.1,1317,0,,0,8.2,1349,1.8,315
408,2013-02-11,-4.7,-8.7,620,-.3,1530,0,,0,5.5,1538,1.3,140.6
408,2013-02-12,-2.8,-4.2,644,-.7,1358,0,,0,6.7,1414,1.3,261.6
408,2013-02-13,-.8,-5.1,756,3.1,1403,0,,0,6,1445,1.1,289.7
408,2013-02-14,1.4,-2.5,652,5.3,1559,0,,0,4.3,1257,1.1,137.8
408,2013-02-15,.3,-3.7,2310,3.2,1200,0,,0,9.9,1125,2.5,295.3
408,2013-02-16,-1.6,-5.6,802,2.8,1601,0,,0,6,1705,1.2,180
408,2013-02-17,2.8,-2.1,815,6.4,1827,0,,0,5.2,525,1.2,135
408,2013-02-18,2.2,-1,2359,4.7,1241,0,,0,7.5,1423,2.6,222.2
408,2013-02-19,-1.6,-5.8,2356,2,1405,0,,0,10.1,1211,3.3,334.7
408,2013-02-20,-3.4,-7.2,716,1,1508,0,,0,7.3,1314,1.9,216.6
408,2013-02-21,-.6,-4,525,3.3,1449,0,,0,8.7,1439,1.7,298.1
408,2013-02-22,1.3,-1.7,2337,5.3,1428,1,500,2.5,11.6,1359,2.5,222.2
408,2013-02-23,.3,-3.3,651,3.4,1410,0,,0,10.8,1540,2.3,284.1
408,2013-02-24,2.4,-1.4,719,6,1509,0,,0,6.6,1227,1.5,219.4
408,2013-02-25,3.8,-.3,411,8.5,1624,0,,0,4.5,1352,1,149.1
408,2013-02-26,5.2,2.4,453,7.8,1431,0,,0,4.9,1458,1.2,157.5
408,2013-02-27,5,2.5,718,9.9,1549,0,,0,8,1737,2,233.4
408,2013-02-28,7.3,.2,651,13.5,1558,1,2400,1,8.2,2354,1.5,202.5
408,2013-03-01,2.2,-.9,2239,8.3,1,1.5,100,4,11.9,1224,3.5,210.9
408,2013-03-02,.6,-2.7,641,4.5,1508,0,,0,8,239,2.6,340.3
408,2013-03-03,1.4,-2,630,5.4,1515,0,,0,7.5,1404,2,255.9
408,2013-03-04,4.1,.6,311,9.4,1447,0,,0,7.6,1438,1.6,236.3
408,2013-03-05,4.7,-.1,616,9.8,1612,0,,0,8.4,1558,1.7,182.8
408,2013-03-06,8,1.2,608,14.2,1542,0,,0,5,1547,1.1,160.3
408,2013-03-07,8.9,5.6,2353,11.8,450,.5,600,.5,9,504,2.5,177.2
408,2013-03-08,9.3,4.9,453,14.6,1601,0,,0,7,1331,1.6,239.1
408,2013-03-09,13.4,6,524,23.9,1527,0,100,0,12.7,2040,2.6,292.5
408,2013-03-10,2.9,.1,722,8.7,1,0,,0,8.8,216,3.4,284.1
408,2013-03-11,5,-1.3,657,11.9,1623,0,,0,6.8,149,1.6,320.6
408,2013-03-12,8,2.1,557,11.6,1315,3,2400,3,5.1,1512,1,199.7
408,2013-03-13,6.5,3.5,2211,9.9,1444,3.5,400,12.5,8.6,1926,3.4,312.2
408,2013-03-14,5.2,1.9,716,10,1530,0,100,0,7.7,1705,1.8,230.6
408,2013-03-15,5.4,.7,701,10.8,1508,0,100,0,7.9,1352,1.6,210.9
408,2013-03-16,7.1,1.7,655,13.2,1623,0,,0,7.3,1650,1.3,219.4
408,2013-03-17,8.5,3.6,657,16.2,1454,2.5,2200,7,7.5,1605,1.8,253.1
408,2013-03-18,9,5.7,9,15,1356,1,100,1,9.4,1839,2.3,236.3
408,2013-03-19,9.2,6.3,313,12,1212,0,,0,5.9,2209,1.8,317.8
408,2013-03-20,3.8,-1.5,2334,9,13,0,,0,12.5,1559,3.4,312.2
408,2013-03-21,2.8,-2.4,519,7.7,1533,0,100,0,6.6,1528,1.7,281.3
408,2013-03-22,4.3,1.1,457,6.9,1448,0,,0,6.1,1543,1.6,298.1
408,2013-03-23,6.5,.5,637,12.8,1516,0,,0,6.4,147,1.6,329.1
408,2013-03-24,6,3.1,607,10.5,1525,0,,0,9.2,1608,2.4,219.4
408,2013-03-25,4.2,.7,643,8.1,1353,0,100,0,9.3,1729,2.8,244.7
408,2013-03-26,5.6,.4,653,10.8,1510,0,,0,6.5,1338,1.5,284.1
408,2013-03-27,8.1,1.7,611,15.1,1551,0,,0,7.3,1416,1.8,216.6
408,2013-03-28,8.1,5,606,13,1339,0,,0,7.2,2336,1.8,326.3
408,2013-03-29,6.6,2.3,632,11.1,1358,0,,0,9.8,1135,2.9,357.2
408,2013-03-30,5.6,3.2,634,10.6,1323,0,,0,7.7,1524,1.7,227.8
408,2013-03-31,7.3,2.1,624,13.4,1533,0,,0,8.1,1509,1.9,210.9
408,2013-04-01,9.6,3.9,624,14.2,1421,0,,0,5.3,1457,1.1,326.3
408,2013-04-02,8.1,6.8,2348,10.3,1,1.5,700,6.5,6.9,658,1.5,241.9
408,2013-04-03,8.9,5,311,14.7,1545,0,,0,7.5,1508,1.8,222.2
408,2013-04-04,13.1,5.8,618,20,1558,0,,0,5.2,1257,1.1,334.7
408,2013-04-05,15.2,9.9,544,20.5,1451,0,,0,6.1,1734,1.4,205.3
408,2013-04-06,8.5,3.4,2337,14.7,2,1.5,1700,14.5,7.9,2117,2.4,343.1
408,2013-04-07,6.1,3.1,718,10.8,1558,0,,0,10.1,1155,3.1,295.3
408,2013-04-08,8.7,2.9,633,14.7,1447,.5,2200,1,10.4,1821,2.9,194.1
408,2013-04-09,6.9,4.2,2341,11.1,1346,.5,1700,.5,13.7,1114,4.1,219.4
408,2013-04-10,6,3,536,8.7,1216,.5,1500,.5,15.4,1150,3.1,233.4
408,2013-04-11,6.3,4.6,453,9.9,1615,0,,0,12.3,1430,3.4,208.1
408,2013-04-12,7.8,3.7,317,12.2,1454,0,,0,9.7,1333,2.3,236.3
408,2013-04-13,12.1,4.8,510,18.7,1553,0,,0,12.5,1345,2.8,194.1
408,2013-04-14,9.2,5.4,2344,13.2,1,3,600,3,11.7,1140,3.1,298.1
408,2013-04-15,8.1,3,645,12.3,1704,0,,0,5.5,1211,1.2,154.7
408,2013-04-16,13.9,8.5,240,20.3,1206,0,,0,10.9,1037,2.3,222.2
408,2013-04-17,14.4,10.6,658,18.5,1505,0,,0,6.3,1155,2.1,14.1
408,2013-04-18,13,10.1,2349,17,1426,0,,0,10,1331,3.1,216.6
408,2013-04-19,10.9,6.2,558,15.6,1608,0,,0,7.8,1815,1.8,227.8
408,2013-04-20,7.1,4.3,1020,11.9,17,2,900,8.5,5.4,2011,1.3,222.2
408,2013-04-21,9.8,5.3,432,16.2,1500,0,,0,9.7,1638,2.3,202.5
408,2013-04-22,12.4,6.5,611,18.1,1443,0,,0,6.9,1716,1.7,309.4
408,2013-04-23,11.6,10.1,1852,14.9,1137,2,2200,7.5,6.5,1216,1.3,146.3
408,2013-04-24,13.1,9.3,2334,18.7,1348,0,,0,8.6,1430,2.4,208.1
408,2013-04-25,9.9,8.6,2349,13.1,1506,2.5,1100,4.5,13.8,1523,2.3,309.4
408,2013-04-26,12.5,8.1,129,16.8,1514,0,,0,9.6,1551,2.5,208.1
408,2013-04-27,13.5,8.8,555,19.4,1358,0,,0,10.1,1632,1.8,182.8
408,2013-04-28,16.3,10.5,216,21.9,1413,0,,0,7.6,1615,2,222.2
408,2013-04-29,14.3,10,2352,18.1,143,7,600,22.5,14.2,827,3.1,275.6
408,2013-04-30,13.9,8.8,333,19.9,1424,0,,0,9.1,1611,2.3,216.6
408,2013-05-01,13.4,9.3,555,18.4,1402,0,,0,7.4,1710,2.1,329.1
408,2013-05-02,12.9,9.4,545,16.9,1542,.5,2300,.5,10.6,1334,1.8,323.4
408,2013-05-03,12.8,9.2,611,18.1,1410,0,,0,8.4,1948,2.1,182.8
408,2013-05-04,14.4,9.9,536,20.2,1433,0,,0,8.5,1457,2.1,202.5
408,2013-05-05,15,9.8,531,21.4,1447,0,,0,8.7,1544,2,236.3
408,2013-05-06,15.5,9.5,551,22,1341,0,,0,7.6,1529,1.9,247.5
408,2013-05-07,19,12.2,607,26.1,1535,0,,0,6.5,1750,1.5,244.7
408,2013-05-08,19.6,13.9,548,26.3,1451,0,,0,6.9,1712,1.5,205.3
408,2013-05-09,18.2,14.7,600,23.2,1100,1,2300,1.5,7,1242,1.2,208.1
408,2013-05-10,14.3,11.1,2311,16.4,934,5,500,24,8.5,1143,2.1,196.9
408,2013-05-11,18.1,11.4,1,24.8,1628,0,100,0,7.7,1705,2.3,185.6
408,2013-05-12,19.5,16,332,23.7,1507,1,300,1,8.5,655,2.6,171.6
408,2013-05-13,22.2,18.5,332,27.4,1500,0,,0,8.2,1129,2.2,151.9
408,2013-05-14,20.4,16.7,607,25.2,1506,0,,0,7.5,1034,1.6,236.3
408,2013-05-15,19.8,16.6,604,24.5,1606,0,,0,6.5,1724,2.1,199.7
408,2013-05-16,21.3,14.8,537,27.8,1558,0,,0,7.5,1835,2.2,45
408,2013-05-17,20.1,15.4,512,25.5,1642,0,,0,6.3,1306,1.7,168.8
408,2013-05-18,18.1,14,2355,22.7,1258,4.5,2400,13.5,8.5,2014,1.6,320.6
408,2013-05-19,16.9,13.6,111,21.2,1519,5,100,21,6,2316,1.9,239.1
408,2013-05-20,15,12.6,427,18.9,1647,0,,0,7,1650,2.1,202.5
408,2013-05-21,18.1,10.3,544,24.7,1538,0,,0,7.1,1443,1.4,160.3
408,2013-05-22,19.3,13.6,400,25,1703,0,,0,5,1908,1.1,264.4
408,2013-05-23,22.2,15.6,549,30,1544,0,,0,6.4,1745,1.3,286.9
408,2013-05-24,22,17,523,27.8,1403,0,,0,7.3,2028,1.7,227.8
408,2013-05-25,24.7,18.9,519,31.3,1449,0,,0,5.8,1614,1.2,174.4
408,2013-05-26,24.3,21.4,614,28,1401,0,,0,6.2,1851,1.4,340.3
408,2013-05-27,19.7,17.6,2149,23.2,16,7,1700,49,9.5,1932,1.9,250.3
408,2013-05-28,19.1,17.8,132,20.9,1631,2.5,1400,10.5,6.7,2049,1.1,188.4
408,2013-05-29,16.5,15.3,2259,18.4,33,1.5,1600,1.5,6.7,1305,1.8,230.6
408,2013-05-30,19.6,14.7,325,25.4,1518,0,,0,7,1337,1.8,258.8
408,2013-05-31,21.3,13.8,539,28.5,1611,0,,0,5.6,1628,1.3,253.1
408,2013-06-01,22.2,18,515,28.1,1433,0,,0,6.4,1606,1.4,323.4
408,2013-06-02,23.4,16.1,542,30.3,1512,0,,0,5.5,1816,1,244.7
408,2013-06-03,21.9,19.3,537,27.1,1455,0,,0,8,1622,2,253.1
408,2013-06-04,23.2,17.4,419,29.2,1538,0,,0,7.3,713,1.3,343.1
408,2013-06-05,24.8,19.1,531,31,1503,0,,0,7.8,1624,1.1,309.4
408,2013-06-06,25.2,21.7,505,29.2,1612,0,,0,5.8,2010,1.1,230.6
