지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
402,2012-01-01,-2.7,-6.9,2353,1.2,1223,0,,0,7.8,1245,1.2,227.8
402,2012-01-02,-5,-9.5,711,-1,1518,0,,0,5.2,1436,.9,247.5
402,2012-01-03,-4.9,-8.4,815,-.3,1430,0,,0,6.1,2017,.9,286.9
402,2012-01-04,-6.7,-8.7,753,-3.6,1506,0,,0,6.5,1342,1.1,230.6
402,2012-01-05,-6.2,-11.4,644,-.9,1458,0,,0,5,1332,.9,239.1
402,2012-01-06,-3,-6.6,18,1.9,1450,0,,0,4.7,1508,1,233.4
402,2012-01-07,-4.3,-9.8,739,1.4,1444,0,,0,3.1,44,.8,50.6
402,2012-01-08,-3,-7.6,746,1,1449,0,,0,3.8,1455,.7,261.6
402,2012-01-09,-.5,-2.5,2339,3,1438,0,,0,5,1446,.8,227.8
402,2012-01-10,-2.5,-6.3,743,1.8,1434,0,100,0,4.7,1349,.9,247.5
402,2012-01-11,-5.1,-8.3,2356,-2,1447,0,,0,5.9,1355,1,194.1
402,2012-01-12,-5.1,-11.7,553,-.2,1642,0,,0,5.4,1650,1.1,227.8
402,2012-01-13,-1.2,-5.2,632,3.7,1353,0,,0,6,1404,.8,227.8
402,2012-01-14,-1.9,-8.2,730,3,1343,0,,0,5.1,1452,.8,253.1
402,2012-01-15,-2.2,-4.8,758,1.1,1522,0,,0,3.6,1508,1,225
402,2012-01-16,0,-6.6,639,7,1540,0,,0,4.1,1113,1,354.4
402,2012-01-17,2,-1.3,329,7.5,1426,0,,0,3,1527,.9,295.3
402,2012-01-18,.7,-4.2,740,5.4,1540,0,,0,4.3,2316,1,5.6
402,2012-01-19,4.9,0,8,7.9,1353,0,,0,8.1,1654,1.9,70.3
