지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
411,2018-01-01,-.5,-3.5,547,3.4,1431,0,7.4,1637,1.6,281.3
411,2018-01-02,-1.3,-4.7,2344,2,1329,0,11.8,1427,2.8,323.4
411,2018-01-03,-4.8,-7.2,616,-1.1,1422,0,10.4,2113,3.5,326.3
411,2018-01-04,-4.7,-8.5,725,-1.5,1406,0,5.2,632,1.9,329.1
411,2018-01-05,-2.9,-5.3,525,1.1,1440,0,7.2,2254,2,295.3
411,2018-01-06,-2.3,-5.8,400,1.8,1446,0,7,28,1.5,326.3
411,2018-01-07,0,-3.7,608,2.8,1428,0,8,845,.7,70.3
411,2018-01-08,1.2,-1.5,2358,4.6,1432,0,17.4,2106,2.2,278.4
411,2018-01-09,-4.1,-6.1,830,-1,1344,0,14.3,320,4.3,303.8
411,2018-01-10,-7.6,-10.4,2238,-4.6,1343,0,12.9,1540,4.5,295.3
411,2018-01-11,-11.1,-13.5,2327,-7.6,1344,0,9.7,1602,4.3,320.6
411,2018-01-12,-10.1,-15.1,701,-6.4,2359,0,7.5,16,2.4,289.7
411,2018-01-13,-3.6,-6.5,3,-.8,1446,0,5.3,939,2,78.8
411,2018-01-14,1.3,-3.5,331,5.9,1439,0,6.5,916,2.8,70.3
411,2018-01-15,4.6,2.4,2354,7.5,1335,0,6.8,551,1.8,278.4
411,2018-01-16,4.1,1.6,112,7.6,1314,0,4.6,1925,1.2,343.1
411,2018-01-17,4.7,2.3,443,8.5,1147,0,7.3,1656,1.7,284.1
411,2018-01-18,1.9,-.3,2344,5.2,1437,0,6.9,1316,2.7,312.2
411,2018-01-19,1.1,-2.4,646,5.4,1511,0,7.5,1437,1.9,323.4
411,2018-01-20,2.5,-.3,0,7.5,1350,0,7.9,1526,2,272.8
411,2018-01-21,.7,-2.9,657,4.8,1445,0,4.8,1832,1.4,329.1
411,2018-01-22,.4,-5.6,2346,4.6,1219,3.5,11,2203,2.5,303.8
411,2018-01-23,-12,-14.8,2344,-5.6,1,0,13.7,2346,5.7,300.9
411,2018-01-24,-14.3,-16.3,2333,-10.3,1509,0,15.3,1239,5.5,295.3
411,2018-01-25,-13.9,-16.6,716,-9.2,1452,0,11,1954,4.4,315
411,2018-01-26,-14.9,-18,749,-11.1,1522,0,11.3,429,4,326.3
411,2018-01-27,-9.7,-15,7,-5,1515,0,6.2,1811,1.8,331.9
411,2018-01-28,-6.1,-9.4,2323,-1,1351,0,11.9,1707,3.2,326.3
411,2018-01-29,-8.4,-11.3,631,-4.8,1503,0,14.6,1144,4.1,295.3
411,2018-01-30,-4.7,-10.5,343,-.3,1251,.5,6,1518,1.3,174.4
411,2018-01-31,-2.3,-4.3,2355,-.2,1551,0,6.4,1354,2.3,323.4
411,2018-02-01,-3.8,-7.9,541,1.1,1343,0,7.7,1547,2.3,267.2
411,2018-02-02,-2.1,-7.1,622,2.9,1445,0,6.5,1602,1.8,278.4
411,2018-02-03,-7.4,-10.2,2356,-1.4,1,0,11,321,4.9,292.5
