지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
421,2015-01-01,-6.2,-8.1,801,-3.5,1452,0,,0,12.3,826,3.6,286.9
421,2015-01-02,-4.1,-6.8,6,-.8,1501,0,,0,10.2,1332,2.1,315
421,2015-01-03,-1.4,-6.6,518,2.4,1516,0,,0,6.1,1638,1.5,227.8
421,2015-01-04,3.2,1.1,521,7.2,1551,0,,0,5.6,529,1,160.3
421,2015-01-05,4.2,-.2,259,8.2,1605,.5,2400,.5,4.7,1425,1.3,151.9
421,2015-01-06,-1.5,-5.2,2326,4.6,1,1,200,2,14.1,842,3,275.6
421,2015-01-07,-3.7,-6.4,745,-.7,1546,0,,0,8.5,1459,2.3,227.8
421,2015-01-08,-3,-6,631,.4,1539,0,,0,6.8,1252,1.6,227.8
421,2015-01-09,-.7,-5.1,702,3.3,1526,0,,0,7.5,1453,1.8,219.4
421,2015-01-10,1.2,-3.5,827,5.2,1440,0,,0,8.7,1501,1.7,236.3
421,2015-01-11,.9,-2.1,2326,3.4,444,0,,0,10.5,1429,2.9,239.1
421,2015-01-12,-.9,-4.3,637,3.4,1507,0,,0,6,540,1.5,0
421,2015-01-13,1.3,-3.3,441,5.6,1504,0,,0,4,859,1,16.9
421,2015-01-14,3.8,.8,712,6.4,1452,0,,0,4.9,1308,1.2,0
421,2015-01-15,4.1,1.3,830,8.4,1512,0,,0,7.6,1618,1.9,258.8
421,2015-01-16,2,-1,2246,4.4,1225,0,,0,11.7,1641,3.4,264.4
421,2015-01-17,-2.2,-5.7,807,.9,1529,0,,0,10.1,120,2.7,326.3
421,2015-01-18,-.3,-4,509,2.6,1606,1,2200,2.5,8.4,1741,1.9,191.3
421,2015-01-19,1.4,-1.5,2356,3.8,1237,0,,0,10.9,45,2.7,264.4
421,2015-01-20,.3,-4.1,807,3.9,1540,0,,0,4.4,1423,1.3,354.4
421,2015-01-21,3.6,.2,643,6.7,1613,0,,0,4.8,1906,1.1,16.9
421,2015-01-22,4.6,2.4,404,7.5,1443,0,,0,5.7,1037,1.7,345.9
421,2015-01-23,2.4,-.1,620,5.1,1655,0,,0,7.2,1727,1.8,227.8
421,2015-01-24,4.7,2.4,509,8,1408,0,,0,7.4,1507,1.6,250.3
421,2015-01-25,3.7,1.6,559,5.6,1341,.5,1700,3,5.7,1148,1.7,87.2
421,2015-01-26,4.5,1.8,2210,7.2,1630,.5,300,.5,7.6,1856,1.9,261.6
421,2015-01-27,-2,-4.9,2315,1.9,3,0,,0,9.7,2008,3,317.8
421,2015-01-28,-2.6,-7,805,2.2,1553,0,,0,7.4,733,1.9,2.8
421,2015-01-29,.3,-2.6,526,3.3,1604,0,,0,5,2242,1.3,213.8
421,2015-01-30,-1.7,-4.7,2251,1.5,1414,0,,0,9.8,1259,2.9,247.5
421,2015-01-31,-2.9,-5.7,735,.8,1531,0,,0,7.7,1558,2.3,233.4
421,2015-02-01,-1.1,-4.7,642,3.1,1611,0,,0,5.6,1623,1.4,244.7
421,2015-02-02,.7,-3.1,509,5.3,1617,0,,0,5.4,1927,1.2,241.9
