지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
420,2010-01-01,-9.4,-15.5,408,-4.9,2324,0,,0,11.2,45,1.5,353.8
420,2010-01-02,-5.5,-11.1,2400,-1.4,1409,0,,0,9.5,2338,1.8,346.7
420,2010-01-03,-9.3,-14,754,-4.9,1412,0,,0,9.8,154,1.6,358.6
420,2010-01-04,-8.7,-14.5,2331,-4.5,929,.5,1000,.5,13.1,535,,79.8
420,2010-01-05,,-18.4,2325,-9.7,1427,0,,0,8.3,1800,,3.3
420,2010-01-06,,-19.2,651,-10,1234,0,,0,6.7,2312,,347.1
420,2010-01-07,-12.4,-16.5,635,-8.5,1327,0,,0,5.7,26,1.2,10.2
420,2010-01-08,-10,-12.7,105,-6,1015,0,,0,7.3,1849,1.3,351.8
420,2010-01-09,-6.8,-10.3,45,-4.2,1323,0,,0,4.7,334,,355.5
420,2010-01-10,-6.7,-11.3,707,-3.2,1313,0,,0,5.6,1928,,343.7
420,2010-01-11,-7.5,-12.3,2250,-3.1,1325,0,,0,7.5,2058,,7.1
420,2010-01-12,-13.7,-17.6,2355,-8.1,1334,0,,0,6.9,503,1.5,14.5
420,2010-01-13,-16.3,-19.8,627,-12,1341,0,,0,12.4,2252,1.6,342.3
420,2010-01-14,-11.3,-17.3,243,-7.3,1407,0,,0,5.3,1,1,222.9
420,2010-01-15,-7.3,-11.1,2328,-2.5,1335,0,,0,7.8,2117,1,351.4
420,2010-01-16,-8.4,-11.4,49,-5.2,1442,0,,0,4.7,1215,1.5,11.7
420,2010-01-17,-5,-9.2,413,-1,1339,0,,0,5,1326,1.1,265
420,2010-01-18,-1,-5.2,39,1.7,1521,0,,0,4.9,2320,.8,99.5
420,2010-01-19,2.7,-2.5,328,6.7,2351,2,2200,4,10.1,2322,1.9,118.5
420,2010-01-20,6.3,.6,2400,8.7,1218,2,200,7.5,10.3,257,1.8,137.8
420,2010-01-21,-7,-11.7,2353,.6,1,.5,200,.5,11.9,342,2.8,346.2
420,2010-01-22,-10,-13.2,532,-4.8,1405,0,,0,7.3,1714,1.2,6.8
420,2010-01-23,-8,-12.5,254,-3.1,1319,0,,0,7.3,1029,1,342.7
420,2010-01-24,-2,-7.4,1,2.3,1349,0,,0,7.8,1514,1.1,257.1
420,2010-01-25,-5.9,-12.5,2343,.1,55,0,,0,9.5,2122,2.2,342
420,2010-01-26,-6.6,-12.9,57,-2,1257,0,,0,7.8,13,1.1,348.7
420,2010-01-27,-.6,-5.9,200,2.3,1143,1,1900,2.5,8,1710,1.7,101.6
420,2010-01-28,-3.3,-8.9,2356,1.2,1,0,,0,7.3,713,1.2,56.9
420,2010-01-29,-4.9,-11,303,-1.4,1447,0,,0,10.5,1459,1.4,231.2
420,2010-01-30,-1,-3.5,705,2.3,1308,0,,0,6.3,1309,.9,150.2
420,2010-01-31,-.3,-1.5,1,1.1,1625,0,,0,3.7,659,.6,261.9
420,2010-02-01,-1.5,-6.4,2358,2.9,1458,0,,0,8.1,2115,1.6,345
420,2010-02-02,-9.5,-13.1,2400,-4.6,1307,0,,0,8.3,31,1.8,347.3
420,2010-02-03,-11,-15.6,708,-6.9,1308,0,,0,8.3,1,1.1,347.3
420,2010-02-04,-7.3,-12.6,725,-2.5,1416,0,,0,8.1,1442,1.4,206.8
420,2010-02-05,-8.9,-12.3,730,-3.6,1406,0,,0,7.7,2355,1.5,343.9
420,2010-02-06,-6.7,-11.5,126,-1.9,1409,0,,0,8.6,14,1.6,343.2
420,2010-02-07,-.1,-5.4,205,3.7,1326,0,,0,6,1312,1.1,164.2
420,2010-02-08,2.7,1.4,10,4.2,1231,.5,1500,1,5,1155,.9,95.3
420,2010-02-09,2.9,1,248,4.3,1539,2,1800,12,5,245,.6,354.8
420,2010-02-10,2.3,1.6,1630,3.7,907,.5,1400,1,11.3,2313,2.1,88.4
420,2010-02-11,-1.8,-3.3,2255,1.5,1,0,,0,16.7,950,4.5,71.1
420,2010-02-12,-3,-4.2,414,-1.3,1503,.5,1300,.5,16.7,1,2,71.1
