지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
416,2024-01-01,1.8,-3,238,7.2,1153,0,4.7,1255,.3,163.5
416,2024-01-02,1.1,-.8,2018,4.7,1445,0,3.7,1500,.3,273.1
416,2024-01-03,.1,-3.8,0,3.2,1115,.5,3.7,1413,.3,341.8
416,2024-01-04,1,-6.2,719,5.7,2236,0,7.9,2224,1,204.8
416,2024-01-05,4,-2.4,2346,9.1,1434,0,6.2,319,1.1,254.9
416,2024-01-06,-1.2,-6.2,755,4.6,1505,1.5,5.6,1444,.6,345.7
416,2024-01-07,-6.6,-11.3,2357,-2.3,2,0,9.3,1141,1.3,292.1
416,2024-01-08,-6.8,-13.8,549,-.8,1431,0,3.9,1346,.4,120.2
416,2024-01-09,-1.4,-3.7,2352,.4,1423,1.5,2.9,758,.4,61.7
416,2024-01-10,-3.7,-8.8,732,2.8,1540,0,3,1234,.2,265.8
416,2024-01-11,.3,-4.6,559,4.2,1549,0,4.9,1056,.5,295.1
416,2024-01-12,-1.7,-5.2,2346,4,1421,0,4.9,1605,.6,292.1
416,2024-01-13,-3,-7.8,736,5.7,1510,0,4.1,1449,.4,255
416,2024-01-14,-1.4,-5.4,647,6.9,1118,2.5,11.8,1148,.8,248.7
416,2024-01-15,-5.8,-10.3,759,.7,1527,0,4.5,1517,.6,261.9
416,2024-01-16,-4.8,-11.2,757,4,1549,0,3.3,1345,.3,254.9
416,2024-01-17,-.7,-6.2,102,1.4,1115,6.5,3.3,1406,.4,84.7
416,2024-01-18,4.3,.3,144,9.2,1534,.5,10.8,2338,1,41.9
416,2024-01-19,5.7,4.1,2124,9.2,1259,0,13.6,2010,2.5,38.8
416,2024-01-20,3.5,1.9,2036,4.8,1136,1,14.9,1849,3,72.4
416,2024-01-21,1.2,-2.7,2350,3.7,1319,0,5.5,2334,1,229.6
416,2024-01-22,-8.8,-12.2,2328,-2.7,1,0,8.8,1458,2.5,206
416,2024-01-23,-12.1,-15,627,-8.9,1452,0,9.3,1910,1.9,234.5
416,2024-01-24,-9.2,-13.7,516,-4,1547,0,9.7,1041,1.5,45.2
416,2024-01-25,-7.7,-13.9,736,-.7,1527,0,5,1318,.6,303.4
416,2024-01-26,-4.4,-10.6,724,3.5,1407,0,4.9,1411,.6,27.7
416,2024-01-27,-2.8,-8.6,724,3.9,1404,0,7.3,1406,.5,347.1
416,2024-01-28,-3.8,-8.7,758,3,1558,0,5.8,1520,.5,33.3
416,2024-01-29,-3.3,-8.8,719,4.2,1348,0,6.4,1306,.6,236.4
416,2024-01-30,-1.8,-8.3,750,7.8,1552,0,3.1,1223,,291.5
416,2024-01-31,1.9,-4,1,10,1426,0,5.1,1438,.6,231.1
416,2024-02-01,.3,-4.4,629,7,1523,0,4.6,1608,.7,323
416,2024-02-02,1.3,-3.2,2357,7.3,1437,0,5.2,1206,.8,188
416,2024-02-03,2.9,-4.3,231,8.6,1343,0,6.2,910,.7,57.1
416,2024-02-04,4.9,.3,536,10.8,1504,0,6.5,2356,.6,44.1
416,2024-02-05,2.8,-.1,2329,6.2,25,3.5,13.3,1145,2.4,177.1
416,2024-02-06,.7,-.5,613,2.7,1219,0,3.1,1258,.5,313.9
416,2024-02-07,-.5,-4.2,2340,2.7,1426,0,3.6,105,.4,348.3
416,2024-02-08,-1.7,-6.7,719,5.6,1509,0,4.6,1525,,37.9
416,2024-02-09,-1.4,-6.3,645,5.1,1435,0,5.9,1431,,339.1
416,2024-02-10,-.5,-4.9,459,6.6,1521,0,7.2,1534,.7,33.6
416,2024-02-11,-1.6,-7.5,737,4.8,1335,0,6.8,1340,.6,238.3
416,2024-02-12,1.6,-6.7,751,9.7,1614,0,6.5,2312,.8,185.3
416,2024-02-13,10.7,7.4,21,14.3,1429,0,9.4,1256,2.3,244.7
416,2024-02-14,14,11.6,832,17.3,1404,0,8.9,538,1.6,170.6
416,2024-02-15,3.5,-1.2,2354,11.5,1,9.5,7.1,1136,.9,35.4
416,2024-02-16,.5,-4.2,711,7.7,1509,0,4.7,1347,.6,293.4
416,2024-02-17,1.7,-4.5,658,10.2,1613,0,5.6,1315,.7,205.8
416,2024-02-18,7.2,-2,727,14.3,2310,7.5,12.1,2232,1.8,155.5
416,2024-02-19,9.8,3.6,2348,14.1,44,5.5,9.8,16,1.3,211.9
416,2024-02-20,4.2,2.1,503,7.4,1447,2,10.9,2242,1.4,139.6
416,2024-02-21,2.4,.4,2318,4.8,44,13,12.8,1149,3.4,69.8
416,2024-02-22,.5,-.4,600,2,1331,5,10.3,1243,1.8,43.6
416,2024-02-23,1.8,-2.1,736,6.3,1517,0,9.4,2239,2,152.7
416,2024-02-24,1.7,-1.6,408,5.6,1333,1.5,9,1057,1.7,109.2
416,2024-02-25,1.7,-2.3,2347,6.3,1635,1.5,6.7,1440,.6,340.1
416,2024-02-26,2,-4.1,705,9.4,1320,0,5.9,2322,.7,150.3
416,2024-02-27,4.5,0,36,9.4,1511,0,13.5,748,2.8,158.6
416,2024-02-28,5.1,.3,408,10.1,1435,0,4.5,1233,.7,280.8
416,2024-02-29,3.4,-.8,2356,9.2,1435,0,7.6,1947,.9,347.1
416,2024-03-01,-4.6,-8.7,2351,-.3,15,0,9.7,1157,2.5,261.3
416,2024-03-02,-1,-11,438,4.4,2331,0,10.4,1411,1.6,305.6
416,2024-03-03,2.1,-3.1,657,7.7,1417,0,7.9,1338,1.1,260.1
416,2024-03-04,3.2,-5.7,655,11.6,1505,0,4.5,1248,.6,5.2
416,2024-03-05,7.3,3.4,1,11.2,1602,0,8.7,2034,1.5,65.6
416,2024-03-06,5.1,-.2,641,10.3,1543,0,7.3,2105,1.1,170.8
416,2024-03-07,2.5,-2.8,2356,7.6,1214,.5,7.2,731,1.2,213.8
416,2024-03-08,.4,-4.6,629,6.3,1442,0,9.8,1315,1.6,9.3
416,2024-03-09,-.3,-7,636,6.9,1541,0,6.2,1349,.8,132.8
416,2024-03-10,1.6,-6.1,646,10,1514,0,7.6,1541,1,15.9
416,2024-03-11,4.4,-1.9,615,10.9,1653,0,6.5,1458,.6,271.1
416,2024-03-12,4.4,-.4,2340,11.4,1538,1.5,5,1548,.6,195.7
416,2024-03-13,4,-3.2,551,11.8,1255,0,10.3,1615,1.1,262.7
416,2024-03-14,6,-.8,213,15,1430,0,6.6,1557,.9,12.4
416,2024-03-15,6.5,-.7,636,14.1,1523,0,6.2,1406,.9,263.2
416,2024-03-16,8.8,-.1,649,18.2,1535,0,8.3,1700,.8,219.3
416,2024-03-17,7.7,-.3,2359,12.5,1451,0,10,1037,1.9,236.7
416,2024-03-18,4.5,-3.3,554,13.2,1420,0,6.1,1532,.9,278.6
416,2024-03-19,6.2,1.5,1,10,1459,0,12.3,1814,2.2,319.2
416,2024-03-20,2.7,-2.9,642,8.6,1551,0,9.2,1418,1.5,261.8
416,2024-03-21,2.9,-5,629,11.1,1437,0,7.3,1516,.8,200.8
416,2024-03-22,10.1,-.3,1,15.1,1631,4,14.7,909,2.1,186.8
416,2024-03-23,11.2,6.5,2344,18.2,1557,.5,6.6,1503,1.1,266.3
416,2024-03-24,12.8,5.7,233,22.6,1649,0,8.4,1026,1.1,126.9
416,2024-03-25,9.8,6.5,2232,13.1,738,6.5,13.5,1851,2.1,171.8
416,2024-03-26,5.9,1.6,707,12.1,1554,16,6.4,32,1.4,118.5
416,2024-03-27,8.6,1.2,551,16.1,1455,0,5.8,1532,.8,94.7
416,2024-03-28,9.6,6.4,2354,12.9,1519,1.5,5.6,1941,1,312.2
416,2024-03-29,6.3,.8,2354,12.9,1623,0,8.7,1719,1.4,231.1
416,2024-03-30,7,-.9,537,15.9,1522,0,7.2,1501,1,288.1
416,2024-03-31,8.2,-1.7,613,16.8,1500,0,6.9,1332,.9,262.5
416,2024-04-01,9.2,.5,623,18.9,1453,0,5.9,1501,.8,67
416,2024-04-02,12.6,2.3,534,23.3,1440,0,6.4,1506,.8,150.1
416,2024-04-03,15.8,8.2,37,20.6,1438,0,5.9,211,.9,138.5
416,2024-04-04,14.8,9.9,224,20.3,1522,0,8.7,931,1.4,141.8
416,2024-04-05,12.9,5.9,2359,18.9,1447,0,11.3,1622,1.2,6.5
416,2024-04-06,10.2,3.3,603,18.8,1506,0,6,1452,.7,8.5
416,2024-04-07,12.3,2.6,601,22.8,1512,0,6,1737,.8,312.4
416,2024-04-08,13.8,6.1,524,22.5,1419,0,4.9,1344,.6,90.5
416,2024-04-09,13.5,7.8,2240,20.3,1537,0,13.9,808,1.9,132.9
416,2024-04-10,12.8,9.3,533,17.8,1456,0,6.5,1701,1.4,264.1
416,2024-04-11,13.6,8.6,2347,21,1509,0,4.6,1515,.7,203.8
416,2024-04-12,14.9,7.2,235,23.8,1532,0,5.6,1458,.9,9.7
416,2024-04-13,16.3,5.8,524,26.7,1357,0,7.6,1449,.8,230.4
416,2024-04-14,18.2,8,551,28.5,1447,0,7.4,1320,.8,180.2
416,2024-04-15,15.7,10.9,2050,21.7,30,17.5,12.6,1003,2.2,191
416,2024-04-16,12.4,8.8,2357,17.3,1555,2,5,1345,.9,235.8
416,2024-04-17,13.5,8.2,38,21.4,1406,0,6.5,1413,1,264.5
416,2024-04-18,14.5,6.6,517,24.8,1430,0,6.2,1536,.8,265
416,2024-04-19,15,6.7,545,23.7,1421,0,6.7,1437,.9,17.2
416,2024-04-20,14.1,11.2,49,18.7,911,4,11.1,2328,1.6,138.2
416,2024-04-21,17.4,13.9,232,20.9,1146,0,11.9,36,2.6,115.7
416,2024-04-22,18.3,14.3,630,23,1608,0,8.2,2308,2,120.8
416,2024-04-23,17,13.3,508,23.2,1344,0,9.2,803,2.3,169.5
416,2024-04-24,12.6,9.8,2353,16.3,1358,7,7,27,1.4,113.8
416,2024-04-25,13.2,9.4,2359,20.1,1446,0,5.2,1511,.9,236.3
416,2024-04-26,15.5,7.5,547,25.5,1555,0,4.9,1746,.7,314.5
416,2024-04-27,15.7,6.1,546,25.8,1458,0,5.3,1640,.9,35.8
416,2024-04-28,17.9,8.3,544,28.4,1521,0,4.1,1317,.7,206.5
416,2024-04-29,18.9,13.4,304,25.6,1334,0,8.1,542,1.3,95.7
416,2024-04-30,16.7,12.6,2205,22.2,1438,0,5.7,1542,.9,170
416,2024-05-01,16.6,10.7,2358,23.3,1425,0,6.9,1123,1.2,61.4
416,2024-05-02,15.2,7.8,549,23.5,1442,0,7.5,1355,.9,13.7
416,2024-05-03,16.6,6.4,527,27.8,1619,0,4.8,1358,.8,250.1
416,2024-05-04,18.9,8.8,530,28.1,1429,0,6,1415,.9,9.3
416,2024-05-05,17.9,15,411,20,736,41.5,14.2,1503,2.4,156.3
416,2024-05-06,13.6,12.8,1833,15.3,1,16,6.1,1048,1.2,185.4
416,2024-05-07,13.3,11.4,2346,15.5,1621,1.5,10,2009,2,151
416,2024-05-08,13,5.5,519,21.3,1546,0,8,1501,1,309.2
416,2024-05-09,14.8,6.7,549,21.5,1509,0,8,1431,,308.2
416,2024-05-10,15.7,9.1,539,23.8,1544,0,8.4,1528,.6,331.3
416,2024-05-11,16.6,9.9,1,21.3,1234,36,9,1244,1.2,283.3
416,2024-05-12,15.2,9.3,456,21.8,1526,0,7.3,1544,1.1,262.6
416,2024-05-13,15.6,7.4,534,24.4,1430,0,6.1,1449,.9,289.5
416,2024-05-14,16,7.4,452,24.3,1349,0,8,1406,1,324.2
416,2024-05-15,10.6,6.7,2148,17.4,835,24.5,8.9,2058,1.3,63.1
416,2024-05-16,11.8,5.1,604,19.4,1530,0,8,1404,1.2,299.3
416,2024-05-17,15.9,6.7,331,25.2,1417,0,6.1,1557,1.1,309
416,2024-05-18,19.1,11.4,205,25.9,1511,0,6.2,1619,1.1,16
416,2024-05-19,19.2,11.9,518,27.5,1427,0,6,1557,.8,343.6
416,2024-05-20,18.2,13.9,21,22.3,1031,0,5.3,1313,.8,296.6
416,2024-05-21,20,15.5,2353,28.5,1551,0,5.1,1505,.9,67.6
416,2024-05-22,18.2,13.3,2355,25.1,1447,0,6.3,1553,.9,336.5
416,2024-05-23,18.3,11.8,307,25.6,1512,0,5.7,1435,1,38.9
416,2024-05-24,18.5,15.1,2353,23.5,1713,0,4.7,1145,.9,65.2
416,2024-05-25,19.4,14.7,103,24.4,1358,0,7,1311,.9,197.3
416,2024-05-26,19.4,16.2,516,23.4,1050,10,6.9,1923,1.5,311.1
416,2024-05-27,16.8,12.1,603,22.8,1352,0,9.8,1301,1.5,9.3
416,2024-05-28,17.7,10.5,511,25.6,1637,0,7.9,1028,1.2,64.7
416,2024-05-29,18.3,11.2,444,26.6,1334,0,5.3,1540,.8,125.3
416,2024-05-30,18,11.4,544,24,1528,0,3.1,1056,.5,316.6
416,2024-05-31,18.7,11.5,509,25,1447,0,6,1404,1.2,350.3
416,2024-06-01,19.3,13.6,2345,25.2,1444,0,6.7,1527,1.4,283.7
