지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
400,2012-01-01,-1.5,-5.4,2304,1.5,108,0,,0,9.2,1501,1.6,278.5
400,2012-01-02,-3.6,-7.1,736,-.4,1511,0,,0,4.4,2216,1.2,257.1
400,2012-01-03,-3.4,-5.6,806,.4,1436,0,,0,7.4,1948,1.6,279.7
400,2012-01-04,-6.1,-8,803,-2.8,1516,0,,0,6.8,612,2.3,278.5
400,2012-01-05,-4.3,-8.7,703,-.8,1450,0,,0,5.5,1427,1.6,262.7
400,2012-01-06,-1.8,-4.2,706,1.9,1431,0,,0,5.6,1500,1.7,246.1
400,2012-01-07,-2.5,-6.8,729,2.5,1430,0,,0,3.8,1801,1.2,297.2
400,2012-01-08,-1.6,-5,753,1.3,1241,0,,0,5.2,1615,1.3,280
400,2012-01-09,.7,-.9,700,3.3,1404,0,,0,6,1341,1.3,247.8
400,2012-01-10,-1.1,-3.9,705,2.1,1354,0,,0,6.1,1449,1.7,267.2
400,2012-01-11,-4.5,-6.5,2346,-2,1513,0,,0,7.5,1319,2.1,264.9
400,2012-01-12,-3.4,-8.7,557,.3,1623,0,,0,6.6,1629,1.4,252.9
400,2012-01-13,-.2,-2.4,2331,3.9,1432,0,,0,7.3,1506,1.6,266.9
400,2012-01-14,-.4,-5.3,758,3.2,1517,0,,0,5.6,1442,1.5,269.4
400,2012-01-15,-.9,-3,828,1.5,1520,0,,0,4.9,29,1.5,252.7
400,2012-01-16,1.9,-3.8,802,8.4,1453,0,,0,2.8,1405,.9,7.3
400,2012-01-17,3.6,1,320,8.2,1504,0,,0,6.1,1806,1.2,257.7
400,2012-01-18,2.5,-.9,810,6.4,1430,0,,0,4.1,1804,1.1,290.1
400,2012-01-19,5.5,2.1,351,7.9,1236,.5,1700,.5,6.6,1918,1.8,64.1
400,2012-01-20,6.1,5.1,421,8.4,1329,.5,100,.5,6.1,327,2.2,77.4
400,2012-01-21,3.4,-1.2,2338,6.3,1536,0,,0,6.5,2240,1.5,282.8
400,2012-01-22,-6.2,-10,2356,-1.1,1,0,,0,8.3,1455,2.8,268.2
400,2012-01-23,-8.2,-10.6,649,-4.2,1531,0,,0,6.9,1446,2.1,254.7
400,2012-01-24,-6.1,-10,651,-2.2,1522,0,,0,5.9,1534,1.6,288
400,2012-01-25,-6.8,-10.2,804,-3.7,1601,.5,100,.5,7.9,1015,2,268.2
400,2012-01-26,-1.8,-7,100,2.9,1548,0,,0,7.6,1518,1.2,299.3
400,2012-01-27,.1,-4.2,643,5.1,1548,0,,0,4.9,2335,1.2,262
400,2012-01-28,-.5,-4.6,752,3.6,1506,0,,0,4.2,1247,1.3,277.8
400,2012-01-29,-1.2,-3.7,2357,2.8,1433,0,,0,7.2,1631,1.8,319.7
400,2012-01-30,-4.1,-7.2,753,-.3,1327,0,,0,6.9,444,2,279.5
