지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
404,2018-01-01,-1.8,-6.4,700,3.3,1507,0,,,.9,
404,2018-01-02,-1.9,-5,457,1.5,1406,0,,,1.9,
404,2018-01-03,-4.3,-6.8,603,-1,1445,0,,,2.6,
404,2018-01-04,-4.7,-8.3,701,-2.3,1500,0,,,1.4,
404,2018-01-05,-3,-5.8,230,.9,1437,0,,,1.3,
404,2018-01-06,-3.2,-8.1,742,1.8,1513,0,,,1.3,
404,2018-01-07,-1.7,-7.3,543,2.6,1627,0,,,1,
404,2018-01-08,1.2,-.9,2342,4.2,1347,.5,,,1.8,
404,2018-01-09,-3.7,-5.8,2344,-.7,2,0,,,2.7,
404,2018-01-10,-6.8,-9.4,2343,-4.7,1307,0,,,3,
404,2018-01-11,-10.3,-12.4,2348,-7.6,1321,0,8,1938,2.8,320.6
404,2018-01-12,-9.2,-14.4,809,-6.3,1630,0,,,1.7,
404,2018-01-13,-3.2,-6.3,1,-.3,1518,0,4,620,1.2,120.9
404,2018-01-14,1.5,-3.7,417,5.6,1550,0,6.6,1556,1.8,182.8
404,2018-01-15,4.2,-.4,2334,7.1,1458,0,5.9,1203,1.5,340.3
404,2018-01-16,2.8,-1.6,115,6.9,1317,0,,,1,
404,2018-01-17,3.5,.7,729,8,1428,0,,,1.2,
404,2018-01-18,2,-.4,2354,3.9,251,0,,,1.6,
404,2018-01-19,.7,-2.8,812,5,1549,0,,,1.3,
404,2018-01-20,2.2,-2.8,110,6.8,1511,0,,,1.7,
404,2018-01-21,-.6,-5,737,4.4,1453,0,,,1.1,
404,2018-01-22,-.2,-5.4,2356,4.8,1439,3,,,1.8,
404,2018-01-23,-11.4,-13.8,2352,-5.3,48,0,,,3.6,
404,2018-01-24,-13.5,-15.1,741,-10.6,1420,0,,,4.1,
404,2018-01-25,-13.3,-15.7,810,-9.5,1437,0,,,3.3,
404,2018-01-26,-14.4,-17.1,738,-11.5,1458,0,,,3.2,
404,2018-01-27,-10,-16,641,-4.8,1611,0,,,1.3,
404,2018-01-28,-5.6,-8.1,650,-.9,1348,0,,,2,
404,2018-01-29,-7.8,-11,730,-4.8,1556,0,,,2.6,
404,2018-01-30,-5.2,-12.5,659,-1.1,1911,1,,,1.1,
404,2018-01-31,-2.6,-6.9,2331,0,1501,0,,,1.3,
404,2018-02-01,-4.8,-10.6,728,.8,1632,0,6.3,1405,1.4,326.3
404,2018-02-02,-3,-9.4,657,2.8,1508,0,,,1.2,
404,2018-02-03,-6.9,-9.5,2359,-1.6,10,0,,,3.1,
404,2018-02-04,-8.7,-11.8,744,-4.9,1553,0,,,2.8,
404,2018-02-05,-8.5,-11.4,316,-4.7,1446,0,,,2.9,
404,2018-02-06,-9.5,-11.8,758,-5.1,1536,0,,,3.1,
404,2018-02-07,-8.3,-14.2,521,-2.1,1554,0,,,1.4,
404,2018-02-08,-5.1,-10.9,712,1.2,1652,0,,,1.1,
404,2018-02-09,.4,-7.5,158,6.5,1522,0,,,1.1,
404,2018-02-10,-.5,-5.9,2329,3.4,1123,0,,,2.8,
404,2018-02-11,-5.5,-8.3,753,-2.1,1315,0,,,2.4,
404,2018-02-12,-5.1,-9.2,747,-1.8,1407,0,,,2.3,
404,2018-02-13,-.7,-8.8,656,4.7,1538,0,,,2.2,
404,2018-02-14,3.6,-.5,2351,8.9,1441,0,,,2.9,
404,2018-02-15,-.6,-3.5,741,3.3,1536,0,,,2.3,
404,2018-02-16,-1.1,-6.8,713,4,1335,0,,,1.9,
404,2018-02-17,-2.4,-5.8,738,1.8,1554,0,,,2.7,
404,2018-02-18,-.7,-4.1,235,4.9,1523,0,,,1.4,
404,2018-02-19,1.2,-3.4,411,6.1,1604,0,,,1.2,
404,2018-02-20,.8,-4.3,535,5.5,1527,0,,,1.8,
404,2018-02-21,-.8,-5.6,742,3.7,1449,0,,,2.3,
404,2018-02-22,1.7,-3.6,212,6.3,1509,.5,,,2.5,
404,2018-02-23,4.3,-1.8,735,9.1,1450,4.5,,,1.8,
404,2018-02-24,2.1,-.7,2158,5.6,1453,0,,,1.9,
404,2018-02-25,1,-2.2,817,6.9,1627,0,,,1.6,
404,2018-02-26,2,-4.2,606,8.8,1421,0,,,1.1,
404,2018-02-27,4,-1.9,416,6.9,1456,0,,,.8,
404,2018-02-28,4.1,1.5,2206,8.5,1234,20,,,1.9,
404,2018-03-01,.3,-3.3,2345,4.1,523,.5,,,3.6,
404,2018-03-02,-.5,-5.9,617,4.3,1637,0,,,1.7,
404,2018-03-03,7.6,0,312,15.4,1554,0,,,1.5,
404,2018-03-04,9.4,6.9,28,12.2,1450,14,,,1.2,
404,2018-03-05,5.5,1.4,2259,9.9,1623,4,,,2.8,
404,2018-03-06,4.2,-1.7,634,9.8,1638,0,,,1.5,
404,2018-03-07,6.4,.5,207,11,1539,2.5,,,1.7,
404,2018-03-08,4.6,2.7,2157,9.2,1512,7.5,,,2.3,
404,2018-03-09,4.5,.9,656,9.2,1503,0,,,1.4,
404,2018-03-10,4.4,-.5,334,8.4,1436,0,,,1.9,
404,2018-03-11,6,2.4,2340,11.7,1447,0,,,1.6,
404,2018-03-12,7.1,1.2,104,14.9,1424,0,,,1.3,
404,2018-03-13,12.3,2.7,135,17.7,1420,0,,,2,
404,2018-03-14,16.9,13.4,4,21.5,1432,0,,,2.2,
404,2018-03-15,11.8,7.9,2353,16.5,247,23,,,2.1,
404,2018-03-16,7.7,4.7,702,11.8,1607,0,,,2.2,
404,2018-03-17,7.1,2.7,653,12.6,1512,0,,,2,
404,2018-03-18,7.7,5.3,343,11.5,1513,.5,,,1.4,
404,2018-03-19,,,,,,1.5,,,,
404,2018-03-20,5.3,2.4,2355,9.2,1200,0,,,3.6,
404,2018-03-21,2.4,1.1,1753,6.2,1206,1,,,2.5,
404,2018-03-22,5.2,.5,700,10.6,1331,0,,,1.8,
404,2018-03-23,5.9,1.1,251,11.9,1550,0,,,1.6,
404,2018-03-24,7.1,3.4,608,11.5,1249,0,,,1.7,
404,2018-03-25,8.7,4.8,447,15.5,1354,0,,,1.5,
404,2018-03-26,10.1,5.3,1,17.2,1428,0,,,1.4,
404,2018-03-27,12.6,5.6,359,19.4,1348,0,,,1.6,
404,2018-03-28,13.8,9.9,539,18.9,1414,0,,,1.9,
404,2018-03-29,14.4,10.1,2348,20.4,1442,0,,,1.4,
404,2018-03-30,13.7,7.6,416,21,1456,0,,,1.7,
404,2018-03-31,13.6,8.3,520,18.8,1305,0,,,1.4,
404,2018-04-01,15.1,10.4,36,18.4,1126,0,,,1.7,
404,2018-04-02,18.2,14,444,23.2,1440,0,,,1.8,
404,2018-04-03,17.1,14,2313,21,1331,0,,,2.2,
404,2018-04-04,12.8,9,820,17.9,1635,13.5,,,2.5,
404,2018-04-05,8.3,7.4,753,10.6,1,10,,,2.4,
404,2018-04-06,6,3.3,2357,8.8,1246,7.5,,,3.3,
404,2018-04-07,5,2.5,219,9.2,1531,0,,,4,
404,2018-04-08,4.3,.8,609,8.6,1343,2,,,1.9,
404,2018-04-09,7.7,-.1,659,14.9,1523,0,,,1.2,
404,2018-04-10,15.7,8.8,457,21.9,1238,3,,,4,
404,2018-04-11,12.4,8.5,616,17.1,1514,0,,,2.6,
404,2018-04-12,13,6.6,505,19.1,1401,0,,,2.2,
404,2018-04-13,14.5,7.1,542,18.8,1500,0,,,1.5,
404,2018-04-14,9.3,7.3,853,15.5,1,7,,,2.3,
404,2018-04-15,9.6,5.3,519,13.8,1337,0,,,2.2,
404,2018-04-16,11,3.6,528,18.7,1448,0,,,1.3,
404,2018-04-17,11.8,5.2,602,19.7,1309,0,,,1.5,
404,2018-04-18,11.5,4.8,557,18.1,1452,0,,,1.5,
404,2018-04-19,13.4,6.1,516,20,1437,0,,,1.6,
404,2018-04-20,17.1,8.9,552,24.8,1450,0,,,1.1,
404,2018-04-21,17.6,9.6,601,24.4,1337,0,,,1.4,
404,2018-04-22,15.1,11.4,2325,20.1,1425,15.5,,,1.4,
404,2018-04-23,10.3,9.4,826,12.3,45,47.5,,,2.6,
404,2018-04-24,12.3,8.2,2359,16.4,1327,4.5,,,1.9,
404,2018-04-25,13.8,4.5,541,23.1,1456,0,,,1.2,
404,2018-04-26,14.8,9.2,408,21.4,1414,0,,,1.6,
404,2018-04-27,15.2,9.8,528,22.2,1450,0,,,1.4,
404,2018-04-28,14.9,10.1,557,20.5,1425,0,,,1.8,
404,2018-04-29,15.6,8,541,22.3,1423,0,,,1.5,
404,2018-04-30,18.5,12.9,115,24.1,1548,0,,,1.4,
404,2018-05-01,20,17.2,128,22.7,1315,0,,,1.4,
404,2018-05-02,15,9.7,2352,19.3,15,4.5,,,2.1,
404,2018-05-03,12.2,7.6,446,16.2,1218,0,,,2.8,
404,2018-05-04,14.7,9.9,121,19.3,1512,0,11.7,1533,3,284.1
404,2018-05-05,18.2,11.4,310,24.2,1453,0,,,2.4,
404,2018-05-06,16.7,15,444,21.4,1621,17,,,1.2,
404,2018-05-07,18.6,13.9,429,25.7,1433,0,,,1.1,
404,2018-05-08,17.9,12.3,2353,23.5,1403,0,,,2.2,
404,2018-05-09,15.2,9,537,21.2,1541,0,,,1.8,
404,2018-05-10,14.8,10.6,540,20.2,1324,0,,,2,
404,2018-05-11,15.8,11.2,403,19.9,1410,0,,,1.7,
404,2018-05-12,14.2,11.5,814,16,1631,23,,,1.4,
404,2018-05-13,15.2,11.6,2220,19.1,1332,0,,,1.7,
404,2018-05-14,18.2,11.5,8,24.3,1728,0,,,1.1,
404,2018-05-15,22.9,14,535,29.6,1325,0,,,1,
404,2018-05-16,22.2,20.9,1228,23.9,456,29,,,1.7,
