지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
425,2021-01-01,-4.1,-11,543,2.2,1341,0,4.9,1427,.8,247.5
425,2021-01-02,-4.3,-9.1,734,.2,1419,0,8.9,1350,1.2,36.6
425,2021-01-03,-5,-9.9,446,.4,1314,0,7.3,1252,1.3,14.1
425,2021-01-04,-2.7,-8.9,715,1.6,1357,0,4.1,736,1.1,233.4
425,2021-01-05,-4.9,-11.1,0,-.5,1,0,9.7,1116,1.3,47.8
425,2021-01-06,-7.1,-13.7,529,-2,1456,8,11.6,2349,1.4,42.2
425,2021-01-07,-15.4,-19.5,744,-8.3,1,0,9.8,1339,2.1,2.8
425,2021-01-08,-16.6,-23.9,741,-9.1,1404,0,8.2,1955,1.7,28.1
425,2021-01-09,-14,-22.4,648,-6.1,1354,0,8.2,1332,1.3,0
425,2021-01-10,-8.6,-17.1,629,-2.2,1311,0,4,2142,1.2,236.3
425,2021-01-11,-7.1,-11.2,328,-2.6,1501,0,4.2,606,1.4,233.4
425,2021-01-12,-3.4,-11.4,739,1.9,1221,2.5,6.1,1039,1.1,180
425,2021-01-13,3.6,-3.7,437,9,1402,0,9.6,1454,1.7,225
425,2021-01-14,1.6,-3.8,719,7.7,1448,0,5.9,1346,1.3,84.4
425,2021-01-15,6,.7,23,11.6,1320,0,10.2,1411,1.7,244.7
425,2021-01-16,-3.8,-8.3,2357,.7,1,0,7.6,1536,1.3,22.5
425,2021-01-17,-5,-11.6,743,-.8,1429,0,5.6,1449,1,227.8
425,2021-01-18,-2.8,-9,2359,1.8,1224,0,15.4,1730,2.1,354.4
425,2021-01-19,-6.4,-13,606,0,1503,0,4.6,1219,1.6,39.4
425,2021-01-20,-.2,-7.1,244,7.8,1438,0,4.4,1515,1.5,78.8
425,2021-01-21,4.9,1.9,39,9,1215,11.5,4.3,1149,.7,129.4
425,2021-01-22,5.7,4.4,5,7.2,1453,0,2.4,34,.4,87.2
425,2021-01-23,7.5,3,632,12.4,1501,0,6.6,1359,1.4,95.6
425,2021-01-24,6.5,1,755,13.4,1505,0,5,1414,1.3,104.1
425,2021-01-25,7.7,2.6,533,14.8,1551,0,6.7,1206,1.4,50.6
425,2021-01-26,5.6,1.2,2326,8.7,530,2.5,7.1,1843,1,19.7
425,2021-01-27,2.8,-1.3,712,7.6,1322,0,6.9,1447,1.4,28.1
425,2021-01-28,-1.9,-9.5,2356,3.4,819,2,19.6,1725,2.4,340.3
425,2021-01-29,-8.3,-11.8,740,-3.1,1527,0,11.8,30,2,22.5
425,2021-01-30,-.6,-9.4,1,6.4,1418,0,6.9,1339,1.4,67.5
425,2021-01-31,4.3,-3.7,538,10.4,1516,0,6,2049,1.5,241.9
425,2021-02-01,6.5,-.8,0,12,1224,.5,9.7,2247,1.4,50.6
425,2021-02-02,-4.3,-7.6,744,-.7,1434,0,11.3,1223,1.9,16.9
425,2021-02-03,-2.7,-11,722,2.3,1319,2,9.3,2339,1.7,149.1
425,2021-02-04,-3.4,-9.3,740,1.6,1,1.5,8.2,1357,1.2,351.6
425,2021-02-05,1.4,-5.9,9,8.2,1442,0,6.8,1452,1.1,261.6
425,2021-02-06,7.5,2.2,1,11.6,1449,0,6.9,149,1.3,199.7
425,2021-02-07,4.2,-1.7,0,8.6,1415,0,10.4,1450,1.4,357.2
425,2021-02-08,-2,-4.6,620,1.7,1407,0,10,1408,1.9,343.1
425,2021-02-09,-.1,-6.2,731,6.1,1428,0,7.4,1444,1,22.5
425,2021-02-10,3.8,-1.9,434,8.2,1339,0,7.1,2015,1,236.3
425,2021-02-11,5.2,.4,608,11.3,1507,0,4.6,1213,1.4,67.5
425,2021-02-12,6.4,.9,608,14.2,1434,0,5.8,1519,1.2,340.3
425,2021-02-13,7.5,1,549,15.9,1349,0,4.5,1513,1.1,30.9
425,2021-02-14,10,6.1,645,15.7,1247,0,4.6,1143,.8,137.8
425,2021-02-15,2,-4.5,2335,8.7,44,.5,9.2,1154,1.6,210.9
425,2021-02-16,-4.4,-7.2,509,-1.1,1612,1.5,10.9,2041,1.7,19.7
425,2021-02-17,-7.7,-10.7,731,-3.4,1430,0,13.5,1449,3.1,343.1
425,2021-02-18,-5.4,-10.4,610,.4,1508,0,9.6,602,1.9,33.8
425,2021-02-19,2.3,-8.5,659,9.7,1614,0,8.4,2247,1.9,213.8
425,2021-02-20,9,4,714,15.6,1437,0,9.2,154,1.3,165.9
425,2021-02-21,12.3,4.9,128,18.6,1425,0,10.3,1642,1.8,230.6
425,2021-02-22,8.3,.9,0,14.6,1241,0,11,1455,1.8,28.1
425,2021-02-23,1.1,-2.6,646,5.4,1406,0,8.3,1240,1.6,11.3
425,2021-02-24,3.1,-2.5,711,9.8,1529,0,4.7,1342,1.2,53.4
425,2021-02-25,4.6,.5,333,9.3,1440,0,4.2,1508,1.2,132.2
425,2021-02-26,8,1,545,15.4,1413,0,7.9,1438,1.7,70.3
425,2021-02-27,8.8,2.3,433,15.6,1533,0,9.3,1017,1.5,53.4
425,2021-02-28,7.9,2.7,522,11.4,1604,0,4.6,937,1,104.1
425,2021-03-01,5.1,1.1,2257,8.8,29,71.5,7.7,1811,1.1,92.8
425,2021-03-02,2.3,-.1,2338,7.7,1451,.5,4.5,1928,1.1,233.4
425,2021-03-03,4,-1.2,701,10,1407,0,6.9,1246,1.5,120.9
425,2021-03-04,7.5,2.6,324,12.7,1606,0,6.5,1050,1.2,132.2
425,2021-03-05,9.2,2.9,654,16.5,1357,0,8.6,1426,1.3,0
425,2021-03-06,7,3.7,2030,12.4,1205,0,8,1454,1.5,70.3
425,2021-03-07,5.8,1.1,245,12.2,1446,0,5.7,1457,1.1,337.5
425,2021-03-08,6.9,1.3,632,13.7,1352,0,8,1618,1.4,22.5
425,2021-03-09,6.8,1.2,540,13.6,1427,0,7.3,1559,1.2,42.2
425,2021-03-10,8.3,1.6,635,17.1,1406,0,5.8,1117,1.3,84.4
425,2021-03-11,10.5,3.4,636,17.2,1431,0,5.3,1244,1.2,53.4
425,2021-03-12,10.4,6.3,2337,14.8,1244,0,7.7,1301,1,90
425,2021-03-13,9.2,4.1,633,15.3,1457,0,6.8,1627,1.2,19.7
425,2021-03-14,8.4,3.4,629,14.6,1414,0,5.4,1103,1.1,14.1
425,2021-03-15,11.2,4.7,401,16.5,1458,1.5,7,2020,1.7,284.1
425,2021-03-16,8.9,4,0,14.6,1426,1.5,8.5,1536,1.6,16.9
425,2021-03-17,8.6,1.4,526,17.7,1523,0,6.4,1832,1.5,236.3
425,2021-03-18,11.7,4,627,18.5,1458,0,5.4,1704,1.3,348.8
425,2021-03-19,14.9,10.4,613,20.3,1430,0,6.9,934,1.1,81.6
425,2021-03-20,9.8,7,2231,14.9,5,5,6.5,843,1.2,177.2
425,2021-03-21,6.7,3.7,2355,10.6,1214,0,10.3,1627,1.5,39.4
425,2021-03-22,6.2,1,514,12.2,1304,0,10,1419,1.7,216.6
425,2021-03-23,8.5,.7,459,17.2,1336,0,9.4,1323,1.6,199.7
425,2021-03-24,10.2,4.8,544,17.4,1441,0,7.4,1317,1.3,129.4
425,2021-03-25,11.6,5.4,2357,19.8,1347,0,7.2,1550,1.1,312.2
425,2021-03-26,11.3,3,538,19.7,1548,0,4.7,2129,1,225
425,2021-03-27,11.7,8.8,510,15.2,1125,27,6.1,1800,1.2,92.8
425,2021-03-28,9.4,8,658,13.9,32,8,8.9,530,1.7,185.6
425,2021-03-29,10,6,0,15.5,1307,.5,8.2,1717,1.5,210.9
425,2021-03-30,10.2,2.8,550,17.9,1446,0,7.7,1152,1.3,340.3
425,2021-03-31,13.4,5,628,21.8,1558,0,4.7,1958,1.4,261.6
425,2021-04-01,16.7,9.3,614,22.9,1459,0,9.4,1155,2.1,53.4
425,2021-04-02,17,12.9,343,21.7,1412,0,8,1048,1.8,45
425,2021-04-03,14.3,10.1,0,17.6,34,68.5,5.8,2210,.9,33.8
425,2021-04-04,11,6.4,2346,16.1,1356,1,8.3,949,1.5,112.5
425,2021-04-05,10.7,4,553,18.1,1553,0,6.2,1645,1.4,258.8
425,2021-04-06,12.9,7.3,559,19.9,1411,0,9.6,1445,1.2,84.4
425,2021-04-07,13,5.3,530,20.6,1419,0,8.5,1338,1.1,11.3
425,2021-04-08,12.3,5.8,516,18.1,1332,0,9,1909,1.7,45
425,2021-04-09,12,5.1,558,18.4,1318,0,6.2,2315,1.5,109.7
425,2021-04-10,11.4,5.4,617,18,1437,0,8.3,1457,1.4,233.4
425,2021-04-11,14,6.1,535,21.4,1509,0,6.1,1631,1.5,343.1
425,2021-04-12,13.4,10.8,1547,17.9,1119,24.5,6.9,1244,1.1,185.6
425,2021-04-13,10,5.6,0,14.5,957,6,9.9,147,1.6,244.7
425,2021-04-14,7.7,2.5,438,14.5,1257,0,9.5,1224,1.4,28.1
425,2021-04-15,10.2,3,310,18,1412,0,6.5,1632,1.3,227.8
425,2021-04-16,9.8,5.2,2207,14.7,1624,.5,7.8,1552,1.5,160.3
425,2021-04-17,8.9,4.2,508,14.1,1533,0,9.2,1418,1.4,210.9
425,2021-04-18,9.8,5,613,15.6,1524,0,9.7,1111,1.7,47.8
425,2021-04-19,11.1,3.3,542,19,1425,0,7.1,1321,1.1,171.6
425,2021-04-20,13.6,6,552,21.6,1323,0,7.3,1334,1.3,340.3
425,2021-04-21,17.7,8.6,540,27.3,1540,0,5.5,2014,1.1,270
425,2021-04-22,19.7,13.7,30,26.4,1316,0,7.3,448,1.3,292.5
425,2021-04-23,18,14.4,503,22.8,1106,0,7.7,1120,1.1,81.6
425,2021-04-24,17.1,13.1,452,22,1628,0,6.7,1347,.9,329.1
425,2021-04-25,15.9,10.4,540,22.5,1508,0,6.2,933,1.5,98.4
425,2021-04-26,15.4,10.7,513,20.2,1334,0,7.7,543,1.5,199.7
425,2021-04-27,14.3,9.4,354,19.8,1415,.5,8.7,1425,1.1,104.1
425,2021-04-28,13.2,8.6,536,18.9,1157,5,6.8,123,1.1,292.5
425,2021-04-29,13.4,9.1,530,19.1,1525,7.5,9.6,2220,1.3,210.9
425,2021-04-30,10.7,7.5,443,14.2,1224,21,6,1226,1.1,236.3
425,2021-05-01,10.2,8.1,2357,14.9,1234,4,8.8,1223,1.3,202.5
425,2021-05-02,11.3,7,2332,18.7,1426,2,8,1510,1.3,36.6
425,2021-05-03,12,5.1,518,19.7,1353,0,7.6,1414,1.2,185.6
425,2021-05-04,13.6,8.7,8,16.8,1611,22,5.7,2253,.7,253.1
425,2021-05-05,12.6,7,2358,18.8,1216,.5,9.2,215,1.5,28.1
425,2021-05-06,15,6.4,434,23.1,1347,0,8.4,1229,1.6,75.9
425,2021-05-07,13.7,7.8,2312,16.8,1237,5,10.6,1325,2.1,177.2
425,2021-05-08,,,,,,0,,,,
425,2021-05-09,14.7,7.5,523,22.1,1255,0,13.2,1257,1.6,0
425,2021-05-10,11.5,9,2311,13.5,1603,1,6.4,617,1,236.3
425,2021-05-11,17.7,7.7,448,24.2,1336,0,8.2,2226,1.5,104.1
425,2021-05-12,19.9,15.6,348,26,1503,0,5.8,849,1.4,84.4
425,2021-05-13,20.6,14,525,28.3,1404,0,5.2,1204,1.2,331.9
425,2021-05-14,21.7,15.2,530,29.2,1449,0,4.1,1308,.9,137.8
425,2021-05-15,20.3,17.9,453,24.9,1114,16.5,5.9,1020,.5,118.1
425,2021-05-16,17.6,13.6,2358,20.4,659,56,8.1,818,.5,219.4
425,2021-05-17,14.3,13,2342,15.5,1233,5,3.3,1609,.5,303.8
425,2021-05-18,16,11.6,2359,24.1,1432,0,6.5,1356,.9,45
425,2021-05-19,18.2,10.3,507,26.6,1422,0,6.8,1513,1.3,284.1
425,2021-05-20,16.9,14.1,2147,21.5,1241,3,10.2,1644,1,90
