지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
419,2015-01-01,-9.2,-11.1,753,-6,1519,0,,0,14.3,126,5.1,300.6
419,2015-01-02,-7,-9.8,1,-3.1,1447,0,,0,10.8,1346,3.3,345.5
419,2015-01-03,-3.6,-8.4,641,1.3,1542,0,,0,4.7,1710,.9,250.4
419,2015-01-04,1.8,-1.3,546,6.5,1529,0,,0,6,611,2.1,109.1
419,2015-01-05,2.7,-1.6,650,6.5,1747,0,,0,6.3,634,2.8,99.9
419,2015-01-06,-4.5,-8.6,2245,2.4,1,1,100,2,12.8,652,4.5,305.9
419,2015-01-07,-6.4,-9.2,651,-2,1529,0,,0,9.8,632,2.8,313.6
419,2015-01-08,-5.6,-8.9,710,-1.6,1530,0,,0,8.8,807,1.9,289.5
419,2015-01-09,-2.4,-6.3,825,1.8,1515,0,,0,7.1,2330,2,312.6
419,2015-01-10,-.6,-4.4,449,4.2,1527,0,,0,8.7,1450,2.2,292.7
419,2015-01-11,-1.5,-5,2348,1.3,450,0,,0,11.8,1843,4.1,305.6
419,2015-01-12,-3.1,-6.5,501,2.4,1351,0,,0,6.3,121,1.6,343.2
419,2015-01-13,-.3,-4.8,518,3.5,1634,0,,0,5.8,538,2.4,97.9
419,2015-01-14,2.3,-.2,500,5.3,1401,0,,0,4.3,58,1.8,88.4
419,2015-01-15,2.5,.3,2400,7.8,1454,0,,0,6.4,535,2.2,68.3
419,2015-01-16,-.2,-3.6,2243,2.8,1208,0,,0,11.5,2226,3.2,312.7
419,2015-01-17,-5,-8.6,747,-1,1542,0,,0,12.5,1620,3.3,260.1
419,2015-01-18,-2.1,-5.8,629,1.3,1357,2,2100,4,9.3,2204,1.5,253
419,2015-01-19,-1,-4.2,2232,1.9,1421,0,,0,9.9,1345,3.3,307.5
419,2015-01-20,-1.7,-6.1,739,2,1540,0,,0,7.6,903,2,78.4
419,2015-01-21,2,-.7,424,4.8,1541,0,,0,6.2,905,2.8,93.4
419,2015-01-22,2.7,.8,718,6,1416,0,,0,4.9,1053,2,50.1
419,2015-01-23,.8,-1.6,806,4.3,1621,0,,0,4.9,150,1.8,78.7
419,2015-01-24,3,.6,857,7.7,1426,0,,0,4.5,1534,1.3,275.1
419,2015-01-25,1.7,0,612,3.4,1315,.5,2000,.5,6.9,1935,3.9,93.9
419,2015-01-26,,2.7,12,26.9,1240,0,100,0,6.8,1345,,304.7
419,2015-01-27,,-8.2,2247,-1.3,1506,0,,0,9,2028,,304
419,2015-01-28,-5,-9.8,532,1.2,1509,0,,0,5.5,455,2.2,335.6
419,2015-01-29,-1.9,-4.7,450,1.8,1444,0,,0,6.3,2245,2.4,288.2
419,2015-01-30,-4.5,-7.9,2302,-.8,1414,0,,0,10.2,2010,3.3,304.1
419,2015-01-31,-5.6,-8.9,626,-.1,1528,0,,0,6.5,2253,2.1,304.1
419,2015-02-01,-3.3,-7.4,606,2.4,1459,0,,0,4.8,4,1.5,282.2
419,2015-02-02,-.8,-5,744,4.8,1527,0,,0,5.7,1925,1.4,282.1
419,2015-02-03,.3,-3.2,638,6.8,1424,0,,0,4.9,1610,1.5,268.2
419,2015-02-04,0,-2.5,715,5.7,1424,0,,0,7.5,2324,1.6,293.9
419,2015-02-05,-.9,-3.9,622,4.3,1329,0,,0,6.8,1537,2.3,303.5
419,2015-02-06,-.1,-3.9,412,5.7,1535,0,,0,6.2,12,1.7,301.3
419,2015-02-07,.5,-3.9,2356,5.8,1259,0,,0,10.5,2159,1.8,302.9
419,2015-02-08,-11.1,-13.4,753,-4,1,0,,0,13.7,446,5.2,303.5
419,2015-02-09,-6.4,-13.5,617,-1.2,1511,0,,0,7.3,1758,3,257
419,2015-02-10,1,-2.3,1,5.8,1449,0,,0,7.8,1205,2.5,274.3
419,2015-02-11,1.7,-1.8,2359,6.7,1331,0,,0,9.5,2330,2.1,340.9
419,2015-02-12,-3.3,-5.4,719,0,1402,0,,0,12.5,1318,4.3,294.3
419,2015-02-13,-2.5,-6.3,554,3.3,1416,0,,0,7.7,1229,2.8,285.6
419,2015-02-14,1.6,-2.6,657,5.2,1636,0,,0,5.1,2119,1.3,237.2
419,2015-02-15,6.2,2.3,756,10.8,1528,0,,0,6.7,2129,2.9,55.3
419,2015-02-16,3.8,3.2,2356,6.5,1,1,1700,7,7.2,223,2.7,73.3
419,2015-02-17,.7,-.7,2400,3.5,1236,0,,0,8.2,1122,2.4,310.9
419,2015-02-18,-.1,-1.7,554,2.4,1209,0,,0,6.6,52,2.4,285.6
419,2015-02-19,1.6,-2.2,758,7.8,1337,0,,0,6.4,1850,1.6,292.6
419,2015-02-20,4.2,-1.4,744,10.4,1525,0,,0,5.4,532,1.9,88.5
419,2015-02-21,4.4,3.2,1454,5.8,1,1,1300,3,8.2,1457,3.7,74.4
419,2015-02-22,2.6,-1.7,2354,7,251,.5,200,2,8.8,1501,2.7,279.2
419,2015-02-23,-.2,-3.1,443,4.7,1520,0,,0,7,132,2.3,292.3
419,2015-02-24,1.3,-1.2,343,6.4,1518,0,,0,5.3,1201,1.8,289.4
419,2015-02-25,4.1,-.3,733,11.9,1518,0,,0,6.8,1900,1.6,260.7
419,2015-02-26,-.4,-4.7,2220,3.3,48,.5,100,.5,12.2,2104,4.2,317.7
419,2015-02-27,-2.7,-6.8,657,1.9,1645,0,,0,11.7,204,3.7,283.9
419,2015-02-28,1.6,-2.1,415,5.4,1539,0,,0,5,518,1.9,100.2
419,2015-03-01,1.1,-.7,750,4.7,1448,0,,0,7.8,1406,3,266.9
419,2015-03-02,3.5,-.9,551,8.9,1448,0,,0,4.7,1637,1.3,264.2
419,2015-03-03,1.4,-2.7,2358,6,1309,1,800,3.5,14.2,2232,2.4,281.5
419,2015-03-04,-3.5,-5.6,542,0,1312,0,,0,14.2,52,5.4,298.9
419,2015-03-05,-1.2,-4.7,639,4.1,1545,0,,0,7.2,33,1.8,323
419,2015-03-06,2.2,-2.6,537,8.4,1620,0,,0,4.8,1446,2.3,320.6
