지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
417,2015-01-01,-7.8,-10.4,644,-4.5,1441,0,,0,7.4,36,2.4,348.8
417,2015-01-02,-5.5,-9.5,7,-2.2,1455,0,,0,8.7,1220,2,315
417,2015-01-03,-2.5,-10.1,717,2.1,1409,0,,0,5.1,1516,1.4,196.9
417,2015-01-04,3,-.1,356,7.8,1537,0,,0,3.8,54,1,191.3
417,2015-01-05,4.2,-.5,432,8.8,1553,.5,2400,.5,4.5,1230,1.1,70.3
417,2015-01-06,-3.1,-6.7,2308,4.3,5,.5,100,1.5,8.2,857,3.1,317.8
417,2015-01-07,-5.1,-7.4,757,-2.1,1532,0,,0,6.4,407,1.9,2.8
417,2015-01-08,-4.5,-8.4,655,0,1500,0,,0,4.8,1501,1.3,196.9
417,2015-01-09,-1.9,-5.6,557,2.7,1542,0,,0,4.9,1509,1.1,267.2
417,2015-01-10,.3,-5,650,4.7,1431,0,,0,5.3,1345,1.7,241.9
417,2015-01-11,-.1,-3,2333,2.6,604,0,,0,7.4,1853,2.5,351.6
417,2015-01-12,-2,-5.3,703,2.1,1531,0,,0,5,25,1.2,317.8
417,2015-01-13,.5,-4.6,609,5.3,1504,0,,0,3.6,1013,1,75.9
417,2015-01-14,3.2,.1,613,5.6,1423,0,,0,3.4,1305,.9,19.7
417,2015-01-15,2.5,-.5,920,8.3,1408,0,,0,5.3,1617,1.5,225
417,2015-01-16,.9,-3.2,2351,2.9,1344,0,,0,8.5,2007,2.3,323.4
417,2015-01-17,-3.8,-6.9,1004,-.7,1425,0,,0,7,1034,2,348.8
417,2015-01-18,-1,-5.4,502,1.9,1344,1.5,2100,3,7.7,1718,1.8,188.4
417,2015-01-19,.6,-2.8,2354,4.2,1253,.5,200,.5,9,112,2,281.3
417,2015-01-20,-.3,-4.8,733,3.8,1544,0,,0,3.6,2244,1,129.4
417,2015-01-21,2.6,-.1,732,5.2,1535,0,,0,4.2,1417,1,90
417,2015-01-22,3.4,1.2,749,7.4,1456,0,,0,4.7,1857,1.2,295.3
417,2015-01-23,.8,-.8,724,3.4,1540,0,,0,4.9,1041,1.4,157.5
417,2015-01-24,3.2,.7,216,7.5,1334,0,,0,5.9,1356,1.3,191.3
417,2015-01-25,2.5,.5,711,4.5,1319,.5,1600,3,6,1029,1.5,67.5
417,2015-01-26,3.4,.1,2325,5.9,1554,0,,0,6.7,2335,1.6,351.6
417,2015-01-27,-3.8,-6.2,2312,1.1,19,0,,0,6.5,306,2.2,345.9
417,2015-01-28,-3.7,-8.1,701,1.5,1531,0,,0,5.3,627,1.6,345.9
417,2015-01-29,-.4,-3.2,159,3.3,1406,0,,0,5.1,2303,1.2,2.8
417,2015-01-30,-2.7,-5.7,2320,.7,1509,0,,0,7.9,1956,2.2,300.9
417,2015-01-31,-4.2,-6.8,736,-.4,1556,0,,0,4.7,2320,1.5,320.6
417,2015-02-01,-2.3,-6.7,738,3,1616,0,,0,4.6,1648,1.3,230.6
417,2015-02-02,-.4,-4.1,438,5.4,1554,0,,0,4.5,1746,1,272.8
417,2015-02-03,.9,-3.1,547,6,1454,0,,0,4.3,1544,1.1,222.2
417,2015-02-04,.9,-2.5,713,5.5,1348,0,,0,5.1,2305,1.4,357.2
417,2015-02-05,.5,-2.1,732,4.5,1410,0,,0,5,1607,1.4,295.3
417,2015-02-06,.8,-3.5,712,5.1,1534,0,,0,5,1351,1.5,295.3
417,2015-02-07,1.1,-2.5,2358,5.2,1310,0,,0,6.6,2251,1.7,343.1
417,2015-02-08,-9.3,-11.8,838,-2.6,1,0,,0,9.2,325,3.1,320.6
417,2015-02-09,-5.5,-11.6,628,-.2,2027,.5,1700,.5,7.5,1440,2.2,191.3
417,2015-02-10,2.4,-.8,728,5.6,1453,0,,0,8.2,1408,2,205.3
417,2015-02-11,3.1,0,2400,7.4,1535,0,,0,6.3,2352,1.5,295.3
417,2015-02-12,-1.6,-3.4,703,1.5,1307,0,,0,8.5,1433,2.4,289.7
417,2015-02-13,-.8,-4,712,3.3,1423,0,,0,6.4,1339,1.7,261.6
417,2015-02-14,2.7,-2.6,236,7.1,1609,0,,0,6.5,1615,1.9,194.1
417,2015-02-15,7.8,3,17,11.9,1510,0,,0,5.6,1424,1.6,84.4
417,2015-02-16,5.4,3.9,2310,9.4,13,1.5,1900,8.5,7.5,553,2.2,132.2
417,2015-02-17,1.7,.3,929,4.2,3,0,,0,5.4,1131,1.8,345.9
417,2015-02-18,.8,-.4,655,2.3,1230,0,,0,5.3,1803,1.6,306.6
417,2015-02-19,2.8,-1.6,652,8.4,1454,0,,0,4,1623,1,222.2
417,2015-02-20,5.4,-1.5,740,10.1,1507,0,,0,5.6,1320,1.3,157.5
417,2015-02-21,6.5,4.7,920,7.9,507,2,1300,6,6.8,701,1.9,157.5
417,2015-02-22,3.6,.3,2400,7.9,310,1,200,2.5,8.1,1446,2,267.2
417,2015-02-23,1.2,-1,452,5.5,1444,0,,0,5.3,1633,1.6,194.1
417,2015-02-24,2.4,-.2,216,6.6,1451,0,,0,4.9,1549,1.4,154.7
417,2015-02-25,5.6,1.1,25,11.9,1504,.5,2300,.5,6.9,2247,1.8,185.6
417,2015-02-26,.8,-2.7,2205,5,131,.5,100,.5,9.4,1125,2.7,315
417,2015-02-27,-1.4,-5.2,931,3.3,1541,0,,0,7.4,543,2.1,343.1
417,2015-02-28,3.2,-.6,226,6.3,1548,0,,0,7.2,1240,1.4,101.3
