지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
402,2023-01-01,.1,-3.1,2332,5.3,1333,0,6,1152,1.1,218.2
402,2023-01-02,-3.6,-7.1,748,.7,1440,0,6.4,1354,1.4,198.2
402,2023-01-03,-4.4,-9.1,656,1.7,1358,0,4.8,1543,1.1,226.5
402,2023-01-04,-1.9,-7.2,302,3.9,1335,0,4.3,1311,1,41
402,2023-01-05,-2.2,-7.2,756,3.5,1536,0,5.3,1623,1,199.3
402,2023-01-06,-.1,-6.1,804,5.4,1505,3,6,1453,1.3,237.7
402,2023-01-07,1.6,-1.7,2346,4.8,1442,0,5.1,619,1,196.8
402,2023-01-08,.4,-4.8,744,4.5,1437,0,3.6,1223,1.2,7.1
402,2023-01-09,3.4,-.7,2340,9.5,1408,0,5.2,1330,1.2,221.2
402,2023-01-10,1.5,-4,729,8.4,1419,0,3.7,736,1,350.1
402,2023-01-11,1.8,-3.1,718,8.9,1531,0,4.3,1525,.9,220.7
402,2023-01-12,4.6,-2,757,12.4,1512,0,3.3,341,1.1,349.1
402,2023-01-13,6.3,3.1,224,7.8,1630,32.5,6.8,621,1.3,341.7
402,2023-01-14,5.7,3,2331,7.9,1003,2,5.1,1332,1.3,59.3
402,2023-01-15,.3,-2.3,2314,3.1,1,4,6.5,1314,1.5,215.7
402,2023-01-16,-3.4,-5.6,2341,-.1,1453,0,6.5,1301,1.7,201.3
402,2023-01-17,-3.7,-6.6,243,-.2,1416,0,4,1856,1.6,319.8
402,2023-01-18,-1.2,-4.2,729,3.9,1408,0,5.2,1355,1.2,220.8
402,2023-01-19,-.5,-6.5,552,4.6,1607,.5,9.3,2314,1.7,221
402,2023-01-20,-2.1,-6.6,2359,2.6,249,0,7.7,519,1.6,259.9
402,2023-01-21,-4.3,-10.1,802,1.2,1502,0,4.1,1628,1.4,349.7
402,2023-01-22,-.8,-3.3,105,2.5,1546,0,4.7,1217,1.4,316.9
402,2023-01-23,-.3,-5.5,2359,5.4,1243,0,7.9,1346,1.3,224.4
402,2023-01-24,-13.4,-16.1,2259,-5.5,1,0,9,1308,2,219.5
402,2023-01-25,-11.2,-16.8,638,-5.8,1541,0,5.9,1340,1.5,219.4
402,2023-01-26,-6.2,-9.3,623,-3.7,2053,0,4.5,1134,1.2,318.6
402,2023-01-27,-6.5,-9.3,647,-1.6,1418,0,7.1,1432,1.2,227.3
402,2023-01-28,-5.3,-10.5,721,-.1,1517,0,7.2,1422,1.3,225.2
402,2023-01-29,-1.7,-9.1,731,4.6,1445,0,10,1617,1.6,232.9
402,2023-01-30,.1,-4.4,734,5.1,1521,0,5.8,1256,.9,199.6
402,2023-01-31,2.4,-4.5,529,8.1,1546,0,8.7,1844,1.8,224.3
402,2023-02-01,1.8,-2.2,2355,6.9,1229,0,6.7,1321,1.3,220.4
402,2023-02-02,-1.7,-4.5,714,1.6,1330,0,6.5,1344,1.6,218.3
402,2023-02-03,-.9,-3.6,314,4.4,1541,0,6.4,1302,1.6,200.1
402,2023-02-04,-.2,-5.6,530,6,1529,0,5.3,1435,1.2,201.9
402,2023-02-05,.8,-4.4,741,7.6,1435,0,8.7,1415,1.1,198.2
402,2023-02-06,2.3,-2.9,617,8.6,1541,0,4,1042,1.1,78.2
402,2023-02-07,3.1,-2,735,9.4,1550,0,3,1805,.9,195.1
402,2023-02-08,2.7,-2,712,8.4,1325,0,7.4,1552,1.1,196.7
402,2023-02-09,4,-3.2,736,9.3,1502,0,7.6,2347,1.6,106.4
402,2023-02-10,4.1,1.6,2349,8.6,1446,0,5.2,6,1.3,116.6
402,2023-02-11,2.5,-1.9,725,8.2,1404,0,3.4,1049,1.1,340.2
402,2023-02-12,3.8,-2.1,648,8.7,1354,0,5.6,2202,1.3,110.5
402,2023-02-13,6.1,3,2359,8.5,1215,0,6.3,2259,1.8,13.9
402,2023-02-14,2.3,-1.3,724,7.1,1459,0,5.7,916,1.8,95.5
402,2023-02-15,3.1,-.7,330,8.4,1516,0,5.7,129,1.6,82.4
402,2023-02-16,2.8,-.9,2348,5.7,1459,0,8.2,1110,1.7,217
