지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
404,2001-01-01,-4.1,-9.3,329,-.2,1847,0,11.7,2.6,298.2
404,2001-01-02,-4.5,-9.2,2331,-.1,151,0,7.3,1.5,106.5
404,2001-01-03,-8.4,-10.4,2357,-4.8,1421,0,6,1.5,92.4
404,2001-01-04,-9.6,-12.3,635,-6.4,1428,0,5.3,1.1,108.2
404,2001-01-05,-7.4,-11.5,542,-3,1550,0,3.8,.8,86.6
404,2001-01-06,-3.2,-9.7,701,1.3,2305,0,9.9,1.9,282.7
404,2001-01-07,.5,-1,620,1.5,33,5,11.8,3.2,266.8
404,2001-01-08,2.1,-1.5,757,6,1418,15.5,10.9,2.6,277.4
404,2001-01-09,-.6,-6.8,0,3.3,632,2,13.3,3.1,277
404,2001-01-10,-5.6,-10,743,-2.1,2257,.5,11.9,2,315.3
404,2001-01-11,-8.8,-14.8,0,-2.6,138,0,7.6,1.8,93.4
404,2001-01-12,-12,-15.4,254,-8.5,1530,0,4.6,1.2,99.9
404,2001-01-13,-10.9,-15,2356,-6.5,1506,0,8.1,1.6,79.9
404,2001-01-14,-15.2,-17.6,2347,-11.2,1421,0,8.3,2,95.4
404,2001-01-15,-15.7,-19.2,745,-12.1,1403,0,5.2,1,97.9
404,2001-01-16,-13.8,-17.9,617,-9.6,1509,0,5.7,1.1,113
404,2001-01-17,-7.9,-15.6,742,-2.6,2336,0,6.2,2,282.9
404,2001-01-18,-.4,-3,2338,3.4,1508,2.5,4.3,1.4,294.3
404,2001-01-19,-.8,-5.9,753,4.1,1427,.5,5.8,1.2,286.8
404,2001-01-20,0,-2.9,2332,3.2,1246,1.5,6.1,1,104.2
404,2001-01-21,-1.7,-4.6,609,2,1336,0,4,.8,114.4
404,2001-01-22,-2.7,-5.7,803,1.6,1516,0,4.5,1.3,101.9
404,2001-01-23,-4.2,-7.8,736,.1,1419,0,4.7,1.5,101.8
404,2001-01-24,-.2,-6.8,622,4.3,1556,0,11.8,3,285.6
404,2001-01-25,1.5,-2.1,808,4.5,1300,0,10.2,1.6,260.8
404,2001-01-26,1.6,.4,2310,3.2,1234,0,13,4.4,277.8
404,2001-01-27,.1,-2,826,2.9,1356,2,8.8,1.8,274
404,2001-01-28,-3.2,-7.1,2229,.5,7,0,10.9,2.1,62.6
404,2001-01-29,-1.7,-7,109,2.8,1456,0,11.9,2.7,83.2
404,2001-01-30,-.8,-3.4,818,2.7,1302,0,4.8,1.1,104.5
404,2001-01-31,.1,-2.2,14,2.9,1327,3,9.4,2.9,272.5
404,2001-02-01,-5.6,-9.2,2351,0,1,0,9.3,2.7,94.3
404,2001-02-02,-5.2,-10.6,720,-1.8,1349,0,7.3,1.6,315.6
404,2001-02-03,-1,-4.5,534,3.4,1534,0,6.6,1.4,279.7
404,2001-02-04,.3,-3.2,534,5,1439,0,4.3,1.1,296
404,2001-02-05,.4,-4.3,740,5.3,1506,0,4.7,1.2,153
404,2001-02-06,1.3,-1.5,736,5.4,1539,0,4,1.1,114.3
404,2001-02-07,-2.9,-8.3,2349,1.2,1439,0,7.8,1.8,114.2
404,2001-02-08,-5,-9.6,648,-.7,1606,0,6.1,1.6,37.9
404,2001-02-09,-.9,-4.2,503,3.7,1415,0,14.3,3.4,86.4
404,2001-02-10,-1.8,-4.7,645,1.7,1334,0,4.8,.9,101.8
404,2001-02-11,-3.9,-6.4,0,-.2,1440,0,6.1,1.5,60.8
404,2001-02-12,-4.8,-7.2,542,-.5,1526,0,6,1.3,85.7
404,2001-02-13,-4.1,-6.8,320,-.2,1419,0,8.1,1.6,92.3
404,2001-02-14,-3.5,-7.5,730,0,1409,0,7.5,1.1,85.3
404,2001-02-15,-2.4,-5.8,2355,.5,1529,1,11,2.9,313.8
404,2001-02-16,,,,,,3,,,
404,2001-02-17,,,,,,1.5,,,
404,2001-02-18,2.8,0,354,6.3,1326,4.5,5.7,1.8,302.9
404,2001-02-19,2.9,-.2,0,6.9,1450,0,5.6,1.4,116.9
404,2001-02-20,3.2,-2.6,643,9.4,1422,0,4.6,1,96
404,2001-02-21,5.3,2.7,26,9.1,1519,0,6,1.6,82.4
404,2001-02-22,5,2.3,736,10.4,1342,0,4.9,1.5,309.7
404,2001-02-23,2.8,.9,2227,4.8,1308,6,8.5,1.8,262.8
404,2001-02-24,-.2,-2.6,2328,2.6,1530,4.5,8,1.4,95.9
404,2001-02-25,-.3,-4.5,436,4.2,1455,0,8.6,2.4,82.1
404,2001-02-26,1.8,-3.7,630,7.4,1448,0,5,1.2,85.2
404,2001-02-27,3,-.5,428,7.9,1448,7,7.3,1.9,60.1
404,2001-02-28,3.5,-.4,726,8.1,1516,1,4.9,1,93
404,2001-03-01,4.6,1.5,616,8.7,1533,0,7,1.8,86.4
404,2001-03-02,3.5,.6,903,7.2,1419,0,7.9,1.7,52.6
404,2001-03-03,3.4,0,2034,9.2,1252,6,14.8,4,36.5
404,2001-03-04,-1.4,-3.1,1256,.8,1429,1,17.9,5.1,81.3
404,2001-03-05,2.1,-1.7,54,5.3,1501,0,10.9,3.3,69.7
404,2001-03-06,3.9,.6,2352,7.7,1306,0,15.8,5.4,85.7
404,2001-03-07,-1.5,-4.1,2346,2.2,1410,0,11.9,3.9,67.9
404,2001-03-08,-3.3,-5.8,719,-.5,1522,0,11.2,3.4,94.4
404,2001-03-09,0,-5.4,549,3.7,1624,0,10.5,2.9,58.5
404,2001-03-10,2,-2.1,2347,5.2,1541,0,11.7,2.7,35.5
404,2001-03-11,.6,-4,637,5.5,1558,0,8.5,1.9,45.1
404,2001-03-12,2.1,-2.4,630,6.5,1445,0,7.8,1.9,108.4
404,2001-03-13,4.7,-.5,534,11.2,1533,0,8.1,2.1,310.3
404,2001-03-14,7.9,4.2,2357,12.3,1638,0,12.5,3.6,41.8
404,2001-03-15,3.6,-.4,727,8.9,1529,0,10.4,2.2,97.4
404,2001-03-16,4.9,-1.7,651,11.3,1423,0,7.4,1.5,74.1
404,2001-03-17,6.7,4.1,641,10.2,1603,0,9.8,1.7,70
404,2001-03-18,7.3,3,617,12.2,1509,0,8.5,2.2,54
404,2001-03-19,7.8,4.1,521,12.5,1551,0,8.1,2.6,39.8
404,2001-03-20,10.6,7.9,21,15.4,1541,0,10.5,3,61
404,2001-03-21,12.2,5.3,827,18.4,1349,0,10.9,2.6,35.4
404,2001-03-22,10.4,6.4,2313,14.9,1435,0,10.3,3,96.2
404,2001-03-23,10,3.6,701,16.6,1546,0,5.5,1.6,70.3
