지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
404,2015-01-01,-7.3,-9.1,747,-4.3,1430,0,,0,7.1,1325,1.7,275.6
404,2015-01-02,-5.5,-8.1,1,-1.7,1444,0,,0,6,1522,1.3,306.6
404,2015-01-03,-1.8,-7.7,522,2.4,1459,0,,0,4.8,2234,1.5,154.7
404,2015-01-04,3.5,1.1,655,7.8,1517,0,,0,6.4,650,1.9,137.8
404,2015-01-05,4.3,.9,252,8.3,1531,0,,0,6.6,1239,1.7,87.2
404,2015-01-06,-3.1,-6.6,2145,3.4,1,.5,100,1.5,6.3,1144,1.9,272.8
404,2015-01-07,-5.1,-7.2,557,-1.3,1540,0,,0,4.7,259,1.3,171.6
404,2015-01-08,-4.5,-8.5,744,-.3,1453,0,,0,4.1,1642,1,289.7
404,2015-01-09,-1.3,-4.9,420,2.7,1548,0,,0,4.5,1440,1.1,284.1
404,2015-01-10,.8,-3.7,411,4.4,1513,0,,0,6.5,1502,1.2,272.8
404,2015-01-11,-.1,-3.4,2355,2.9,504,0,,0,6.1,1533,1.7,258.8
404,2015-01-12,-2.5,-6.5,657,1.7,1324,0,,0,4.7,1441,1,306.6
404,2015-01-13,.3,-5.1,735,5.4,1505,0,,0,4.4,1217,1.2,129.4
404,2015-01-14,1.9,-.8,432,4.5,1341,0,,0,2.8,1504,.9,295.3
404,2015-01-15,2.4,-1.6,756,7.9,1548,0,,0,5.3,1633,1.1,258.8
404,2015-01-16,1.1,-1.9,2339,3.5,1146,0,,0,7.7,1251,2.3,278.4
404,2015-01-17,-3.5,-6.9,735,-.1,1536,0,,0,5.9,1354,1.8,275.6
404,2015-01-18,-.8,-4.8,317,2.2,1331,1.5,2100,3,9.6,2335,2.2,278.4
404,2015-01-19,.3,-3.8,2353,3.1,1238,.5,200,.5,8,104,1.8,295.3
404,2015-01-20,-1.1,-6.2,737,3.6,1607,0,,0,4.3,1437,1.2,115.3
404,2015-01-21,1.7,-2.1,611,6.1,1514,0,,0,3.2,411,.8,323.4
404,2015-01-22,2.7,.4,541,7.4,1443,0,,0,3.3,1424,.9,253.1
404,2015-01-23,1.5,-1.6,621,4.6,1510,0,,0,5.2,1512,1.2,247.5
404,2015-01-24,4.2,2.3,248,7.3,1435,0,,0,4.9,1347,1.2,286.9
404,2015-01-25,3.5,2.2,200,4.9,1314,.5,1700,2.5,8.3,1110,2.7,98.4
404,2015-01-26,3.4,.9,2147,7.3,1517,.5,300,.5,5.6,1852,.9,292.5
404,2015-01-27,-3.7,-6.6,2309,1,1,0,,0,5.6,1133,1.5,255.9
404,2015-01-28,-4.3,-9,746,.8,1619,0,,0,4,1646,1.1,258.8
404,2015-01-29,-1.3,-4.9,311,2.5,1343,0,,0,4.2,1224,1,104.1
404,2015-01-30,-2.9,-6.1,2353,.9,1514,0,,0,5.7,1351,1.5,326.3
404,2015-01-31,-4.4,-7.9,725,-.6,1529,0,,0,4,1620,1.1,286.9
404,2015-02-01,-2.8,-7,747,2.2,1614,0,,0,4,1454,.9,261.6
404,2015-02-02,-.7,-5,713,4.9,1629,0,,0,3.5,1236,1,281.3
404,2015-02-03,.7,-2.9,542,5.7,1412,0,,0,4.3,1539,1.1,284.1
404,2015-02-04,1.2,-1.8,600,5.7,1455,0,,0,4.6,1541,1,281.3
404,2015-02-05,0,-3.2,649,4.6,1441,0,,0,5.4,1635,1.4,289.7
404,2015-02-06,.9,-2.5,436,4.8,1355,0,,0,4.8,1457,1.1,320.6
404,2015-02-07,1.8,-2.8,2356,5.6,1326,0,,0,6.7,1444,1.7,261.6
404,2015-02-08,-9.3,-11.4,818,-2.8,1,0,,0,7.1,1335,2.3,272.8
404,2015-02-09,-4.8,-11.5,607,.1,2019,0,,0,7.9,1521,2.1,258.8
404,2015-02-10,2.5,-.4,1,5.7,1431,0,,0,9.4,1246,2.3,275.6
404,2015-02-11,2.7,-.5,2358,7.2,1406,0,,0,4.4,1232,1.1,241.9
404,2015-02-12,-1.7,-3.6,706,1.9,1244,0,,0,8.1,1450,2.1,348.8
404,2015-02-13,-1.1,-5.4,605,3.1,1312,0,,0,6.6,1431,1.9,205.3
404,2015-02-14,3.1,-1,422,7,1639,0,,0,6.3,1653,1.8,275.6
404,2015-02-15,8.4,4.2,1,11.8,1455,0,,0,7.9,1256,3.2,115.3
404,2015-02-16,5.6,4,2329,9.1,1,1,1400,10,8.5,441,3.4,115.3
404,2015-02-17,2.3,.9,2331,4,1,0,,0,6,621,1.8,261.6
404,2015-02-18,1.5,.1,424,3.7,1251,0,,0,4.3,917,.7,270
404,2015-02-19,2.3,-2,645,7.7,1542,0,,0,4.5,1719,1,286.9
404,2015-02-20,5.5,0,333,10.1,1650,0,,0,5.6,1025,1.4,157.5
404,2015-02-21,6.4,5.1,1251,7.8,1,1.5,1300,6.5,9.7,1858,3.9,104.1
404,2015-02-22,3.5,0,2351,7.6,315,1,200,2.5,8.9,1353,2.6,267.2
404,2015-02-23,1.3,-1.4,714,4.7,1358,0,,0,5,1637,1.4,281.3
404,2015-02-24,2.5,0,534,6.5,1603,0,,0,4.4,1411,1.3,258.8
404,2015-02-25,5.4,.7,306,11.4,1454,.5,2400,.5,6.6,2119,1.9,312.2
404,2015-02-26,1,-2.8,2328,4.9,130,.5,100,.5,10.8,1335,2.9,261.6
404,2015-02-27,-1.3,-5,700,2.7,1547,0,,0,5.7,159,1.6,261.6
404,2015-02-28,3.1,-1.2,311,6.5,1604,0,,0,6.8,1403,1.7,87.2
404,2015-03-01,2.7,.8,726,5.1,1508,0,,0,9,1520,2.4,275.6
404,2015-03-02,4.5,.7,708,8.4,1533,0,,0,6.3,1210,1.8,230.6
404,2015-03-03,2.8,-1.1,2357,7.1,1234,1.5,1600,4,8.2,2226,2.8,281.3
404,2015-03-04,-1.6,-3.8,543,1.8,1416,0,,0,8.5,207,2.5,270
404,2015-03-05,-.2,-4.1,708,4.2,1600,0,,0,3.5,1449,.9,239.1
404,2015-03-06,2.8,-2.1,630,8.3,1338,0,,0,5.5,1627,1.4,295.3
404,2015-03-07,4.1,-1,406,10.5,1533,0,,0,4.4,1402,1.1,261.6
404,2015-03-08,7.6,1.2,634,14.2,1526,0,,0,3.5,942,1,98.4
404,2015-03-09,2.1,-4.9,2349,8.7,1,0,,0,11.2,1608,2.5,286.9
404,2015-03-10,-3.2,-6.3,629,.5,1458,0,,0,9.1,1627,2.8,233.4
404,2015-03-11,1.1,-2.6,402,6.3,1456,0,,0,10.5,1253,3.1,281.3
404,2015-03-12,2.3,-1.9,547,5.5,1604,0,,0,7.8,1317,2.3,247.5
404,2015-03-13,5.6,2.3,705,10.6,1501,0,,0,5.8,1742,1.5,289.7
404,2015-03-14,4.2,.4,604,10,1509,0,,0,6.7,1554,1.3,244.7
404,2015-03-15,5.5,.7,342,10.7,1523,0,,0,5.2,1527,1.3,267.2
404,2015-03-16,9.7,1.8,623,17.3,1454,0,,0,5,1559,1.3,298.1
404,2015-03-17,10.9,8.3,2400,16,1454,0,,0,3.4,701,1,112.5
404,2015-03-18,10.7,8.1,531,14.4,1403,.5,1600,1.5,7.6,956,1.9,112.5
404,2015-03-19,12,6.5,713,19.8,1541,0,,0,5.6,1709,1.1,289.7
404,2015-03-20,13.2,7.4,648,21,1429,0,,0,6.8,1528,1.1,253.1
404,2015-03-21,11.8,8,652,16.1,1529,0,,0,5.5,1529,1.4,202.5
404,2015-03-22,8.3,3.2,2358,15,1246,0,,0,9.2,1441,2.1,270
404,2015-03-23,5,.8,550,10.5,1547,0,,0,8.8,1443,1.9,253.1
404,2015-03-24,5.2,.2,635,11.1,1338,0,,0,6.4,1637,1.5,230.6
404,2015-03-25,6.7,2.1,513,12.6,1515,0,,0,5.7,1733,1.6,222.2
404,2015-03-26,7.8,3.5,603,13.3,1441,0,,0,5.9,1958,1.5,264.4
404,2015-03-27,9,4.5,645,14.7,1427,0,,0,6,1649,1.5,289.7
404,2015-03-28,9.8,4.7,428,15.3,1354,0,,0,5.9,1645,1.5,278.4
404,2015-03-29,10,7.8,357,15.5,1559,0,,0,5.7,1715,1,289.7
404,2015-03-30,12.6,5.1,717,20,1505,0,,0,6.1,1536,1.4,219.4
404,2015-03-31,13.2,11,410,15.1,1206,1.5,2200,3,5.4,1820,1.6,104.1
404,2015-04-01,13,9.9,749,17.3,1551,1,200,2,9.2,1321,2.1,78.8
404,2015-04-02,15.1,9.9,440,21.4,1519,12,2200,26,12.7,1545,5.6,135
404,2015-04-03,10.4,6.8,636,15.2,1654,1,200,1.5,9.6,16,1.4,241.9
404,2015-04-04,13.7,10.2,720,17.9,1432,0,,0,10.5,720,3.6,81.6
404,2015-04-05,10.9,9.5,1411,13,7,0,,0,7.7,1156,1.6,115.3
404,2015-04-06,10.1,7.1,2339,14.9,1319,0,,0,5.6,1344,1,250.3
404,2015-04-07,8.8,5.9,552,12.1,1412,0,,0,4.7,1145,1,275.6
404,2015-04-08,8.2,3.8,614,12.8,1351,0,,0,6.4,1735,1.4,303.8
404,2015-04-09,9.8,4.6,451,15.1,1450,0,,0,5.8,1503,1.3,278.4
404,2015-04-10,11.4,5.7,531,18.1,1501,0,,0,7.2,1627,1.4,351.6
404,2015-04-11,13.6,7.8,625,19.4,1341,0,,0,6.4,1413,1.3,323.4
404,2015-04-12,15.4,10.5,537,19.8,1527,0,,0,8.8,2340,2.9,129.4
404,2015-04-13,12,7.8,2316,17,1312,1.5,2100,5,10.6,1002,3,112.5
404,2015-04-14,7,6,2031,8,1522,2,200,11,6.9,841,1.2,98.4
404,2015-04-15,11.3,6,14,16.7,1636,1,200,1,6.4,1239,1.7,270
404,2015-04-16,11.1,8.3,1506,14.8,1024,1,1500,1.5,9.4,727,3.6,126.6
404,2015-04-17,11.3,6.6,554,15,1415,0,,0,9.6,1328,2.4,292.5
404,2015-04-18,16.1,8.5,546,23.4,1537,0,,0,6.3,953,1.6,109.7
404,2015-04-19,14.7,11.5,2349,19.2,9,3,1200,14.5,6.7,348,2.1,109.7
404,2015-04-20,12.8,10.2,611,16.7,1634,1.5,300,5.5,3.5,1655,1,106.9
404,2015-04-21,14.3,9.2,630,19.6,1507,0,,0,6.1,1515,1.9,340.3
404,2015-04-22,14.2,10.8,330,20,1533,0,,0,6.3,1658,2,258.8
404,2015-04-23,14.8,9.8,505,19.4,1426,0,,0,6.7,1513,2,250.3
404,2015-04-24,15.9,10.9,606,22.7,1512,0,,0,6.8,1818,1.7,278.4
404,2015-04-25,16.2,10.9,555,21.7,1249,0,,0,6.9,1438,1.7,247.5
404,2015-04-26,18,13.3,603,23.2,1519,0,,0,6.3,1520,2,236.3
404,2015-04-27,18.8,14.9,436,23.6,1250,0,,0,7.4,1454,1.8,247.5
404,2015-04-28,20.3,15,334,25.7,1416,0,,0,5.4,1022,1.4,112.5
404,2015-04-29,17.3,16.3,655,18.4,2020,.5,1000,2,6.9,1307,2.2,120.9
404,2015-04-30,21.3,15.7,643,27.2,1452,0,,0,5.6,1704,1.3,281.3
404,2015-05-01,20.4,16.8,459,25.2,1441,0,,0,5.2,1505,1.4,292.5
404,2015-05-02,20.1,15.3,606,25,1344,0,,0,5.2,1744,1.2,278.4
404,2015-05-03,18,16.8,505,19.5,1757,1.5,400,4.5,3.2,2141,.6,230.6
404,2015-05-04,16.3,12.9,2320,20.1,1518,0,,0,9.6,1352,2.4,272.8
404,2015-05-05,14.3,9.9,541,18.7,1440,0,,0,7.3,1528,2,272.8
404,2015-05-06,15.9,12.1,236,21.1,1309,0,,0,5,746,1.7,154.7
404,2015-05-07,16.9,12.4,528,23.1,1245,0,,0,7.7,1623,1.6,267.2
404,2015-05-08,16.2,12,309,21.4,1434,0,,0,5.7,1625,1.2,225
404,2015-05-09,17.4,13.8,538,22.3,1450,0,,0,6.1,308,1.8,298.1
404,2015-05-10,18.8,14.2,505,24.4,1455,0,,0,4.8,1540,1.2,225
404,2015-05-11,18.7,15.4,2123,23,1429,7,2200,15,10.8,1951,4.2,118.1
