지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
407,2017-01-01,.9,-6,545,6.8,1445,0,3.3,.8,73.1
407,2017-01-02,4.7,0,0,9,1314,0,5.1,1,315
407,2017-01-03,.1,-5.8,705,7.6,1448,0,5.2,1,295.3
407,2017-01-04,1.8,-3.8,756,9.6,1510,0,4.3,.9,309.4
407,2017-01-05,2.8,-5.2,153,7.9,1439,0,8.8,1.9,67.5
407,2017-01-06,3,-2.8,751,9.8,1505,0,5.6,1,53.4
407,2017-01-07,1.2,-4.6,528,9.4,1516,0,3.2,.7,33.8
407,2017-01-08,5.7,-1.9,806,11.4,1421,0,5.4,1,292.5
407,2017-01-09,3,-4,2213,5.6,1,0,7.7,1.9,295.3
407,2017-01-10,-3.1,-8.5,513,2.5,1400,0,9.2,1.7,239.1
407,2017-01-11,-3.7,-11.3,751,1.5,1422,0,8.6,1.3,278.4
407,2017-01-12,-2.3,-7.7,439,2.7,1328,0,9.4,1.6,281.3
407,2017-01-13,-5.3,-10.6,511,-.9,1532,0,9.3,1.6,298.1
407,2017-01-14,-6.9,-10.4,16,-3.9,1516,0,9.3,2.2,270
407,2017-01-15,-7.9,-15,721,-.6,1522,0,5,1.1,320.6
407,2017-01-16,-6.8,-13.8,734,2.4,1541,0,3.5,.8,42.2
407,2017-01-17,-5,-12.4,611,3.3,1530,0,3.3,.7,61.9
407,2017-01-18,-2.7,-8.5,722,3.2,1635,0,2.9,.8,64.7
407,2017-01-19,-2.4,-8.6,341,4.2,1535,0,4.6,.8,278.4
407,2017-01-20,-4,-12.9,2339,-1.3,1457,2,8.2,1.6,309.4
407,2017-01-21,-7.3,-16.8,551,-1.7,1255,0,7.6,1,334.7
407,2017-01-22,-7.3,-13.9,2340,-2.2,28,0,9.2,2.4,298.1
407,2017-01-23,-9.9,-17.9,546,-2.4,1645,0,5.3,1.2,337.5
407,2017-01-24,-9.5,-17.7,539,-1.3,1521,0,4.8,1,292.5
407,2017-01-25,-7.9,-16.4,624,.6,1527,0,4.6,.9,337.5
407,2017-01-26,-2.9,-13.4,554,4.2,2348,0,5.9,1.2,253.1
407,2017-01-27,-2,-8,2352,4.2,51,4,10,1.7,253.1
407,2017-01-28,-3.1,-10.8,616,3.6,1514,0,3.7,.8,67.5
407,2017-01-29,.5,-.9,12,2.7,1104,3,3.7,.5,303.8
407,2017-01-30,-4.3,-11.1,2358,1,1,0,7.4,1.7,281.3
407,2017-01-31,-6.4,-12.4,327,.2,1516,0,3.8,.9,149.1
407,2017-02-01,-3.6,-9.3,733,1.7,1347,0,8.6,1.5,0
407,2017-02-02,-3.5,-12,656,3.3,1518,0,6.8,1.2,289.7
407,2017-02-03,-.1,-6.1,725,6.3,1503,0,3.7,.8,292.5
407,2017-02-04,-.6,-6.6,719,3.3,1514,0,3.2,.7,64.7
407,2017-02-05,1.7,.1,36,3.8,1534,0,8.3,1.1,298.1
407,2017-02-06,-.6,-4.9,2356,3.1,1451,0,6.9,1.7,292.5
407,2017-02-07,-2.8,-8.5,602,2.8,1504,0,3.6,.8,90
407,2017-02-08,-2.1,-7.7,700,1.9,1259,0,7,1,289.7
407,2017-02-09,-3.7,-5.3,719,-.7,1326,0,9.8,2.3,306.6
407,2017-02-10,-5,-7.8,718,-1.7,1541,0,8.8,2.4,286.9
407,2017-02-11,-4.6,-12.3,715,.8,1517,0,7.5,1.4,300.9
407,2017-02-12,-3,-11.4,555,4.3,1346,0,6.7,1.2,286.9
407,2017-02-13,-2.1,-9.9,653,5.9,1508,0,5,.9,219.4
407,2017-02-14,-.8,-8.6,603,6,1422,0,4.6,1,286.9
407,2017-02-15,-.5,-8.4,642,7.9,1511,0,5,1,95.6
407,2017-02-16,4,-6.7,634,10.5,1715,0,6.2,.8,227.8
407,2017-02-17,2.5,-3.2,2350,9.6,3,2.5,8.4,2,309.4
407,2017-02-18,-1.9,-9.7,652,3.5,1356,0,7.8,1.6,326.3
407,2017-02-19,1.5,-6.4,538,6.3,1708,2,7,1.2,112.5
407,2017-02-20,.1,-4.2,2343,5.5,304,1.5,9.8,2.4,295.3
407,2017-02-21,-2.1,-9.6,619,5.5,1556,0,4.1,.9,19.7
407,2017-02-22,1.4,-2.7,8,3.1,919,2.5,5.6,1,281.3
407,2017-02-23,.2,-2.6,2357,3.7,1304,0,9.3,2.1,309.4
407,2017-02-24,-1.2,-8.8,705,5.1,1500,0,6.9,1.4,230.6
407,2017-02-25,2.1,-6.8,659,8.4,1432,0,7.1,1.3,230.6
407,2017-02-26,1.6,-5.3,650,9.4,1422,0,6.5,1.1,284.1
407,2017-02-27,1.7,-6.4,558,10.4,1447,0,5.1,1,236.3
407,2017-02-28,3.2,-5.6,527,11.8,1427,0,5.4,1.1,241.9
