지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
406,2015-01-01,-7.6,-9.7,736,-4,1512,0,,0,10.2,24,2.1,340.3
406,2015-01-02,-6.1,-9.4,340,-1.6,1441,0,,0,9.5,1226,1.5,14.1
406,2015-01-03,-3.6,-11.3,727,1.5,1533,0,,0,6.4,2117,.9,174.4
406,2015-01-04,1.2,-1.9,2355,6.4,1522,0,,0,3.2,153,.5,185.6
406,2015-01-05,2.6,-3,638,7.4,1525,0,,0,3.8,1413,.6,180
406,2015-01-06,-2.5,-6.6,2132,3.5,1,.5,200,1,9.2,2217,2.1,8.4
406,2015-01-07,-5.3,-8.6,746,-1,1514,0,,0,8.2,5,1.3,354.4
406,2015-01-08,-5.9,-11.1,745,-.1,1448,0,,0,5.8,1531,.9,253.1
406,2015-01-09,-3.3,-9.8,741,2.8,1448,0,,0,7.2,1326,.8,261.6
406,2015-01-10,-.8,-7.7,713,4.6,1502,0,,0,7.1,1406,1.1,222.2
406,2015-01-11,-.1,-3.6,2356,3.2,501,0,,0,8.8,754,2.2,329.1
406,2015-01-12,-3.2,-8.2,717,2.8,1448,0,,0,5.6,146,.8,329.1
406,2015-01-13,-1.7,-7.3,436,5.3,1514,0,,0,3.7,1349,.5,182.8
406,2015-01-14,1.7,-2,516,5.2,1423,0,,0,4.5,1356,.5,50.6
406,2015-01-15,2.5,-2.1,751,8.6,1505,0,,0,5.7,1812,.9,281.3
406,2015-01-16,.5,-2.3,2246,3.6,1256,0,,0,11.9,1517,1.5,227.8
406,2015-01-17,-3.8,-7.4,755,-.2,1459,0,,0,8.3,112,1.5,241.9
406,2015-01-18,-2.1,-8.6,435,2.3,2335,2,2100,4.5,11.3,2344,1.2,306.6
406,2015-01-19,.1,-4.4,2245,3.3,1324,0,,0,11.3,47,1.8,250.3
406,2015-01-20,-2,-8.4,736,3.7,1629,0,,0,3.8,1212,.5,188.4
406,2015-01-21,1.2,-3.4,657,6.1,1510,0,,0,3.1,1856,.3,5.6
406,2015-01-22,2.3,-1.3,2358,6.9,1442,0,,0,5.4,1109,1,36.6
406,2015-01-23,.3,-4.2,719,4.5,1417,0,,0,7.3,1310,.9,182.8
406,2015-01-24,2.3,-1.4,722,7.7,1354,0,,0,5.6,1347,.8,165.9
406,2015-01-25,2.2,-1.1,442,5.1,1350,1,1900,4.5,4.5,1206,.6,120.9
406,2015-01-26,3.4,.4,2212,6.5,1543,.5,200,.5,9,1942,1.1,281.3
