지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
889,2015-01-01,-6.5,-8.5,803,-3.5,1527,0,,0,9.3,312,2.3,253.1
889,2015-01-02,-4.6,-9.9,801,-1,1443,0,,0,8.7,1404,1.4,239.1
889,2015-01-03,-3.4,-11.2,507,3.6,1527,0,,0,4.3,1200,.8,19.7
889,2015-01-04,1.7,-3.2,2358,8.7,1505,0,,0,3.7,1234,.6,16.9
889,2015-01-05,2.5,-4.1,147,8.8,1524,.5,2400,.5,4.2,1120,.6,106.9
889,2015-01-06,-2.1,-6,2317,3.7,56,1,200,2,9,702,2.2,343.1
889,2015-01-07,-4.4,-7.5,347,-.3,1522,0,,0,6.2,630,1.3,295.3
889,2015-01-08,-5.9,-11.2,714,.9,1600,0,,0,4.8,1623,.9,250.3
889,2015-01-09,-3.3,-9.4,640,4.1,1503,0,,0,5.2,1439,.6,250.3
889,2015-01-10,-2.2,-8.4,646,5.8,1415,0,,0,6.4,1429,.7,315
889,2015-01-11,.4,-3.4,119,3.7,357,0,,0,7.5,721,1.6,272.8
889,2015-01-12,-4,-9.7,758,3.1,1449,0,,0,4.6,1526,.8,14.1
889,2015-01-13,-1.7,-8,353,6.3,1456,0,,0,4.1,1141,.7,25.3
889,2015-01-14,1.8,-1.9,503,7.2,1338,0,,0,3.5,1555,.4,337.5
889,2015-01-15,1.2,-4.1,751,9.3,1451,0,,0,5.1,1643,.6,255.9
889,2015-01-16,1.5,-3.3,127,4.6,1229,0,,0,8.7,1622,1.6,244.7
889,2015-01-17,-3.6,-7.3,2353,1.3,1507,0,,0,7.2,339,1.8,267.2
889,2015-01-18,-1,-8.7,411,3.3,1355,1,2200,2.5,7.1,2215,.9,227.8
889,2015-01-19,.8,-3.8,2357,4.8,1255,.5,200,.5,7.9,1303,1.6,222.2
889,2015-01-20,-2.1,-7.7,645,4.1,1648,0,,0,4.9,1101,.7,28.1
889,2015-01-21,1.3,-4,713,7.2,1452,0,,0,3.6,1111,.5,357.2
889,2015-01-22,1.8,-2.6,2358,8.4,1454,0,,0,2.9,1500,.4,42.2
889,2015-01-23,.4,-4.6,646,5.5,1510,0,,0,5.5,1255,1,244.7
889,2015-01-24,2.7,-1,2214,9.2,1324,0,,0,6,1229,.7,250.3
889,2015-01-25,3.1,-1.9,740,6.2,1341,1,2000,3.5,6,1623,.7,78.8
889,2015-01-26,4.2,1.4,2050,7.7,1602,.5,300,1,6,1928,.8,312.2
889,2015-01-27,-2.5,-5.8,2343,1.8,3,0,,0,6.8,37,1.8,281.3
889,2015-01-28,-4,-8.5,739,2.9,1535,0,,0,4.2,414,.9,270
889,2015-01-29,-.6,-6.4,2,3.9,1453,0,,0,4.6,2239,.6,292.5
889,2015-01-30,-2,-6,2329,1.5,1418,0,,0,7.1,1405,1.4,270
889,2015-01-31,-4.2,-8.7,300,.8,1533,0,,0,4.7,1402,1.2,348.8
889,2015-02-01,-3.7,-9.8,656,3.8,1602,0,,0,4.3,1304,.9,343.1
889,2015-02-02,-2.4,-7.2,539,6.1,1519,0,,0,3,1244,.5,19.7
889,2015-02-03,-.9,-6.2,410,7.7,1422,0,,0,5.5,1655,.9,236.3
889,2015-02-04,-.1,-5.8,705,6.4,1508,0,,0,5.3,1618,.9,227.8
889,2015-02-05,-.7,-5.9,644,5.8,1422,0,,0,6.2,1615,1,225
