지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
424,2018-01-01,-.6,-4.4,800,3.6,1402,0,8.4,1445,1.4,213.8
424,2018-01-02,-1.4,-4,643,2.4,1255,0,10.6,1810,2.1,315
424,2018-01-03,-3.9,-6.6,750,-.5,1350,0,7.1,1403,2.4,272.8
424,2018-01-04,-4.1,-8,833,-.9,1710,0,4.1,903,1.3,28.1
424,2018-01-05,-2.3,-5,754,1.8,1407,0,7,1420,1.6,250.3
424,2018-01-06,-1.9,-6,745,2.4,1523,0,5.3,45,1.3,56.3
424,2018-01-07,-.8,-5.9,801,2.7,1611,0,4.3,1017,1,177.2
424,2018-01-08,1.5,-.9,2358,4.3,1446,.5,18.4,2119,2.1,272.8
424,2018-01-09,-3.9,-5.6,820,-.7,2,0,12,1137,3,323.4
424,2018-01-10,-6.7,-9.7,2333,-4.2,1418,0,12,648,3.8,323.4
424,2018-01-11,-10.6,-12.7,2347,-7.7,1424,0,8.7,1200,2.5,272.8
424,2018-01-12,-9.5,-14.4,803,-5.7,1541,0,7.2,8,1.6,309.4
424,2018-01-13,-4.5,-7.1,651,-1.6,1606,0,3.5,438,.8,64.7
424,2018-01-14,.9,-3.8,1,4.7,1619,0,4.5,1338,.7,50.6
424,2018-01-15,4.9,2.2,2349,7.6,1544,0,7.9,1208,1.3,281.3
424,2018-01-16,3.5,.3,241,6.5,1330,0,5,1908,1,5.6
424,2018-01-17,4.7,2.2,752,8.3,1457,0,7.6,1730,1.5,286.9
424,2018-01-18,2.9,1,2335,4.9,242,0,8.5,327,1.9,261.6
424,2018-01-19,1.6,-1.8,806,5.4,1354,0,6.9,1356,1.5,303.8
424,2018-01-20,2.6,-.5,225,6.5,1455,0,6.9,1344,1.3,289.7
424,2018-01-21,.9,-3.2,749,5.4,1459,0,5.2,1507,1.5,286.9
424,2018-01-22,.1,-5.3,2359,4.2,1327,3.5,13.1,2305,1.9,306.6
424,2018-01-23,-11.5,-14.3,2355,-5.2,3,0,15.6,630,4.6,284.1
424,2018-01-24,-13.5,-15.6,733,-10.4,1357,0,15.1,1053,3.7,315
424,2018-01-25,-13.4,-16.1,756,-9.4,1550,0,8.6,2013,3,331.9
424,2018-01-26,-14,-17.4,828,-10.3,1601,0,8.2,1127,2.4,298.1
424,2018-01-27,-9.7,-15.6,657,-3.5,1557,0,5.7,1808,1.3,315
424,2018-01-28,-5.4,-7.9,0,-1.2,1321,0,13.1,1840,2.4,289.7
424,2018-01-29,-7.7,-10.1,720,-4.7,1444,0,11,1202,3,320.6
424,2018-01-30,-4.9,-10.9,814,-.2,2347,.5,8.7,1343,1.5,230.6
424,2018-01-31,-1.3,-3.8,2353,.5,1503,0,6,1235,1.7,312.2
424,2018-02-01,-3.2,-8.1,739,1.7,1453,0,5.3,1553,1.6,295.3
424,2018-02-02,-1.7,-7,804,3.7,1529,0,7.1,1610,1.3,255.9
424,2018-02-03,-6.9,-9.3,2348,-.5,1,0,11.9,1521,3.6,284.1
424,2018-02-04,-8.9,-11.9,801,-5.4,1623,0,10.3,1327,2.8,281.3
424,2018-02-05,-8.6,-10.4,728,-5,1543,0,12.2,1359,3.1,267.2
424,2018-02-06,-9.6,-12.1,744,-5.8,1536,0,10.6,1226,2.8,261.6
424,2018-02-07,-7.3,-12.9,758,-2.1,1554,0,7,1349,1.6,275.6
424,2018-02-08,-3.9,-9.5,731,1.7,1501,0,5.2,1604,1.2,253.1
424,2018-02-09,.7,-5,243,5.6,1636,0,5.9,1719,1.2,258.8
424,2018-02-10,.1,-5.7,2245,3.5,1137,0,14.1,1228,3.4,326.3
424,2018-02-11,-5.4,-8,703,-2.5,1433,0,11.7,1457,2.6,261.6
424,2018-02-12,-5.2,-8.4,817,-2.1,1417,0,12.3,151,2.9,281.3
424,2018-02-13,0,-6.5,805,4.4,1456,0,11.7,1520,2.8,225
424,2018-02-14,3.8,.2,2352,8.5,1449,0,13.4,1206,2.5,244.7
424,2018-02-15,.4,-2.9,804,4.3,1451,0,7,1516,2.3,236.3
424,2018-02-16,-.3,-4.5,732,4.6,1335,0,12.7,2240,2.5,255.9
424,2018-02-17,-2.2,-6,728,1.6,1604,0,12.9,1539,3,315
424,2018-02-18,.5,-3.5,703,5.6,1546,0,6.7,1204,1.8,56.3
424,2018-02-19,2.7,-.7,805,7.1,1536,0,5.8,1811,1.2,281.3
424,2018-02-20,1.8,-1.8,710,6,1556,0,9.2,1309,2.3,300.9
424,2018-02-21,.1,-3.7,731,4.5,1539,0,10.3,1137,2.8,67.5
424,2018-02-22,2.1,-2.6,734,5.8,1434,0,12.2,1539,2.5,247.5
424,2018-02-23,4.6,0,748,8.1,1654,5,9,1836,2.1,239.1
424,2018-02-24,3.3,.3,2335,7.1,1505,0,8,148,2.1,295.3
424,2018-02-25,2.7,-1.1,801,7.8,1505,0,7.7,1302,1.8,258.8
424,2018-02-26,3.4,-2.3,707,10.1,1602,0,6.3,1756,1.2,250.3
424,2018-02-27,4.6,.9,508,7.2,1737,0,3.5,1254,.9,42.2
424,2018-02-28,4.5,1.7,1948,8.6,1252,20.5,8.9,1600,1.9,56.3
424,2018-03-01,.4,-3.7,2345,4,547,1,17.7,743,4,303.8
424,2018-03-02,-.3,-5.7,653,5.5,1639,0,8.4,54,1.8,323.4
424,2018-03-03,7.9,.7,5,15.8,1532,0,7.6,1614,1.4,281.3
424,2018-03-04,9.7,7.2,2356,11.8,1551,11,10.1,2258,1.8,11.3
424,2018-03-05,5.3,1.6,2356,9.6,1536,4,10.8,355,3.6,14.1
424,2018-03-06,4.9,-.5,716,11.1,1605,0,7,1023,1.7,53.4
424,2018-03-07,6.6,2.5,151,10.4,1602,0,6.7,1243,1.3,53.4
424,2018-03-08,5,3,528,10,1612,3.5,8.7,1650,2.4,286.9
424,2018-03-09,5.4,2.5,717,9.4,1455,0,8.2,1759,1.9,219.4
424,2018-03-10,5.2,1.6,434,9.1,1348,0,9,1304,1.9,233.4
424,2018-03-11,7,2.9,707,11.9,1551,0,7.8,1537,1.9,236.3
424,2018-03-12,8.4,3.2,240,15.1,1521,0,7.6,1513,1.3,225
424,2018-03-13,12.7,5.8,156,18.4,1430,0,9.4,2235,1.8,163.1
424,2018-03-14,17.2,14,1,21.4,1441,0,11.8,1350,2.5,236.3
424,2018-03-15,12.7,7.6,2355,16.9,38,19,8.9,2310,2.2,16.9
424,2018-03-16,7,4.4,718,10.5,1535,0,9.2,16,2.4,25.3
424,2018-03-17,7.1,1.7,643,13.2,1535,0,6.6,1843,1.5,286.9
424,2018-03-18,8.3,6,704,12.3,1529,0,6.3,2305,1.6,16.9
424,2018-03-19,8.3,6,357,10.9,1105,.5,10.3,2210,2.7,61.9
424,2018-03-20,4.9,2.2,2350,8.3,1147,0,13.5,1840,4,59.1
424,2018-03-21,2.5,.9,1413,5,1146,1,10.4,1250,3,70.3
424,2018-03-22,6,1.4,739,12.1,1513,0,7.9,1743,2.1,315
424,2018-03-23,6.8,1.4,530,12.4,1543,0,7.6,1908,1.9,278.4
424,2018-03-24,8.4,4.9,641,13.4,1614,0,7.9,1833,1.9,264.4
424,2018-03-25,10.4,5.3,620,17.4,1418,0,7.3,1548,1.8,239.1
424,2018-03-26,11.8,6.1,611,18.4,1544,0,7,1336,1.4,230.6
424,2018-03-27,13.8,8.5,402,20.4,1426,0,8.8,1538,1.9,270
424,2018-03-28,14.8,10.1,628,19.4,1416,0,9.8,1203,2.2,281.3
424,2018-03-29,15.8,12.4,604,21.2,1503,0,7.2,1921,1.8,286.9
424,2018-03-30,15.3,10.7,447,21.3,1516,0,8.3,1738,1.7,261.6
424,2018-03-31,14.7,10.3,619,19.6,1416,0,9.1,1236,2,267.2
424,2018-04-01,15.8,12,437,18.7,1534,0,7,2122,1.7,210.9
424,2018-04-02,18.8,16.1,535,23.7,1432,0,9.6,1601,1.9,241.9
424,2018-04-03,18.1,15.3,2359,20.8,1344,0,9.7,1403,2.4,239.1
424,2018-04-04,12.6,9.4,633,16.5,1440,11.5,12.8,518,2.6,16.9
424,2018-04-05,7.8,6.9,617,10.1,1,11,5.1,1114,1.3,70.3
424,2018-04-06,6.2,3.3,2359,9.4,1027,4.5,14.4,1430,3.6,236.3
424,2018-04-07,4.8,1.9,208,8.7,1526,0,16.1,1453,4.3,255.9
424,2018-04-08,4.1,1.4,1800,7.7,1313,3,8.5,113,2.4,208.1
424,2018-04-09,7.6,-.1,723,15.2,1538,0,5.5,1541,1.5,295.3
424,2018-04-10,15.3,7.2,444,22,1305,6,16.9,2039,3.3,188.4
424,2018-04-11,13.4,10.1,450,17.2,1325,0,13.4,1,3.2,244.7
424,2018-04-12,14.1,8.4,556,19.9,1413,0,17,1340,2.9,222.2
424,2018-04-13,15.2,9.3,617,18.8,1511,0,7.1,1037,1.6,67.5
424,2018-04-14,9.4,7.2,901,15.3,1,7.5,8.1,2023,2.1,309.4
424,2018-04-15,10.3,6.3,620,14,1457,0,9.8,1248,2.5,270
424,2018-04-16,12.2,5.7,610,19,1532,0,7.2,1415,1.7,250.3
