지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(hhmi)
407,2011-01-01,-8.4,-14.8,232,-1.4,1503,0,,0,4.5,1318,.9,275.6
407,2011-01-02,-7.3,-13,528,.4,1506,0,,0,5.5,1550,1,188.4
407,2011-01-03,-5.8,-13,539,1.9,1437,0,,0,4.2,1808,1,320.6
407,2011-01-04,-5.3,-11.9,734,-.7,1537,0,,0,7.9,1440,1.6,219.4
407,2011-01-05,-2.9,-7,2338,-.9,1429,0,,0,9.2,1313,2.8,272.8
407,2011-01-06,-7.9,-13.1,806,-3.1,1447,0,,0,6.6,1515,1.5,247.5
407,2011-01-07,-8.9,-14.9,807,-2,1402,0,100,0,6,1538,1.4,222.2
407,2011-01-08,-5.7,-13.1,537,.2,2300,0,,0,4,1107,1.2,109.7
407,2011-01-09,-5.9,-10.5,2313,.1,13,0,,0,10.6,400,2.9,30.9
407,2011-01-10,-9.8,-16.1,722,-3.1,1540,0,,0,6.7,1358,1.1,14.1
407,2011-01-11,-6.6,-10.8,4,-2.1,2124,.5,1600,.5,9.9,2342,1.5,286.9
407,2011-01-12,-7.5,-10.6,2400,-3.5,1439,0,,0,8.4,11,2,284.1
407,2011-01-13,-8.1,-15.8,611,-.8,1523,0,,0,4.9,1351,1.1,47.8
407,2011-01-14,-4.1,-9.1,150,1.2,1438,0,,0,9.4,1718,2.3,278.4
407,2011-01-15,-11.3,-14.7,2338,-5.8,1,0,,0,13.1,1105,4.5,275.6
407,2011-01-16,-13.8,-18.6,709,-9.2,1540,0,,0,5.9,302,1.7,295.3
407,2011-01-17,-11.2,-18.6,600,-3.9,1510,0,,0,6.5,1526,1.7,250.3
407,2011-01-18,-8.6,-15.9,724,-1.8,1456,0,,0,6.8,1613,1.5,281.3
407,2011-01-19,-7.2,-13.9,801,-1.4,1414,0,,0,7.4,1450,1.7,317.8
407,2011-01-20,-8,-11.6,2330,-3.7,1515,0,,0,6.6,25,1.8,323.4
