지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
406,2019-01-01,-5.7,-10.5,709,-.7,1526,0,6,2130,1,357.2
406,2019-01-02,-5.6,-11.4,805,.6,1446,0,5.1,1350,.9,208.1
406,2019-01-03,-4,-10.5,756,2.5,1539,0,4.3,1837,.8,295.3
406,2019-01-04,-2,-8.6,750,4,1426,0,4.7,1542,.7,2.8
406,2019-01-05,-2.5,-6,818,1.5,1513,0,5.8,1226,1.3,239.1
406,2019-01-06,-3.1,-6.7,100,2.7,1436,0,5.1,1612,1,250.3
406,2019-01-07,-2.2,-8.5,739,3.2,1522,0,5.6,1243,.9,323.4
406,2019-01-08,-3.1,-6.9,801,1,1450,0,9.5,1516,1.8,337.5
406,2019-01-09,-5.1,-10.7,733,0,1600,0,5.9,49,.8,329.1
406,2019-01-10,-.8,-5.8,614,3.9,1343,0,5.8,1330,.7,185.6
406,2019-01-11,1.4,-2,720,6.2,1352,0,3.8,1239,.6,157.5
406,2019-01-12,2.3,-2,2347,7.7,1452,0,6,1720,.7,247.5
406,2019-01-13,.7,-5,804,7.3,1456,0,6,1453,.9,163.1
406,2019-01-14,0,-4.3,721,4.5,1610,0,3.3,1242,.5,53.4
406,2019-01-15,-1.5,-7.3,2341,2.4,1436,0,8.4,1540,1.8,196.9
406,2019-01-16,-5.2,-10.8,747,-1.7,1544,0,5.8,1330,1.4,16.9
406,2019-01-17,-.6,-5.7,708,4.1,1307,0,7.4,1439,1.2,199.7
406,2019-01-18,-.7,-6.9,734,5.5,1459,0,5.4,1449,.8,348.8
406,2019-01-19,2.3,-2,331,7.3,1551,0,3.4,1642,.5,298.1
406,2019-01-20,-1.1,-5.9,2304,3.3,7,0,7.5,1252,1.7,298.1
406,2019-01-21,-1.9,-8,653,3.9,1627,0,7.4,1646,1.1,222.2
406,2019-01-22,.5,-5.3,649,6.8,1325,0,7.5,1521,.9,196.9
406,2019-01-23,1.2,-3.4,724,7,1502,0,7.5,1358,1.2,345.9
406,2019-01-24,-.5,-6.3,658,5.9,1509,0,5.3,1535,.9,250.3
406,2019-01-25,-1.5,-6.1,743,3.1,1307,0,7.1,1026,1.3,320.6
406,2019-01-26,-2.4,-7.2,746,2.3,1451,0,7.4,530,1.4,309.4
406,2019-01-27,-.6,-8.5,731,4.5,1449,0,6.7,1916,1.2,196.9
406,2019-01-28,1.5,-3.5,2324,4.2,1539,0,9.3,1248,2.2,345.9
406,2019-01-29,-.8,-7.2,746,5.7,1545,0,7.5,1828,1.1,326.3
406,2019-01-30,1.7,-4.2,732,7.1,1440,0,5.1,1520,.9,303.8
406,2019-01-31,-1.6,-6.2,2335,2.4,9,0,7.2,2113,1.7,300.9
406,2019-02-01,-2.1,-8.8,649,3.2,1320,0,7.5,1226,1.2,250.3
406,2019-02-02,.7,-4.5,429,5,1607,0,3.5,1225,.7,180
406,2019-02-03,3.4,1.6,235,5.1,1303,24,7.5,2043,1.2,317.8
406,2019-02-04,-.4,-3.3,2347,3.6,1326,0,7.7,104,1.9,0
406,2019-02-05,1.6,-4.9,427,9.1,1552,0,5.3,1340,.9,157.5
406,2019-02-06,4.9,-2.4,329,9.3,1347,0,4.6,1657,1,289.7
406,2019-02-07,-1.2,-7.8,2349,6.5,1,0,8.7,824,2,323.4
406,2019-02-08,-5.6,-9.9,655,-.8,1551,0,4.9,1903,1.3,284.1
406,2019-02-09,-4.7,-9,743,-.9,1423,0,7.4,1258,1.5,315
406,2019-02-10,-4.8,-9.7,723,-.8,1314,0,6.1,2125,1.3,334.7
406,2019-02-11,-2.7,-8.2,656,2,1520,0,6.2,1345,1.4,247.5
406,2019-02-12,-.5,-5.1,140,4.3,1432,0,6,1452,1.1,312.2
406,2019-02-13,-1.9,-6.5,657,2.5,1528,0,7.1,1207,1.2,348.8
406,2019-02-14,-.8,-6.8,733,4.9,1445,0,4.7,1340,1,188.4
406,2019-02-15,-.6,-2.8,657,2.2,1353,0,7.8,1716,1.3,191.3
406,2019-02-16,-2.4,-4.9,528,1.3,1221,0,5.8,1210,1.5,180
406,2019-02-17,-1.6,-7.9,726,4.3,1521,0,5.8,1357,1.3,270
