지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
414,1999-01-01,-2,-7.7,756,2.6,1536,0,6.7,.6,219.2
414,1999-01-02,1.9,-1.1,217,5.7,1359,0,6.6,.7,358
414,1999-01-03,1.2,-3.8,741,7.4,1352,0,5.1,.8,297.1
414,1999-01-04,1.7,-3.6,752,7.7,1549,0,4.5,.4,306.9
414,1999-01-05,2.8,-2.2,645,7.6,1449,0,4.6,.3,234.3
414,1999-01-06,2.7,-1.1,2351,5.2,1025,1.5,11.5,1.4,324.8
414,1999-01-07,-6.8,-9.5,2358,-1.1,2,0,15,4.1,309.8
414,1999-01-08,-9.7,-11.6,656,-6.3,1436,0,12.3,2.9,312.1
414,1999-01-09,-9.9,-12.6,604,-6,1428,0,11.9,2.6,300.8
414,1999-01-10,-7.1,-11.2,726,-2.6,1621,0,11.4,2.1,318.2
414,1999-01-11,-6.8,-10.2,412,-2.4,1423,0,8.3,1.2,245.5
414,1999-01-12,-6,-10.1,743,-1.5,1444,0,7.7,1,217.9
414,1999-01-13,-4,-7.8,748,.1,1436,0,9.6,1,305.5
414,1999-01-14,,,,,,0,,,
414,1999-01-15,,,,,,0,,,
414,1999-01-16,-2.1,-6.5,758,2.7,1338,0,8.1,.7,316.3
414,1999-01-17,-1.6,-5.9,511,2.9,1437,0,7.2,.8,215.5
414,1999-01-18,1.3,-3.1,437,6.3,1544,0,3.9,.7,88
414,1999-01-19,2.1,-2.6,2357,7,1138,0,10.6,1.4,307.9
414,1999-01-20,-3.1,-5.9,718,.6,1424,0,9.8,1.4,328.4
414,1999-01-21,-1.5,-7.6,602,3.4,1413,0,9.6,1,221.6
414,1999-01-22,4.2,.8,530,6.4,1340,0,9.6,1.3,223.1
414,1999-01-23,5.8,4,531,7.6,1336,0,6.6,1.9,15.8
414,1999-01-24,6.6,3.6,739,12.3,1413,0,6,1.6,227.3
414,1999-01-25,4.2,.7,2358,6.4,1438,1.5,11.8,2.6,323.3
414,1999-01-26,3,-1.4,328,7.6,1513,0,10.6,1.4,217
414,1999-01-27,,,,,,0,,,
414,1999-01-28,,,,,,0,,,
414,1999-01-29,-5.9,-9.5,2347,-2.8,1331,1.5,10.8,2,329
414,1999-01-30,-5.9,-11.2,422,-.1,1502,0,6.7,.9,221.1
414,1999-01-31,-1.6,-6.9,642,2.1,1602,0,4.5,.6,61.3
414,1999-02-01,2,-1.1,2342,6.5,1510,0,10,1.5,315.8
414,1999-02-02,-4.4,-9.7,2352,-.8,8,0,14.1,2.9,316.3
414,1999-02-03,-8.5,-12.9,639,-3.4,1602,0,11.6,1.7,289.6
414,1999-02-04,-5.1,-10.3,736,-.1,1538,0,10.1,1,353.8
414,1999-02-05,-1.6,-6.8,321,3.4,1521,0,10.6,1.4,292
414,1999-02-06,-.8,-5.6,720,3.7,1531,0,7.6,.8,233.8
414,1999-02-07,1.7,-2.6,301,7.2,1554,0,5.3,.5,236.5
414,1999-02-08,3.6,1.3,2359,8.4,1512,0,6,.7,217.4
414,1999-02-09,1.2,-2.4,752,5.5,1651,0,10,1.2,241
414,1999-02-10,.6,-2.7,731,4.6,1459,0,6,1,234.8
414,1999-02-11,-.4,-3.7,624,3.9,1314,0,11.4,1.7,320.1
414,1999-02-12,-5.4,-7.8,728,-1.9,1420,0,13.9,3.3,279.8
414,1999-02-13,-4.6,-9.4,722,-.1,1445,0,8.2,1,222.6
414,1999-02-14,-2.7,-5.4,453,-.1,2343,0,3.8,.9,74.9
414,1999-02-15,2.5,-.1,1,6.8,1439,0,5.8,.5,260.5
414,1999-02-16,3.7,-1,614,8.8,1525,0,9,.8,229.2
414,1999-02-17,6.6,4.1,234,8,1608,0,8.4,1.8,223.5
414,1999-02-18,2.5,-3.5,2359,7.4,1239,0,9.5,1.8,212.8
414,1999-02-19,-2.2,-5.4,729,2,1519,0,10.8,1.8,232.2
414,1999-02-20,-3.4,-6.1,2350,.3,1600,0,10.2,2,312.6
414,1999-02-21,-2.4,-7.3,434,2.9,1610,0,9.8,1.5,306.9
414,1999-02-22,1.5,-3.1,659,6.5,1442,0,10.4,1,242.8
414,1999-02-23,3.5,-1.4,552,8.1,1550,0,4.7,.9,96
414,1999-02-24,4.5,2,737,7.3,1356,.5,7,1.5,177.1
414,1999-02-25,4.8,.9,538,8.7,1505,0,6.2,.9,226.8
414,1999-02-26,4.5,2.4,459,8.6,1549,0,13.6,1.1,320.1
414,1999-02-27,-2.8,-5.3,2358,2.6,1,0,14,3.6,295.3
414,1999-02-28,-.6,-6.8,713,3.8,1344,0,10.9,1.3,241.3
414,1999-03-01,4.3,.2,618,7.3,1510,0,10.4,1.2,236.6
414,1999-03-02,5.6,.8,710,11,1604,0,7,1.2,214.6
414,1999-03-03,7.1,1.4,653,12.4,1419,0,7.9,1,219.8
414,1999-03-04,10.1,3.2,552,17.3,1537,0,5.9,1,277.8
414,1999-03-05,5.7,-.4,2341,11.6,41,5,12.4,1.8,306.9
414,1999-03-06,4.2,-1.5,219,9.2,1650,0,5.2,.9,329.4
414,1999-03-07,4.6,1.1,733,9.7,1610,0,6.9,1.4,319.6
414,1999-03-08,2.1,.4,256,5.2,1416,0,6.2,1.1,222
414,1999-03-09,2.6,-.8,441,6.9,1550,0,6.4,.8,222.1
414,1999-03-10,3.4,.7,558,7.7,1327,0,7.5,1.1,310.8
414,1999-03-11,2.1,-2.7,610,7.5,1558,0,8.4,1.3,37.9
414,1999-03-12,4.9,-1.6,701,10.6,1614,0,5.2,.8,150.4
414,1999-03-13,8.5,1.7,559,15.3,1533,0,5.4,.7,224.4
414,1999-03-14,9.9,6,355,13.2,1536,0,9,1.2,86.6
414,1999-03-15,8.4,6,2340,12.4,1700,1,10.2,3.2,34.1
414,1999-03-16,8.5,2.9,644,16,1417,0,8.3,1.1,230.5
414,1999-03-17,10.6,5.7,559,15.6,1520,0,8,1.1,226
414,1999-03-18,10.3,8.9,2348,13.1,1126,40.5,12.5,2.8,22.4
414,1999-03-19,5.6,2.3,2209,8.9,121,1,13.4,5.1,93.6
414,1999-03-20,5.6,1.9,443,10.3,1630,0,9.4,2.6,89
414,1999-03-21,.6,-3.8,2345,5.8,3,3,13.1,3.1,319.6
414,1999-03-22,-1.5,-6.4,613,3.9,1530,0,11.7,2.1,291.5
414,1999-03-23,2.4,-3.3,619,8.9,1548,0,6.4,1,224
414,1999-03-24,5.1,-.5,446,10.8,1630,0,4.6,.8,164
414,1999-03-25,8.9,.9,620,15.5,1633,0,5,.7,183.2
414,1999-03-26,8.3,5.6,2258,10.8,38,2,10,2,109.2
414,1999-03-27,7.7,2.9,619,13.6,1213,0,11.3,2.4,358
414,1999-03-28,3.6,-.2,2356,7.4,1509,0,12.1,2.8,231.6
414,1999-03-29,2.7,-2.7,610,7.4,1533,0,6.9,.8,322.9
414,1999-03-30,7.5,.5,526,14.7,1551,0,7.6,.9,271.6
414,1999-03-31,10.1,3.2,600,15.5,1551,0,7.5,.8,251.6
414,1999-04-01,9.3,8,1523,12.5,1134,9,6.2,.7,308.8
414,1999-04-02,8.2,4,2352,13.4,1528,0,12.8,2.7,295.7
414,1999-04-03,6.2,2,601,10.4,1248,0,8.8,1.6,233.8
414,1999-04-04,7.4,1.8,628,13.1,1325,0,14.1,2.3,225.4
414,1999-04-05,8.9,5.5,623,16,1535,14,18,2.1,225.4
414,1999-04-06,6.1,2.6,2319,9.7,1316,0,11.1,3.2,60.8
414,1999-04-07,7.2,.3,605,13.2,1457,0,7.7,1.1,217.4
414,1999-04-08,10.8,5.3,511,16.9,1428,0,7.2,1,217.4
414,1999-04-09,10.2,6.8,547,13.6,1601,22.5,9,1.7,19.6
414,1999-04-10,12.4,9.4,2332,17.3,1604,28,13.2,4.9,37.4
414,1999-04-11,13.8,6.1,545,21.9,1621,0,10.1,1.7,311.1
414,1999-04-12,10.2,7.8,2331,13.1,104,17,8.2,1.4,261.9
414,1999-04-13,6.8,4.9,714,8.7,1704,11.5,10.9,2.4,354
414,1999-04-14,9,4.6,630,15.2,1535,0,13,2.6,312.6
414,1999-04-15,10.8,4.1,605,18.1,1326,0,13.5,1.5,229.6
414,1999-04-16,11.2,9.7,442,15.5,1421,0,8.8,1.7,237.1
414,1999-04-17,15.2,9,49,21.2,1533,0,5.9,1.2,225.8
