지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
509,2015-01-01,-7.7,-9.4,758,-3.8,1531,0,,0,8.8,1050,2.3,348.8
509,2015-01-02,-5.7,-9.2,806,-2,1530,0,,0,8.2,1411,1.8,345.9
509,2015-01-03,-3.3,-10.8,320,2.8,1353,0,,0,4.9,2129,1.8,239.1
509,2015-01-04,2.3,-1,2338,8,1517,0,,0,6.3,131,2.1,225
509,2015-01-05,3.3,-1.7,603,8.5,1422,.5,2400,.5,5.8,1416,1.4,230.6
509,2015-01-06,-3,-6.7,2146,3.6,2,1,100,2.5,7.4,1521,,343.1
509,2015-01-07,-6.1,-9.3,2335,-1.3,1538,0,,0,6.3,952,1.8,334.7
509,2015-01-08,-6.1,-10.9,706,.8,1516,0,,0,4.8,1530,1.9,210.9
509,2015-01-09,-2.5,-7.2,801,3.3,1510,0,,0,4.8,1303,1.6,202.5
509,2015-01-10,-.7,-6,500,4.7,1409,0,,0,6.3,1459,2,171.6
509,2015-01-11,-.2,-3.5,2310,3.4,459,0,,0,7.4,2038,2.4,8.4
509,2015-01-12,-4.3,-9.4,722,2.4,1315,0,,0,5.9,36,1.5,354.4
509,2015-01-13,-1.1,-6.4,418,5.7,1535,0,,0,3.6,1824,1.6,208.1
509,2015-01-14,2.1,-.9,516,5.8,1403,0,,0,3.8,1246,1.1,326.3
509,2015-01-15,2.6,-1.3,752,8.8,1517,0,,0,4.9,1614,1.4,188.4
509,2015-01-16,.8,-2.2,2329,2.6,1223,.5,1100,.5,8.3,2017,2.4,205.3
509,2015-01-17,-4.4,-7.2,748,.1,1423,0,,0,7.5,135,2.1,320.6
509,2015-01-18,-1.5,-7.7,402,1.8,1549,1,2200,3,9.2,2347,2.7,177.2
509,2015-01-19,-.5,-6.3,2358,4,1259,.5,100,.5,6.9,1306,1.9,236.3
509,2015-01-20,-2.4,-8,711,3.9,1533,0,,0,3.5,1400,1.5,25.3
509,2015-01-21,1.3,-2.7,751,6.1,1535,0,,0,3.6,1319,1.3,11.3
509,2015-01-22,1.8,-1.5,2351,6.9,1501,0,,0,4.7,1308,1.3,334.7
509,2015-01-23,.2,-3,637,4.9,1550,0,,0,5.5,930,2,227.8
509,2015-01-24,2.4,-.2,2158,6.7,1323,0,,0,6.2,1339,2,216.6
509,2015-01-25,2.7,-.8,511,5.8,1302,.5,1600,3.5,4.7,1142,1.2,199.7
509,2015-01-26,3.5,.6,2342,6.3,1610,.5,300,.5,6.6,2331,1.2,343.1
509,2015-01-27,-3.7,-6.8,2257,.7,19,0,,0,6.3,6,1.9,329.1
509,2015-01-28,-5.1,-10,800,1.8,1454,0,,0,4,36,1.4,16.9
