지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
400,1999-01-01,-.5,-5.4,753,3.7,1427,0,33.5,1.3,140.5
400,1999-01-02,3.2,.4,803,6.4,1440,0,23.5,1.3,44.9
400,1999-01-03,2.6,-2.6,746,9.7,1523,0,,1,
400,1999-01-04,3.2,-2.7,810,9.6,1500,0,,.8,
400,1999-01-05,3.4,-2.1,718,8.8,1432,0,19.2,.9,343
400,1999-01-06,3.6,.2,2352,6.3,1052,1,,1.5,
400,1999-01-07,-5.3,-8,2343,.2,1,0,11,3.1,293.8
400,1999-01-08,-8.3,-10.1,655,-5.3,1451,0,10.5,2.8,348.2
400,1999-01-09,-8.6,-11.4,723,-5,1450,0,9.9,2.9,306.9
400,1999-01-10,-5.9,-9.9,711,-1.5,1535,0,9.9,2.5,302.3
400,1999-01-11,-5.4,-7.4,713,-1.6,1613,0,17.7,2.2,177.1
400,1999-01-12,-4.8,-8.4,842,-1.4,1546,0,6.3,1.9,284.4
400,1999-01-13,-2.7,-7.1,805,.8,1413,0,12.7,1.8,294.3
400,1999-01-14,-2.3,-5,755,-.1,1503,0,,1.6,
400,1999-01-15,-1.4,-4.4,747,2,1447,0,11.9,1.9,346.3
400,1999-01-16,-.5,-4.7,759,3.9,1500,0,54.5,1.4,273.1
400,1999-01-17,-.8,-6,754,5.2,1340,0,21,1.3,247.4
400,1999-01-18,2,-2.9,720,7.1,1516,0,,1.3,
400,1999-01-19,3.1,-1.1,2352,7.1,1351,0,,1.7,
400,1999-01-20,-1.8,-4.4,726,2.5,1445,0,8.1,2.4,296.2
400,1999-01-21,-.2,-6.4,807,4.8,1405,0,9,1.8,271.3
400,1999-01-22,5.4,2.1,1,7.9,1455,0,7.9,2.2,264.3
400,1999-01-23,6.5,4.3,658,8.4,1443,0,60.1,1.4,39.3
400,1999-01-24,7.6,3.8,710,12.6,1554,0,33.8,1.4,264.2
400,1999-01-25,5.3,1.8,0,7.5,1521,2,11.3,3,290.6
400,1999-01-26,4.4,-.4,732,8.5,1423,0,8.3,2.1,267.1
400,1999-01-27,4.2,-1.8,2336,8.2,1440,0,10.8,2.8,305.1
400,1999-01-28,-1.5,-4,708,1.3,1410,0,8.1,2.3,278.3
400,1999-01-29,-4.8,-7.7,2357,-2.3,1457,3,11.3,2.3,29.5
400,1999-01-30,-4.6,-9.2,615,.1,1440,0,60.1,1.5,11.1
400,1999-01-31,-.8,-6.6,547,4.4,1619,0,5.2,1.2,2.6
400,1999-02-01,2.9,.6,2354,6.3,1446,0,28.2,1.7,16.8
400,1999-02-02,-2.9,-8.3,0,.6,1,0,12.4,3,300.9
400,1999-02-03,-7.1,-11.3,752,-3.1,1642,0,37.1,2,358.5
