지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
400,2020-01-01,-1.7,-5.1,1,1,1557,0,3.4,103,.9,123.8
400,2020-01-02,2.3,-.2,329,5.1,1524,0,5.7,1646,1,286.9
400,2020-01-03,.9,-2.7,740,6,1546,0,6,1114,1.1,261.6
400,2020-01-04,2.1,-3.6,311,8.3,1534,0,6.3,1331,1.1,272.8
400,2020-01-05,1.1,-4.2,737,7.3,1452,0,2.7,1416,.5,348.8
400,2020-01-06,3.3,-.5,247,5.8,1155,1,3.6,1230,.8,14.1
400,2020-01-07,6.2,4.2,1,8.1,2343,53.5,3.6,650,.7,42.2
400,2020-01-08,3.7,.8,2309,10.4,43,5,10.6,115,2.5,261.6
400,2020-01-09,.4,-2.2,0,3.7,1404,0,6.2,3,1.6,275.6
400,2020-01-10,.8,-3.2,323,5.6,1411,0,4.7,1548,.9,323.4
400,2020-01-11,.9,-3.1,730,5.5,1456,0,6.1,1332,1.1,331.9
400,2020-01-12,.4,-1.9,624,4.3,1439,0,6,2141,1.6,267.2
400,2020-01-13,-1.2,-3.5,612,2.3,1504,0,7.5,926,1.8,334.7
400,2020-01-14,-1,-5.3,439,4.3,1423,0,4.9,1608,1.1,261.6
400,2020-01-15,-1.2,-5.4,658,3.7,1403,0,5.5,1531,1.2,258.8
400,2020-01-16,-.5,-4.8,407,5.2,1344,0,4.9,1629,1,264.4
400,2020-01-17,,,,,,0,,,,
400,2020-01-18,.7,-3.8,701,7.4,1430,0,5.2,1535,1,261.6
400,2020-01-19,2.7,-1.5,3,6.6,1206,.5,10.4,1257,1.4,264.4
400,2020-01-20,2.2,-1.8,2354,7.3,1335,0,9.5,1934,2,337.5
400,2020-01-21,.6,-4.4,745,6.2,1433,0,3.9,120,.9,253.1
400,2020-01-22,3.1,.5,1,7.5,1522,0,3.8,1516,.8,216.6
400,2020-01-23,5.1,-1.3,714,11.5,1427,0,5.6,1647,1.1,292.5
400,2020-01-24,3.5,-1.1,733,10,1427,0,3.9,1522,.8,326.3
400,2020-01-25,4.7,-.4,207,10.1,1420,0,3.2,1740,.6,295.3
400,2020-01-26,5.9,-1.1,735,13,1444,0,7.1,1950,1.1,112.5
400,2020-01-27,6.5,4.5,2340,8.7,1519,.5,7.8,640,1.7,87.2
400,2020-01-28,7.5,3.7,2359,11.1,1328,0,5.3,1225,1.1,106.9
400,2020-01-29,6.3,1.6,456,11.3,1344,0,4.4,1917,.8,87.2
400,2020-01-30,5.8,.5,657,11.9,1340,0,4.3,1957,.9,300.9
400,2020-01-31,4.4,.5,2356,9.3,1402,0,6.2,1513,1.2,317.8
400,2020-02-01,3.2,-1.2,534,7.9,1436,0,5.3,1540,1.1,331.9
400,2020-02-02,2.7,-2.3,726,6.9,1531,0,5.3,1929,1.1,326.3
400,2020-02-03,1,-1,0,5.1,1454,0,8,1219,2.3,244.7
400,2020-02-04,-.2,-4.9,624,5.4,1314,.5,8.5,2350,1.8,348.8
400,2020-02-05,-6.7,-9.2,734,-2.9,1547,0,9.1,104,2.4,317.8
400,2020-02-06,-4.8,-10.4,715,1.3,1526,0,5,23,1.3,317.8
400,2020-02-07,-.1,-5.8,126,4.1,1516,0,5.5,1527,1.3,320.6
400,2020-02-08,1.2,-1.1,740,5.1,1523,0,8.4,1450,2.2,261.6
400,2020-02-09,.3,-5.3,712,5.5,1419,0,6,1440,1.2,315
400,2020-02-10,4.1,-2,717,10.8,1448,0,5.2,1611,1,300.9
400,2020-02-11,6.6,-1.6,638,16.3,1507,0,4.1,1510,.8,0
400,2020-02-12,7.5,6,1303,8.4,2334,7.5,3.6,1253,.6,11.3
400,2020-02-13,7.4,4.7,2326,10.9,1318,0,5.2,1150,1.3,270
400,2020-02-14,7.8,3.2,652,15.3,1541,0,3.9,957,.6,39.4
400,2020-02-15,9.6,3.5,558,16.8,1236,2,5.7,1240,1.1,84.4
400,2020-02-16,-.2,-3.1,2127,8.1,1,14,9.1,1428,2.6,250.3
400,2020-02-17,-4.8,-6,2006,-2.3,201,.5,8.2,1652,2.4,320.6
400,2020-02-18,-2.4,-6.5,650,2.9,1524,0,7.5,210,1.8,331.9
400,2020-02-19,1.5,-3.6,548,7.6,1433,0,5,1453,.8,317.8
400,2020-02-20,5.2,-.7,656,12.4,1447,0,4.1,1500,.8,292.5
400,2020-02-21,7.4,1.8,406,13,1410,3,7.2,2048,1.1,210.9
400,2020-02-22,5.3,1.4,2330,9.4,1316,2.5,12.4,1437,3.1,261.6
400,2020-02-23,3.8,-1.3,727,9.1,1412,0,7.4,1348,1.6,326.3
400,2020-02-24,7.5,.6,1,13.2,1614,0,4.3,216,.9,168.8
400,2020-02-25,6.8,5.6,834,9.9,1551,20.5,6.3,1950,1.2,11.3
400,2020-02-26,7.8,3.8,349,13,1443,0,6.6,1316,1.3,348.8
400,2020-02-27,7.3,2.3,519,12.6,1610,0,4.6,1155,1.1,47.8
400,2020-02-28,5.1,3.3,108,6.7,1007,4,4.1,1028,.8,191.3
400,2020-02-29,8.2,4.7,1,14.1,1516,0,4.1,1828,.9,323.4
400,2020-03-01,6.6,2.5,535,11.8,1202,0,5.9,2305,1.3,315
400,2020-03-02,4.5,1.6,642,8.8,1513,0,7.3,538,1.9,267.2
400,2020-03-03,6,.3,649,12.1,1429,0,7.2,1332,1.5,272.8
400,2020-03-04,3.4,.3,2359,6.7,1118,0,10.3,1845,2.7,309.4
400,2020-03-05,2.5,-1.5,623,8,1519,0,7.1,217,1.9,241.9
400,2020-03-06,4.2,-2.4,627,11.5,1604,0,4.5,1315,.9,326.3
400,2020-03-07,7.4,1.2,510,14.5,1514,0,4.7,1258,1,75.9
400,2020-03-08,9.2,.9,647,18.5,1508,0,5.9,1927,.8,284.1
400,2020-03-09,11.3,3,636,17.8,1417,0,5.1,1853,.9,272.8
400,2020-03-10,7.6,4.7,2337,12.2,1,11.5,7.3,2121,1.6,306.6
400,2020-03-11,4.7,1.4,513,9.2,1415,0,8.5,1102,2.4,286.9
400,2020-03-12,7.7,1.1,137,14.5,1436,0,8.3,1421,1.6,188.4
400,2020-03-13,6.3,1.5,2353,10.4,1337,0,7.6,1743,2.3,247.5
400,2020-03-14,5.2,-.8,639,10.5,1457,0,8.5,1548,2.2,289.7
400,2020-03-15,5.3,1.9,2342,10.6,1326,0,12.5,1354,2.6,258.8
400,2020-03-16,4.6,-.5,436,10.5,1403,0,7.6,1649,1.7,255.9
400,2020-03-17,7,3.2,101,14.1,1647,0,7,1800,1.4,247.5
400,2020-03-18,10.3,1.5,629,18.2,1402,0,7,1535,1.2,185.6
400,2020-03-19,10.3,7.1,2327,13.9,634,0,13.4,1603,3.5,281.3
400,2020-03-20,9.8,4.1,626,15.4,1234,0,9.5,1324,2,213.8
400,2020-03-21,13.4,6,134,20.9,1526,0,7.3,1528,1.3,306.6
400,2020-03-22,12.4,7.5,702,18.5,1430,0,8.8,1726,2.2,270
400,2020-03-23,11,4.3,502,18.4,1444,0,8,1639,1.6,292.5
400,2020-03-24,11.7,4.4,635,19.3,1401,0,6.4,1613,1.2,264.4
400,2020-03-25,12.9,5.3,634,21,1406,0,6.7,1627,1.1,320.6
400,2020-03-26,14.7,7.3,517,21.9,1345,1,5.6,1718,.9,171.6
400,2020-03-27,13.1,8.5,2355,17.9,1347,6.5,7.8,1643,2,323.4
400,2020-03-28,9,5.7,615,14,1512,0,7.8,354,2.1,334.7
400,2020-03-29,9.4,1.5,606,16.8,1427,0,5.6,1635,1.2,247.5
400,2020-03-30,11.1,3.7,610,18.1,1457,0,5.9,1740,1.3,258.8
400,2020-03-31,12.7,5,409,20.4,1428,0,5.3,1826,1.2,317.8
400,2020-04-01,12.4,6.9,2304,19.3,1408,0,9.3,1457,2.1,292.5
400,2020-04-02,10.2,4.4,553,16.8,1436,0,7.8,1508,1.6,326.3
400,2020-04-03,10.8,4.4,504,18.2,1512,0,8.5,1604,1.8,222.2
400,2020-04-04,10.1,6.8,408,14.9,1408,0,8.9,1804,2.5,309.4
400,2020-04-05,8.3,3.4,556,14.7,1511,0,8,1630,1.8,253.1
400,2020-04-06,9.8,2.3,543,17.5,1431,0,7.5,1623,1.6,270
400,2020-04-07,11.5,5.7,450,18.3,1346,0,7.3,1538,1.7,317.8
400,2020-04-08,10.9,6.5,515,15.7,1429,0,8.9,1441,2.4,312.2
400,2020-04-09,9.8,5.6,512,15.7,1536,0,8.1,1451,2,270
400,2020-04-10,11.3,5.9,458,17.6,1453,0,6.6,1723,1.4,326.3
400,2020-04-11,10.3,5.7,620,17.1,1420,0,7.5,1633,1.6,264.4
400,2020-04-12,10.5,4.5,610,15.7,1208,0,8.4,1138,1.9,98.4
400,2020-04-13,12.6,5.6,605,21.1,1628,0,6.1,1556,1.4,39.4
400,2020-04-14,13.5,6.2,553,21,1420,0,6.9,1534,1.5,264.4
400,2020-04-15,13.9,5.9,529,21.3,1425,0,6.9,1627,1.2,275.6
400,2020-04-16,16.1,7.4,529,24.1,1452,0,6.1,1223,1.2,151.9
400,2020-04-17,13,10,921,16.6,111,11,7.2,535,1.4,205.3
400,2020-04-18,14.6,9.8,609,20.8,1531,0,6.4,1629,1.5,253.1
400,2020-04-19,12.6,10.1,2114,16.7,1309,10,5.3,1114,1,95.6
400,2020-04-20,11.1,9,2359,14.1,1039,0,9.4,1629,2,272.8
400,2020-04-21,8.7,6.3,2139,12,1226,0,13.2,1631,3.1,306.6
400,2020-04-22,7.4,5.5,602,10.5,1312,0,9.9,1444,2.9,320.6
400,2020-04-23,9.2,4.8,504,14.2,1157,0,10.9,1233,2.8,351.6
400,2020-04-24,10.8,3.2,540,16.2,1529,0,10.1,1257,2.1,300.9
400,2020-04-25,14.4,9.9,12,19.8,1343,0,9.8,1015,2.5,255.9
400,2020-04-26,13.3,6.6,548,20.3,1606,0,9.2,1740,1.9,329.1
400,2020-04-27,13.6,8.1,441,19.5,1416,0,8.3,1632,1.7,258.8
400,2020-04-28,14.4,6.3,540,21.5,1327,0,7.4,1340,1.7,329.1
400,2020-04-29,15.6,10.1,515,23.1,1337,0,7.8,1408,1.6,326.3
400,2020-04-30,17.6,8.4,416,24.7,1400,0,7.7,1721,1.7,267.2
400,2020-05-01,21.3,17,252,28,1523,0,7.2,1504,1.7,281.3
400,2020-05-02,21.3,19,214,25.7,1419,0,5.9,207,1.4,244.7
400,2020-05-03,22.2,16.6,510,27.7,1607,0,5.1,1336,1.1,210.9
400,2020-05-04,21.5,15.5,2353,26.6,1237,0,6.7,1238,1.8,261.6
400,2020-05-05,16.3,12.6,2356,20.1,1226,0,6.9,1358,1,284.1
400,2020-05-06,20.2,10.9,523,28.7,1611,0,5.8,1840,.9,337.5
400,2020-05-07,21.1,14.3,536,27.5,1353,0,7.3,1016,1.5,137.8
400,2020-05-08,20.4,14.5,2345,27.5,1333,2.5,5.7,1317,1.5,239.1
400,2020-05-09,15.1,13.4,326,17.6,1601,26,7,1716,1.3,250.3
400,2020-05-10,15.1,13.1,317,18.3,1507,.5,5.1,1447,1.3,281.3
400,2020-05-11,17.4,12.1,2359,23.1,1243,2,8.9,1254,1.7,272.8
400,2020-05-12,15.2,10.1,434,19.6,1525,1,8.3,1639,1.8,270
400,2020-05-13,16.5,9.2,520,23.7,1435,0,8.8,1642,1.8,286.9
400,2020-05-14,20.1,12.4,221,27.4,1407,0,5.5,1602,1,340.3
400,2020-05-15,16.3,14.4,1031,21.4,337,11.5,9.3,341,.9,199.7
400,2020-05-16,17.5,15.4,247,21.3,1525,.5,3.4,1329,1,185.6
400,2020-05-17,20.5,16,539,26.5,1619,0,5.2,815,1.2,191.3
400,2020-05-18,20,13.5,2220,27.9,1334,25.5,8.7,1442,1.5,177.2
400,2020-05-19,13.6,10.8,2352,18.4,1534,10.5,6.3,1732,1.3,323.4
400,2020-05-20,15,10.3,52,20.8,1532,0,5.6,1116,1.1,109.7
400,2020-05-21,18.1,10.6,439,24.2,1557,0,5,1237,1,196.9
400,2020-05-22,19.5,14.4,451,23.7,1323,0,4.9,929,1.1,174.4
400,2020-05-23,21.2,17.1,545,26.1,1519,0,6.3,1719,1.2,275.6
400,2020-05-24,18.3,14.5,2351,22.6,1604,11.5,6.5,804,1.9,292.5
400,2020-05-25,17.8,14.5,1,21.7,1513,0,4.4,1452,1.4,196.9
400,2020-05-26,17.7,13.5,451,25,1412,.5,6.8,1607,1.4,286.9
400,2020-05-27,18.8,12.9,551,25.8,1512,0,6.5,1726,1.5,275.6
400,2020-05-28,19.6,14.2,540,24.9,1600,0,5.1,1547,1.2,306.6
400,2020-05-29,21.1,13.9,518,28.3,1511,0,4.9,1756,1,236.3
400,2020-05-30,23.5,16.3,413,30.4,1614,0,5.2,1146,1.1,222.2
400,2020-05-31,22.1,17.2,413,28.6,1231,0,6.2,1444,1.4,244.7
400,2020-06-01,20.8,17,2343,25.7,1457,.5,8,1224,2.3,250.3
400,2020-06-02,18.7,14.8,508,23,1525,1,8.7,1224,1.3,120.9
400,2020-06-03,22.8,18.4,3,29.1,1554,0,6.3,1933,1.4,258.8
400,2020-06-04,23.3,19.9,203,28.9,1427,0,8.3,1530,1.7,340.3
400,2020-06-05,23.9,19.3,430,30,1558,0,5.2,1529,1.2,70.3
400,2020-06-06,25.1,19,512,31,1602,0,5.4,2326,1.1,250.3
400,2020-06-07,23.7,19.7,445,29.9,1554,0,6.4,1055,1.7,191.3
400,2020-06-08,25.8,20.2,207,32.8,1610,0,7.4,2358,1.3,163.1
400,2020-06-09,27.5,20,509,34.4,1451,0,6.4,1016,1.2,0
400,2020-06-10,26.3,22,426,33.3,1251,10,6.4,1711,1,329.1
400,2020-06-11,26.9,22.1,109,32.9,1643,0,6.4,1706,1.3,258.8
400,2020-06-12,25,21.5,527,28.2,1610,0,3.9,1418,1,182.8
400,2020-06-13,27.3,20.7,516,33.5,1433,0,5.6,1953,1.1,264.4
400,2020-06-14,24.4,20.5,2356,30.4,1454,1,7.8,1719,1.7,253.1
400,2020-06-15,23.6,17.9,500,29.9,1503,0,8.4,1420,1.7,255.9
400,2020-06-16,25,20.5,427,31.3,1558,0,5.8,1647,1.5,182.8
400,2020-06-17,24.6,19.3,501,31.1,1506,0,6.5,1533,1.4,168.8
400,2020-06-18,23.9,20.7,410,27.1,1528,0,4.5,1443,1,191.3
400,2020-06-19,25.3,22,712,30.8,1553,0,5,1923,1.2,267.2
400,2020-06-20,25.7,20.3,432,31.2,1531,0,6,1552,1.4,264.4
400,2020-06-21,26.9,20.2,428,34.1,1430,0,5.3,1718,1.1,258.8
400,2020-06-22,29.1,21.5,536,36.2,1441,0,9.5,1407,1.1,253.1
400,2020-06-23,27.7,23.1,627,32.6,1154,0,4.6,1535,1,230.6
400,2020-06-24,22.7,19.8,1247,26.9,32,24,6.8,657,1.2,160.3
400,2020-06-25,22.4,20.4,2352,25,1454,6.5,6,1644,1.4,180
400,2020-06-26,22.7,19.5,443,26.7,1501,1,6.4,1633,1.8,261.6
400,2020-06-27,25.1,20.8,412,30.8,1543,0,5.8,1820,1.1,272.8
400,2020-06-28,26.1,22.3,123,31.6,1512,0,5.8,1601,1.3,258.8
400,2020-06-29,24.1,19.7,2341,27.5,1630,14,6.5,2259,1.3,109.7
400,2020-06-30,20.7,18.6,541,23.9,1509,43.5,6.8,1807,1.3,78.8
400,2020-07-01,21.6,18.2,338,25.4,1719,0,10.9,743,.9,208.1
400,2020-07-02,24.9,19.5,153,30.6,1549,0,4.4,2049,1,289.7
400,2020-07-03,25.6,21.8,320,30.9,1224,0,8.2,1429,1.6,174.4
400,2020-07-04,24.6,20.1,224,30.4,1452,2,6.6,1719,1.2,264.4
400,2020-07-05,24.4,19.3,456,28.6,1529,0,4.3,1423,1.1,185.6
400,2020-07-06,26.5,22,549,31.7,1515,0,5.3,2020,1.2,281.3
400,2020-07-07,25.2,22.7,804,29.3,1652,0,4.7,1521,1.6,320.6
400,2020-07-08,26,21.8,455,30.8,1456,0,5.6,1923,1.3,264.4
400,2020-07-09,28.1,21.2,513,34,1556,0,6.4,1603,1.1,28.1
400,2020-07-10,25.3,23.2,811,28.9,1639,1,6.4,1322,1.2,357.2
400,2020-07-11,26.5,23,105,30.7,1335,0,7.5,1740,1.3,157.5
400,2020-07-12,23.5,21.4,2157,26.5,1254,3,4.9,918,1,25.3
400,2020-07-13,19.2,18.2,709,22.4,35,49,7.5,945,1.6,115.3
400,2020-07-14,21,17.2,501,24.9,1537,21,5.6,1146,1,118.1
400,2020-07-15,23.8,19.7,546,29.3,1656,0,4.3,1449,1,87.2
400,2020-07-16,25.3,19.5,422,30.6,1336,0,4.8,1544,1.1,261.6
400,2020-07-17,26.6,21,531,32.4,1415,0,7,1529,1.2,261.6
400,2020-07-18,26.7,22.8,344,31.6,1535,0,5.1,1055,1.1,185.6
400,2020-07-19,25,20.4,852,27.2,1643,43,7.3,2008,1.4,182.8
400,2020-07-20,24.6,22.3,2200,27.5,130,5,9,519,2,202.5
400,2020-07-21,26.1,22.1,602,32.2,1521,0,5.1,1745,.9,264.4
400,2020-07-22,23.7,22,2333,26.3,1439,19,4.3,1548,.6,165.9
400,2020-07-23,21.2,18.8,2357,23.3,1019,96.5,6.6,1404,1.1,64.7
400,2020-07-24,23.6,18.9,10,27.5,1422,0,8.7,1128,1.6,104.1
400,2020-07-25,25.4,22,320,29.3,1319,0,6.7,1704,1.1,30.9
400,2020-07-26,25.7,22.5,617,30.3,1554,0,4.1,914,.9,75.9
