지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
405,2005-01-01,-3.9,-7.7,712,-.3,1503,0,7.7,2,277
405,2005-01-02,1.3,-3.7,327,5.2,1342,0,8,1.6,202.2
405,2005-01-03,3.6,-1.3,2355,6,1539,.5,10,2.3,309.6
405,2005-01-04,-4.1,-6.4,803,-1.1,1414,0,11.1,3.6,287.5
405,2005-01-05,-3,-7.4,645,.5,1504,0,4.2,1.3,127.5
405,2005-01-06,.9,-3,436,3.6,1536,0,5.5,1.2,340.8
405,2005-01-07,-2.2,-5.8,0,3.1,1,0,11.4,3.2,330.4
405,2005-01-08,-4.1,-7,721,1.7,1353,0,12,2.2,280.1
405,2005-01-09,-7.1,-9.6,735,-3.6,1448,0,9,2.9,303.3
405,2005-01-10,-4.8,-9.6,404,-.9,1436,0,7.5,1.4,274
405,2005-01-11,-5.4,-7.5,746,-2.3,1445,0,7.9,2.4,327.4
405,2005-01-12,-5.1,-8,733,-1.6,1442,0,7.6,2.4,292
405,2005-01-13,-4,-7.6,458,-.7,1448,0,7.7,1.8,302.2
405,2005-01-14,-2.6,-6.1,624,.7,1424,0,5.9,1.3,319.7
405,2005-01-15,-2.1,-6,623,2,1404,0,7.1,1.9,284.7
405,2005-01-16,-.1,-4.1,445,4.9,1452,0,6.6,2.2,284.3
405,2005-01-17,1.1,-3.5,627,5.7,1439,0,5.2,1,305.1
405,2005-01-18,1.4,-2.8,0,4.4,1342,0,8.2,2,305.8
405,2005-01-19,-2.7,-5,611,1.2,1434,0,9.9,2.9,286
405,2005-01-20,-5,-6.8,725,-1.9,1407,0,10.7,3.1,328.2
405,2005-01-21,-4.4,-8.3,747,-.3,1435,0,5.9,1.9,268.5
405,2005-01-22,-1.4,-6.3,711,2.8,1451,0,3.6,1,76.1
405,2005-01-23,1.7,-3.3,652,7.6,1425,0,6,1.2,300.7
405,2005-01-24,1.9,-.9,437,5.3,1454,0,5.5,1.2,312.9
405,2005-01-25,1.4,-2.1,503,4.4,1435,0,3.9,1.1,309.4
405,2005-01-26,2,-1.3,645,6.7,1455,0,6,1.3,312.5
405,2005-01-27,1.7,-1.7,617,5.9,1448,0,4.3,1.3,329.9
405,2005-01-28,2.9,-1.7,517,8,1403,0,4.4,.9,302
405,2005-01-29,-.4,-5.3,2345,3.1,646,2,10.2,2.8,284.6
405,2005-01-30,-6,-8.3,730,-2.2,1446,0,9.9,3.2,280.6
405,2005-01-31,-6.4,-10.1,2357,-1.3,1303,0,14.2,3.4,279
405,2005-02-01,-9.3,-12.2,546,-5.8,1414,0,16.1,4.6,318.8
405,2005-02-02,-6,-9.9,646,-2.1,1453,0,7.8,2.5,297.8
405,2005-02-03,-3.4,-6.8,28,.1,1410,0,6.5,2,297.1
405,2005-02-04,-1,-4.2,732,2.8,1407,0,7,1.8,292.9
405,2005-02-05,-1.2,-4.5,756,2.5,1439,0,7.7,2.1,305.3
405,2005-02-06,.1,-4.8,530,5.2,1452,0,4,1,179.3
405,2005-02-07,3.1,-1.5,49,5.5,1446,0,3.8,.9,288.9
405,2005-02-08,2.1,-.7,2329,6.2,1442,0,7,1.4,177
405,2005-02-09,-.9,-3.9,2351,2,1434,0,9.7,1.7,281
405,2005-02-10,-5.3,-7.9,2336,-1.5,1429,0,11.2,3.3,276.2
405,2005-02-11,-5,-8.1,316,-1.7,1633,0,9.3,2.6,297.2
405,2005-02-12,-3.5,-6.8,604,.3,1538,0,5.6,1.4,313.3
