지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
889,2018-01-01,-2.8,-7.3,755,4.2,1528,0,4.7,1640,.8,275.6
889,2018-01-02,-2,-6.2,727,3,1315,0,6.9,1319,1.2,306.6
889,2018-01-03,-3.7,-8.3,701,0,1451,0,5.2,1308,1.4,331.9
889,2018-01-04,-4.5,-9.1,759,-.7,1504,0,3.6,1154,.7,28.1
889,2018-01-05,-3,-7.5,243,2.9,1438,0,5.9,1626,1.1,247.5
889,2018-01-06,-4.3,-9.2,545,3.3,1535,0,4.4,1209,.9,331.9
889,2018-01-07,-1.6,-8.3,801,3.3,1553,0,4,837,.6,90
889,2018-01-08,1.5,-.6,746,4.7,1435,.5,10.4,2111,1.3,261.6
889,2018-01-09,-3.4,-6.4,2027,-.3,45,0,8.4,115,1.9,264.4
889,2018-01-10,-6.7,-9.4,532,-4,1234,0,8.5,1135,1.7,11.3
889,2018-01-11,-9.9,-12.5,2326,-6.7,1449,0,7.9,1043,2,323.4
889,2018-01-12,-9.6,-14.6,738,-5.1,1552,0,5.7,1223,1,230.6
889,2018-01-13,-4.1,-6.7,136,-.5,1633,0,4.3,1259,.8,14.1
889,2018-01-14,.6,-7.8,649,6.8,1406,0,5.6,1442,.8,236.3
889,2018-01-15,4,-1.7,2347,8.9,1442,0,6.4,609,1.1,272.8
889,2018-01-16,2.7,-3,146,7,1529,0,3.5,1212,.5,36.6
889,2018-01-17,3.4,-.5,2100,9.4,1441,0,5.4,1658,.7,267.2
889,2018-01-18,2.6,-1.6,803,5.8,1449,0,5.1,1405,1.1,244.7
889,2018-01-19,.2,-5,747,6.4,1435,0,5.8,1452,.9,50.6
889,2018-01-20,1.4,-4.1,209,7.8,1449,0,5.4,1604,1.1,241.9
889,2018-01-21,-1.2,-6.2,740,5.9,1444,0,3.8,1430,.8,329.1
889,2018-01-22,.5,-4.3,2359,5.8,1434,4,7,2314,1.1,284.1
889,2018-01-23,-10.8,-13.8,2341,-4.2,1,0,8.2,2214,2.3,278.4
889,2018-01-24,,,,,,0,,,,
889,2018-01-25,-12.9,-15.2,717,-8.6,1448,0,7.9,1701,1.9,300.9
889,2018-01-26,-14.2,-17,819,-10,1523,0,7.8,846,1.8,357.2
889,2018-01-27,-9.9,-16.9,642,-2.6,1609,0,3.7,1236,.9,337.5
889,2018-01-28,-5.2,-9,700,.3,1413,0,7.4,1634,1.3,236.3
889,2018-01-29,-7.5,-12.3,740,-3.6,1525,0,7.6,1049,1.6,295.3
889,2018-01-30,-5.1,-13.6,632,.2,2338,0,6.2,1414,1,225
889,2018-01-31,-2.3,-7.7,2341,.9,1600,0,4.9,208,1.1,250.3
889,2018-02-01,-5.1,-11.6,729,2.5,1448,0,5.5,1423,.8,244.7
889,2018-02-02,-3.8,-10.2,638,4.4,1519,0,4.8,1617,.8,351.6
889,2018-02-03,-6.2,-9.3,2358,-.9,48,0,8,1458,2.1,250.3
889,2018-02-04,-8.3,-11.4,723,-4.4,1515,0,6.7,1828,1.8,247.5
889,2018-02-05,-8.1,-12.4,630,-3.7,1501,0,7.6,1111,1.8,19.7
889,2018-02-06,-9,-11.8,738,-4.5,1544,0,7.6,2040,2,264.4
889,2018-02-07,-8.8,-15.3,646,-1,1643,0,4.7,1254,.9,2.8
889,2018-02-08,-5.5,-12.2,720,2.6,1548,0,4.2,1423,.9,306.6
889,2018-02-09,.1,-8.3,204,7.1,1536,0,5.2,1555,.9,241.9
889,2018-02-10,.5,-5.9,2316,5.1,1139,0,7.8,1249,1.9,272.8
889,2018-02-11,-4.7,-7.7,722,-1.4,1257,0,7.8,1448,1.9,281.3
889,2018-02-12,-4.7,-10.4,709,-1,1506,0,8.5,1544,1.7,264.4
889,2018-02-13,-.8,-10,742,5.7,1446,0,9.1,1610,1.8,236.3
889,2018-02-14,4.5,-.8,314,9.6,1446,0,9.8,1046,2.2,244.7
889,2018-02-15,-.4,-5.8,2356,5,1357,0,5.7,1326,1.3,250.3
889,2018-02-16,-.8,-7.9,726,5.7,1420,0,8.4,1643,1.5,250.3
889,2018-02-17,-2.1,-5.7,730,2.8,1550,0,6.7,1650,1.7,219.4
889,2018-02-18,-.9,-6.1,714,6.1,1532,0,3.4,1232,.7,19.7
889,2018-02-19,1.2,-4.6,421,7.5,1517,0,4.2,1129,.8,230.6
889,2018-02-20,1.3,-5,523,7.4,1440,0,6.1,2245,1.3,2.8
889,2018-02-21,-1.2,-6.1,644,5.3,1522,0,6.3,1331,1.3,284.1
889,2018-02-22,1.3,-6.3,629,7.2,1509,0,8.7,1349,1.6,210.9
889,2018-02-23,4.8,-2.6,734,10.1,1453,3.5,7.6,2049,1.5,236.3
889,2018-02-24,2.5,-2.8,2242,7.7,1522,0,5.3,1728,1.2,309.4
889,2018-02-25,1.5,-3.4,2357,8.5,1515,0,5.6,1405,1,331.9
889,2018-02-26,2,-5.5,626,11.3,1516,0,5.2,1533,1.1,219.4
889,2018-02-27,3.8,-2.9,509,7.9,1359,0,2.7,2041,.5,101.3
