지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
422,2015-01-01,-10.5,-12.4,734,-7.7,1435,0,,0,14.3,156,3.7,343.1
422,2015-01-02,-8.3,-11.2,1,-5.3,1430,0,,0,14.4,1313,3.1,317.8
422,2015-01-03,-4.6,-10.1,201,-.6,1511,0,,0,6.8,1732,1.4,247.5
422,2015-01-04,.8,-2.2,235,4.7,1530,0,,0,5.5,559,1.7,92.8
422,2015-01-05,2.1,-1.1,733,5.4,1440,0,,0,8.3,747,2.5,70.3
422,2015-01-06,-5.6,-9.4,2319,1.5,1,.5,100,1.5,14.8,813,2.9,2.8
422,2015-01-07,-7.7,-10.6,714,-4.3,1430,0,,0,9,43,1.9,348.8
422,2015-01-08,-6.9,-10.3,453,-3.9,1459,0,,0,6.4,1300,1.5,247.5
422,2015-01-09,-3.7,-7.2,809,-.3,1505,0,,0,7.4,2336,1.6,340.3
422,2015-01-10,-1.8,-5.8,246,1.8,1502,0,,0,9,1536,2.4,247.5
422,2015-01-11,-2.7,-6,2303,.3,154,0,,0,14.3,805,3.3,326.3
422,2015-01-12,-4.3,-8.4,613,-.2,1407,0,,0,9.9,29,1.5,326.3
422,2015-01-13,-.8,-4.8,355,2.6,1510,0,,0,5.2,1119,1.9,104.1
422,2015-01-14,1.6,-1,843,3.7,1330,0,,0,5,2318,1.5,22.5
422,2015-01-15,1.7,-.6,2356,5.2,1533,0,,0,7.1,1946,2.2,11.3
422,2015-01-16,-1.6,-5,2234,.6,1209,0,,0,11.5,1533,3.1,300.9
422,2015-01-17,-6.5,-10,757,-3.4,1520,0,,0,11.5,236,2.5,348.8
422,2015-01-18,-3.1,-7.1,635,-.6,2157,1.5,2200,4.5,11.1,2207,2.1,244.7
422,2015-01-19,-2.7,-5.9,2400,-.1,1357,0,,0,8.5,1512,2.8,25.3
422,2015-01-20,-2.7,-7.2,826,.9,1541,0,,0,5.8,2301,1.9,78.8
422,2015-01-21,1.7,-.5,15,3.6,1540,0,,0,5.7,47,2.2,56.3
422,2015-01-22,1.3,-.5,353,3.9,1406,0,,0,6.7,228,2.1,28.1
422,2015-01-23,-.3,-2.8,747,2.5,1218,0,,0,6.7,1804,2,270
422,2015-01-24,1.7,-.8,310,4.9,1412,0,,0,7,1255,1.6,253.1
422,2015-01-25,1,-.3,632,2.4,1326,.5,1700,2,8.3,1942,3.8,67.5
422,2015-01-26,1.6,-2,2217,3.6,1058,0,,0,10,2006,2.3,340.3
422,2015-01-27,-6.1,-9.6,2357,-1.9,1,0,,0,10.1,2014,2.6,317.8
422,2015-01-28,-6.3,-11.1,740,-1,1517,0,,0,6.5,745,2,14.1
422,2015-01-29,-2.3,-4.6,402,.3,1401,0,,0,6.4,2319,2.1,315
422,2015-01-30,-5.6,-9.3,2346,-2.4,1341,0,,0,10.5,1125,2.9,334.7
422,2015-01-31,-6.8,-10.2,724,-2.7,1524,0,,0,8.2,525,2.3,351.6
422,2015-02-01,-4.5,-8.2,521,0,1448,0,,0,6.1,1534,1.2,222.2
422,2015-02-02,-2.1,-5.3,552,2.6,1534,0,,0,5.5,1915,1.5,11.3
422,2015-02-03,-.7,-3.4,542,4.3,1438,0,,0,6.5,1811,1.6,300.9
422,2015-02-04,-1.2,-3.3,816,2.9,1358,0,,0,7.2,2308,1.8,317.8
422,2015-02-05,-2.1,-5.1,514,2,1437,0,,0,9.1,2206,2,312.2
422,2015-02-06,-1.7,-5.9,410,2.7,1454,0,,0,6.8,6,2.1,8.4
422,2015-02-07,-.8,-5.3,2400,3.3,1441,0,,0,11.8,2252,2,326.3
422,2015-02-08,-12.1,-14.4,736,-5.4,1,0,,0,14.4,443,4.4,348.8
422,2015-02-09,-7.8,-15,734,-2,1518,0,,0,13.1,1524,3,225
422,2015-02-10,-.4,-3.9,35,2.5,1327,0,,0,11.1,1348,2.4,241.9
422,2015-02-11,.4,-2.8,2356,4.4,1450,0,,0,8.9,2332,2,329.1
422,2015-02-12,-4.7,-7,726,-1.2,1424,0,,0,13.5,1643,4,306.6
422,2015-02-13,-3.9,-7.7,529,.6,1452,0,,0,9.4,1355,2.7,16.9
422,2015-02-14,.5,-3.7,7,4,1721,0,,0,9.6,1951,1.9,261.6
422,2015-02-15,5.7,1.8,732,10.1,1531,0,,0,9.4,2126,3,87.2
422,2015-02-16,2.7,2.2,2140,5.3,1,1,1300,10,9,753,3.7,90
422,2015-02-17,-.6,-1.7,2357,2.3,1,0,,0,8.3,251,2.3,247.5
422,2015-02-18,-1,-2.7,558,1.8,1230,0,,0,8.3,1953,2.5,14.1
422,2015-02-19,.6,-3,727,5,1511,0,,0,6.5,1843,1.4,286.9
422,2015-02-20,3.6,-.8,422,7.7,1616,0,,0,5.9,1146,2,137.8
422,2015-02-21,3.8,2.1,1415,5.1,203,1.5,1300,6.5,8.9,1728,3.7,30.9
422,2015-02-22,1.3,-3,2347,5.9,313,1,100,3.5,12.3,1601,2.8,247.5
422,2015-02-23,-1.8,-4.6,551,2.7,1427,0,,0,8.4,1451,2.2,236.3
422,2015-02-24,-.1,-3.2,434,4.2,1511,0,,0,7.5,1330,1.7,239.1
422,2015-02-25,3.2,-1.6,736,9.6,1518,.5,2400,.5,10.3,1820,2.2,244.7
422,2015-02-26,-1.6,-5.9,2203,2.2,127,.5,100,.5,12.6,2053,3.5,306.6
422,2015-02-27,-3.8,-8.1,654,.7,1631,0,,0,12,248,3,317.8
422,2015-02-28,.8,-3.1,329,3.5,1548,0,,0,6.6,1357,2.1,140.6
422,2015-03-01,-.1,-2.2,2357,3.2,1305,0,,0,10.3,1621,2.7,298.1
422,2015-03-02,1.9,-2.4,238,6.7,1436,0,,0,7.8,1608,2.1,230.6
422,2015-03-03,.3,-4,2356,4.1,1242,1.5,1700,5.5,18.5,2340,2.8,300.9
422,2015-03-04,-4.7,-6.9,609,-1.2,1412,0,,0,15.2,106,4.1,340.3
422,2015-03-05,-2.3,-6,636,2,1510,0,,0,6.2,438,1.6,2.8
422,2015-03-06,1.3,-2.5,629,6.6,1357,0,,0,5.9,1741,2.2,309.4
422,2015-03-07,2.8,-2.1,609,8.2,1448,0,,0,6.6,1608,1.7,343.1
422,2015-03-08,6.4,.9,615,12,1537,0,,0,6.9,1706,2,337.5
422,2015-03-09,-.2,-7.8,2356,7.5,148,0,,0,16.2,2314,3.8,317.8
422,2015-03-10,-5.9,-9.4,614,-1.7,1532,0,,0,16.1,451,4.6,5.6
422,2015-03-11,-1.9,-6.5,56,4.6,1456,0,,0,16.2,1444,3.6,253.1
422,2015-03-12,-.4,-6,621,4.5,1515,0,,0,11.3,1658,2.7,247.5
422,2015-03-13,3.2,.4,757,8.1,1453,0,,0,8.8,1410,2.6,306.6
422,2015-03-14,2.2,-1.6,453,8.5,1451,0,,0,7.8,358,2.3,351.6
422,2015-03-15,3.7,-.2,441,9.6,1451,0,,0,7.1,1737,1.6,340.3
422,2015-03-16,8.4,1.4,454,15,1417,0,,0,5.7,1606,2,236.3
422,2015-03-17,9.8,7.5,443,13.4,1449,0,,0,5.6,1708,1.7,306.6
422,2015-03-18,9.2,6.6,1912,11.7,1325,.5,1600,1.5,10.7,1202,4.2,81.6
422,2015-03-19,10.7,6,343,17.6,1612,0,,0,9,1823,2.6,272.8
422,2015-03-20,12.3,7.9,450,18.8,1416,0,,0,8.7,1934,2.3,343.1
422,2015-03-21,9.8,6.6,733,15.1,1523,0,,0,8.6,1324,2.3,239.1
422,2015-03-22,6.1,0,2324,12.2,1314,0,,0,14.8,436,3.9,334.7
422,2015-03-23,2.6,-1.7,328,7.5,1457,0,,0,13.9,1517,4.9,345.9
