SIGUNGU_NM,LV2_CODE,LV2_NAME,AREA_M2
금천구,150,교통지역,2105365.909465834
금천구,160,공공시설지역,455525.0278970204
금천구,310,활엽수림,1766370.0887081884
금천구,320,침엽수림,37013.85674186412
금천구,330,혼효림,814308.0512938085
금천구,430,기타초지,380402.55268091103
금천구,510,내륙습지,74194.55584802126
금천구,620,기타나지,499682.7578406341
금천구,710,내륙수,293083.9642220624
노원구,110,주거지역,7807036.548311924
노원구,120,공업지역,40974.832956827726
노원구,130,상업지역,2503557.155882419
노원구,140,위락시설지역,202442.5528289534
노원구,150,교통지역,3575144.1699029803
노원구,160,공공시설지역,2526420.347869654
노원구,210,논,29418.14043861683
노원구,220,밭,425108.6667249681
노원구,240,과수원,53186.29429732139
노원구,250,기타재배지,8106.136454668748
노원구,310,활엽수림,10833908.16956678
노원구,320,침엽수림,600393.1513058064
노원구,330,혼효림,3677006.7366384855
노원구,410,자연초지,79173.00275317281
노원구,420,골프장,318156.50552325556
노원구,430,기타초지,1462997.2471006708
노원구,510,내륙습지,30891.388877979676
노원구,620,기타나지,909140.0179695855
노원구,710,내륙수,480930.28042093274
도봉구,110,주거지역,4792099.209018852
도봉구,120,공업지역,4568.2046261752075
도봉구,130,상업지역,2016377.5275477539
도봉구,140,위락시설지역,18494.825259042464
도봉구,150,교통지역,1860175.679406464
도봉구,160,공공시설지역,734167.240237256
도봉구,210,논,7779.707449675787
도봉구,220,밭,396133.23140817176
도봉구,230,하우스재배지,75350.50548791012
도봉구,240,과수원,9834.852278753642
도봉구,250,기타재배지,2178.1903044290316
도봉구,310,활엽수림,7838384.729626166
도봉구,320,침엽수림,49735.191037055614
도봉구,330,혼효림,1444589.4754015515
도봉구,430,기타초지,695611.2412078782
도봉구,510,내륙습지,8818.972993048237
도봉구,620,기타나지,475332.98028018087
도봉구,710,내륙수,259752.0610064424
동대문구,110,주거지역,5652538.815446021
동대문구,120,공업지역,2425.5919308480698
동대문구,130,상업지역,1854442.1108786454
동대문구,140,위락시설지역,26036.78722766647
동대문구,150,교통지역,2334902.6956196385
동대문구,160,공공시설지역,2298859.9707432603
동대문구,220,밭,13256.493565020774
동대문구,310,활엽수림,692928.4553941309
동대문구,330,혼효림,253290.79450196988
동대문구,430,기타초지,451482.64078629494
동대문구,620,기타나지,525712.8273786419
동대문구,710,내륙수,160493.24084267317
동작구,110,주거지역,7765230.4151922595
동작구,130,상업지역,679066.6989596908
동작구,140,위락시설지역,17855.829796718856
동작구,150,교통지역,2270730.4037373653
동작구,160,공공시설지역,2319355.632825362
동작구,310,활엽수림,2066671.5975344728
동작구,320,침엽수림,91737.52607365856
동작구,330,혼효림,346920.5825959699
동작구,430,기타초지,979123.7736394145
동작구,620,기타나지,820075.7566416387
동작구,710,내륙수,303037.7360715205
마포구,110,주거지역,7138692.527578942
마포구,130,상업지역,1311184.6118588934
마포구,140,위락시설지역,134529.92287261036
마포구,150,교통지역,4610922.71141349
마포구,160,공공시설지역,5550626.637582046
마포구,220,밭,122590.76870422288
마포구,310,활엽수림,290106.296408324
마포구,330,혼효림,396477.2524028881
마포구,420,골프장,154676.33817145298
마포구,430,기타초지,3364893.7214962826
마포구,510,내륙습지,28132.54820381982
마포구,620,기타나지,811924.555176772
마포구,710,내륙수,4300655.688005295
서대문구,110,주거지역,6825356.784804321
서대문구,130,상업지역,905971.5761529988
서대문구,140,위락시설지역,17127.757707225268
서대문구,150,교통지역,2368319.579872596
서대문구,160,공공시설지역,3969116.1953026485
서대문구,220,밭,11518.150678854745
서대문구,310,활엽수림,3125651.825145507
서대문구,320,침엽수림,173019.96183170538
서대문구,330,혼효림,1670961.0767563665
서대문구,430,기타초지,270993.5021602118
서대문구,620,기타나지,524965.078465914
서대문구,710,내륙수,176474.35025290019
서초구,110,주거지역,9473631.878228957
서초구,130,상업지역,3434858.141012762
서초구,140,위락시설지역,296586.44721154706
서초구,150,교통지역,3979753.881434404
서초구,160,공공시설지역,2993407.493312494
서초구,210,논,60674.56973453813
서초구,220,밭,1888668.1809747661
서초구,230,하우스재배지,1353129.1148629442
서초구,250,기타재배지,237384.60763621412
서초구,310,활엽수림,12915980.096613653
서초구,320,침엽수림,2027683.7791019322
서초구,330,혼효림,3764988.5038958597
서초구,430,기타초지,1800764.346208321
서초구,510,내륙습지,37616.38707450204
서초구,610,채광지역,54963.66910849098
서초구,620,기타나지,1359427.7407126843
서초구,710,내륙수,1601495.0609868462
성동구,110,주거지역,3945513.250333316
성동구,120,공업지역,26732.510819556283
성동구,130,상업지역,2404230.202212184
성동구,150,교통지역,2691625.2025299193
성동구,160,공공시설지역,2562654.201302094
성동구,220,밭,5907.347115768765
성동구,310,활엽수림,90071.59788826127
성동구,330,혼효림,178469.8222833195
성동구,430,기타초지,1967375.5994484131
성동구,510,내륙습지,16074.929232789389
성동구,620,기타나지,517612.7551294528
성동구,710,내륙수,2398225.883373103
성북구,110,주거지역,8781733.570271736
성북구,120,공업지역,15552.53162926301
성북구,130,상업지역,1549161.5782425392
성북구,140,위락시설지역,94777.67464125887
성북구,150,교통지역,2472314.5018178266
성북구,160,공공시설지역,2467798.109963428
성북구,220,밭,17253.716925420114
성북구,310,활엽수림,5147516.5797116
성북구,320,침엽수림,136211.41939461988
성북구,330,혼효림,2530716.226155343
성북구,430,기타초지,533638.4177557802
성북구,620,기타나지,859080.5961563115
성북구,710,내륙수,112970.71514347353
송파구,110,주거지역,11103117.819595378
송파구,120,공업지역,160592.96389399446
송파구,130,상업지역,2560914.7015768914
송파구,140,위락시설지역,800952.4148405914
송파구,150,교통지역,4058289.258735488
송파구,160,공공시설지역,2469408.739334194
송파구,210,논,46046.067042774666
송파구,220,밭,546098.3375485123
송파구,230,하우스재배지,777149.2924670323
송파구,310,활엽수림,894699.8435202128
송파구,320,침엽수림,167676.07886070292
송파구,330,혼효림,606411.7452872249
송파구,410,자연초지,81380.13462676777
송파구,420,골프장,302021.88645462523
송파구,430,기타초지,2936644.118794695
송파구,510,내륙습지,582236.9150579687
송파구,620,기타나지,1864992.6911951504
송파구,710,내륙수,3868191.4263013834
양천구,110,주거지역,6517604.30772496
양천구,120,공업지역,9.800985086274714
양천구,130,상업지역,2148157.5436115987
양천구,140,위락시설지역,394426.5963423895
양천구,150,교통지역,3147071.995268858
양천구,160,공공시설지역,1956480.7830491369
양천구,220,밭,106966.29858723564
양천구,230,하우스재배지,33382.10269465748
양천구,250,기타재배지,16603.85737083631
양천구,310,활엽수림,734438.6729187209
양천구,320,침엽수림,615865.794646533
양천구,330,혼효림,814668.0843602464
양천구,430,기타초지,275727.0153694281
양천구,620,기타나지,1085346.624944558
양천구,710,내륙수,132549.0402733835
영등포구,110,주거지역,6232073.480759136
영등포구,120,공업지역,252678.95358469783
영등포구,130,상업지역,3363151.634558889
영등포구,140,위락시설지역,471441.94454694306
영등포구,150,교통지역,4876237.913440377
영등포구,160,공공시설지역,5588953.305064235
영등포구,430,기타초지,1750951.47996196
영등포구,510,내륙습지,27346.411812410024
영등포구,620,기타나지,1144868.4883209097
영등포구,710,내륙수,5047489.199313603
용산구,110,주거지역,7143215.892375328
용산구,130,상업지역,1450974.0333930233
용산구,140,위락시설지역,549837.9137272888
용산구,150,교통지역,3839776.7095682616
용산구,160,공공시설지역,5596981.377609512
용산구,220,밭,2587.3946523442028
용산구,310,활엽수림,670773.2761309473
용산구,320,침엽수림,113423.90400832018
용산구,330,혼효림,617525.7188706709
용산구,430,기타초지,941205.9476411619
용산구,610,채광지역,2637.4381095417525
용산구,620,기타나지,637053.5811550982
용산구,710,내륙수,3697898.4813532517
은평구,110,주거지역,9082567.425110603
은평구,120,공업지역,19.289774345515944
은평구,130,상업지역,759634.5145043323
은평구,140,위락시설지역,35121.31659970662
은평구,150,교통지역,2298416.482518291
은평구,160,공공시설지역,2875730.5245076856
은평구,220,밭,429407.6543141462
은평구,250,기타재배지,3957.4687099978255
은평구,310,활엽수림,8381778.623461574
은평구,320,침엽수림,61138.92252399003
은평구,330,혼효림,4900304.130579243
은평구,410,자연초지,168678.04758484807
은평구,430,기타초지,86472.51620775419
은평구,510,내륙습지,3560.593676702935
은평구,620,기타나지,2415534.226117881
은평구,710,내륙수,144371.6103951531
종로구,110,주거지역,5931279.352416281
종로구,130,상업지역,2203642.809476164
종로구,140,위락시설지역,284991.6925781374
종로구,150,교통지역,1861292.3005315843
종로구,160,공공시설지역,3345237.429725565
종로구,310,활엽수림,6042121.311222528
종로구,320,침엽수림,214650.05959723657
종로구,330,혼효림,4348218.675634928
종로구,410,자연초지,127280.5747426221
종로구,430,기타초지,447054.1610821762
종로구,620,기타나지,577155.1386625614
종로구,710,내륙수,68499.55067983083
중구,110,주거지역,1753134.042776273
중구,120,공업지역,27395.903348022475
중구,130,상업지역,2823830.719389424
중구,140,위락시설지역,106886.5083242431
중구,150,교통지역,1906118.9451075108
중구,160,공공시설지역,2879240.3912353395
중구,310,활엽수림,470693.80134711106
중구,320,침엽수림,685.6886153810482
중구,330,혼효림,655240.5374676062
중구,430,기타초지,248948.721674288
중구,620,기타나지,235615.48995301285
중구,710,내륙수,21059.66673976902
중랑구,110,주거지역,6032888.711126716
중랑구,120,공업지역,110749.55389938128
중랑구,130,상업지역,1505455.3897406748
중랑구,150,교통지역,2314833.6260450645
중랑구,160,공공시설지역,1306388.354135979
중랑구,210,논,10497.69418462541
중랑구,220,밭,571457.7327606258
중랑구,230,하우스재배지,49171.2530176607
중랑구,240,과수원,364607.57221493137
중랑구,250,기타재배지,16486.862761105338
중랑구,310,활엽수림,3016336.733457842
중랑구,320,침엽수림,267531.44903934
중랑구,330,혼효림,1262542.050242563
중랑구,430,기타초지,584616.9311227956
중랑구,620,기타나지,856809.427018224
중랑구,710,내륙수,252803.99624847065
