SIGUNGU_NM,L2_CODE,L2_NAME,AREA_M2
강남구,110,주거지역,2957618.7314538993
강남구,120,공업지역,13522.36424269526
강남구,130,상업지역,3548054.2056261147
강남구,140,문화·체육·휴양지역,414032.5917860434
강남구,150,교통지역,14736734.855989099
강남구,160,공공시설지역,661382.094436866
강남구,210,논,411.7647339559769
강남구,220,밭,632673.3658774422
강남구,230,시설재배지,115774.8221947782
강남구,240,과수원,28898.490718183304
강남구,250,기타재배지,31290.810602911806
강남구,310,활엽수림,5034593.687013264
강남구,320,침엽수림,920741.1682221344
강남구,330,혼효림,509283.67711804627
강남구,410,자연초지,47909.95081565676
강남구,420,인공초지,5464489.594619261
강남구,510,내륙습지(수변식생),292523.8899825172
강남구,610,자연 나지,60854.7955399656
강남구,620,기타 나지,1734663.9375991244
강남구,710,내륙수,2252322.973362686
강동구,110,주거지역,2229276.1962279957
강동구,120,공업지역,2274.202826620523
강동구,130,상업지역,1302069.5855310324
강동구,140,문화·체육·휴양지역,256318.08825843196
강동구,150,교통지역,8755172.659034291
강동구,160,공공시설지역,455407.44194709463
강동구,210,논,1370.5966541241355
강동구,220,밭,604378.9815701025
강동구,230,시설재배지,263969.14779614925
강동구,240,과수원,7135.104724537391
강동구,250,기타재배지,24328.80475151274
강동구,310,활엽수림,2469182.608019407
강동구,320,침엽수림,309501.2939486927
강동구,330,혼효림,146556.54624639094
강동구,410,자연초지,232247.47581619912
강동구,420,인공초지,3246110.60290258
강동구,510,내륙습지(수변식생),79979.83687116469
강동구,610,자연 나지,302.1690813516593
강동구,620,기타 나지,2131226.062352211
강동구,710,내륙수,2021060.237362715
강북구,110,주거지역,2281043.6302686427
강북구,120,공업지역,3748.9054176442087
강북구,130,상업지역,944515.2808360612
강북구,140,문화·체육·휴양지역,142756.25747221083
강북구,150,교통지역,5215093.785255022
강북구,160,공공시설지역,353066.16318267677
강북구,220,밭,80363.30466918283
강북구,230,시설재배지,1109.5535244923
강북구,250,기타재배지,551.716028753769
강북구,310,활엽수림,8123288.823937918
강북구,320,침엽수림,1419617.1507832035
강북구,330,혼효림,3082160.282628229
강북구,410,자연초지,43725.213428799914
강북구,420,인공초지,1044763.9904524048
강북구,510,내륙습지(수변식생),51052.29740836217
강북구,610,자연 나지,458855.9028363693
강북구,620,기타 나지,344474.8893550254
강북구,710,내륙수,30401.22265144422
강서구,110,주거지역,3022202.234482597
강서구,120,공업지역,40385.608020667016
강서구,130,상업지역,2289179.351280122
강서구,140,문화·체육·휴양지역,358500.8770504549
강서구,150,교통지역,14276118.292884698
강서구,160,공공시설지역,817368.648490911
강서구,210,논,1849896.215838559
강서구,220,밭,978409.964450882
강서구,230,시설재배지,171394.29254946878
강서구,240,과수원,15139.444406338616
강서구,250,기타재배지,19274.484585895334
강서구,310,활엽수림,2481439.8981053876
강서구,320,침엽수림,506118.61773089785
강서구,330,혼효림,250326.71739255896
강서구,410,자연초지,446927.64386859833
강서구,420,인공초지,8347593.242798191
강서구,510,내륙습지(수변식생),237629.35966026815
강서구,610,자연 나지,32154.498017259968
강서구,620,기타 나지,1840090.311685014
강서구,710,내륙수,3447107.115607916
관악구,110,주거지역,2992388.717647887
관악구,120,공업지역,666.2740100778459
관악구,130,상업지역,1195157.980793171
관악구,140,문화·체육·휴양지역,251376.99990564244
관악구,150,교통지역,7356163.044655281
관악구,160,공공시설지역,743759.45372829
관악구,220,밭,109773.69882596696
관악구,230,시설재배지,1802.5894574608
관악구,250,기타재배지,886.8800474131845
관악구,310,활엽수림,7526889.560115057
관악구,320,침엽수림,3656615.879238886
관악구,330,혼효림,1766585.8107729044
관악구,420,인공초지,1373754.7127552677
관악구,510,내륙습지(수변식생),14257.387108097835
관악구,610,자연 나지,2001807.9186852064
관악구,620,기타 나지,506028.8902383683
관악구,710,내륙수,65304.36471360898
광진구,110,주거지역,2189818.1138819344
광진구,120,공업지역,1067.4767041432312
광진구,130,상업지역,1130092.1650576293
광진구,140,문화·체육·휴양지역,265346.7680130403
광진구,150,교통지역,6589052.067463518
광진구,160,공공시설지역,611856.0029991332
광진구,220,밭,21308.43094549057
광진구,230,시설재배지,1955.0976597793335
광진구,310,활엽수림,908746.050205704
광진구,320,침엽수림,1137329.955057073
광진구,330,혼효림,151703.1354836128
광진구,410,자연초지,44504.34442355367
광진구,420,인공초지,1448684.4139253793
광진구,510,내륙습지(수변식생),14661.486400569922
광진구,610,자연 나지,415847.2942539608
광진구,620,기타 나지,388639.68961838563
광진구,710,내륙수,1715318.697318923
구로구,110,주거지역,2215433.2076635803
구로구,120,공업지역,156998.5379016182
구로구,130,상업지역,1549432.9516929549
구로구,140,문화·체육·휴양지역,259756.4064613304
구로구,150,교통지역,8238959.779542743
구로구,160,공공시설지역,479920.21785267506
구로구,220,밭,291331.1375766785
구로구,230,시설재배지,26137.60938859223
구로구,240,과수원,5405.3226614543355
구로구,250,기타재배지,1323.49550299002
구로구,310,활엽수림,2925919.2766718296
구로구,320,침엽수림,237209.02582180864
구로구,330,혼효림,184240.2089624864
구로구,410,자연초지,148669.1105333948
구로구,420,인공초지,2274865.9756412976
구로구,510,내륙습지(수변식생),31245.5565292652
구로구,610,자연 나지,7365.276645113707
구로구,620,기타 나지,794983.2265730916
