SIGUNGU_NM,L3_CODE,L3_NAME,AREA_M2
강남구,111,단독주거시설,656327.9999101149
강남구,112,공동주거시설,2301290.7315437845
강남구,121,공업시설,13522.364242695261
강남구,131,상업·업무시설,3548054.2056261147
강남구,141,문화·체육·휴양시설,414032.5917860434
강남구,153,철도,95335.52303549933
강남구,154,도로,14641399.332953598
강남구,161,환경기초시설,65554.4125311324
강남구,162,교육·행정시설,377499.5526038335
강남구,163,기타 공공시설,218328.1293019001
강남구,212,경지정리가 안 된 논,411.76473395597685
강남구,222,경지정리가 안 된 밭,632673.3658774422
강남구,231,시설재배지,115774.82219477821
강남구,241,과수원,28898.490718183304
강남구,251,목장·양식장,1888.429401711276
강남구,252,기타재배지,29402.38120120053
강남구,311,활엽수림,5034593.687013264
강남구,321,침엽수림,920741.1682221344
강남구,331,혼효림,509283.67711804627
강남구,411,자연초지,47909.95081565676
강남구,422,묘지,150347.78368212972
강남구,423,기타초지,5314141.810937132
강남구,511,내륙습지,292523.8899825172
강남구,612,강기슭,59556.861138295
강남구,613,암벽·바위,1297.9344016706011
강남구,622,운동장,293424.71278955654
강남구,623,기타나지,1441239.2248095681
강남구,711,하천,2250664.9855175973
강남구,712,호소,1657.9878450889933
강동구,111,단독주거시설,787554.7462716029
강동구,112,공동주거시설,1441721.4499563929
강동구,121,공업시설,2274.202826620523
강동구,131,상업·업무시설,1302069.5855310324
강동구,141,문화·체육·휴양시설,256318.08825843196
강동구,153,철도,92367.5102549878
강동구,154,도로,8662805.148779303
강동구,161,환경기초시설,7730.583332843993
강동구,162,교육·행정시설,277932.15596997784
강동구,163,기타 공공시설,169744.70264427277
강동구,212,경지정리가 안 된 논,1370.5966541241355
강동구,222,경지정리가 안 된 밭,604378.9815701025
강동구,231,시설재배지,263969.14779614925
강동구,241,과수원,7135.104724537391
강동구,251,목장·양식장,8619.286059421082
강동구,252,기타재배지,15709.51869209166
강동구,311,활엽수림,2469182.608019407
강동구,321,침엽수림,309501.2939486927
강동구,331,혼효림,146556.54624639094
강동구,411,자연초지,232247.47581619912
강동구,422,묘지,17760.108337571615
강동구,423,기타초지,3228350.494565008
강동구,511,내륙습지,79979.83687116469
강동구,613,암벽·바위,302.1690813516593
강동구,622,운동장,194056.1202056683
강동구,623,기타나지,1937169.942146543
강동구,711,하천,2013908.8927326319
강동구,712,호소,7151.344630082935
강북구,111,단독주거시설,1183989.2308309241
강북구,112,공동주거시설,1097054.3994377188
강북구,121,공업시설,3748.9054176442087
강북구,131,상업·업무시설,944515.2808360611
강북구,141,문화·체육·휴양시설,142756.25747221085
강북구,154,도로,5214982.545327065
강북구,155,기타 교통·통신시설,111.23992795790134
강북구,161,환경기초시설,1409.4854685172747
강북구,162,교육·행정시설,184740.53846284578
강북구,163,기타 공공시설,166916.13925131373
강북구,222,경지정리가 안 된 밭,80363.30466918283
강북구,231,시설재배지,1109.5535244923
강북구,251,목장·양식장,176.86449856023222
강북구,252,기타재배지,374.85153019353675
강북구,311,활엽수림,8123288.823937918
강북구,321,침엽수림,1419617.1507832035
강북구,331,혼효림,3082160.282628229
강북구,411,자연초지,43725.213428799914
강북구,422,묘지,8638.176457457212
강북구,423,기타초지,1036125.8139949475
강북구,511,내륙습지,51052.29740836217
강북구,612,강기슭,9731.438011059843
강북구,613,암벽·바위,449124.46482530946
강북구,622,운동장,84572.1809234394
강북구,623,기타나지,259902.708431586
강북구,711,하천,18918.927343945947
강북구,712,호소,11482.295307498272
강서구,111,단독주거시설,822160.7290129553
강서구,112,공동주거시설,2200041.5054696416
강서구,121,공업시설,40385.608020667016
강서구,131,상업·업무시설,2289179.351280122
강서구,141,문화·체육·휴양시설,358500.8770504549
강서구,151,공항,113272.23615015052
강서구,153,철도,186709.24326420444
강서구,154,도로,13975264.574476905
