SIGUNGU_NM,L2_CODE,L2_NAME,AREA_M2
강남구,110,주거지역,3804893.356408754
강남구,120,공업지역,10765.94521632074
강남구,130,상업지역,4550489.123718216
강남구,140,문화·체육·휴양지역,382288.1957482494
강남구,150,교통지역,12763838.972760325
강남구,160,공공시설지역,655042.2291759278
강남구,220,밭,556773.8454256601
강남구,230,시설재배지,259190.51877239635
강남구,240,과수원,17767.386675103757
강남구,250,기타재배지,128484.67789510364
강남구,310,활엽수림,5109428.384776266
강남구,320,침엽수림,925306.8417182452
강남구,330,혼효림,576111.1471776972
강남구,410,자연초지,604044.4582830498
강남구,420,인공초지,5234725.691653091
강남구,510,내륙습지(수변식생),398104.63413738034
강남구,610,자연 나지,74630.30702945098
강남구,620,기타 나지,1159572.3343186807
강남구,710,내륙수,2246320.473466364
강동구,110,주거지역,3067083.9793121647
강동구,120,공업지역,7460.969118867032
강동구,130,상업지역,1650995.992608
강동구,140,문화·체육·휴양지역,171447.1654824836
강동구,150,교통지역,6836828.906008322
강동구,160,공공시설지역,529263.5526588261
강동구,210,논,24869.67205589043
강동구,220,밭,608436.7816433838
강동구,230,시설재배지,278728.5432996215
강동구,240,과수원,4790.725439171264
강동구,250,기타재배지,51675.543303832885
강동구,310,활엽수림,2592072.362394548
강동구,320,침엽수림,342247.77241650625
강동구,330,혼효림,158003.58379891445
강동구,410,자연초지,384174.87096566544
강동구,420,인공초지,3105938.597769694
강동구,510,내륙습지(수변식생),82565.95360994166
강동구,610,자연 나지,57.80530422555436
강동구,620,기타 나지,2612925.654613697
강동구,710,내륙수,2028299.2288411367
강북구,110,주거지역,3468035.626155529
강북구,120,공업지역,3153.6805848549557
강북구,130,상업지역,1126418.0745672002
강북구,140,문화·체육·휴양지역,139528.84875815213
강북구,150,교통지역,3643997.4023668887
강북구,160,공공시설지역,427819.2825050963
강북구,220,밭,59394.94165607176
강북구,250,기타재배지,2819.904904065959
강북구,310,활엽수림,8168476.010299551
강북구,320,침엽수림,1429959.266366541
강북구,330,혼효림,3091800.752265936
강북구,410,자연초지,171625.16925473904
강북구,420,인공초지,983046.3383975246
강북구,510,내륙습지(수변식생),47034.84582019247
강북구,610,자연 나지,462143.91234634875
강북구,620,기타 나지,366846.245372664
강북구,710,내륙수,28487.744539434112
강서구,110,주거지역,4075890.1655094223
강서구,120,공업지역,67955.1212258604
강서구,130,상업지역,2417489.4551191325
강서구,140,문화·체육·휴양지역,349842.1069351546
강서구,150,교통지역,13345883.97431474
강서구,160,공공시설지역,927404.6679132129
강서구,210,논,2445714.4392946023
강서구,220,밭,642123.3182480487
강서구,230,시설재배지,118678.2912601505
강서구,240,과수원,15731.315866328016
강서구,250,기타재배지,46149.11920959972
강서구,310,활엽수림,2567910.291451769
